dates,nzd0288-0000,nzd0288-0001,nzd0288-0002,nzd0288-0003,nzd0288-0004,nzd0288-0005,nzd0288-0006,nzd0288-0007,nzd0288-0008,nzd0288-0009,nzd0288-0010,satname
1999-08-12 21:53:08+00:00,350.15,,328.51,331.68,335.85,343.64,352.82,359.48,362.97,360.14,357.52,L7
1999-08-21 21:46:56+00:00,344.30,,321.16,329.06,329.71,335.14,349.63,355.74,359.42,360.64,346.95,L7
1999-08-28 21:53:11+00:00,351.92,325.06,323.03,335.54,332.13,335.48,356.45,353.66,361.26,364.70,359.53,L7
1999-09-22 21:47:00+00:00,356.63,332.47,333.73,338.56,341.08,356.71,352.85,369.40,366.24,369.99,360.20,L7
1999-09-29 21:53:16+00:00,382.67,340.87,340.84,346.53,343.56,352.89,354.97,,363.56,368.66,357.90,L7
1999-10-24 21:46:56+00:00,351.88,331.58,331.38,344.53,349.73,352.27,352.54,361.25,364.00,367.25,,L7
1999-10-31 21:53:08+00:00,375.45,344.21,342.37,353.25,352.43,355.30,354.42,363.90,366.24,372.03,362.14,L7
1999-11-16 21:53:08+00:00,364.61,337.40,339.40,345.42,358.01,359.40,360.44,364.27,367.59,370.66,365.45,L7
2000-01-19 21:53:01+00:00,344.23,332.22,336.48,340.75,343.54,348.96,350.06,361.61,358.49,364.50,,L7
2000-02-04 21:53:01+00:00,350.58,333.90,338.82,337.79,341.50,346.25,347.29,353.30,352.23,360.98,353.20,L7
2000-02-13 21:46:48+00:00,358.28,334.92,338.70,335.72,343.52,344.30,354.31,352.97,357.38,361.78,357.16,L7
2000-02-20 21:52:53+00:00,359.96,339.08,341.54,346.49,349.79,351.12,355.68,357.24,359.27,366.09,359.35,L7
2000-04-01 21:46:34+00:00,342.01,333.95,335.23,332.78,334.19,337.91,354.04,359.01,357.14,366.50,361.34,L7
2000-04-17 21:46:20+00:00,345.64,327.01,328.95,332.39,338.25,341.33,343.66,354.77,352.07,358.86,360.31,L7
2000-05-03 21:46:19+00:00,310.40,,324.85,329.12,334.06,342.86,,348.94,351.39,358.12,356.06,L7
2000-05-19 21:46:07+00:00,,,324.11,,336.25,345.41,,352.97,352.99,361.34,358.64,L7
2000-07-13 21:51:43+00:00,,,,,342.49,351.61,,,360.88,368.30,365.43,L7
2000-07-29 21:51:26+00:00,,,309.94,,330.82,339.58,,350.05,355.57,357.52,353.95,L7
2000-08-07 21:45:08+00:00,,,321.26,326.50,333.14,338.75,,355.86,355.50,362.50,358.63,L7
2000-08-14 21:51:20+00:00,328.88,,317.14,323.52,332.12,339.29,331.85,348.52,353.88,357.84,353.86,L7
2000-09-15 21:50:49+00:00,338.77,323.93,323.83,329.08,330.96,340.90,348.15,356.17,354.51,363.48,355.92,L7
2000-10-26 21:44:22+00:00,341.95,328.69,332.21,336.78,345.28,353.27,350.22,365.40,362.51,368.34,363.77,L7
2000-11-27 21:44:26+00:00,368.06,339.24,328.66,336.62,338.86,330.19,324.60,344.91,349.24,362.12,366.02,L7
2000-12-13 21:44:28+00:00,371.16,336.95,334.78,335.89,334.21,338.37,353.67,357.90,352.11,364.50,352.34,L7
2001-01-05 21:50:40+00:00,356.80,338.47,336.33,343.75,348.53,354.45,358.49,364.59,362.36,366.81,367.00,L7
