dates,satname,nzd0288-0000,nzd0288-0001,nzd0288-0002,nzd0288-0003,nzd0288-0004,nzd0288-0005,nzd0288-0006,nzd0288-0007,nzd0288-0008,nzd0288-0009,nzd0288-0010
1999-08-12 21:53:08+00:00,L7,355.65,,331.26,334.43,338.29,345.64,355.96,362.23,364.97,362.14,359.21
1999-08-21 21:46:56+00:00,L7,356.30,,327.16,335.06,335.04,339.50,356.49,361.74,363.78,365.00,350.64
1999-08-28 21:53:11+00:00,L7,349.92,324.06,322.03,334.54,331.24,334.75,355.31,352.66,360.53,363.97,358.91
1999-09-22 21:47:00+00:00,L7,384.13,346.22,347.48,352.31,353.30,366.71,368.56,383.15,376.24,379.99,368.66
1999-09-29 21:53:16+00:00,L7,341.17,320.12,320.09,325.78,325.12,337.80,331.26,,348.47,353.57,345.13
1999-10-24 21:46:56+00:00,L7,379.88,345.58,345.38,358.53,362.17,362.45,368.54,375.25,374.18,377.43,
1999-10-31 21:53:08+00:00,L7,347.45,330.21,328.37,339.25,339.99,345.12,338.42,349.90,356.06,361.85,353.52
1999-11-16 21:53:08+00:00,L7,347.11,328.65,330.65,336.67,350.23,353.04,350.44,355.52,361.23,364.30,360.07
2000-01-19 21:53:01+00:00,L7,383.23,351.72,355.98,360.25,360.87,363.14,372.35,381.11,372.67,378.68,
2000-02-04 21:53:01+00:00,L7,366.58,341.90,346.82,345.79,348.61,352.07,356.43,361.30,358.05,366.80,358.12
2000-02-13 21:46:48+00:00,L7,346.78,329.17,332.95,329.97,338.41,340.12,347.74,347.22,353.20,357.60,353.62
2000-02-20 21:52:53+00:00,L7,358.96,338.58,341.04,345.99,349.35,350.76,355.11,356.74,358.91,365.73,359.04
2000-04-01 21:46:34+00:00,L7,371.01,348.45,349.73,347.28,347.08,348.46,370.61,373.51,367.69,377.05,370.26
2000-04-17 21:46:20+00:00,L7,373.64,341.01,342.95,346.39,350.69,351.51,359.66,368.77,362.25,369.04,368.93
2000-05-03 21:46:19+00:00,L7,337.90,,338.60,342.87,346.28,352.86,,362.69,361.39,368.12,364.52
2000-05-19 21:46:07+00:00,L7,,,323.61,,335.81,345.05,,352.47,352.63,360.98,358.33
2000-07-13 21:51:43+00:00,L7,,,143.69,,356.05,362.70,,,371.97,379.39,374.81
2000-07-29 21:51:26+00:00,L7,,,331.19,,349.71,355.03,,371.30,371.02,372.97,367.03
2000-08-07 21:45:08+00:00,L7,96.61,,316.26,321.50,328.70,335.11,,350.86,351.86,358.86,355.55
2000-08-14 21:51:20+00:00,L7,347.38,,326.39,332.77,340.34,346.02,342.42,357.77,360.61,364.57,359.55
2000-09-15 21:50:49+00:00,L7,333.77,321.43,321.33,326.58,328.74,339.08,345.29,353.67,352.69,361.66,354.38
2000-10-26 21:44:22+00:00,L7,367.45,341.44,344.96,349.53,356.61,362.54,364.79,378.15,371.78,377.61,371.62
2000-11-27 21:44:26+00:00,L7,356.56,333.49,322.91,330.87,333.75,326.01,318.03,339.16,345.06,357.94,362.48
2000-12-13 21:44:28+00:00,L7,344.16,323.45,321.28,322.39,322.21,328.55,338.24,344.40,342.29,354.68,344.03
