dates,nzd0155-0000,nzd0155-0001,nzd0155-0002,nzd0155-0003,nzd0155-0004,nzd0155-0005,nzd0155-0006,nzd0155-0007,nzd0155-0008,satname
1999-07-18 21:58:25+00:00,,,,,,319.67,315.39,,,L7
1999-08-26 22:04:44+00:00,349.61,356.20,360.77,369.69,359.10,337.84,334.76,337.98,336.52,L7
1999-09-11 22:04:40+00:00,349.00,345.76,345.52,354.74,350.52,333.23,330.22,326.96,325.03,L7
1999-09-27 22:04:48+00:00,348.50,346.31,346.53,357.59,354.82,338.67,334.44,331.00,326.91,L7
1999-12-25 21:58:52+00:00,349.94,345.04,347.05,357.25,352.35,340.18,334.44,331.00,326.91,L7
2000-01-10 21:58:28+00:00,349.25,344.48,348.39,358.09,351.20,340.66,334.34,331.00,326.24,L7
2000-02-11 21:58:22+00:00,349.54,345.79,350.02,357.94,352.06,345.05,340.24,331.08,328.47,L7
2000-02-18 22:04:29+00:00,349.30,345.93,349.91,357.55,351.33,343.45,338.75,330.79,327.68,L7
2000-07-11 22:03:17+00:00,349.73,347.93,352.16,355.18,351.13,342.12,340.97,336.02,330.19,L7
2000-07-20 21:56:59+00:00,344.64,344.10,348.54,353.12,347.16,339.93,339.99,334.60,331.43,L7
2000-08-21 21:56:38+00:00,336.65,339.12,343.56,350.65,343.99,340.03,340.75,334.64,330.15,L7
2000-09-13 22:02:26+00:00,336.40,338.29,343.56,350.65,343.99,340.03,340.75,334.64,330.15,L7
2000-10-15 22:01:56+00:00,336.82,337.21,340.79,348.37,342.15,338.29,339.07,333.75,331.74,L7
2000-12-27 21:56:05+00:00,336.82,337.21,342.52,349.74,341.35,338.80,338.53,333.20,332.57,L7
2001-01-03 22:02:12+00:00,338.10,338.07,344.34,351.16,343.71,341.51,340.42,333.96,334.29,L7
2001-01-12 21:56:06+00:00,338.62,338.35,344.15,351.08,342.94,340.30,340.31,332.91,337.28,L7
2001-01-28 21:56:08+00:00,342.77,341.54,347.11,353.75,347.27,343.28,342.23,334.50,339.66,L7
2001-02-13 21:56:27+00:00,343.39,341.49,347.09,353.86,347.33,343.30,341.82,333.76,338.53,L7
2001-03-17 21:55:52+00:00,346.99,341.97,348.04,354.31,347.47,343.67,342.12,334.31,339.46,L7
2001-03-24 22:01:59+00:00,346.27,341.58,347.37,353.92,347.81,343.54,342.22,333.57,338.37,L7
2001-06-21 21:55:05+00:00,347.56,339.64,347.82,354.68,348.95,344.32,342.42,333.30,335.93,L7
2001-06-28 22:01:09+00:00,347.56,339.64,347.59,354.61,352.86,345.77,344.48,335.20,336.20,L7
2001-08-08 21:55:01+00:00,345.26,336.19,344.42,352.71,352.39,344.28,342.49,332.20,330.45,L7
2001-08-15 22:00:38+00:00,348.36,339.35,347.56,357.15,356.61,347.76,346.38,336.81,332.16,L7
2001-09-09 21:54:12+00:00,349.27,340.89,348.36,356.72,356.03,347.03,345.69,335.80,332.98,L7
2001-09-25 21:54:04+00:00,353.84,344.42,352.44,361.05,359.37,349.09,347.52,339.52,333.45,L7
2001-10-02 22:00:04+00:00,352.36,344.10,350.87,359.68,357.58,348.08,346.75,337.64,332.77,L7
2001-10-11 21:54:09+00:00,352.66,345.38,353.16,361.15,358.33,349.06,348.55,339.18,333.21,L7
2001-10-18 22:00:06+00:00,351.17,343.98,351.33,359.03,356.82,348.45,348.06,339.18,333.23,L7
