dates,satname,sar2483-0000,sar2483-0001,sar2483-0002,sar2483-0003,sar2483-0004,sar2483-0005,sar2483-0006
1984-04-13 09:26:43+00:00,L5,248.93,176.62,186.66,187.39,220.95,231.04,225.04
1984-05-06 09:33:03+00:00,L5,201.71,173.77,194.80,203.93,221.64,245.47,227.98
1984-07-18 09:28:46+00:00,L5,185.35,175.74,188.94,189.32,218.34,243.10,218.64
1984-08-03 09:29:20+00:00,L5,181.66,164.54,183.13,184.38,219.81,239.47,220.06
1984-08-19 09:29:27+00:00,L5,186.21,169.91,192.59,200.22,229.74,238.06,239.85
1984-08-26 09:35:45+00:00,L5,149.04,139.28,160.06,156.05,,220.79,196.10
1984-09-04 09:29:37+00:00,L5,191.42,172.90,192.98,199.32,232.47,245.27,241.38
1984-09-20 09:30:04+00:00,L5,181.38,168.71,175.68,174.10,239.26,246.62,235.00
1984-10-13 09:35:49+00:00,L5,203.53,176.81,184.82,200.09,217.01,225.72,220.08
1984-12-09 09:29:34+00:00,L5,208.99,189.98,201.78,202.37,221.18,218.89,228.66
1985-01-17 09:36:05+00:00,L5,178.78,163.55,180.57,,,209.52,211.05
1985-03-15 09:29:58+00:00,L5,158.90,145.48,168.07,153.57,,225.91,201.32
1985-04-23 09:35:59+00:00,L5,193.15,176.21,194.79,201.64,221.58,244.53,233.04
1985-05-02 09:29:43+00:00,L5,193.94,180.47,198.92,200.54,240.89,255.93,235.60
1985-06-03 09:29:40+00:00,L5,191.11,172.54,190.52,201.51,228.90,245.81,246.43
1985-06-10 09:35:50+00:00,L5,154.94,151.54,169.22,167.64,,225.96,198.22
1985-06-26 09:35:47+00:00,L5,181.18,172.34,192.19,194.37,220.19,242.33,220.74
1985-07-05 09:29:33+00:00,L5,177.07,162.20,175.46,178.27,217.26,234.79,220.51
1985-07-12 09:35:41+00:00,L5,194.78,179.49,201.60,201.70,220.16,243.17,233.59
1985-08-13 09:35:25+00:00,L5,201.88,175.61,205.64,203.66,224.60,238.61,239.07
1985-08-22 09:29:08+00:00,L5,196.15,180.96,198.66,210.19,233.17,246.31,235.03
1985-10-09 09:28:35+00:00,L5,146.27,137.66,162.52,153.15,,224.13,197.82
1985-11-10 09:28:33+00:00,L5,187.24,177.29,197.88,208.80,219.59,227.73,228.01
1985-11-26 09:28:17+00:00,L5,185.66,167.34,181.04,,216.23,221.50,218.71
1985-12-03 09:33:55+00:00,L5,204.42,184.74,191.70,205.61,211.40,221.48,229.47
1986-01-13 09:27:22+00:00,L5,169.91,166.91,174.42,,205.23,222.94,196.31
1986-02-21 09:32:17+00:00,L5,189.06,180.00,183.70,195.28,214.71,219.54,219.30
1986-03-25 09:31:37+00:00,L5,163.61,146.50,159.17,142.75,,217.20,192.32
1986-05-12 09:30:29+00:00,L5,192.93,177.46,196.66,206.73,229.92,246.18,244.58
1986-05-21 09:24:27+00:00,L5,198.51,179.58,198.11,204.32,233.20,246.39,231.82
1986-06-22 09:23:04+00:00,L5,194.43,173.53,193.89,206.99,229.80,248.76,237.43
1986-07-24 09:22:23+00:00,L5,181.23,170.08,192.13,186.35,219.32,239.14,229.12
1986-07-31 09:27:55+00:00,L5,195.93,169.22,193.60,201.05,222.27,243.46,232.06
1986-08-16 09:27:20+00:00,L5,204.07,178.59,200.81,209.31,232.75,250.23,245.25
1986-09-17 09:26:13+00:00,L5,191.81,184.64,190.29,200.37,230.63,230.21,231.89
1986-12-22 09:24:45+00:00,L5,391.47,,,,,,
1987-01-07 09:25:13+00:00,L5,161.71,141.78,162.20,135.41,,209.50,185.54
1987-01-16 09:19:18+00:00,L5,203.55,161.60,170.09,125.45,,233.78,228.35
1987-01-23 09:25:40+00:00,L5,167.11,146.30,,,,217.62,262.04
1987-02-08 09:26:15+00:00,L5,,,,,,207.70,191.82
1987-03-21 09:21:38+00:00,L5,176.10,174.84,185.50,,231.53,233.92,222.06
1987-04-29 09:29:06+00:00,L5,199.66,182.11,206.89,210.65,232.54,247.87,240.77
1987-05-15 09:29:33+00:00,L5,,,171.72,171.08,215.01,230.25,214.32
1987-06-09 09:23:59+00:00,L5,174.13,157.54,167.50,171.18,213.81,227.51,198.18
1987-06-16 09:30:19+00:00,L5,152.37,145.74,162.95,161.89,,227.25,195.54
1987-06-25 09:24:20+00:00,L5,196.67,175.17,186.81,189.78,227.84,240.97,227.63
1987-07-02 09:30:39+00:00,L5,188.43,172.31,195.16,201.65,222.56,244.15,237.31
1987-07-18 09:30:57+00:00,L5,197.66,175.15,188.65,190.45,224.76,244.96,228.06
1987-08-03 09:31:25+00:00,L5,167.83,151.39,170.63,173.51,218.07,229.74,205.07
1987-08-19 09:31:54+00:00,L5,176.56,164.27,177.78,184.54,217.92,234.01,219.83
1987-09-04 09:32:19+00:00,L5,177.62,167.82,179.18,185.74,220.61,236.45,228.92
1987-09-13 09:26:21+00:00,L5,189.05,174.75,193.38,200.69,221.91,236.00,234.46
1987-09-20 09:32:42+00:00,L5,196.50,178.13,193.72,200.86,221.94,235.02,230.37
1987-10-06 09:33:02+00:00,L5,200.43,180.48,196.69,199.69,239.59,238.91,231.56
1987-10-31 09:27:40+00:00,L5,,,,,,,
1987-11-16 09:27:39+00:00,L5,192.16,186.21,202.40,193.13,232.48,234.99,218.59
1988-01-10 09:34:42+00:00,L5,210.24,189.63,199.64,199.45,216.27,225.55,226.62
