dates,sar2483-0000,sar2483-0001,sar2483-0002,sar2483-0003,sar2483-0004,sar2483-0005,sar2483-0006,satname
1984-04-13 09:26:43+00:00,,176.62,186.66,187.39,220.95,231.04,225.04,L5
1984-05-06 09:33:03+00:00,201.71,173.77,194.8,203.93,221.64,245.47,227.98,L5
1984-07-18 09:28:46+00:00,185.35,175.74,188.94,189.32,218.34,243.1,218.64,L5
1984-08-03 09:29:20+00:00,181.66,164.54,183.13,184.38,219.81,239.47,220.06,L5
1984-08-19 09:29:27+00:00,186.21,169.91,192.59,200.22,229.74,238.06,239.85,L5
1984-08-26 09:35:45+00:00,149.04,139.28,160.06,,,220.79,,L5
1984-09-04 09:29:37+00:00,191.42,172.9,192.98,199.32,232.47,245.27,241.38,L5
1984-09-20 09:30:04+00:00,181.38,168.71,175.68,174.1,239.26,246.62,235.0,L5
1984-10-13 09:35:49+00:00,203.53,176.81,184.82,200.09,217.01,225.72,220.08,L5
1984-12-09 09:29:34+00:00,208.99,189.98,201.78,202.37,221.18,218.89,228.66,L5
1985-01-17 09:36:05+00:00,178.78,163.55,180.57,,,209.52,211.05,L5
1985-03-15 09:29:58+00:00,158.9,145.48,168.07,,,225.91,201.32,L5
1985-04-23 09:35:59+00:00,193.15,176.21,194.79,201.64,221.58,244.53,233.04,L5
1985-05-02 09:29:43+00:00,193.94,180.47,198.92,200.54,240.89,255.93,235.6,L5
1985-06-03 09:29:40+00:00,191.11,172.54,190.52,201.51,228.9,245.81,246.43,L5
1985-06-10 09:35:50+00:00,154.94,151.54,169.22,167.64,,225.96,198.22,L5
1985-06-26 09:35:47+00:00,181.18,172.34,192.19,194.37,220.19,242.33,220.74,L5
1985-07-05 09:29:33+00:00,177.07,162.2,175.46,178.27,217.26,234.79,220.51,L5
1985-07-12 09:35:41+00:00,194.78,179.49,201.6,201.7,220.16,243.17,233.59,L5
1985-08-13 09:35:25+00:00,201.88,175.61,205.64,203.66,224.6,238.61,239.07,L5
1985-08-22 09:29:08+00:00,196.15,180.96,198.66,210.19,233.17,246.31,235.03,L5
1985-10-09 09:28:35+00:00,,137.66,162.52,,,224.13,197.82,L5
1985-11-10 09:28:33+00:00,187.24,177.29,197.88,208.8,219.59,227.73,228.01,L5
1985-11-26 09:28:17+00:00,185.66,167.34,181.04,,216.23,221.5,218.71,L5
1985-12-03 09:33:55+00:00,204.42,184.74,191.7,205.61,211.4,221.48,229.47,L5
1986-01-13 09:27:22+00:00,169.91,166.91,174.42,,205.23,222.94,196.31,L5
1986-02-21 09:32:17+00:00,189.06,180.0,183.7,195.28,214.71,219.54,219.3,L5
1986-03-25 09:31:37+00:00,163.61,146.5,159.17,,,217.2,192.32,L5
1986-05-12 09:30:29+00:00,192.93,177.46,196.66,206.73,229.92,246.18,244.58,L5
1986-05-21 09:24:27+00:00,198.51,179.58,198.11,204.32,233.2,246.39,231.82,L5
1986-06-22 09:23:04+00:00,194.43,173.53,193.89,206.99,229.8,248.76,237.43,L5
1986-07-24 09:22:23+00:00,181.23,170.08,192.13,186.35,219.32,239.14,229.12,L5
1986-07-31 09:27:55+00:00,195.93,169.22,193.6,201.05,222.27,243.46,232.06,L5
1986-08-16 09:27:20+00:00,204.07,178.59,200.81,209.31,232.75,250.23,245.25,L5
1986-09-17 09:26:13+00:00,191.81,184.64,190.29,200.37,230.63,230.21,231.89,L5
1987-01-07 09:25:13+00:00,161.71,141.78,162.2,,,209.5,,L5
1987-01-16 09:19:18+00:00,203.55,161.6,170.09,,,233.78,228.35,L5
1987-01-23 09:25:40+00:00,167.11,146.3,,,,217.62,262.04,L5
1987-02-08 09:26:15+00:00,,,,,,207.7,191.82,L5
1987-03-21 09:21:38+00:00,176.1,174.84,185.5,,231.53,233.92,222.06,L5
1987-04-29 09:29:06+00:00,199.66,182.11,206.89,210.65,232.54,247.87,240.77,L5
1987-05-15 09:29:33+00:00,,,171.72,171.08,215.01,230.25,214.32,L5
1987-06-09 09:23:59+00:00,174.13,157.54,167.5,171.18,213.81,227.51,198.18,L5
1987-06-16 09:30:19+00:00,152.37,145.74,162.95,161.89,,227.25,195.54,L5
1987-06-25 09:24:20+00:00,196.67,175.17,186.81,189.78,227.84,240.97,227.63,L5
1987-07-02 09:30:39+00:00,188.43,172.31,195.16,201.65,222.56,244.15,237.31,L5
1987-07-18 09:30:57+00:00,197.66,175.15,188.65,190.45,224.76,244.96,228.06,L5
1987-08-03 09:31:25+00:00,167.83,151.39,170.63,173.51,218.07,229.74,205.07,L5
1987-08-19 09:31:54+00:00,176.56,164.27,177.78,184.54,217.92,234.01,219.83,L5
1987-09-04 09:32:19+00:00,177.62,167.82,179.18,185.74,220.61,236.45,228.92,L5
1987-09-13 09:26:21+00:00,189.05,174.75,193.38,200.69,221.91,236.0,234.46,L5
1987-09-20 09:32:42+00:00,196.5,178.13,193.72,200.86,221.94,235.02,230.37,L5
1987-10-06 09:33:02+00:00,200.43,180.48,196.69,199.69,239.59,238.91,231.56,L5
1987-11-16 09:27:39+00:00,192.16,186.21,202.4,193.13,232.48,234.99,218.59,L5
1988-01-10 09:34:42+00:00,210.24,189.63,199.64,199.45,216.27,225.55,226.62,L5
1988-01-19 09:28:41+00:00,176.7,169.98,186.18,185.13,203.36,,209.51,L5
1988-02-11 09:35:17+00:00,181.16,163.0,186.24,167.95,218.52,225.72,197.37,L5
1988-02-20 09:29:38+00:00,187.26,177.82,176.75,,213.44,221.61,200.47,L5
1988-03-07 09:29:48+00:00,,,155.53,139.78,,222.92,213.67,L5
1988-03-14 09:35:39+00:00,,,144.51,123.22,,216.9,,L5
1988-04-15 09:35:50+00:00,191.87,168.83,186.0,196.91,241.74,247.83,232.6,L5
1988-05-01 09:35:57+00:00,190.4,178.81,200.54,203.3,232.39,244.56,238.8,L5
1988-05-17 09:36:08+00:00,199.95,176.28,195.09,200.31,229.27,246.79,239.77,L5
1988-06-02 09:36:14+00:00,192.66,171.44,179.98,175.82,229.86,238.29,216.35,L5
1988-06-11 09:30:05+00:00,199.55,188.96,195.03,200.64,230.13,246.97,239.47,L5
1988-06-18 09:36:19+00:00,169.44,155.21,172.75,174.29,216.68,226.68,220.61,L5
1988-07-04 09:36:24+00:00,191.26,167.82,183.0,189.64,220.74,243.36,225.78,L5
1988-07-13 09:30:15+00:00,183.86,177.77,191.93,196.0,233.14,253.38,239.71,L5
1988-07-20 09:36:27+00:00,195.04,174.15,195.53,201.52,228.2,244.55,236.3,L5
1988-07-29 09:30:18+00:00,197.89,182.91,207.67,215.14,223.48,247.33,231.77,L5
1988-08-05 09:36:28+00:00,172.2,170.99,176.69,171.5,,227.71,204.32,L5
1988-08-14 09:30:16+00:00,189.92,176.55,194.46,202.32,221.47,240.74,232.3,L5
1988-08-21 09:36:29+00:00,180.33,171.78,177.8,170.0,221.34,218.89,,L5
1988-08-30 09:30:45+00:00,193.29,178.77,191.41,200.01,235.07,243.27,237.74,L5
1988-09-15 09:30:17+00:00,178.74,166.42,177.48,,221.69,232.78,198.43,L5
1988-09-22 09:36:26+00:00,188.98,169.63,184.06,190.33,221.69,228.99,227.95,L5
1988-10-08 09:36:21+00:00,159.61,148.35,174.46,167.03,,222.08,192.88,L5
1988-11-02 09:30:34+00:00,188.73,171.7,183.85,,,,,L5
1988-12-04 09:30:29+00:00,166.79,160.56,177.06,,,217.01,196.91,L5
1988-12-11 09:36:09+00:00,197.65,175.79,184.19,169.59,210.48,217.67,210.94,L5
1989-01-12 09:35:56+00:00,200.26,173.28,183.98,176.94,,203.31,210.66,L5
1989-01-28 09:35:43+00:00,196.29,176.9,186.0,198.72,205.83,213.79,245.32,L5
1989-03-26 09:28:29+00:00,183.83,173.56,184.2,185.79,240.8,242.69,226.7,L5
1989-04-02 09:34:48+00:00,178.64,170.91,179.4,186.15,217.18,225.21,227.77,L5
1989-05-20 09:34:09+00:00,189.67,173.37,198.63,199.52,232.88,255.74,248.76,L5
1989-05-29 09:28:17+00:00,200.38,182.46,204.21,202.47,237.1,255.43,247.77,L5
1989-06-14 09:27:46+00:00,195.4,168.97,198.77,208.97,236.48,254.87,243.08,L5
1989-06-21 09:33:31+00:00,184.17,175.82,187.14,192.17,216.87,241.13,221.9,L5
1989-06-30 09:27:15+00:00,174.03,156.69,173.89,180.18,224.91,236.46,213.45,L5
1989-07-16 09:27:19+00:00,192.82,173.89,200.24,203.26,238.01,253.54,242.74,L5
1989-07-23 09:32:57+00:00,201.01,175.38,199.1,200.0,222.48,245.68,234.21,L5
1989-08-01 09:26:59+00:00,,138.21,162.7,,,,,L5
1989-08-24 09:32:15+00:00,188.92,180.69,197.05,202.08,234.5,253.61,241.59,L5
1989-09-02 09:26:17+00:00,169.85,164.34,172.51,,215.9,223.25,204.51,L5
1989-09-18 09:25:44+00:00,197.79,176.22,188.32,201.15,235.95,247.25,245.86,L5
1989-09-25 09:31:28+00:00,201.83,187.48,201.52,200.95,237.15,235.53,227.48,L5
1989-10-04 09:25:36+00:00,205.19,179.17,200.42,204.1,233.18,236.9,228.06,L5
1989-10-11 09:31:06+00:00,192.43,186.89,190.72,200.15,238.49,235.13,226.47,L5
1989-10-27 09:30:27+00:00,201.75,186.11,206.3,205.34,217.85,216.0,233.11,L5
1989-11-12 09:30:07+00:00,215.42,194.54,202.31,217.27,232.62,228.48,245.97,L5
1990-01-31 09:27:43+00:00,,,,,197.89,219.61,206.05,L5
1990-02-16 09:27:12+00:00,,143.79,163.05,,,210.34,182.27,L5
1990-03-04 09:26:38+00:00,203.68,,199.69,207.4,221.76,234.04,229.12,L5
1990-04-14 09:19:47+00:00,201.16,180.49,197.82,201.89,247.97,255.64,246.33,L5
1990-05-16 09:19:49+00:00,196.42,179.11,207.54,210.61,244.18,249.26,237.89,L5
1990-06-01 09:19:44+00:00,199.83,177.42,190.96,194.16,217.2,238.31,221.97,L5
1990-06-17 09:19:42+00:00,188.08,170.26,190.83,198.28,230.26,246.18,233.25,L5
1990-06-24 09:25:54+00:00,171.68,157.57,179.1,176.17,227.13,242.39,225.55,L5
1990-07-10 09:25:52+00:00,176.73,168.86,191.56,186.55,,,226.08,L5
1990-07-19 09:19:37+00:00,172.21,160.3,173.81,174.59,227.79,238.83,221.01,L5
1990-07-26 09:25:48+00:00,198.56,174.45,191.65,192.61,232.16,246.29,236.64,L5
1990-08-11 09:25:43+00:00,205.67,182.07,206.24,209.05,244.95,261.98,250.13,L5
1990-08-20 09:19:30+00:00,208.32,184.79,198.84,207.79,244.51,260.54,239.59,L5
1990-09-12 09:25:35+00:00,195.13,179.86,195.13,201.16,231.56,227.23,216.91,L5
1990-09-28 09:25:26+00:00,192.31,171.51,193.54,202.58,239.2,242.32,244.22,L5
1990-10-07 09:19:07+00:00,165.1,151.31,185.41,184.92,,232.38,230.17,L5
1990-10-14 09:25:20+00:00,178.19,173.47,171.22,155.28,,,,L5
1990-10-30 09:25:11+00:00,184.99,173.15,182.1,170.81,215.76,217.58,201.86,L5
1990-11-15 09:25:13+00:00,179.7,159.63,180.14,,217.79,225.72,221.14,L5
1991-01-02 09:25:37+00:00,174.57,165.81,165.68,,,208.1,196.25,L5
1991-01-11 09:19:39+00:00,202.72,176.1,188.17,184.65,230.89,226.54,247.02,L5
1991-01-27 09:20:30+00:00,186.7,,,,,,,L5
1991-04-08 09:27:30+00:00,179.12,167.29,173.57,172.73,223.49,235.88,217.04,L5
1991-04-17 09:21:32+00:00,194.12,179.04,194.5,200.68,232.95,246.17,237.55,L5
1991-04-24 09:27:46+00:00,194.86,167.48,175.98,168.42,230.43,242.52,225.78,L5
1991-05-26 09:28:22+00:00,201.18,179.86,197.7,208.73,229.45,246.83,247.44,L5
1991-06-20 09:22:54+00:00,175.45,155.69,174.82,177.98,219.64,237.51,213.14,L5
1991-06-27 09:28:49+00:00,188.85,174.66,184.94,190.85,216.62,238.64,220.38,L5
1991-07-06 09:23:10+00:00,185.95,170.04,180.34,185.55,224.25,235.68,229.0,L5
1991-07-13 09:28:57+00:00,186.02,167.69,189.24,188.53,218.66,244.01,231.12,L5
1991-07-22 09:23:22+00:00,205.32,173.44,198.64,192.26,227.73,245.38,234.77,L5
1991-07-29 09:29:13+00:00,201.29,179.94,198.3,203.97,238.48,257.02,247.05,L5
1991-08-07 09:23:04+00:00,197.74,181.75,197.57,204.61,237.47,255.79,251.51,L5
1991-08-14 09:29:15+00:00,184.05,171.8,193.98,200.71,230.29,245.31,236.52,L5
1991-08-23 09:23:10+00:00,191.64,177.37,194.76,201.99,231.31,242.19,234.62,L5
1991-09-08 09:23:48+00:00,186.04,174.52,196.05,200.36,232.2,239.89,230.14,L5
1991-09-15 09:29:38+00:00,208.06,183.32,197.57,208.8,232.82,248.59,245.84,L5
1991-09-24 09:23:31+00:00,165.32,146.4,162.49,164.88,,223.85,207.26,L5
1991-10-17 09:29:54+00:00,195.77,174.37,187.95,198.4,224.28,227.61,231.05,L5
1991-11-02 09:29:52+00:00,197.61,177.4,187.02,201.09,229.97,227.62,235.4,L5
1991-11-11 09:24:09+00:00,208.71,187.03,191.7,201.53,217.66,226.97,232.93,L5
1991-12-04 09:30:12+00:00,196.36,178.1,178.98,,202.07,204.62,216.5,L5
1992-01-14 09:24:13+00:00,199.58,,188.76,,208.92,218.42,236.89,L5
1992-02-06 09:29:56+00:00,188.69,174.5,179.62,,213.05,219.24,200.93,L5
1992-02-15 09:23:38+00:00,184.83,179.07,192.92,,225.68,238.72,225.3,L5
1992-04-26 09:29:34+00:00,199.04,178.27,203.47,206.19,235.51,251.41,247.8,L5
1992-05-12 09:29:27+00:00,190.75,172.07,193.55,200.46,222.14,239.04,217.25,L5
1992-05-28 09:29:18+00:00,189.26,171.87,193.69,201.3,222.04,247.33,236.78,L5
1992-06-29 09:28:56+00:00,185.22,173.77,193.76,200.8,229.43,246.16,233.06,L5
1992-07-15 09:28:44+00:00,186.09,167.07,193.88,189.74,227.86,246.77,230.92,L5
1992-07-31 09:28:32+00:00,196.92,179.03,206.45,207.45,243.88,259.3,247.51,L5
1992-08-09 09:22:14+00:00,190.66,175.04,196.24,199.48,224.29,237.76,230.64,L5
1992-08-16 09:28:17+00:00,198.63,174.99,196.44,198.2,222.08,241.56,221.47,L5
1992-09-01 09:28:02+00:00,159.82,149.32,166.58,164.41,,224.91,197.09,L5
1992-09-10 09:21:44+00:00,183.1,176.81,184.04,189.77,219.07,231.59,232.86,L5
1992-09-17 09:27:48+00:00,,,,,217.27,230.69,229.81,L5
1992-11-04 09:26:58+00:00,164.1,162.24,171.89,,,219.02,194.55,L5
1992-12-06 09:26:58+00:00,,,,,,222.12,,L5
1993-01-07 09:27:16+00:00,200.44,184.52,195.73,,,217.98,216.97,L5
1993-02-08 09:27:38+00:00,179.71,154.18,177.38,155.38,184.73,204.78,211.41,L5
1993-03-12 09:27:54+00:00,189.37,178.11,181.64,191.66,221.25,223.47,232.99,L5
1993-03-21 09:21:43+00:00,197.03,182.28,192.55,206.04,226.13,236.47,237.63,L5
1993-04-06 09:22:12+00:00,169.94,163.04,169.49,170.18,217.42,223.31,219.14,L5
1993-05-08 09:22:25+00:00,198.41,181.07,196.3,199.71,230.7,246.39,240.5,L5
