dates,satname,nzd0605-0000,nzd0605-0001,nzd0605-0002,nzd0605-0003,nzd0605-0004,nzd0605-0005,nzd0605-0006,nzd0605-0007,nzd0605-0008,nzd0605-0009,nzd0605-0010,nzd0605-0011,nzd0605-0012,nzd0605-0013,nzd0605-0014,nzd0605-0015,nzd0605-0016,nzd0605-0017,nzd0605-0018,nzd0605-0019,nzd0605-0020,nzd0605-0021,nzd0605-0022,nzd0605-0023,nzd0605-0024,nzd0605-0025,nzd0605-0026,nzd0605-0027
1999-07-18 21:58:49+00:00,L7,,,,,438.02,,,,490.76,,,,,,,241.69,246.27,,225.45,221.00,240.36,255.11,,,,,,
1999-09-27 22:05:12+00:00,L7,233.47,232.09,233.70,213.55,215.07,195.91,199.95,179.99,184.60,231.39,244.10,227.81,217.17,221.90,238.18,232.06,246.79,237.34,228.33,230.29,240.62,250.11,246.16,251.83,240.99,232.22,226.85,215.00
1999-12-25 21:58:52+00:00,L7,275.44,271.10,283.39,,216.15,260.83,241.54,237.75,236.80,243.50,245.34,229.90,,,,,,,,,,,257.66,238.29,236.83,227.17,233.76,216.83
2000-02-18 22:04:53+00:00,L7,216.27,218.88,221.98,213.63,195.14,188.62,182.31,172.54,186.36,218.65,232.22,227.55,214.76,218.14,232.38,223.05,236.50,228.01,209.70,213.79,225.38,240.96,237.43,232.73,220.33,211.09,220.61,204.82
2000-05-24 22:04:10+00:00,L7,336.79,329.24,338.93,338.38,312.80,305.98,334.31,353.14,310.34,351.23,342.25,325.14,276.49,255.96,254.19,255.99,270.15,263.50,243.86,254.44,284.61,307.04,306.01,272.93,259.80,249.76,250.72,243.40
2000-07-04 21:57:38+00:00,L7,,236.12,,222.53,217.77,201.72,197.68,190.85,197.90,249.59,242.60,228.49,214.38,222.91,242.04,255.88,262.75,252.69,235.92,246.80,254.60,273.31,267.21,261.06,246.22,235.95,240.38,231.64
2000-07-11 22:03:41+00:00,L7,286.05,272.48,291.63,,248.49,262.76,,,260.16,265.61,261.71,251.86,227.85,239.01,240.91,244.84,266.88,253.52,237.14,244.11,258.35,281.25,275.78,260.03,245.75,241.35,239.68,226.48
2000-08-05 21:57:08+00:00,L7,,346.68,353.89,354.39,349.50,335.32,377.58,375.76,392.37,385.87,378.80,362.81,322.40,295.89,269.34,263.89,268.24,262.46,,,310.99,323.86,317.38,,260.72,262.10,261.02,247.64
2000-08-21 21:57:02+00:00,L7,335.75,336.27,340.13,347.35,316.93,306.89,,349.63,369.11,354.14,346.23,329.58,293.87,264.98,250.24,256.64,266.24,255.16,241.60,262.77,292.45,305.98,311.19,276.11,254.27,253.37,257.22,239.82
2000-10-15 22:02:20+00:00,L7,223.34,226.61,228.21,218.63,204.50,194.66,187.78,179.75,174.82,218.23,229.27,229.93,215.00,219.24,235.44,226.99,242.34,235.85,226.70,227.22,237.92,244.58,245.82,238.06,234.68,220.61,223.95,210.43
2000-12-11 21:56:24+00:00,L7,218.69,224.43,225.25,204.25,199.37,181.48,187.18,170.02,185.06,213.87,221.57,225.07,204.99,210.51,226.61,212.73,220.34,219.13,206.37,207.66,,,,,,,,
2001-01-03 22:02:36+00:00,L7,336.50,335.59,336.39,338.80,316.72,316.12,346.36,365.58,369.58,361.31,347.42,332.51,280.73,257.24,246.54,247.64,255.60,259.06,244.65,261.41,291.06,301.44,303.22,270.54,263.41,250.08,244.76,235.28
2001-03-01 21:56:21+00:00,L7,334.83,327.50,336.01,337.92,312.65,308.96,343.67,362.22,349.21,356.19,349.07,326.79,290.64,261.71,243.64,245.58,257.78,255.32,246.08,253.64,286.69,301.97,305.27,268.48,257.93,253.79,245.91,241.64
2001-03-24 22:02:23+00:00,L7,221.99,223.36,233.57,225.65,207.57,192.38,186.68,181.06,171.53,223.23,239.68,230.15,217.62,221.16,239.42,228.28,253.95,244.23,233.20,234.67,247.21,248.23,260.41,238.36,236.07,218.28,222.46,210.96
2001-06-12 22:01:48+00:00,L7,,336.54,342.47,347.19,334.60,323.90,365.21,373.71,377.70,370.88,363.91,342.76,312.33,271.76,258.30,256.72,269.92,262.41,260.69,278.61,297.47,304.12,,269.10,267.12,258.02,258.69,248.61
2001-08-08 21:55:01+00:00,L7,306.29,293.54,309.59,,259.95,270.36,266.89,271.13,273.94,264.28,271.31,258.17,231.08,237.27,242.02,240.40,249.70,252.80,247.26,239.66,269.67,285.53,272.63,256.43,252.47,242.97,236.86,230.25
2001-08-15 22:01:02+00:00,L7,266.24,253.77,279.25,229.31,228.96,243.04,,226.28,196.06,237.23,247.47,237.91,222.04,232.41,237.94,230.15,254.44,239.54,235.27,242.43,257.65,276.09,265.15,244.95,240.37,234.76,231.33,221.05
