dates,nzd0605-0000,nzd0605-0001,nzd0605-0002,nzd0605-0003,nzd0605-0004,nzd0605-0005,nzd0605-0006,nzd0605-0007,nzd0605-0008,nzd0605-0009,nzd0605-0010,nzd0605-0011,nzd0605-0012,nzd0605-0013,nzd0605-0014,nzd0605-0015,nzd0605-0016,nzd0605-0017,nzd0605-0018,nzd0605-0019,nzd0605-0020,nzd0605-0021,nzd0605-0022,nzd0605-0023,nzd0605-0024,nzd0605-0025,nzd0605-0026,nzd0605-0027,satname
1999-07-18 21:58:49+00:00,,,,,,,,,,,,,,,,235.38,238.50,,212.82,206.57,223.53,239.57,,,,,,,L7
1999-09-27 22:05:12+00:00,258.22,254.09,253.50,231.55,234.87,224.20,228.24,212.99,234.10,280.89,,,256.77,231.80,243.13,236.81,246.45,248.34,226.76,225.50,240.32,252.45,261.39,259.16,248.91,244.59,240.99,229.14,L7
1999-12-25 21:58:52+00:00,268.21,263.81,269.54,231.55,226.61,244.09,236.46,227.20,238.20,264.94,,,256.77,231.80,243.13,236.81,246.45,248.34,226.76,225.50,240.32,252.45,260.37,249.13,243.31,236.56,238.16,223.77,L7
2000-02-18 22:04:53+00:00,265.81,262.10,265.62,238.87,228.05,242.64,235.46,228.87,250.75,264.94,321.72,317.05,271.56,233.92,242.23,236.25,252.34,248.12,236.39,241.90,256.17,266.92,261.90,248.08,240.42,235.53,240.83,225.98,L7
2000-05-24 22:04:10+00:00,286.33,266.10,271.68,246.18,224.64,251.87,239.06,236.81,264.83,249.00,314.99,304.10,267.82,242.60,246.06,242.99,257.60,251.92,233.72,242.05,264.25,282.54,273.29,250.99,242.24,234.42,240.84,227.49,L7
2000-07-04 21:57:38+00:00,290.40,248.28,257.78,235.08,225.16,221.88,216.71,212.87,276.10,253.59,314.99,304.10,251.08,236.30,244.85,247.45,259.52,252.47,234.78,244.01,261.47,279.87,276.32,258.51,245.29,237.23,242.90,232.29,L7
2000-07-11 22:03:41+00:00,288.62,256.05,257.78,235.08,232.67,221.88,216.71,212.87,270.12,258.60,314.99,304.10,244.87,236.88,243.82,246.74,261.28,252.62,235.25,243.89,260.52,280.06,276.03,258.81,245.33,238.13,241.95,230.69,L7
2000-08-05 21:57:08+00:00,288.62,256.05,257.78,235.08,232.67,221.88,216.71,212.87,270.12,258.60,317.59,305.00,251.42,246.44,247.80,248.77,260.95,252.10,235.25,243.89,266.88,285.38,280.85,258.81,246.61,240.13,242.57,230.88,L7
2000-08-21 21:57:02+00:00,304.86,254.75,,223.98,233.53,204.01,199.97,193.52,267.25,273.11,308.43,291.84,244.60,250.15,248.54,251.95,262.54,251.24,234.38,246.03,270.87,289.67,286.90,264.42,248.87,241.51,241.80,229.80,L7
2000-10-15 22:02:20+00:00,304.86,251.74,245.41,229.12,229.59,211.62,206.16,200.97,267.25,270.14,299.39,287.12,245.40,246.43,247.08,248.69,260.28,250.27,234.99,244.73,267.76,284.36,282.26,260.42,247.65,239.81,240.88,228.62,L7
2000-12-11 21:56:24+00:00,297.40,254.08,251.83,230.83,230.28,217.29,215.55,208.99,262.86,275.39,298.34,291.22,249.02,242.74,244.42,243.90,254.97,247.19,233.32,242.03,266.66,281.92,279.60,258.55,246.31,239.53,240.85,227.60,L7
2001-01-03 22:02:36+00:00,302.52,259.47,251.83,234.26,233.92,223.93,223.33,216.72,262.86,287.43,298.66,289.98,253.21,246.75,244.31,241.46,252.45,246.35,232.49,242.01,270.52,284.37,283.63,259.02,248.10,239.78,238.78,225.39,L7
2001-03-01 21:56:21+00:00,312.79,253.41,251.83,234.26,227.03,223.93,223.33,216.72,286.38,295.90,295.33,287.08,254.64,238.88,238.91,234.30,245.32,244.23,233.08,239.91,266.50,277.69,279.79,256.63,249.42,237.45,233.59,224.50,L7
2001-03-24 22:02:23+00:00,312.79,254.21,255.48,240.24,230.28,227.31,225.02,221.06,286.38,295.97,298.80,290.29,258.92,238.25,240.47,234.92,249.29,247.47,236.75,243.04,267.76,275.94,280.56,254.76,249.00,237.22,236.02,226.33,L7
2001-06-12 22:01:48+00:00,312.79,287.28,294.62,252.20,236.77,267.56,228.39,229.73,321.45,313.28,310.39,293.43,263.63,250.04,245.51,242.73,257.06,252.00,242.50,252.90,275.73,284.44,287.73,259.45,253.79,241.39,238.78,229.94,L7
2001-08-08 21:55:01+00:00,307.94,288.40,298.74,252.20,247.06,267.26,245.78,248.26,321.45,313.10,313.89,296.23,270.60,247.10,245.41,242.20,257.16,252.72,245.71,250.40,273.80,283.62,281.74,257.44,252.70,242.17,239.73,231.61,L7
2001-08-15 22:01:02+00:00,296.04,281.08,295.07,242.94,242.63,262.92,245.78,243.60,321.45,313.10,313.89,296.23,270.60,244.64,244.15,240.09,256.99,250.62,244.22,249.49,271.37,282.85,278.52,255.30,250.62,241.29,238.74,230.19,L7
2001-09-09 21:54:36+00:00,287.64,281.08,299.39,242.94,242.63,262.92,245.78,243.60,328.09,317.81,319.38,302.29,281.11,246.89,246.29,241.27,257.81,250.42,245.51,251.59,273.21,282.94,277.38,254.62,250.60,240.94,238.94,229.90,L7
2001-09-25 21:54:28+00:00,295.05,289.50,309.12,233.67,245.56,275.24,263.18,250.54,321.10,322.26,313.50,294.71,271.11,248.40,245.02,241.48,254.32,247.27,243.42,248.37,272.57,284.45,271.82,255.83,251.12,242.59,236.15,229.74,L7
2001-10-02 22:00:28+00:00,295.05,282.13,309.12,240.10,239.07,268.72,243.65,242.00,321.10,314.78,310.25,295.81,271.39,246.39,245.00,240.45,253.98,247.86,244.81,249.32,272.16,281.85,272.54,254.48,250.46,241.94,237.13,230.04,L7
2001-10-11 21:54:09+00:00,297.53,287.10,309.13,240.10,250.55,269.74,243.65,242.00,321.10,307.08,306.14,294.73,271.39,245.07,244.31,241.16,253.51,247.69,243.45,246.60,271.23,280.88,271.69,254.13,248.93,240.81,236.16,228.92,L7
2001-12-05 22:00:42+00:00,297.53,287.10,309.13,240.10,254.29,268.51,243.65,242.00,321.10,307.08,299.71,289.18,271.39,242.94,242.93,241.31,254.52,248.23,242.23,245.02,269.42,278.81,269.97,253.57,247.36,240.30,235.08,227.16,L7
2002-01-22 22:01:04+00:00,300.45,285.76,306.82,240.10,262.55,266.73,243.65,242.00,314.07,303.21,296.00,286.49,265.64,241.24,241.14,241.56,253.98,248.10,239.71,241.44,267.71,276.41,272.88,252.70,245.29,238.95,233.22,225.93,L7
2002-02-16 21:54:54+00:00,307.66,292.21,310.02,246.54,271.04,268.71,224.11,224.91,314.07,303.21,292.26,280.64,256.16,241.01,241.23,245.40,255.32,248.89,238.99,240.14,266.74,273.86,273.49,253.55,244.82,238.63,232.75,225.99,L7
2002-05-14 22:00:55+00:00,307.89,300.92,306.43,218.95,286.53,258.95,209.58,202.62,316.59,311.55,277.12,263.89,240.33,233.10,237.60,244.96,257.80,251.69,235.98,240.57,261.53,268.66,274.04,255.60,245.56,240.23,234.48,225.15,L7
2002-06-15 22:00:43+00:00,307.89,304.07,310.67,218.95,301.57,258.22,209.58,202.62,300.21,309.23,284.75,270.60,242.35,237.41,239.90,244.36,255.97,250.77,237.50,242.82,263.20,268.08,279.15,257.65,251.10,241.62,237.67,230.62,L7
2002-07-17 22:00:32+00:00,307.89,310.42,317.59,218.95,301.57,258.22,209.58,202.62,300.21,321.89,296.12,270.60,242.35,237.41,239.90,244.36,255.97,257.65,237.50,242.82,263.20,268.08,283.03,257.65,252.97,243.00,239.26,231.89,L7
2002-08-02 22:00:25+00:00,302.74,306.23,314.58,218.95,297.16,250.99,209.58,202.62,274.25,322.39,298.15,270.43,231.80,234.37,239.74,237.96,252.39,255.79,237.41,243.09,258.15,267.33,275.93,257.37,253.56,243.05,241.08,231.68,L7
2002-08-18 22:00:21+00:00,287.40,298.58,307.44,218.95,297.16,245.62,209.58,202.62,274.25,322.39,305.24,278.72,236.32,236.50,239.65,231.11,246.67,252.73,236.16,244.95,258.69,266.28,273.48,255.02,252.46,242.28,241.37,230.51,L7
2002-08-27 21:54:00+00:00,287.40,298.58,307.88,218.95,290.30,255.39,209.58,202.62,281.62,312.45,303.04,281.58,234.59,237.19,240.12,231.73,245.40,251.80,237.89,245.49,258.99,266.76,271.45,254.85,252.03,241.80,242.16,230.20,L7
2002-10-05 21:59:55+00:00,279.38,291.39,301.55,232.82,277.62,251.77,225.35,220.80,277.58,311.08,305.54,289.11,234.59,237.48,241.09,231.98,244.86,251.36,237.81,246.22,261.07,267.92,271.44,253.67,250.88,243.20,243.15,231.00,L7
2002-10-14 21:53:43+00:00,279.38,290.67,301.65,232.82,277.80,252.93,225.35,220.80,277.58,311.08,305.54,289.11,230.25,235.33,239.85,230.43,242.18,248.80,236.19,243.73,259.95,267.21,269.47,252.73,249.25,242.64,241.38,231.22,L7
