dates,nzd0266-0000,nzd0266-0001,nzd0266-0002,nzd0266-0003,nzd0266-0004,nzd0266-0005,nzd0266-0006,nzd0266-0007,nzd0266-0008,nzd0266-0009,nzd0266-0010,nzd0266-0011,nzd0266-0012,nzd0266-0013,nzd0266-0014,nzd0266-0015,nzd0266-0016,nzd0266-0017,nzd0266-0018,nzd0266-0019,nzd0266-0020,nzd0266-0021,nzd0266-0022,nzd0266-0023,nzd0266-0024,nzd0266-0025,nzd0266-0026,nzd0266-0027,nzd0266-0028,nzd0266-0029,nzd0266-0030,satname
1999-12-25 21:59:16+00:00,353.97,345.07,345.58,344.41,364.80,362.34,344.49,349.51,350.06,353.80,355.07,341.90,331.75,326.10,327.62,329.27,337.35,344.00,345.89,347.59,346.07,347.34,353.27,356.96,359.84,341.95,349.30,357.23,340.26,355.78,349.54,L7
2000-01-10 21:59:16+00:00,357.84,347.27,345.76,343.35,359.06,361.29,354.24,360.01,361.32,362.33,361.17,357.72,350.66,351.57,353.78,361.31,355.39,356.01,359.64,368.27,364.23,356.44,362.52,370.22,372.18,359.54,363.57,368.22,351.24,353.29,358.31,L7
2000-01-26 21:59:14+00:00,329.10,337.62,338.91,344.31,342.98,348.52,357.34,357.16,362.84,363.34,362.57,356.12,342.81,353.05,378.93,351.35,352.87,365.84,377.14,383.31,379.54,358.39,361.41,359.29,349.60,356.09,373.56,370.76,344.28,355.19,374.49,L7
2000-03-14 21:58:59+00:00,325.41,322.28,327.37,334.54,327.07,334.65,345.87,344.60,351.31,366.63,366.35,353.43,355.20,364.43,372.02,365.03,354.71,359.88,371.64,365.01,370.10,353.56,362.17,367.10,380.95,360.97,371.84,380.59,336.85,342.66,348.69,L7
2000-03-30 21:58:57+00:00,342.47,337.42,342.65,342.04,348.95,355.66,353.10,350.98,345.34,354.15,353.33,359.33,355.20,350.49,361.23,355.32,359.61,355.93,351.04,367.81,364.24,352.33,351.67,358.23,355.98,350.99,346.50,352.69,337.27,344.56,352.08,L7
2000-07-04 21:58:02+00:00,372.47,350.30,346.52,339.81,359.58,359.11,358.30,345.32,354.64,344.39,346.86,359.43,354.26,349.30,348.84,340.20,346.76,358.93,358.55,350.60,358.19,366.31,364.22,363.19,,341.78,323.08,350.37,343.30,,,L7
2000-08-05 21:57:32+00:00,,,,334.07,321.52,329.41,340.67,351.16,353.24,359.02,365.96,348.17,346.06,343.44,345.73,343.20,340.10,346.34,339.29,354.11,363.13,363.90,350.65,343.99,360.44,363.51,361.01,359.20,343.86,357.49,314.85,L7
2000-08-21 21:57:26+00:00,349.35,328.20,332.15,331.00,333.02,338.56,352.27,352.34,356.04,363.16,351.14,348.40,341.85,336.44,339.60,313.69,313.84,323.73,326.75,345.62,351.36,311.20,325.06,344.71,338.70,362.65,352.32,361.95,341.06,355.15,364.59,L7
2000-09-22 21:56:53+00:00,,,,,330.00,330.70,348.90,349.15,355.23,353.37,355.01,346.57,342.15,329.89,,,,350.99,342.98,348.52,365.53,350.76,359.21,362.42,364.11,360.17,356.14,366.69,340.15,354.84,354.44,L7
2000-11-09 21:56:45+00:00,373.29,363.82,349.02,358.81,368.19,370.89,352.24,355.66,360.25,357.79,362.90,351.73,339.77,341.48,342.09,343.44,347.33,351.29,352.61,360.15,351.31,358.71,362.82,359.50,363.32,349.62,359.26,365.02,362.33,360.42,361.77,L7
2000-11-25 21:56:47+00:00,370.06,353.89,347.91,349.95,376.14,374.92,336.74,352.91,350.96,352.15,353.28,345.77,340.88,334.42,334.19,347.07,350.66,348.93,344.39,348.19,340.00,348.97,358.66,357.33,362.81,334.88,342.95,360.82,358.19,359.01,357.17,L7
2001-03-17 21:56:40+00:00,349.18,344.10,344.04,343.66,344.55,355.75,360.56,360.79,359.66,362.43,363.88,365.26,355.76,359.99,358.95,361.12,358.09,374.69,383.39,375.64,378.88,376.70,377.86,382.67,390.19,373.04,374.86,386.70,348.20,356.82,365.20,L7
2001-06-05 21:56:04+00:00,380.62,356.10,347.80,348.59,369.21,372.67,346.18,344.69,348.81,348.12,337.23,356.77,335.63,320.64,331.82,331.48,337.79,345.83,,342.60,,,343.52,352.09,359.12,338.77,,354.56,351.31,,,L7
2001-08-24 21:55:12+00:00,,,,,,,,364.39,,,,,,403.47,388.29,394.14,,,390.32,414.32,404.62,382.89,,,,,,,,,,L7
