,dates,aus0245-0000,aus0245-0001,aus0245-0002,aus0245-0003,aus0245-0004,aus0245-0005,aus0245-0006,aus0245-0007,aus0245-0008,aus0245-0009,aus0245-0010,aus0245-0011,aus0245-0012
0,1987-05-22 23:08:08+00:00,185.90317769159296,202.12476397031017,203.09144383511872,202.29328347838762,202.76238231635207,196.82611597442965,198.44358718945244,192.6061727262833,191.68627868619453,195.54407878560917,188.70948648731746,198.90741119287583,181.5768855651952
1,1987-07-16 23:15:29+00:00,192.56028644727658,202.20342583165913,208.11152334377275,213.06146227161761,213.934209738007,209.2635650079036,211.37318277615768,206.8589482073694,204.21378585638925,194.20038445669863,186.18718413648648,179.11481769004942,187.6880495079379
2,1987-09-27 23:11:15+00:00,213.20740201825043,223.21474024394612,221.4513544172896,234.50313282098588,237.12120231443356,231.98221123977302,228.7321612927106,221.68023960293837,207.21628319923926,201.6871354739055,195.63109293666682,202.84144482555993,189.40623706000946
3,1987-10-04 23:17:34+00:00,,,,,,,,,,,,,
4,1987-10-13 23:11:33+00:00,218.05874373586425,220.45319720984875,227.57317522650712,231.8493892974026,228.32678071084447,225.2731824016978,217.3370386131166,209.94548246257824,206.11218988743607,206.20960539612008,198.4961322834131,202.07392160171537,191.21604934125955
5,1987-10-29 23:11:49+00:00,228.2471452588362,227.15930654074538,218.9823035221545,217.87100715219032,220.23003230541536,208.39682804993006,204.39417300379145,207.39813459507587,198.52166781817527,188.649694912116,189.27658041276928,194.63688249891408,183.596659573044
6,1987-11-14 23:12:11+00:00,215.89393037850394,206.73628950254226,209.59693394854324,199.7511454934848,207.94270661223965,199.2315357819021,198.77983249242277,196.3473108082577,192.54401835989256,185.10899534049554,181.73877829671892,185.35580697511875,174.91481071281183
7,1987-12-16 23:12:41+00:00,215.5234118393552,217.43330322695337,220.60119423984582,225.61210549782118,205.33351138772125,207.87011379685794,194.5430421500642,193.90308224935958,199.49594849802108,186.73686392072418,188.36150071485827,200.57185263957274,179.05611530738872
8,1988-01-08 23:19:14+00:00,220.98403801295225,221.97524029964282,224.40572700423408,224.7001012143755,215.5639753995674,212.1312544027882,210.14348098323129,204.39438188656004,201.01560782241097,199.72269293947008,196.46031124545001,203.48882054938565,185.047206561889
9,1988-01-24 23:19:32+00:00,,,,,,,193.2722817711269,194.3969906129658,190.36063424652545,194.3904062989244,184.92509250934629,,
