dates,nzd0233-0000,nzd0233-0001,nzd0233-0002,nzd0233-0003,nzd0233-0004,nzd0233-0005,nzd0233-0006,nzd0233-0007,nzd0233-0008,nzd0233-0009,nzd0233-0010,nzd0233-0011,nzd0233-0012,nzd0233-0013,nzd0233-0014,nzd0233-0015,nzd0233-0016,nzd0233-0017,nzd0233-0018,nzd0233-0019,nzd0233-0020,nzd0233-0021,nzd0233-0022,nzd0233-0023,nzd0233-0024,satname
2004-12-23 21:45:40+00:00,373.15,365.26,356.54,354.78,351.75,350.83,349.70,345.12,342.08,343.24,342.86,346.55,346.22,347.92,348.41,352.10,354.58,346.58,343.06,342.69,340.82,351.71,350.70,350.50,331.97,L5
2005-01-16 21:49:15+00:00,372.42,365.31,357.03,355.81,352.72,351.07,349.70,345.70,343.10,344.13,344.10,347.65,347.55,349.43,349.96,353.16,355.74,347.96,345.10,343.65,342.59,352.83,352.50,350.50,331.97,L7
2005-02-18 21:40:18+00:00,368.69,363.06,354.44,354.13,350.72,348.72,348.04,344.77,342.45,343.05,343.44,347.32,346.99,348.40,350.06,353.31,355.40,347.95,344.74,343.96,343.13,353.14,352.64,350.94,340.05,L5
2005-03-30 21:43:20+00:00,362.81,359.07,352.95,352.04,347.34,343.65,342.43,340.49,337.84,338.48,340.97,346.40,346.62,348.39,348.82,352.07,352.52,345.05,343.72,344.50,342.90,352.81,352.35,351.73,347.02,L7
2005-04-06 21:49:28+00:00,362.81,359.07,352.95,352.04,348.57,347.05,345.80,344.43,342.38,343.26,345.15,350.03,350.83,352.67,351.62,355.17,355.87,348.53,347.25,349.27,348.03,356.91,355.27,354.63,349.34,L7
2005-04-15 21:43:13+00:00,362.49,358.95,353.18,352.48,348.60,346.28,345.86,345.59,343.99,344.84,347.32,351.86,352.57,354.91,354.20,357.88,357.32,349.64,348.55,350.09,348.59,357.05,356.07,355.53,347.30,L7
2005-04-22 21:49:23+00:00,360.55,358.61,352.97,352.06,347.56,344.43,346.85,346.21,344.94,345.86,348.16,353.25,353.40,355.91,355.48,358.63,355.29,349.20,348.95,350.43,348.67,357.40,355.95,354.49,344.43,L7
2005-05-01 21:43:15+00:00,360.55,358.61,352.97,352.06,347.56,345.11,346.88,347.69,346.24,351.15,349.99,353.58,353.27,355.64,355.60,358.90,355.29,349.20,348.95,350.43,350.02,357.40,355.95,354.49,344.43,L7
2005-05-08 21:49:28+00:00,358.49,358.75,352.97,352.06,347.56,347.00,348.14,348.56,347.21,352.39,351.71,355.22,355.20,357.88,357.73,359.22,355.03,349.44,348.95,350.43,350.02,358.31,356.03,354.34,342.42,L7
2005-05-09 21:40:56+00:00,364.74,363.62,356.49,354.81,350.98,348.47,349.15,349.15,347.81,353.15,352.23,356.22,356.32,359.21,359.57,361.03,360.55,353.18,350.56,352.10,350.34,358.50,356.38,354.53,342.42,L5
2005-05-24 21:49:26+00:00,368.34,365.20,358.05,356.22,352.40,350.25,349.15,349.15,347.81,353.15,352.23,356.22,356.99,359.64,360.03,361.58,361.43,353.30,350.76,352.31,350.55,358.50,356.38,354.53,342.42,L7
2005-06-01 21:47:18+00:00,368.85,364.73,358.39,357.15,352.91,350.49,349.59,349.25,347.80,353.26,352.30,355.04,355.99,358.65,358.81,360.28,359.31,351.17,349.17,351.27,350.55,356.87,353.29,353.68,339.95,L5
2005-06-02 21:43:12+00:00,368.85,363.97,357.18,355.72,352.01,349.76,348.88,348.44,347.17,351.99,351.42,354.04,355.11,358.65,358.81,360.28,359.31,351.17,347.27,349.86,349.07,355.56,351.87,353.68,339.95,L7
2005-06-09 21:49:20+00:00,367.93,363.06,356.21,355.26,352.81,350.13,349.35,349.48,348.21,353.39,352.92,355.10,355.08,358.77,359.21,360.16,359.71,350.26,345.77,350.59,350.04,356.13,352.17,354.26,337.09,L7
2005-06-10 21:41:12+00:00,370.98,364.72,358.91,356.55,354.35,351.46,350.11,349.91,348.61,353.54,353.56,355.73,355.80,359.36,360.35,361.49,361.17,352.45,347.45,352.09,350.04,356.88,352.69,354.26,337.09,L5
2005-06-26 21:41:16+00:00,375.56,367.17,361.07,357.92,355.76,354.55,353.07,352.51,351.69,356.41,356.32,358.24,358.11,361.73,361.85,363.12,363.09,354.35,348.48,353.04,351.91,359.11,354.69,357.06,337.93,L5
2005-07-12 21:41:23+00:00,375.60,366.73,360.47,357.38,355.20,354.43,352.85,352.33,350.74,355.36,355.33,357.68,357.21,360.66,360.74,362.39,361.18,352.46,347.71,351.80,351.91,357.72,353.64,357.06,337.93,L5
2005-07-19 21:47:39+00:00,377.07,367.50,360.20,357.35,355.16,354.15,352.84,352.09,350.18,355.36,355.33,358.33,357.81,361.44,361.50,362.97,361.18,352.49,347.28,351.52,350.96,357.72,353.64,357.06,337.93,L5
2005-08-05 21:43:03+00:00,377.59,367.94,361.01,358.03,355.86,354.83,353.56,352.75,350.76,355.36,355.33,358.33,357.81,361.44,361.76,363.48,362.08,353.22,348.35,352.30,350.96,358.50,354.11,356.48,337.93,L7
2005-08-12 21:49:11+00:00,377.59,367.94,361.01,358.03,355.86,354.83,353.56,352.75,350.76,355.36,355.33,358.33,357.81,361.44,361.76,363.48,362.08,353.22,348.35,352.30,350.96,358.50,353.86,355.40,330.82,L7
2005-08-13 21:41:41+00:00,377.44,366.98,360.42,357.51,355.26,354.66,353.42,352.49,350.65,355.13,355.10,358.29,358.05,361.38,361.60,363.38,361.98,352.67,348.30,352.26,350.92,358.03,353.44,354.64,325.44,L5
2005-08-21 21:42:57+00:00,378.79,366.11,360.10,357.05,356.40,355.72,354.12,352.88,350.94,355.91,354.39,357.39,357.41,360.71,361.09,362.94,361.43,352.02,347.91,351.88,351.26,357.78,352.86,354.47,320.75,L7
2005-08-28 21:49:05+00:00,379.06,366.95,360.67,357.67,357.23,356.49,354.97,353.81,351.81,356.46,355.37,357.39,357.41,360.71,361.09,362.94,361.43,353.01,349.07,352.53,352.50,358.56,353.38,355.07,323.32,L7
2005-08-29 21:41:46+00:00,379.39,367.75,361.71,358.48,358.26,357.34,356.08,354.94,352.74,357.24,355.88,357.45,357.69,360.65,361.39,362.95,362.33,353.34,350.26,353.73,353.84,359.28,354.03,355.69,322.18,L5
