,dates,chi0356-0000,chi0356-0001,chi0356-0002,chi0356-0003,chi0356-0004,chi0356-0005,chi0356-0006,chi0356-0007,chi0356-0008,chi0356-0009,chi0356-0010,chi0356-0011,chi0356-0012,chi0356-0013,chi0356-0014,chi0356-0015,chi0356-0016,chi0356-0017,chi0356-0018,chi0356-0019,chi0356-0020,chi0356-0021,chi0356-0022,chi0356-0023,chi0356-0024,chi0356-0025,chi0356-0026,chi0356-0027,chi0356-0028,chi0356-0029,chi0356-0030,chi0356-0031,chi0356-0032,chi0356-0033,chi0356-0034,chi0356-0035,chi0356-0036,chi0356-0037,chi0356-0038,chi0356-0039
0,1985-01-25 14:04:27+00:00,198.8826174481792,180.73588121416668,180.46513285061684,185.65796478529776,206.47634278489923,215.18643770988098,208.12824829356074,211.44867480250022,211.5705405619161,198.2962185622322,180.85295832087053,173.4153933885952,201.33210202501792,203.5135247604506,221.99824303188734,221.87343576694116,225.40186841572864,219.58444079930004,219.14493339439997,,203.86044329270328,209.5863394234683,206.54526475411708,206.84333552299717,217.5059218299671,213.98356034201956,209.1463481758797,213.19160662667682,218.13687529714062,206.61477498451504,209.6960605790281,217.2094992703702,196.31727270647826,217.66662784993682,208.59768398596188,189.90724379089005,177.4398395493696,,,188.24829178400117
1,1986-01-28 14:01:10+00:00,175.00839625868386,164.66710089654475,174.92715947982492,178.5268535216721,195.7636770132911,210.30849124536192,206.55214988941322,186.711445354259,173.49839520763052,171.97874860496836,176.76830485664732,169.31360609446168,184.4054108184283,193.72044049883812,196.26495195358598,212.58461472671914,213.4267548226907,193.23024403135855,193.2282344080817,163.84477508364043,183.72053659414388,194.13938149094454,195.13713235854092,197.29273808819525,196.3713112608133,206.02861038882216,212.34970281424322,195.3188421872081,200.28320068214984,200.44047043713232,197.29455306213256,206.41369815668642,185.28943470834386,203.98663192548563,194.72631593052446,182.2493907779657,164.51167073574052,153.06812997793614,157.3940107815679,159.36015740312914
2,1986-03-17 14:00:06+00:00,187.89050044341334,174.98837563310994,187.30572660209057,198.30159642660695,211.37547283405786,225.3052858862453,236.40362084891606,208.58638884895484,192.4997232876198,193.3997530603383,192.8292718516081,185.50848252433255,204.4621699967482,208.47991759769536,224.1159106785384,229.92494838025357,219.32590532239544,225.001998207151,,181.18071606737888,184.7493636463761,186.0719637931989,222.39542424360064,230.55280508468752,209.1151526400845,196.51743038247815,201.9084498588655,200.42752685576022,204.09812665624509,192.07006154359124,214.24356604463335,216.21032509487665,190.32141498064496,205.6746083790014,201.51194217061098,176.34850282082232,172.75297155826672,164.02108781229987,160.42392226840911,164.1715377423548
3,1986-05-04 13:59:02+00:00,192.91090616764816,190.87981088265082,198.63874777103865,184.30271624270245,185.628436278635,199.257351851253,203.29115665267693,190.68442354568788,181.8390458715409,175.190469561151,164.8103435481605,152.8654405269036,162.12595060054508,179.46760449544362,193.00951892893227,188.43411669649257,211.54633224247564,210.4002428828066,208.638124742562,198.45493381192975,181.8115654486213,191.9783256067757,187.21108645810833,184.38426726050085,188.25160995685792,188.29459236152982,192.5483820657776,187.9727739764013,189.28257909279085,184.20681057253654,173.67495756667014,181.8825542215565,166.52051090408872,182.05196774925096,168.96112867826682,168.14240995669343,153.12960556996842,156.23880272712472,151.1113027378798,164.06269531713366
4,1986-08-15 14:01:53+00:00,164.6506277152386,158.77311697365744,172.74945529613834,180.53180429530093,189.56362853002543,213.78580588010905,206.11907975725384,193.1581927772436,192.4628666157779,197.7837397779797,190.819383307066,182.06941227085431,193.73260862333984,187.80976321946844,176.92939313161477,224.04110357801238,223.4555888453298,199.805390301203,184.4220731595769,190.65887101737772,198.00419062211904,200.83105648036766,198.86719981889323,194.9933098453906,193.83776204030943,186.19968461472814,188.4760004402485,188.27734649415092,187.85415571251374,168.59607798119984,194.11143112479704,216.56134341405692,177.78505059014987,197.804977463861,181.85570874657085,176.88211644140435,158.07048628335778,150.41207468689777,150.0017440927387,160.97029764899946
5,1986-08-31 14:01:16+00:00,140.73447999099793,134.38905822581745,,,,,,,,,,160.89789437255322,175.62251940374625,192.20262618561793,183.247820973211,146.29662957629017,,,,,,,,131.04358421848477,169.0318105385762,136.58402871850586,133.04821948176482,,,,,,167.80699411197966,,146.19251680197735,144.94114479366488,137.63173000905573,135.6614506209686,135.81674829529175,140.94624017998296
6,1986-09-16 14:00:46+00:00,150.6962047531937,152.72879462965975,169.64557248588702,162.53627050430615,176.2056419132075,183.39607828169346,183.07773517814334,174.6714735880776,172.66306773909014,166.30630675436151,170.5740324959632,169.95560653085144,177.13971057338622,180.44937032627135,184.7814847901016,181.8511562024458,204.5953071261992,193.0188767333733,184.65540207983122,190.80212556298474,177.61389466194115,181.30256722033988,182.45083383447766,173.94207354213583,181.05052092947386,174.41975958779943,174.09269571426546,171.18703092188989,177.17534129071055,163.56827337204413,168.38384700792764,,167.15365299093807,188.70035660137418,173.2767685319942,159.38567058674553,145.24468222437193,143.7877173268057,141.0101627591707,155.38629975325074
7,1986-09-25 13:54:18+00:00,148.93652078582636,142.46109462992763,154.15333104021278,153.9294376850403,174.8686638708038,179.66974412239455,176.2194819142374,164.14482096745152,144.2055902160225,141.30071225768415,161.24417675062674,166.37330083479665,160.2620056987282,,172.52074514096563,179.6217580673053,187.33546390888702,160.84120971935675,166.28532372241455,173.63330580867998,173.4945146021842,158.74255167711502,,158.9236553693071,155.4562739702927,157.2364312968042,170.09793099261452,148.88196141454873,147.98859984923516,126.24290880979004,,,,,122.38082750101651,,,,,152.62923962105643
8,1986-10-11 13:53:47+00:00,156.01129885499432,146.38472384380867,163.96377500325443,167.1851549819173,193.31671018083327,206.8879549459467,203.83286194989873,195.7530537653519,178.84108636702015,173.16126025783672,190.2913619920227,202.48627288917976,196.12101831356412,195.60234786819757,,216.9909402468789,208.96138705629298,203.97934119045803,196.90333525965593,192.91870231903545,194.0003286781713,197.22420790727338,192.13343904155863,,,188.3054442719992,199.33670329109395,,173.6358604387346,164.4447779221321,195.4132360007801,217.50780933670393,173.2538722246074,200.37758165426277,,177.17909887530286,161.80627356054757,155.70911258736837,149.61502825512056,160.26065060521137
9,1986-10-18 13:59:44+00:00,146.96623185820172,148.53202193832203,148.2187046383174,149.37829950457947,163.86200033113036,169.40033553426153,160.51034254675997,,145.7486904425666,148.04293924560042,167.63533622932104,176.1294064891591,172.3509379978501,175.5270407482341,172.1416495278313,178.20660081892112,186.00447687345675,178.48382219759756,175.12471820494324,166.62452831478808,,,,145.61382569944453,137.38692122537552,,,,,,,,,,136.35097028316517,,,,,
10,1986-11-03 13:59:10+00:00,164.9796464120305,160.2705947595345,168.52563639082797,163.28922483603216,186.98576937089985,202.77705058309934,196.60743745884184,188.32699087534274,183.92443538986734,189.8372584953625,202.5562686597253,212.07833757236253,214.73011262928168,218.0139784313403,215.53113069460838,216.3292465667319,217.15943908502015,208.01309272416233,206.91447106949124,207.56715610622723,206.15733371048103,202.55643936482272,204.55450033746018,198.34689424741882,195.83366820163505,200.62662149478115,192.3542346973046,195.71310512495242,188.02896634445273,175.24194055727358,201.2449937176711,220.81529114007935,184.14155163211882,205.7899717875027,188.8295058461586,175.28805708358425,162.70128386739202,154.17406536806067,164.91080355949296,170.2292607803033
11,1986-11-12 13:52:38+00:00,161.26634190285807,155.23116827605324,173.63035929467685,191.53519438278443,171.78209162809554,190.79902030066327,184.6875823399215,181.4563674446062,169.7907613282069,183.88723422088066,193.57164019025038,206.0827518830805,213.37764624336887,210.11373495536208,189.4176911474458,207.30675664201036,212.5948953563335,208.66230892368336,202.23822504598374,205.48399311830093,199.7553430094168,200.62975001640388,197.9189150324732,205.4754721147822,191.02708169246338,187.28477704506977,179.87508246360107,193.54816410774268,184.94703024019464,182.38538210995688,206.1427001573552,213.02113357430605,179.58459410121753,209.0687787480991,188.21889354008044,170.5372461457193,154.39906300772023,156.25427346214096,156.05781109215317,166.13124908905561
12,1986-12-14 13:52:49+00:00,174.7317499411047,151.99389094797505,180.27133701281372,168.52054839878986,174.2476653134238,160.25082850269956,185.11048306897698,188.89582356482225,160.56214149208319,163.2923991424055,172.47398151215862,179.4904819202955,186.44450679318595,211.07747686110397,162.61311585817566,199.45351498874817,193.72145692272196,185.12627735592636,184.86972312091822,192.7300037904478,193.58595749130876,183.079832164375,199.7653550815974,194.1283960350771,195.4381778959307,177.73304606625908,177.17452583040026,154.53003631257909,147.74196463593762,150.49784983408648,,,161.22721075551988,188.5282641665685,176.50952374128812,153.73791945641156,142.41315701037846,142.87871079684965,137.24288666107032,159.21311141058487
13,1986-12-21 13:59:13+00:00,157.43491463310008,149.8370417308518,164.7242232125168,165.38245437927827,191.12636039232672,196.7866293540843,198.19355890621415,207.9423268980581,178.07668194368932,187.59039103172472,191.79554823990878,180.4445244758308,200.48736055011025,213.83020947218105,205.5730335746755,212.78338585978986,228.27066271290988,223.05956694618195,218.88149648269933,221.0953841836997,212.46114967240212,212.2431750719299,214.28252782652564,222.5352834422614,218.680592250423,220.6652192944321,226.6177533331549,208.61583791463144,196.50926768781807,191.8133491170218,205.79509558962954,225.10647460335537,191.02947548077225,219.8042612619778,204.42918487073212,181.24901194961328,166.4482260717962,173.70072713926152,186.14263447793985,180.41721157224333
