dates,satname,nzd0314-0000,nzd0314-0001,nzd0314-0002,nzd0314-0003,nzd0314-0004,nzd0314-0005,nzd0314-0006,nzd0314-0007,nzd0314-0008,nzd0314-0009,nzd0314-0010,nzd0314-0011,nzd0314-0012,nzd0314-0013,nzd0314-0014,nzd0314-0015,nzd0314-0016,nzd0314-0017,nzd0314-0018,nzd0314-0019,nzd0314-0020,nzd0314-0021,nzd0314-0022,nzd0314-0023,nzd0314-0024,nzd0314-0025,nzd0314-0026,nzd0314-0027,nzd0314-0028,nzd0314-0029,nzd0314-0030,nzd0314-0031,nzd0314-0032,nzd0314-0033,nzd0314-0034,nzd0314-0035,nzd0314-0036,nzd0314-0037,nzd0314-0038,nzd0314-0039,nzd0314-0040,nzd0314-0041,nzd0314-0042,nzd0314-0043,nzd0314-0044,nzd0314-0045,nzd0314-0046,nzd0314-0047,nzd0314-0048,nzd0314-0049,nzd0314-0050,nzd0314-0051,nzd0314-0052,nzd0314-0053,nzd0314-0054,nzd0314-0055,nzd0314-0056,nzd0314-0057,nzd0314-0058,nzd0314-0059,nzd0314-0060,nzd0314-0061,nzd0314-0062,nzd0314-0063,nzd0314-0064,nzd0314-0065,nzd0314-0066,nzd0314-0067,nzd0314-0068,nzd0314-0069,nzd0314-0070,nzd0314-0071,nzd0314-0072,nzd0314-0073,nzd0314-0074,nzd0314-0075,nzd0314-0076,nzd0314-0077,nzd0314-0078,nzd0314-0079,nzd0314-0080,nzd0314-0081,nzd0314-0082,nzd0314-0083,nzd0314-0084,nzd0314-0085,nzd0314-0086,nzd0314-0087,nzd0314-0088,nzd0314-0089,nzd0314-0090,nzd0314-0091,nzd0314-0092,nzd0314-0093,nzd0314-0094,nzd0314-0095,nzd0314-0096,nzd0314-0097,nzd0314-0098,nzd0314-0099,nzd0314-0100,nzd0314-0101,nzd0314-0102,nzd0314-0103,nzd0314-0104,nzd0314-0105,nzd0314-0106,nzd0314-0107,nzd0314-0108,nzd0314-0109,nzd0314-0110,nzd0314-0111,nzd0314-0112,nzd0314-0113,nzd0314-0114,nzd0314-0115,nzd0314-0116,nzd0314-0117,nzd0314-0118,nzd0314-0119,nzd0314-0120,nzd0314-0121,nzd0314-0122,nzd0314-0123,nzd0314-0124,nzd0314-0125,nzd0314-0126,nzd0314-0127,nzd0314-0128,nzd0314-0129,nzd0314-0130,nzd0314-0131,nzd0314-0132,nzd0314-0133,nzd0314-0134,nzd0314-0135,nzd0314-0136,nzd0314-0137,nzd0314-0138,nzd0314-0139,nzd0314-0140,nzd0314-0141,nzd0314-0142,nzd0314-0143,nzd0314-0144,nzd0314-0145,nzd0314-0146,nzd0314-0147,nzd0314-0148,nzd0314-0149,nzd0314-0150,nzd0314-0151,nzd0314-0152,nzd0314-0153,nzd0314-0154,nzd0314-0155,nzd0314-0156,nzd0314-0157,nzd0314-0158,nzd0314-0159,nzd0314-0160,nzd0314-0161,nzd0314-0162,nzd0314-0163,nzd0314-0164,nzd0314-0165,nzd0314-0166,nzd0314-0167,nzd0314-0168,nzd0314-0169,nzd0314-0170,nzd0314-0171,nzd0314-0172,nzd0314-0173
1999-09-27 22:06:00+00:00,L7,392.67,390.03,379.52,372.39,363.94,363.86,359.47,363.39,364.80,362.16,367.03,367.75,363.21,369.60,367.01,375.97,375.16,384.35,384.98,391.94,394.04,395.16,400.36,398.22,398.26,398.54,403.03,409.06,410.76,412.90,412.57,405.97,418.18,414.49,431.16,442.73,450.32,459.48,463.09,468.27,472.36,479.94,481.89,488.98,486.25,496.83,494.04,500.17,497.85,491.52,484.76,492.02,,,502.94,510.06,510.18,512.39,518.65,525.06,534.36,,,,501.14,497.18,493.07,489.93,498.50,497.95,492.97,481.56,473.40,468.62,480.91,476.70,480.05,461.03,470.51,469.34,463.67,453.97,457.49,457.98,460.07,456.44,455.71,450.94,445.13,443.28,444.63,448.22,437.36,431.94,431.60,427.78,423.71,426.03,417.92,409.13,392.16,389.63,373.66,371.79,350.88,345.06,326.96,305.41,270.90,256.51,238.30,219.39,280.63,298.09,312.11,332.04,332.96,345.95,325.47,315.40,304.97,300.82,298.08,296.91,295.01,291.34,296.22,297.66,296.92,296.12,291.03,291.31,286.86,282.87,289.26,286.35,287.13,283.48,276.04,274.55,273.00,268.06,268.23,262.62,266.39,265.42,267.54,269.79,276.30,279.86,287.39,290.58,297.46,308.45,312.66,313.71,316.32,316.51,320.72,320.64,320.56,323.25,324.23,324.00,320.40,327.46,321.15,327.22,324.40,333.83,330.09,323.59,313.97,299.78
1999-11-30 22:05:47+00:00,L7,502.64,497.84,475.18,467.86,494.89,502.95,497.42,483.88,488.90,503.16,498.14,479.73,484.67,499.65,,453.06,468.18,486.37,500.12,494.83,472.54,479.03,505.65,524.94,500.51,509.56,493.49,513.81,,497.84,502.88,497.16,500.22,508.58,523.64,532.48,533.25,524.66,521.47,527.88,528.33,540.90,544.24,552.80,568.10,583.89,584.99,592.27,590.02,598.31,592.61,592.55,607.51,606.75,615.07,602.42,608.89,606.18,599.43,601.74,596.69,593.58,613.73,611.83,604.97,592.42,592.87,581.35,587.22,589.09,586.24,574.29,578.88,,,,,,,566.00,567.23,567.39,556.96,543.81,550.45,564.69,564.80,560.66,534.09,529.80,532.42,544.99,540.73,530.42,526.67,532.84,524.59,526.10,524.59,521.73,510.33,511.27,507.32,503.54,497.97,485.01,471.37,469.00,459.23,439.36,452.88,456.84,455.05,483.07,487.20,482.81,487.40,473.54,449.68,449.19,448.94,433.96,433.77,431.83,426.93,415.97,406.17,407.44,409.97,370.65,,399.39,396.69,392.85,399.05,379.42,,382.83,395.77,404.12,345.82,352.50,407.04,400.84,409.24,416.57,357.73,372.13,368.31,373.08,377.49,375.89,388.15,394.46,408.23,416.73,416.28,411.52,423.77,422.32,426.59,450.52,442.15,425.75,435.75,438.29,437.90,428.26,432.01,429.51,434.88,432.61,437.32,432.77
2000-03-05 22:05:36+00:00,L7,368.42,364.14,365.06,362.18,362.98,365.24,359.35,337.25,333.87,328.32,343.43,345.57,354.31,347.81,357.37,369.10,378.18,382.85,388.17,382.49,391.59,387.72,383.26,385.89,378.28,376.86,377.53,384.05,396.12,391.80,393.82,399.63,394.08,402.33,402.44,415.71,415.67,,,,,,,465.25,,,,,,,,472.86,484.42,480.96,491.69,494.48,,497.38,498.93,489.68,488.26,485.35,486.95,486.48,486.84,482.92,466.30,474.18,471.87,473.20,478.59,469.00,447.41,455.19,464.11,468.11,461.01,464.49,459.54,445.19,438.07,445.14,439.97,434.88,434.10,447.81,447.34,440.68,429.48,419.64,427.31,429.82,427.67,421.12,423.49,428.67,428.37,,,,,,,,,,,,,,,,204.72,266.41,304.23,320.42,319.73,318.91,317.15,301.54,298.95,291.47,285.16,279.90,282.03,280.88,282.66,279.29,280.61,275.98,277.63,280.82,284.76,273.10,275.49,273.03,270.91,268.04,266.17,268.96,260.01,251.76,246.84,251.22,259.38,259.35,250.71,261.44,271.04,279.77,274.15,276.68,282.55,293.33,292.20,299.43,300.89,310.24,315.76,315.71,312.35,308.26,309.88,307.09,301.76,299.69,299.20,306.10,310.78,310.48,311.98,302.88,297.20,283.78
2000-03-21 22:05:37+00:00,L7,,,,,,,,,365.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.02,500.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.12,304.28,300.95,293.75,292.34,284.50,302.62,301.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-08-12 22:04:05+00:00,L7,,,,,,,,,,,,,,,,368.37,374.07,,,,,,,,,,,,,,,,426.42,436.21,433.73,438.03,439.76,444.81,447.37,454.46,459.95,,,,,,,,,,,,510.79,515.45,516.12,515.03,514.98,515.23,524.08,521.57,524.52,516.95,518.35,512.12,508.11,501.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.93,287.84,286.52,283.60,282.88,283.64,282.83,280.82,282.20,278.13,281.56,280.00,284.40,278.79,279.00,274.41,270.58,267.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000-09-13 22:03:38+00:00,L7,,358.01,351.03,348.73,338.29,,,,341.72,348.95,344.32,342.25,341.55,341.28,344.03,349.87,349.71,355.70,361.54,371.90,369.38,372.85,,,,,,,398.61,,,401.64,411.38,410.87,417.19,418.15,423.97,426.12,,,,,,451.46,,,,,,479.75,480.47,488.94,488.73,493.05,490.70,489.30,487.30,495.29,497.79,495.67,483.56,496.23,492.97,491.32,488.24,480.94,485.83,480.23,473.02,473.27,,,,,,445.19,,,,416.86,430.01,443.60,443.27,436.10,435.76,440.48,437.72,425.13,422.17,416.06,416.52,416.81,410.73,405.61,404.42,411.04,406.46,394.02,368.47,372.19,364.61,365.92,359.38,352.77,346.95,344.15,326.76,316.02,284.07,257.76,239.62,233.45,220.31,274.08,293.82,315.06,305.47,301.74,305.43,306.04,297.50,296.47,289.41,287.35,272.68,268.83,267.24,268.39,261.25,262.52,259.17,256.92,259.26,260.72,259.67,259.29,254.86,257.33,258.08,259.45,259.95,259.74,252.61,251.72,250.98,249.01,250.90,258.91,262.10,267.93,278.79,279.49,286.45,289.82,297.94,304.54,310.78,310.30,317.41,315.49,319.91,315.86,320.96,320.40,320.65,321.35,320.57,321.20,320.05,322.43,313.73,308.71,299.64,296.88
2000-10-15 22:03:08+00:00,L7,372.44,360.80,362.65,,,316.03,339.70,344.46,344.15,348.64,348.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,496.05,493.35,491.47,495.36,488.95,,505.06,496.46,475.87,475.09,472.02,478.42,479.16,462.85,464.46,457.15,451.25,449.24,455.19,,,,,,,,,,,,,,,,,,404.88,418.99,566.56,582.10,596.99,372.83,370.53,366.14,353.31,351.63,348.95,345.23,331.77,320.80,296.37,269.66,237.37,243.65,247.92,265.46,297.97,315.83,313.11,300.03,307.83,307.45,302.56,297.84,291.92,,,,271.42,268.37,289.55,265.69,264.91,,,269.72,264.94,257.54,256.03,257.19,256.27,,,256.57,257.84,,255.97,253.32,253.23,256.47,264.40,272.50,280.76,282.20,291.68,293.83,299.83,304.77,309.34,309.45,316.29,315.60,321.27,317.65,319.41,320.62,319.67,319.76,317.51,315.06,313.89,315.52,315.23,311.00,306.13,302.92
2000-11-16 22:03:20+00:00,L7,444.76,449.45,440.52,426.14,427.43,429.92,443.56,439.53,444.47,446.31,454.21,457.82,453.08,458.67,463.49,460.86,450.52,443.30,451.71,457.80,455.14,473.21,469.18,467.86,471.60,477.42,474.13,491.45,508.09,505.07,506.25,505.59,507.36,517.64,531.07,519.43,519.55,524.39,533.85,529.93,550.57,548.06,544.42,549.75,555.15,558.99,559.43,557.30,557.79,592.14,563.72,569.60,,,,598.09,582.63,583.56,584.27,588.70,577.33,611.41,576.95,578.37,585.11,593.05,569.21,559.77,572.17,573.70,571.41,572.59,572.53,572.95,563.57,568.57,573.78,553.19,544.40,562.54,561.60,563.98,551.63,542.87,528.85,503.26,512.59,499.05,503.03,507.04,546.88,493.95,488.82,487.57,481.21,473.09,457.02,474.38,465.13,462.21,458.89,455.19,442.40,444.36,455.06,437.81,416.40,418.96,384.75,399.62,400.69,413.07,423.67,431.86,432.73,429.76,417.70,405.58,403.76,408.35,372.32,381.65,372.15,392.57,389.50,400.55,380.96,369.08,360.30,329.83,349.09,363.65,357.91,350.53,345.22,372.43,354.47,351.74,356.12,347.82,346.98,346.66,350.07,350.83,360.56,350.90,353.87,364.47,378.99,368.50,378.99,390.31,400.14,397.24,397.30,407.96,405.26,399.71,410.78,419.96,441.95,443.14,432.93,443.61,431.17,438.22,439.62,444.92,440.06,429.14,429.03,438.35,436.36,425.84
2001-01-03 22:03:24+00:00,L7,496.04,487.12,474.68,458.26,471.58,483.76,464.83,472.24,495.01,466.06,496.82,513.66,486.24,507.85,487.28,497.31,486.07,462.38,480.03,489.04,482.69,492.80,497.59,508.58,505.50,512.54,518.19,533.87,538.59,544.39,546.02,535.09,539.71,545.08,559.28,553.48,559.01,561.57,572.68,561.89,578.69,568.87,586.25,559.43,561.24,566.63,575.84,576.12,588.92,599.60,601.64,604.02,605.61,607.48,602.86,612.31,607.83,613.40,612.23,609.01,605.25,617.90,617.03,611.50,608.39,612.34,615.11,614.67,602.92,599.91,612.10,607.89,602.38,602.47,606.16,599.18,588.08,580.31,586.78,578.22,581.03,581.12,590.93,589.18,594.15,578.94,577.02,569.01,570.20,568.23,562.68,556.98,544.76,532.01,523.99,533.21,537.27,517.56,520.52,507.39,504.20,515.12,499.92,504.82,498.74,506.28,489.28,485.53,471.60,468.79,461.37,461.10,470.56,491.14,483.56,478.62,480.27,477.33,470.85,436.27,433.62,421.63,452.37,455.53,,432.36,413.24,402.00,413.00,394.85,443.27,,383.40,395.55,377.59,405.59,395.07,366.25,367.03,379.50,363.60,371.93,380.87,380.47,378.59,429.29,433.17,395.68,397.25,405.65,400.64,420.32,417.65,428.00,444.34,431.22,435.88,439.39,444.19,450.53,453.88,456.11,,,,,,,452.66,452.95,459.19,455.56,457.99,452.88
2001-01-19 22:03:31+00:00,L7,422.17,421.35,418.57,401.22,410.45,406.14,410.71,416.24,431.05,430.09,423.42,435.71,439.44,427.38,438.60,418.27,418.76,403.59,408.33,411.52,402.46,410.11,430.83,433.36,445.54,452.13,449.31,443.01,461.68,460.64,464.80,466.64,476.38,468.99,479.60,490.66,487.87,475.64,481.36,480.91,488.33,487.86,495.44,511.49,510.97,521.36,524.76,526.09,542.55,554.95,562.52,544.66,540.86,543.74,541.73,551.62,559.95,563.55,556.86,548.21,564.23,569.22,562.26,551.53,539.24,537.34,565.12,572.41,541.11,525.88,545.66,546.95,547.89,542.53,541.35,538.49,508.33,507.03,525.55,518.51,517.74,531.68,538.69,534.83,547.21,529.29,468.96,462.81,461.02,484.36,473.12,479.35,464.47,463.43,460.99,462.77,452.49,445.65,446.99,445.19,443.57,444.14,447.14,430.85,415.08,420.53,411.49,388.45,391.12,384.53,392.24,399.59,390.53,401.95,410.79,399.38,389.57,392.17,391.52,395.13,395.45,383.55,391.82,371.48,368.71,374.40,378.96,372.11,362.41,330.94,314.49,321.72,326.54,331.61,331.65,328.62,323.79,320.83,325.55,329.55,320.83,326.28,332.42,337.89,340.87,337.58,340.49,348.18,356.07,352.77,351.98,357.29,370.29,367.92,380.31,381.14,379.17,384.25,383.93,391.88,385.52,403.22,410.63,410.28,399.53,394.05,392.86,407.50,412.63,414.15,414.58,412.33,410.80,411.07
