dates,nzd0314-0000,nzd0314-0001,nzd0314-0002,nzd0314-0003,nzd0314-0004,nzd0314-0005,nzd0314-0006,nzd0314-0007,nzd0314-0008,nzd0314-0009,nzd0314-0010,nzd0314-0011,nzd0314-0012,nzd0314-0013,nzd0314-0014,nzd0314-0015,nzd0314-0016,nzd0314-0017,nzd0314-0018,nzd0314-0019,nzd0314-0020,nzd0314-0021,nzd0314-0022,nzd0314-0023,nzd0314-0024,nzd0314-0025,nzd0314-0026,nzd0314-0027,nzd0314-0028,nzd0314-0029,nzd0314-0030,nzd0314-0031,nzd0314-0032,nzd0314-0033,nzd0314-0034,nzd0314-0035,nzd0314-0036,nzd0314-0037,nzd0314-0038,nzd0314-0039,nzd0314-0040,nzd0314-0041,nzd0314-0042,nzd0314-0043,nzd0314-0044,nzd0314-0045,nzd0314-0046,nzd0314-0047,nzd0314-0048,nzd0314-0049,nzd0314-0050,nzd0314-0051,nzd0314-0052,nzd0314-0053,nzd0314-0054,nzd0314-0055,nzd0314-0056,nzd0314-0057,nzd0314-0058,nzd0314-0059,nzd0314-0060,nzd0314-0061,nzd0314-0062,nzd0314-0063,nzd0314-0064,nzd0314-0065,nzd0314-0066,nzd0314-0067,nzd0314-0068,nzd0314-0069,nzd0314-0070,nzd0314-0071,nzd0314-0072,nzd0314-0073,nzd0314-0074,nzd0314-0075,nzd0314-0076,nzd0314-0077,nzd0314-0078,nzd0314-0079,nzd0314-0080,nzd0314-0081,nzd0314-0082,nzd0314-0083,nzd0314-0084,nzd0314-0085,nzd0314-0086,nzd0314-0087,nzd0314-0088,nzd0314-0089,nzd0314-0090,nzd0314-0091,nzd0314-0092,nzd0314-0093,nzd0314-0094,nzd0314-0095,nzd0314-0096,nzd0314-0097,nzd0314-0098,nzd0314-0099,nzd0314-0100,nzd0314-0101,nzd0314-0102,nzd0314-0103,nzd0314-0104,nzd0314-0105,nzd0314-0106,nzd0314-0107,nzd0314-0108,nzd0314-0109,nzd0314-0110,nzd0314-0111,nzd0314-0112,nzd0314-0113,nzd0314-0114,nzd0314-0115,nzd0314-0116,nzd0314-0117,nzd0314-0118,nzd0314-0119,nzd0314-0120,nzd0314-0121,nzd0314-0122,nzd0314-0123,nzd0314-0124,nzd0314-0125,nzd0314-0126,nzd0314-0127,nzd0314-0128,nzd0314-0129,nzd0314-0130,nzd0314-0131,nzd0314-0132,nzd0314-0133,nzd0314-0134,nzd0314-0135,nzd0314-0136,nzd0314-0137,nzd0314-0138,nzd0314-0139,nzd0314-0140,nzd0314-0141,nzd0314-0142,nzd0314-0143,nzd0314-0144,nzd0314-0145,nzd0314-0146,nzd0314-0147,nzd0314-0148,nzd0314-0149,nzd0314-0150,nzd0314-0151,nzd0314-0152,nzd0314-0153,nzd0314-0154,nzd0314-0155,nzd0314-0156,nzd0314-0157,nzd0314-0158,nzd0314-0159,nzd0314-0160,nzd0314-0161,nzd0314-0162,nzd0314-0163,nzd0314-0164,nzd0314-0165,nzd0314-0166,nzd0314-0167,nzd0314-0168,nzd0314-0169,nzd0314-0170,nzd0314-0171,nzd0314-0172,nzd0314-0173,satname
1999-09-27 22:06:00+00:00,458.17,455.53,445.02,437.89,416.34,,,428.89,430.30,427.66,432.53,433.25,415.61,422.00,432.51,428.37,427.56,436.75,437.38,444.34,446.44,447.56,452.76,450.62,463.76,464.04,468.53,474.56,476.26,478.40,478.07,471.47,470.58,479.99,483.56,508.23,515.82,,,,,,,,551.75,562.33,559.54,565.67,563.35,557.02,550.26,557.52,,,568.44,575.56,562.58,564.79,571.05,577.46,586.76,,,,553.54,562.68,558.57,542.33,550.90,550.35,558.47,533.96,538.90,534.12,546.41,542.20,545.55,526.53,536.01,534.84,529.17,,,,,,,,,,,,502.86,497.44,497.10,493.28,489.21,491.53,483.42,461.53,444.56,442.03,439.16,437.29,,,,,,,,,,,,397.54,398.46,411.45,390.97,380.90,370.47,366.32,363.58,362.41,360.51,356.84,361.72,363.16,362.42,,356.53,356.81,352.36,348.37,354.76,351.85,352.63,348.98,341.54,340.05,,333.56,333.73,328.12,331.89,330.92,333.04,335.29,341.80,345.36,352.89,356.08,362.96,373.95,378.16,379.21,381.82,382.01,386.22,,386.06,388.75,389.73,389.50,385.90,392.96,386.65,392.72,389.90,399.33,395.59,389.09,379.47,365.28,L7
1999-11-30 22:05:47+00:00,453.90,450.18,433.60,426.38,434.41,460.55,455.02,429.88,433.10,438.91,438.83,429.99,428.94,439.62,432.51,419.51,426.67,440.36,447.55,448.38,438.29,442.10,458.00,466.58,455.63,460.30,454.51,467.69,476.26,461.62,463.98,457.82,464.20,467.78,482.40,493.86,498.04,471.66,468.47,474.88,475.33,487.90,491.24,,533.42,546.61,545.76,552.47,550.18,551.16,544.93,548.53,554.51,553.75,565.26,562.49,564.54,564.28,564.04,568.40,570.52,551.18,571.33,558.83,558.06,551.05,549.22,540.64,547.86,548.52,545.86,532.92,532.39,534.12,546.41,542.20,545.55,526.53,536.01,523.92,521.70,,,,,,,,,,,,495.30,487.43,485.38,486.56,480.40,482.31,477.50,470.43,456.25,455.45,446.74,443.92,,,,416.00,,,,,,,,413.68,416.43,416.00,393.83,388.54,383.21,373.64,372.17,370.62,367.22,359.90,357.45,358.80,359.70,317.65,356.53,351.60,348.02,344.11,350.40,339.13,352.63,339.40,342.15,345.59,,316.53,343.88,337.98,344.06,347.25,318.88,327.21,328.56,332.72,338.69,339.49,349.05,357.70,366.70,371.47,372.55,370.26,378.50,,379.82,393.13,389.44,381.12,384.32,389.12,385.77,383.99,384.45,387.92,388.74,384.35,381.89,372.52,L7
2000-03-05 22:05:36+00:00,451.58,447.67,436.92,431.14,431.54,444.30,438.58,425.17,426.19,428.21,433.20,428.02,425.00,429.95,434.19,423.64,431.44,442.12,448.69,447.35,443.66,444.90,454.02,460.62,456.02,458.65,455.02,465.97,475.44,464.51,466.76,464.59,461.76,472.13,476.68,493.97,496.75,471.66,468.47,474.88,475.33,487.90,491.24,543.75,533.42,546.61,545.76,552.47,550.18,551.16,544.93,549.48,558.71,556.61,566.90,565.99,564.54,562.92,563.27,563.09,564.04,549.66,560.54,561.90,555.25,554.51,547.75,539.42,543.46,544.35,549.60,532.55,530.23,533.90,544.51,544.40,542.53,534.76,537.02,523.84,519.99,549.81,544.64,539.55,538.77,552.48,552.01,545.35,534.15,524.31,531.98,534.49,498.92,491.49,490.92,493.43,489.22,482.31,477.50,470.43,456.25,455.45,446.74,443.92,,,,416.00,,,,,283.22,344.91,382.73,408.76,410.36,409.80,394.43,385.71,381.29,372.42,369.34,366.55,364.99,359.73,358.68,358.46,359.50,336.06,356.33,354.17,353.10,346.61,351.60,343.27,351.02,341.78,342.99,346.21,338.51,321.11,337.70,335.23,342.00,344.11,322.33,331.45,335.55,341.24,343.34,344.72,353.05,362.41,368.03,373.62,374.83,376.42,383.75,420.38,383.50,391.01,389.09,382.61,382.97,385.48,383.08,384.19,386.06,388.27,389.32,383.36,379.83,369.11,L7
2000-03-21 22:05:37+00:00,451.58,447.67,436.92,431.14,431.54,444.30,438.58,425.17,429.32,428.21,433.20,428.02,425.00,429.95,434.19,423.64,431.44,442.12,448.69,447.35,443.66,444.90,454.02,460.62,456.02,458.65,455.02,465.97,475.44,464.51,466.76,464.59,461.76,472.13,476.68,493.97,496.75,471.66,468.47,474.88,475.33,487.90,491.24,543.75,533.42,546.61,545.76,552.47,550.18,551.16,544.93,549.48,558.71,556.61,566.90,565.99,564.54,562.92,563.27,563.09,564.04,549.66,560.54,561.90,555.25,554.51,547.75,539.42,543.46,546.87,555.61,532.55,530.23,533.90,544.51,544.40,542.53,534.76,537.02,523.84,519.99,549.81,544.64,539.55,538.77,552.48,552.01,545.35,534.15,524.31,531.98,534.49,498.92,491.49,490.92,493.43,489.22,482.31,477.50,470.43,456.25,455.45,446.74,443.92,,,,416.00,,,,,283.22,344.91,382.73,408.76,410.36,409.80,394.43,385.71,381.29,375.09,371.32,368.40,365.43,361.13,358.39,362.75,363.37,336.06,356.33,354.17,353.10,346.61,351.60,343.27,351.02,341.78,342.99,346.21,338.51,321.11,337.70,335.23,342.00,344.11,322.33,331.45,335.55,341.24,343.34,344.72,353.05,362.41,368.03,373.62,374.83,376.42,383.75,420.38,383.50,391.01,389.09,382.61,382.97,385.48,383.08,384.19,386.06,388.27,389.32,383.36,379.83,369.11,L7
2000-08-12 22:04:05+00:00,446.92,442.64,443.56,440.68,425.78,428.04,422.15,415.75,425.53,406.82,421.93,424.07,417.11,410.61,435.87,416.53,423.93,445.65,450.97,445.29,454.39,450.52,446.06,448.69,456.78,455.36,456.03,462.55,474.62,470.30,472.32,478.13,458.05,479.02,465.88,486.62,487.47,485.81,488.37,495.46,500.95,,,543.75,,,,,,,,551.36,557.36,557.96,563.65,564.50,547.78,554.11,559.31,553.42,554.19,548.95,550.45,559.05,545.27,552.04,544.80,536.98,534.67,545.21,565.37,531.80,525.91,533.69,542.61,546.61,539.51,542.99,538.04,523.69,516.57,549.81,544.64,539.55,538.77,552.48,552.01,545.35,534.15,524.31,531.98,534.49,506.17,499.62,501.99,507.17,506.87,,,,,,,,,,,,,,,,283.22,344.91,382.73,398.92,398.23,397.41,395.65,380.04,377.45,376.54,370.47,366.17,363.64,362.36,359.33,354.45,354.30,341.00,340.37,341.60,343.95,337.72,337.90,337.37,334.27,334.55,332.84,336.43,329.15,325.13,320.38,320.65,323.32,337.85,329.21,339.94,349.54,358.27,352.65,355.18,361.05,371.83,370.70,377.93,379.39,388.74,394.26,420.38,390.85,386.76,388.38,385.59,380.26,378.19,377.70,384.60,389.28,388.98,390.48,381.38,375.70,362.28,L7
2000-09-13 22:03:38+00:00,,430.51,423.53,421.23,396.29,,,,426.46,421.45,416.82,414.75,399.55,399.28,416.53,404.52,407.29,413.70,419.54,429.90,427.38,430.85,,,,,,,471.11,,,474.14,464.30,480.29,470.86,484.84,488.62,492.22,488.37,495.46,500.95,,,523.96,,,,,,552.25,552.97,561.44,556.51,561.00,560.16,558.91,546.54,550.66,556.34,554.02,549.44,551.99,551.06,558.47,543.58,548.06,558.33,538.23,531.02,542.85,573.64,,,,,517.69,,,,489.36,502.51,540.27,539.94,532.77,532.43,537.15,534.39,521.80,518.84,512.73,513.19,513.48,483.23,478.11,476.92,483.54,478.96,466.52,440.97,430.19,422.61,423.92,431.88,425.27,404.95,402.15,384.76,388.52,356.57,330.26,312.12,305.95,292.81,346.58,366.32,387.56,377.97,374.24,377.93,378.54,370.00,376.05,369.60,366.90,355.97,353.33,348.62,348.81,345.85,331.27,328.13,326.65,328.20,328.52,327.00,327.50,323.25,326.19,325.79,328.67,326.12,326.12,320.26,317.90,316.12,321.51,323.40,331.41,334.60,340.43,351.29,351.99,358.95,362.32,370.44,377.04,383.28,382.80,389.91,412.16,392.41,388.36,393.46,392.90,393.15,393.85,393.07,393.70,392.55,394.93,386.23,381.21,372.14,369.38,L7
2000-10-15 22:03:08+00:00,428.94,423.90,421.34,421.23,396.29,,384.90,400.96,407.44,413.29,410.91,414.75,399.55,399.28,416.53,404.52,407.29,413.70,419.54,429.90,427.38,430.85,,,,,,,471.11,,,474.14,464.30,480.29,470.86,484.84,488.62,492.22,488.37,495.46,500.95,,,523.96,,,,,,552.25,552.97,561.44,556.51,561.00,560.16,558.91,546.54,550.66,551.31,548.86,545.18,548.18,545.42,558.47,545.80,549.69,545.35,529.26,524.12,527.44,535.66,508.05,520.96,513.65,507.75,511.72,511.69,,,489.36,502.51,540.27,539.94,532.77,532.43,537.15,534.39,521.80,518.84,512.73,513.19,513.48,483.23,478.11,469.15,479.51,478.96,466.52,440.97,424.11,419.17,417.63,420.85,416.70,399.55,396.29,380.87,382.91,354.72,328.21,303.00,303.05,298.62,334.27,360.39,379.94,373.79,365.38,371.13,371.25,364.53,361.65,355.17,359.85,345.18,341.33,333.83,331.90,336.21,328.24,325.89,326.65,328.20,327.76,325.14,323.01,319.67,322.03,321.45,328.67,326.12,321.77,318.29,317.90,314.91,315.66,316.56,322.19,327.75,334.72,344.27,345.35,353.56,356.32,363.38,369.15,374.56,374.38,381.35,401.55,385.09,381.25,384.69,385.01,384.66,385.06,383.54,382.63,381.47,383.48,378.98,374.36,367.38,364.40,L7
2000-11-16 22:03:20+00:00,422.85,423.09,418.40,409.69,400.66,407.52,403.03,406.25,410.45,414.97,416.01,422.28,415.12,417.77,426.01,415.83,414.23,417.30,424.43,432.65,430.06,440.83,446.78,445.46,443.60,449.42,446.13,463.45,475.60,477.07,478.25,475.87,471.19,483.41,483.46,487.04,489.59,493.61,497.11,498.69,511.76,520.06,516.42,522.86,527.15,530.99,531.43,529.30,529.79,558.19,544.35,551.52,556.51,561.00,560.16,562.64,551.10,554.16,553.95,553.22,547.62,558.39,547.70,555.77,550.03,553.53,543.97,531.96,532.67,535.40,539.53,529.12,532.75,529.30,521.66,521.33,528.74,525.19,516.40,511.95,518.06,533.46,527.12,519.15,532.43,537.15,534.39,521.80,518.84,491.22,511.37,513.48,472.02,468.84,463.84,468.04,478.96,456.45,439.05,429.34,424.94,422.68,418.70,416.59,410.59,402.66,385.24,385.59,355.40,342.68,326.23,330.39,330.97,334.27,375.17,387.22,379.09,369.45,372.67,374.28,357.79,358.99,351.49,362.21,353.34,356.94,340.21,334.19,335.24,321.64,324.69,329.65,328.77,326.45,323.16,328.37,321.37,322.45,323.12,325.72,323.74,320.99,319.23,319.54,319.32,318.08,319.67,326.95,335.50,336.64,346.51,351.00,359.76,360.63,365.36,372.76,375.46,373.49,381.83,395.24,394.71,392.55,391.43,395.21,390.83,393.44,392.90,394.06,391.67,389.36,386.33,386.35,381.04,375.55,L7
2001-01-03 22:03:24+00:00,432.41,427.97,421.34,411.04,412.43,407.52,411.76,413.41,420.46,416.62,425.09,437.91,426.96,435.93,431.60,427.30,423.29,420.46,431.09,439.58,435.74,446.29,454.38,459.22,452.30,458.73,459.91,476.41,481.76,488.48,489.88,480.77,479.42,487.70,493.52,492.52,495.82,499.47,507.47,504.93,519.24,522.21,529.09,520.21,521.94,526.56,531.38,530.46,537.11,557.16,548.61,554.19,558.04,561.66,559.56,563.93,556.38,560.07,558.48,557.26,552.03,563.17,554.45,558.58,554.58,556.39,550.63,543.74,541.33,542.62,548.89,543.51,541.12,538.86,534.99,529.67,533.68,530.50,529.34,519.21,524.21,529.57,528.61,522.72,533.62,528.38,526.04,515.74,514.86,497.11,508.70,505.56,481.44,475.06,467.75,473.21,485.87,461.99,451.37,439.95,435.86,436.89,427.88,427.52,423.73,402.66,385.24,385.59,373.32,363.08,348.89,351.94,354.74,334.27,391.14,398.94,379.09,369.45,386.09,378.65,365.62,363.52,365.59,378.48,353.34,367.25,347.34,338.85,341.89,327.38,324.69,329.65,331.30,331.37,325.15,334.91,327.21,322.31,323.00,328.04,322.58,322.28,322.66,323.65,322.27,318.08,319.67,333.01,339.81,342.77,348.92,357.20,363.11,366.35,373.98,376.25,379.44,378.84,386.29,394.23,398.38,397.31,391.43,395.21,390.83,393.44,392.90,394.06,395.79,394.13,393.42,392.53,389.15,383.75,L7
2001-01-19 22:03:31+00:00,429.85,426.65,420.79,408.59,411.94,406.83,411.50,414.12,422.58,419.31,424.75,437.36,430.08,433.79,433.35,425.50,422.39,416.24,425.40,432.56,427.42,437.24,446.53,450.60,450.05,456.53,456.38,465.28,476.74,479.20,481.52,477.24,478.81,483.96,490.73,492.15,494.23,494.71,500.94,498.92,511.51,510.76,529.09,518.03,518.29,524.83,529.18,529.00,538.92,556.61,552.09,551.81,553.75,557.18,555.10,561.47,557.10,560.77,558.21,555.75,554.06,564.18,555.75,557.17,552.02,553.22,553.53,549.47,541.29,539.28,548.08,544.37,542.82,539.77,536.58,531.43,527.35,522.68,528.08,519.03,522.60,530.10,531.13,525.75,538.15,528.68,526.04,515.74,514.86,493.93,499.80,496.83,477.19,472.15,466.40,471.12,474.74,457.90,450.28,441.00,437.40,438.34,431.73,428.19,422.00,407.13,391.81,386.31,376.88,367.37,357.56,361.47,361.90,334.27,395.07,399.03,381.71,375.13,387.18,381.95,371.59,367.53,370.83,376.73,358.46,369.03,353.66,344.40,345.31,327.97,322.65,327.67,330.35,331.41,326.23,333.86,326.64,322.07,323.43,328.34,322.23,322.95,324.29,326.50,325.37,322.95,324.87,336.04,343.06,344.77,349.53,357.22,364.54,366.66,375.24,377.23,379.39,379.92,385.82,393.76,395.81,398.50,396.23,398.98,393.00,393.60,392.89,397.42,399.16,398.14,397.65,396.49,393.48,389.22,L7
