dates,nzd0314-0000,nzd0314-0001,nzd0314-0002,nzd0314-0003,nzd0314-0004,nzd0314-0005,nzd0314-0006,nzd0314-0007,nzd0314-0008,nzd0314-0009,nzd0314-0010,nzd0314-0011,nzd0314-0012,nzd0314-0013,nzd0314-0014,nzd0314-0015,nzd0314-0016,nzd0314-0017,nzd0314-0018,nzd0314-0019,nzd0314-0020,nzd0314-0021,nzd0314-0022,nzd0314-0023,nzd0314-0024,nzd0314-0025,nzd0314-0026,nzd0314-0027,nzd0314-0028,nzd0314-0029,nzd0314-0030,nzd0314-0031,nzd0314-0032,nzd0314-0033,nzd0314-0034,nzd0314-0035,nzd0314-0036,nzd0314-0037,nzd0314-0038,nzd0314-0039,nzd0314-0040,nzd0314-0041,nzd0314-0042,nzd0314-0043,nzd0314-0044,nzd0314-0045,nzd0314-0046,nzd0314-0047,nzd0314-0048,nzd0314-0049,nzd0314-0050,nzd0314-0051,nzd0314-0052,nzd0314-0053,nzd0314-0054,nzd0314-0055,nzd0314-0056,nzd0314-0057,nzd0314-0058,nzd0314-0059,nzd0314-0060,nzd0314-0061,nzd0314-0062,nzd0314-0063,nzd0314-0064,nzd0314-0065,nzd0314-0066,nzd0314-0067,nzd0314-0068,nzd0314-0069,nzd0314-0070,nzd0314-0071,nzd0314-0072,nzd0314-0073,nzd0314-0074,nzd0314-0075,nzd0314-0076,nzd0314-0077,nzd0314-0078,nzd0314-0079,nzd0314-0080,nzd0314-0081,nzd0314-0082,nzd0314-0083,nzd0314-0084,nzd0314-0085,nzd0314-0086,nzd0314-0087,nzd0314-0088,nzd0314-0089,nzd0314-0090,nzd0314-0091,nzd0314-0092,nzd0314-0093,nzd0314-0094,nzd0314-0095,nzd0314-0096,nzd0314-0097,nzd0314-0098,nzd0314-0099,nzd0314-0100,nzd0314-0101,nzd0314-0102,nzd0314-0103,nzd0314-0104,nzd0314-0105,nzd0314-0106,nzd0314-0107,nzd0314-0108,nzd0314-0109,nzd0314-0110,nzd0314-0111,nzd0314-0112,nzd0314-0113,nzd0314-0114,nzd0314-0115,nzd0314-0116,nzd0314-0117,nzd0314-0118,nzd0314-0119,nzd0314-0120,nzd0314-0121,nzd0314-0122,nzd0314-0123,nzd0314-0124,nzd0314-0125,nzd0314-0126,nzd0314-0127,nzd0314-0128,nzd0314-0129,nzd0314-0130,nzd0314-0131,nzd0314-0132,nzd0314-0133,nzd0314-0134,nzd0314-0135,nzd0314-0136,nzd0314-0137,nzd0314-0138,nzd0314-0139,nzd0314-0140,nzd0314-0141,nzd0314-0142,nzd0314-0143,nzd0314-0144,nzd0314-0145,nzd0314-0146,nzd0314-0147,nzd0314-0148,nzd0314-0149,nzd0314-0150,nzd0314-0151,nzd0314-0152,nzd0314-0153,nzd0314-0154,nzd0314-0155,nzd0314-0156,nzd0314-0157,nzd0314-0158,nzd0314-0159,nzd0314-0160,nzd0314-0161,nzd0314-0162,nzd0314-0163,nzd0314-0164,nzd0314-0165,nzd0314-0166,nzd0314-0167,nzd0314-0168,nzd0314-0169,nzd0314-0170,nzd0314-0171,nzd0314-0172,nzd0314-0173,satname
1999-09-27 22:06:00+00:00,458.17,455.53,445.02,437.89,416.34,,,428.89,430.30,427.66,432.53,433.25,415.61,422.00,432.51,428.37,427.56,436.75,437.38,444.34,446.44,447.56,452.76,450.62,463.76,464.04,468.53,474.56,476.26,478.40,478.07,471.47,470.58,479.99,483.56,508.23,515.82,,,,,,,,551.75,562.33,559.54,565.67,563.35,557.02,550.26,557.52,,,568.44,575.56,562.58,564.79,571.05,577.46,586.76,,,,553.54,562.68,558.57,542.33,550.90,550.35,558.47,533.96,538.90,534.12,546.41,542.20,545.55,526.53,536.01,534.84,529.17,,,,,,,,,,,,502.86,497.44,497.10,493.28,489.21,491.53,483.42,461.53,444.56,442.03,439.16,437.29,,,,,,,,,,,,397.54,398.46,411.45,390.97,380.90,370.47,366.32,363.58,362.41,360.51,356.84,361.72,363.16,362.42,,356.53,356.81,352.36,348.37,354.76,351.85,352.63,348.98,341.54,340.05,,333.56,333.73,328.12,331.89,330.92,333.04,335.29,341.80,345.36,352.89,356.08,362.96,373.95,378.16,379.21,381.82,382.01,386.22,,386.06,388.75,389.73,389.50,385.90,392.96,386.65,392.72,389.90,399.33,395.59,389.09,379.47,365.28,L7
1999-11-30 22:05:47+00:00,449.64,444.84,422.18,414.86,452.49,460.55,455.02,430.88,435.90,450.16,445.14,426.73,442.27,457.25,,410.66,425.78,443.97,457.72,452.43,430.14,436.63,463.25,482.54,447.51,456.56,440.49,460.81,,444.84,449.88,444.16,457.82,455.58,481.24,479.48,480.25,471.66,468.47,474.88,475.33,487.90,491.24,,515.10,530.89,531.99,539.27,537.02,545.31,539.61,539.55,554.51,553.75,562.07,549.42,566.49,563.78,557.03,559.34,554.29,551.18,571.33,558.83,562.57,539.42,539.87,538.95,544.82,546.69,533.24,531.89,525.88,,,,,,,513.00,514.23,,,,,,,,,,,,487.73,477.42,473.67,479.84,471.59,473.10,471.59,479.33,467.93,468.87,454.32,450.54,,,,416.00,,,,,,,,429.81,434.40,420.54,396.68,396.19,395.94,380.96,380.77,378.83,373.93,362.97,353.17,354.44,356.97,317.65,,346.39,343.69,339.85,346.05,326.42,,329.83,342.77,351.12,,299.50,354.04,347.84,356.24,363.57,304.73,319.13,315.31,320.08,324.49,322.89,335.15,341.46,355.23,363.73,363.28,358.52,370.77,,373.59,397.52,389.15,372.75,382.75,385.29,384.90,375.26,379.01,376.51,381.88,379.61,384.32,379.77,L7
2000-03-05 22:05:36+00:00,446.92,442.64,443.56,440.68,425.78,428.04,422.15,415.75,412.37,406.82,421.93,424.07,417.11,410.61,435.87,431.90,440.98,445.65,450.97,445.29,454.39,450.52,446.06,448.69,456.78,455.36,456.03,462.55,474.62,470.30,472.32,478.13,456.88,480.83,465.24,494.21,494.17,,,,,,,543.75,,,,,,,,551.36,562.92,559.46,570.19,572.98,,560.18,561.73,552.48,551.06,548.15,549.75,564.98,549.64,561.42,544.80,536.98,534.67,536.00,557.09,531.80,525.91,533.69,542.61,546.61,539.51,542.99,538.04,523.69,516.57,549.81,544.64,539.55,538.77,552.48,552.01,545.35,534.15,524.31,531.98,534.49,506.17,499.62,501.99,507.17,506.87,,,,,,,,,,,,,,,,283.22,344.91,382.73,398.92,398.23,397.41,395.65,380.04,377.45,369.97,363.66,358.40,360.53,359.38,361.16,357.79,359.11,354.48,356.13,359.32,363.26,351.60,353.99,351.53,349.41,346.54,344.67,347.46,338.51,330.26,325.34,329.72,337.88,337.85,329.21,339.94,349.54,358.27,352.65,355.18,361.05,371.83,370.70,377.93,379.39,388.74,394.26,420.38,390.85,386.76,388.38,385.59,380.26,378.19,377.70,384.60,389.28,388.98,390.48,381.38,375.70,362.28,L7
2000-03-21 22:05:37+00:00,,,,,,,,,438.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554.42,573.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.12,377.28,373.95,366.75,365.34,357.50,375.62,374.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2000-08-12 22:04:05+00:00,,,,,,,,,,,,,,,,401.17,406.87,,,,,,,,,,,,,,,,459.22,477.21,466.53,479.03,480.76,485.81,488.37,495.46,500.95,,,,,,,,,,,,551.79,556.45,557.12,556.03,547.78,548.03,556.88,554.37,557.32,549.75,551.15,553.12,540.91,542.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.93,328.84,327.52,324.60,323.88,324.64,323.83,321.82,323.20,319.13,322.56,321.00,325.40,319.79,320.00,315.41,311.58,308.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2000-09-13 22:03:38+00:00,,430.51,423.53,421.23,396.29,,,,414.22,421.45,416.82,414.75,399.55,399.28,416.53,407.87,407.71,413.70,419.54,429.90,427.38,430.85,,,,,,,471.11,,,474.14,469.38,483.37,475.19,490.65,496.47,498.62,,,,,,523.96,,,,,,552.25,552.97,561.44,561.23,565.55,563.20,561.80,545.30,553.29,555.79,553.67,541.56,554.23,550.97,563.82,546.24,553.44,558.33,538.23,531.02,531.27,,,,,,517.69,,,,489.36,502.51,540.27,539.94,532.77,532.43,537.15,534.39,521.80,518.84,512.73,513.19,513.48,483.23,478.11,476.92,483.54,478.96,466.52,440.97,430.19,422.61,423.92,431.88,425.27,404.95,402.15,384.76,388.52,356.57,330.26,312.12,305.95,292.81,346.58,366.32,387.56,377.97,374.24,377.93,378.54,370.00,368.97,361.91,359.85,345.18,341.33,339.74,340.89,333.75,335.02,331.67,329.42,331.76,333.22,332.17,331.79,327.36,329.83,330.58,331.95,332.45,332.24,325.11,324.22,323.48,321.51,323.40,331.41,334.60,340.43,351.29,351.99,358.95,362.32,370.44,377.04,383.28,382.80,389.91,412.16,392.41,388.36,393.46,392.90,393.15,393.85,393.07,393.70,392.55,394.93,386.23,381.21,372.14,369.38,L7
2000-10-15 22:03:08+00:00,428.94,417.30,419.15,,,,384.90,400.96,400.65,405.14,405.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541.25,538.55,536.67,540.56,534.15,,550.26,552.96,532.37,520.29,517.22,523.62,535.66,508.05,520.96,513.65,507.75,505.74,511.69,,,,,,,,,,,,,,,,,,461.38,475.49,,,,418.03,415.73,411.34,409.81,408.13,394.15,390.43,376.97,377.30,352.87,326.16,293.87,300.15,304.42,321.96,354.47,372.33,369.61,356.53,364.33,363.95,359.06,354.34,348.42,,,,327.92,324.87,346.05,322.19,321.41,,,326.22,321.44,314.04,312.53,313.69,312.77,,,313.07,314.34,,312.47,309.82,309.73,312.97,320.90,329.00,337.26,338.70,348.18,350.33,356.33,361.27,365.84,365.95,372.79,390.93,377.77,374.15,375.91,377.12,376.17,376.26,374.01,371.56,370.39,372.02,371.73,367.50,362.63,359.42,L7
2000-11-16 22:03:20+00:00,416.76,421.45,412.52,398.14,405.03,407.52,421.16,411.53,416.47,418.31,426.21,429.82,430.68,436.27,435.49,438.46,428.12,420.90,429.31,435.40,432.74,450.81,446.78,445.46,443.60,449.42,446.13,463.45,480.09,477.07,478.25,477.59,484.96,489.64,508.67,491.43,491.55,496.39,505.85,501.93,522.57,520.06,516.42,521.75,527.15,530.99,531.43,529.30,529.79,564.14,535.72,541.60,,,,570.09,560.23,561.16,561.87,566.30,554.93,589.01,554.55,550.37,562.71,565.05,541.21,537.37,549.77,551.30,543.41,550.19,544.53,544.95,535.57,540.57,545.78,525.19,516.40,534.54,533.60,526.65,514.30,505.54,,,,,,469.71,509.55,,460.82,459.57,453.21,445.09,,446.38,437.13,439.81,436.49,432.79,414.40,416.36,432.66,415.41,394.00,390.96,356.75,371.62,372.69,385.07,395.67,,404.73,401.76,389.70,377.58,375.76,380.35,344.32,353.65,344.15,364.57,361.50,372.55,352.96,341.08,332.30,301.83,321.09,335.65,329.91,322.53,317.22,344.43,326.47,323.74,328.12,319.82,318.98,318.66,322.07,322.83,332.56,322.90,325.87,336.47,350.99,340.50,350.99,362.31,372.14,369.24,369.30,379.96,377.26,371.71,382.78,382.63,413.95,415.14,404.93,415.61,403.17,410.22,411.62,416.92,412.06,401.14,401.03,410.35,408.36,397.84,L7
2001-01-03 22:03:24+00:00,451.54,442.62,430.18,413.76,435.98,,429.23,427.74,450.51,421.56,452.32,469.16,450.64,472.25,442.78,461.71,450.47,426.78,444.43,453.44,447.09,457.20,461.99,472.98,461.00,468.04,473.69,489.37,494.09,499.89,501.52,490.59,504.11,500.58,523.68,508.98,514.51,517.07,528.18,517.39,534.19,524.37,541.75,514.93,516.74,522.13,531.34,531.62,544.42,555.10,557.14,559.52,561.11,562.98,558.36,567.81,572.23,577.80,576.63,573.41,569.65,582.30,581.43,567.00,572.79,567.84,570.61,579.07,567.32,564.31,567.60,572.29,557.88,557.97,561.66,554.68,543.58,535.81,542.28,533.72,536.53,521.79,531.60,529.85,534.82,519.61,517.69,509.68,510.87,508.90,503.35,497.65,500.26,487.51,479.49,488.71,492.77,473.06,476.02,471.79,468.60,479.52,455.42,460.32,463.14,,,,427.10,424.29,416.87,416.60,426.06,,439.06,434.12,,,426.35,391.77,389.12,377.13,407.87,411.03,,387.86,368.74,357.50,368.50,350.35,,,338.90,351.05,333.09,361.09,350.57,321.75,322.53,335.00,319.10,327.43,336.37,335.97,334.09,,,351.18,352.75,361.15,356.14,375.82,373.15,383.50,399.84,386.72,391.38,394.89,399.69,391.20,409.38,411.61,,,,,,,408.16,408.45,414.69,411.06,413.49,408.38,L7
2001-01-19 22:03:31+00:00,422.17,421.35,418.57,401.22,410.45,406.14,410.71,416.24,431.05,430.09,423.42,435.71,439.44,427.38,438.60,418.27,418.76,403.59,408.33,411.52,402.46,410.11,430.83,433.36,445.54,452.13,449.31,443.01,461.68,460.64,464.80,466.64,476.38,468.99,479.60,490.66,487.87,475.64,481.36,480.91,488.33,487.86,,511.49,510.97,521.36,524.76,526.09,542.55,554.95,562.52,544.66,540.86,543.74,541.73,551.62,559.95,563.55,556.86,548.21,564.23,569.22,562.26,551.53,539.24,537.34,565.12,572.41,541.11,525.88,545.66,546.95,547.89,542.53,541.35,538.49,508.33,507.03,525.55,518.51,517.74,531.68,538.69,534.83,547.21,529.29,,,,484.36,473.12,479.35,464.47,463.43,460.99,462.77,452.49,445.65,446.99,445.19,443.57,444.14,447.14,430.85,415.08,420.53,411.49,388.45,391.12,384.53,392.24,399.59,390.53,,410.79,399.38,389.57,392.17,391.52,395.13,395.45,383.55,391.82,371.48,368.71,374.40,378.96,372.11,362.41,330.94,314.49,321.72,326.54,331.61,331.65,328.62,323.79,320.83,325.55,329.55,320.83,326.28,332.42,337.89,340.87,337.58,340.49,348.18,356.07,352.77,351.98,357.29,370.29,367.92,380.31,381.14,379.17,384.25,383.93,391.88,385.52,403.22,410.63,410.28,399.53,394.05,392.86,407.50,412.63,414.15,414.58,412.33,410.80,411.07,L7
2001-02-04 22:03:26+00:00,438.19,428.36,421.38,420.94,405.79,412.11,413.95,412.47,424.28,438.26,439.78,432.01,435.30,440.30,431.58,444.12,423.37,414.03,410.33,404.20,407.76,417.86,416.70,441.93,449.88,455.60,473.15,469.28,,461.59,491.47,466.50,465.75,482.70,490.19,491.38,498.73,477.13,485.26,477.56,478.29,492.63,506.07,510.69,522.38,533.94,530.90,528.11,541.48,547.55,556.03,557.64,550.33,550.99,556.03,547.32,552.22,561.95,563.16,550.29,552.98,566.57,564.36,556.69,539.80,534.68,562.30,572.31,570.27,526.64,524.10,542.05,539.60,550.72,545.76,532.41,523.35,503.15,517.72,515.03,512.89,516.50,506.30,523.01,529.73,519.37,513.87,,,494.83,487.59,470.41,462.55,451.91,460.75,456.59,460.95,447.12,446.09,447.97,447.40,451.59,448.65,444.91,415.62,414.71,413.32,394.15,379.92,380.71,374.36,398.01,404.89,,413.94,410.52,389.02,385.14,394.03,389.63,387.73,388.69,383.39,390.08,376.77,367.00,372.26,372.47,362.48,361.05,343.93,319.37,329.11,346.83,346.03,342.61,344.65,326.00,323.88,334.18,335.32,326.96,333.26,344.28,346.93,349.80,354.20,353.86,365.08,377.94,370.86,373.71,377.14,378.77,378.08,402.25,391.38,393.69,389.04,389.68,392.73,393.19,406.51,421.87,409.16,399.46,384.98,397.08,415.47,412.96,416.25,414.94,420.05,406.15,L7
2001-02-20 22:03:24+00:00,443.96,443.95,430.49,434.41,416.09,412.93,426.49,437.18,443.82,439.05,435.96,438.79,428.69,426.60,441.00,426.54,421.55,411.99,420.77,415.22,433.01,432.45,445.61,460.39,478.91,481.27,479.09,465.94,482.20,485.96,495.10,495.44,489.19,497.93,484.65,501.25,499.94,505.02,502.73,516.67,512.72,530.98,548.52,549.58,559.88,561.60,550.72,551.60,552.07,565.08,563.74,569.92,568.95,569.74,582.40,579.66,581.29,577.85,569.50,563.77,575.16,576.68,566.42,568.40,558.26,566.13,579.59,570.94,560.20,552.96,569.65,562.57,577.17,574.73,558.52,545.56,525.77,536.38,530.78,515.51,514.44,535.02,543.49,538.60,530.31,534.64,519.46,522.75,521.84,530.84,532.87,526.47,500.68,496.66,493.68,495.31,495.36,467.26,462.22,456.95,453.23,448.36,450.64,436.84,414.70,409.53,409.54,402.46,392.32,378.91,370.11,362.22,,331.38,383.69,386.22,392.44,391.01,396.02,385.24,388.91,380.22,381.51,374.29,371.57,372.43,372.61,359.36,343.55,346.63,337.04,340.25,349.98,346.04,347.26,343.97,340.98,340.62,344.10,341.02,341.32,340.93,341.65,346.06,344.59,342.69,339.43,347.53,347.82,357.51,356.12,370.27,370.38,382.30,376.80,390.34,390.23,393.57,391.29,420.81,402.37,418.51,416.51,412.50,407.37,410.10,411.83,418.97,409.13,407.75,407.05,404.09,400.78,394.05,L7
2001-06-28 22:02:21+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2001-11-03 22:01:22+00:00,,419.92,411.70,406.18,394.84,405.68,401.79,419.62,417.85,424.54,415.61,412.83,396.32,401.44,413.03,410.84,414.40,416.37,422.19,422.75,419.72,407.25,,,,,,,,,,,,461.54,462.51,477.80,489.94,487.50,496.50,500.48,509.67,517.55,519.51,517.07,527.40,533.64,538.42,,516.59,,,,,542.50,546.07,546.54,535.88,538.92,539.14,536.93,539.27,,,,525.24,,534.31,524.93,530.96,534.29,546.03,524.27,539.00,539.00,534.82,527.20,526.13,532.66,523.88,498.19,,,494.83,505.69,507.67,514.52,511.94,514.07,509.73,508.21,504.83,500.34,471.60,469.50,458.04,464.87,461.67,449.79,442.22,430.00,432.89,435.71,436.90,432.16,408.77,402.51,392.02,378.99,377.48,356.14,356.92,360.13,,333.37,,,376.15,377.44,378.51,375.00,369.55,363.78,365.32,362.80,357.90,352.36,353.42,353.23,345.23,339.96,326.91,322.37,315.45,317.13,318.78,324.32,323.84,322.69,319.22,323.72,325.22,325.89,323.05,322.44,320.33,325.72,323.90,332.11,335.17,345.86,349.09,360.86,362.94,369.01,368.46,377.61,374.74,384.24,381.77,402.02,387.17,392.53,393.54,397.24,396.45,397.28,394.84,392.63,388.77,383.60,386.59,382.28,381.50,374.91,L7
2002-05-14 22:01:43+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,472.64,473.22,461.78,461.22,460.89,469.33,477.20,490.15,495.25,505.28,517.79,511.76,520.24,526.37,541.47,,,,562.41,557.77,569.20,576.27,,583.63,580.57,577.24,572.52,566.88,557.58,570.93,558.52,573.86,569.85,574.14,557.79,567.48,565.65,587.16,578.03,586.25,571.15,556.30,568.14,566.97,572.09,553.17,575.90,574.72,,,,563.11,546.56,536.95,524.62,543.72,,,,,,,,,528.68,523.27,504.06,514.98,509.34,499.89,491.97,,,,462.05,460.64,471.64,439.85,414.89,406.50,399.82,417.59,412.28,395.99,394.34,406.86,428.40,,,434.73,380.67,402.59,411.71,407.58,391.46,396.30,384.19,384.65,376.46,380.33,378.37,371.26,366.34,367.05,366.85,368.04,354.19,355.77,349.81,358.86,355.45,355.64,349.93,344.54,337.64,343.84,348.54,344.49,340.58,341.79,337.96,352.59,363.61,375.56,378.64,389.80,388.99,385.46,387.03,405.53,406.83,423.43,420.28,428.55,404.54,405.22,415.74,432.33,429.57,432.40,424.25,430.45,430.61,436.25,422.83,411.68,405.38,398.92,L7
2002-07-01 22:01:27+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.76,,,,,,,,,,,,427.89,423.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2002-12-08 22:01:15+00:00,459.20,441.41,435.69,421.88,420.37,426.24,425.92,419.41,417.10,419.20,416.27,422.34,430.88,428.12,434.08,440.43,428.17,403.47,393.72,393.46,391.09,400.65,410.46,,,,,427.19,437.70,439.71,445.95,447.38,458.06,464.87,457.97,454.82,455.79,472.18,487.49,491.41,505.28,506.13,506.64,504.70,524.93,534.85,536.63,546.72,537.73,526.70,,,,528.60,533.21,542.37,556.91,549.77,542.63,545.94,549.32,,,,553.62,552.26,542.09,543.42,538.99,551.41,549.39,537.99,538.00,,531.78,534.88,537.76,555.99,557.57,553.30,546.53,549.95,526.54,512.22,501.72,480.46,,477.84,480.32,465.02,461.41,476.89,507.04,486.69,472.67,468.87,450.11,432.33,430.74,432.31,423.44,444.18,425.73,397.90,401.45,392.07,407.38,397.94,408.40,409.75,378.19,379.72,404.03,,,421.07,,,433.17,433.86,405.65,403.08,394.11,378.64,366.80,374.59,355.90,353.08,331.75,344.50,338.45,335.42,326.80,330.67,326.37,318.56,319.21,318.01,311.89,318.06,340.17,326.04,329.54,326.05,320.12,318.33,328.01,335.42,340.60,347.96,360.81,363.30,364.43,373.22,379.91,385.45,396.61,396.78,402.73,397.90,406.52,419.33,419.57,415.41,410.41,418.32,415.56,417.49,423.60,413.65,413.84,413.48,410.40,419.13,L7
2003-03-14 22:01:44+00:00,428.85,420.24,421.76,423.45,417.32,420.02,443.82,443.65,435.63,429.24,424.57,427.03,410.23,412.11,412.92,416.17,414.95,404.77,401.10,396.84,400.61,400.61,407.52,,,,438.62,450.19,443.48,444.34,475.56,478.04,464.48,462.18,467.21,466.28,470.44,475.59,482.20,489.43,502.34,499.96,513.78,525.00,522.36,516.53,511.21,530.21,527.78,534.15,,540.87,,531.94,532.89,535.69,542.71,536.97,539.75,540.69,553.17,549.36,535.65,531.65,540.42,544.15,537.54,528.76,534.59,525.54,537.30,529.61,538.56,540.60,536.61,530.19,526.51,534.31,535.87,537.03,523.76,517.30,527.64,538.41,536.53,,502.40,463.71,465.11,474.46,481.83,477.43,467.88,475.72,480.01,476.72,465.73,451.25,433.71,423.93,404.96,412.73,411.53,410.88,406.71,402.58,396.13,385.47,375.22,,368.58,378.68,388.51,387.17,392.91,406.28,,427.26,414.22,394.05,400.86,401.94,390.35,373.75,370.42,363.45,364.35,357.74,346.65,332.54,335.48,332.92,328.15,329.42,324.71,316.39,317.72,312.58,312.50,322.40,320.78,324.79,325.33,330.49,329.28,332.02,330.38,343.66,345.14,357.40,362.52,363.79,372.33,379.10,381.55,390.13,394.50,397.46,396.61,409.88,407.32,410.71,411.04,418.37,420.99,424.33,417.05,419.95,415.45,417.18,422.77,414.21,408.23,402.30,L7
2003-04-15 22:01:45+00:00,473.42,464.13,465.60,467.11,450.13,448.26,457.73,468.49,477.47,474.28,473.74,480.97,455.64,448.11,463.45,450.03,444.24,437.55,431.39,439.55,435.97,451.46,444.52,451.22,471.10,484.41,,485.50,,493.63,495.36,498.27,488.98,,498.37,,,,,,,,,,,,,,,,,585.82,582.68,586.51,,,563.77,576.85,,,,,,,577.21,589.35,578.55,565.41,564.92,564.41,579.90,569.04,587.31,588.70,591.63,585.36,583.77,584.20,588.25,580.75,576.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.23,,,409.78,405.89,399.10,391.98,386.59,,,,,,372.57,,,,,,,381.77,370.20,370.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2003-08-29 21:50:14+00:00,458.21,443.78,442.60,441.60,437.48,443.09,446.79,458.69,453.85,450.52,452.34,461.21,448.01,448.30,456.73,451.94,446.56,442.32,437.97,442.62,437.32,430.22,423.67,431.45,442.98,455.06,462.13,474.75,478.29,479.29,470.89,476.00,467.84,489.10,485.22,501.76,505.14,512.71,522.62,524.80,536.35,,546.98,550.21,556.55,,,564.00,565.50,570.92,572.81,576.74,572.25,575.18,,,569.12,579.00,575.07,577.68,572.56,,,,576.23,584.32,577.08,570.92,567.20,567.18,575.50,566.14,579.81,581.79,582.43,573.96,573.25,571.32,570.39,565.89,567.98,,,568.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.22,357.01,355.31,357.77,349.94,347.14,339.07,343.61,343.54,347.34,348.85,350.78,352.69,353.76,358.74,370.27,371.90,382.87,384.69,398.58,402.03,413.48,410.76,418.88,420.51,422.61,449.58,432.09,433.37,436.69,439.30,441.75,445.69,441.95,445.85,440.83,442.06,436.32,435.71,428.43,426.06,L5
2003-09-14 21:50:30+00:00,,,,,,,,,,,,,,421.25,422.63,422.37,417.78,420.27,416.65,411.79,403.42,403.25,403.85,403.94,405.56,,417.41,429.18,,442.09,443.62,445.35,439.52,,451.14,,465.28,473.26,482.76,489.64,,499.61,509.34,,513.46,516.12,524.33,521.63,,,,,,,533.04,533.46,536.82,543.44,546.32,547.36,545.50,545.35,542.23,546.14,544.78,551.33,552.51,549.66,542.96,546.88,547.04,543.64,546.35,545.94,544.76,544.53,543.38,539.88,539.29,532.05,528.71,529.94,527.71,524.63,516.84,506.87,502.64,500.56,497.65,494.57,488.74,483.16,477.55,468.76,465.87,461.94,461.67,448.22,443.05,432.66,422.34,421.02,416.92,413.12,402.31,393.69,386.84,383.35,375.50,,361.51,383.14,393.81,399.51,394.96,386.76,379.15,,394.89,399.89,398.96,395.93,391.12,378.05,373.59,368.61,,,,338.14,334.59,326.83,325.39,317.34,320.82,320.49,318.56,318.40,315.57,315.04,310.85,310.42,310.64,310.43,315.89,318.80,320.12,324.20,331.39,338.17,344.83,352.13,,362.21,370.06,381.06,384.48,386.87,384.68,389.04,,,396.48,403.78,403.84,410.45,408.51,405.67,405.69,403.38,402.09,397.36,398.18,390.69,L5
