dates,nzd0277-0000,nzd0277-0001,nzd0277-0002,nzd0277-0003,nzd0277-0004,nzd0277-0005,nzd0277-0006,nzd0277-0007,nzd0277-0008,nzd0277-0009,nzd0277-0010,nzd0277-0011,nzd0277-0012,nzd0277-0013,nzd0277-0014,nzd0277-0015,nzd0277-0016,nzd0277-0017,nzd0277-0018,nzd0277-0019,nzd0277-0020,nzd0277-0021,nzd0277-0022,nzd0277-0023,nzd0277-0024,nzd0277-0025,nzd0277-0026,nzd0277-0027,nzd0277-0028,nzd0277-0029,nzd0277-0030,nzd0277-0031,nzd0277-0032,nzd0277-0033,nzd0277-0034,nzd0277-0035,nzd0277-0036,nzd0277-0037,nzd0277-0038,nzd0277-0039,nzd0277-0040,nzd0277-0041,nzd0277-0042,nzd0277-0043,nzd0277-0044,nzd0277-0045,nzd0277-0046,nzd0277-0047,nzd0277-0048,nzd0277-0049,nzd0277-0050,satname
1999-07-09 22:05:23+00:00,334.98,318.09,309.88,318.34,311.15,320.24,340.17,349.78,360.94,350.87,339.55,314.83,314.94,318.02,333.62,334.98,333.82,330.93,326.90,327.62,323.02,325.17,325.06,320.61,320.01,311.52,301.06,296.52,310.23,322.34,338.27,344.67,347.23,347.79,341.59,330.77,326.89,318.65,316.86,322.20,329.03,327.58,317.48,303.19,288.31,286.22,282.56,276.98,278.22,280.98,285.48,L7
1999-07-25 22:05:27+00:00,333.83,318.09,309.88,318.34,311.15,320.24,340.17,349.78,361.54,351.23,335.94,307.89,311.56,312.60,332.13,333.36,331.20,328.25,325.36,323.29,314.98,316.53,318.39,315.61,314.01,308.19,295.97,293.99,306.60,318.37,336.46,339.48,342.19,344.50,336.51,328.94,324.71,318.72,315.13,320.70,327.32,324.69,317.50,300.88,284.26,283.61,276.38,272.46,274.31,278.63,286.00,L7
1999-08-26 22:05:32+00:00,331.36,314.42,306.06,312.18,307.19,316.81,342.69,349.64,363.08,351.60,331.44,306.77,310.50,313.13,331.24,334.32,332.63,331.80,329.93,327.39,318.70,319.19,320.33,317.90,316.18,309.07,296.86,293.14,308.77,319.09,336.95,338.69,341.72,344.10,337.61,331.59,325.59,320.41,317.08,322.23,329.42,324.66,318.43,301.21,283.16,282.88,278.05,274.74,275.54,282.44,290.74,L7
1999-09-27 22:05:36+00:00,331.36,314.42,306.06,312.18,307.19,316.81,342.69,349.64,363.08,351.60,331.44,306.77,310.50,313.13,331.24,334.32,332.67,331.67,330.76,327.81,318.64,316.87,319.05,317.13,317.30,307.89,294.35,292.37,308.51,319.26,336.08,337.45,340.09,342.54,335.90,330.02,325.80,320.99,317.07,322.19,328.99,324.37,317.25,300.53,283.31,283.22,278.69,273.35,274.30,281.01,290.83,L7
1999-10-13 22:05:36+00:00,327.78,309.26,302.11,307.51,304.54,314.29,338.96,344.79,358.65,347.95,328.20,303.76,307.87,311.26,329.30,332.05,330.45,329.63,328.80,325.31,316.67,314.55,317.12,314.65,314.66,305.08,292.55,290.54,307.76,317.98,335.00,336.63,338.78,341.88,334.36,328.38,324.49,319.42,315.59,320.89,327.43,322.69,315.38,298.68,282.49,281.73,277.42,271.87,272.62,279.83,289.73,L7
1999-11-30 22:05:23+00:00,324.25,304.44,297.35,303.12,300.82,310.08,329.86,338.20,351.04,343.64,324.85,301.52,306.23,309.30,327.56,330.40,328.74,329.63,323.96,321.19,313.02,311.80,314.50,311.76,311.85,302.05,290.84,286.86,304.66,315.08,331.06,334.70,336.85,339.94,332.03,326.92,322.95,317.37,314.30,319.86,327.56,321.23,314.15,298.09,282.05,282.14,274.82,270.61,271.55,278.42,288.85,L7
1999-12-09 21:59:21+00:00,322.39,302.73,297.86,302.77,299.91,310.90,330.51,337.55,351.79,343.36,324.53,301.43,305.33,310.23,328.91,331.55,329.78,330.59,325.69,322.30,313.38,312.19,314.97,311.48,310.77,301.53,290.93,287.76,305.02,315.95,332.04,334.28,337.01,339.09,331.92,327.27,322.80,317.66,314.15,319.45,327.32,321.57,313.24,297.75,282.13,282.03,274.85,270.62,271.43,278.66,288.46,L7
1999-12-25 21:59:16+00:00,322.67,302.96,298.35,303.05,300.04,311.87,331.84,338.06,351.95,342.95,323.94,301.80,305.05,310.88,329.33,332.03,329.95,330.02,325.82,322.44,313.48,312.64,315.11,310.82,310.64,301.20,290.81,288.58,305.39,316.75,332.80,334.93,337.96,339.51,330.51,325.69,322.34,317.47,313.05,319.07,326.93,322.17,313.45,297.71,282.60,282.60,275.74,270.66,271.60,279.22,288.56,L7
2000-01-10 21:59:16+00:00,321.36,301.52,296.58,300.55,299.75,311.68,331.02,337.04,350.91,342.47,322.27,299.95,303.75,310.16,329.02,331.91,329.46,329.58,325.84,322.05,312.44,311.39,314.20,309.92,309.52,299.85,290.17,288.37,305.64,316.56,332.36,333.99,337.07,338.12,329.56,326.04,322.62,317.87,312.95,318.35,326.69,322.15,313.25,297.47,282.33,282.45,275.33,270.31,271.02,279.20,289.29,L7
2000-01-26 21:59:14+00:00,320.03,302.63,297.42,300.53,300.33,312.77,334.33,339.58,350.61,344.08,322.44,301.56,305.20,311.64,329.33,333.21,330.60,330.41,328.61,325.15,315.14,313.17,315.27,311.44,312.81,299.88,291.92,289.26,307.76,319.08,333.23,335.04,339.07,338.65,330.34,326.87,324.41,320.22,315.19,320.38,328.08,324.38,314.17,300.88,284.28,283.66,279.17,273.71,273.86,280.99,290.48,L7
