dates,nzd0194-0000,nzd0194-0001,nzd0194-0002,nzd0194-0003,nzd0194-0004,nzd0194-0005,nzd0194-0006,nzd0194-0007,nzd0194-0008,nzd0194-0009,nzd0194-0010,nzd0194-0011,nzd0194-0012,satname
1999-07-18 21:58:49+00:00,333.37,333.54,333.28,334.27,342.37,337.19,341.60,335.20,332.37,341.19,339.38,354.11,348.47,L7
1999-08-12 21:52:44+00:00,,321.56,327.35,325.27,335.27,336.26,340.63,328.13,328.64,342.23,350.80,356.92,347.83,L7
1999-09-13 21:52:41+00:00,327.23,325.97,322.98,342.66,337.54,325.91,325.80,325.81,328.87,335.95,346.20,348.09,350.21,L7
1999-09-29 21:52:52+00:00,332.15,332.26,334.78,353.36,343.05,338.82,340.99,336.97,335.19,348.73,355.99,363.44,360.79,L7
1999-10-15 21:52:49+00:00,324.48,320.95,323.70,330.73,335.49,328.44,329.01,329.03,328.78,342.16,343.58,346.82,343.17,L7
1999-10-22 21:58:52+00:00,325.02,330.72,331.83,,339.26,336.22,345.59,334.85,335.06,346.60,348.97,358.88,354.78,L7
1999-11-23 21:58:47+00:00,305.66,,,,,,300.61,,,,,,,L7
1999-12-02 21:52:40+00:00,326.59,322.78,317.80,542.28,326.71,326.32,339.68,334.64,326.51,340.89,335.73,343.65,352.15,L7
2000-02-04 21:52:37+00:00,339.00,335.95,334.14,569.13,345.07,344.90,353.13,357.71,345.40,356.36,355.93,365.93,372.13,L7
2000-03-14 21:58:35+00:00,328.64,332.34,338.34,548.03,341.33,338.82,346.61,351.15,332.69,345.15,352.28,363.62,364.56,L7
2000-03-30 21:58:33+00:00,340.38,350.97,347.17,538.83,347.84,337.33,348.22,347.25,330.95,344.45,347.73,356.06,344.36,L7
2000-05-01 21:58:18+00:00,341.24,343.27,344.08,535.21,338.76,337.03,351.07,342.68,333.44,345.49,343.33,356.29,351.26,L7
2000-05-26 21:51:48+00:00,333.18,332.85,331.23,,336.39,340.99,346.72,349.98,336.19,348.03,356.84,342.84,351.33,L7
2000-06-18 21:57:51+00:00,,,,,,,343.05,,338.86,347.54,349.33,358.98,364.76,L7
2000-07-29 21:51:02+00:00,324.99,331.70,336.91,520.45,333.06,332.82,325.70,322.35,340.09,348.57,337.77,338.16,335.10,L7
2000-08-05 21:57:08+00:00,319.44,319.93,321.92,,332.33,320.24,302.27,300.20,312.45,330.92,310.19,313.07,317.76,L7
2000-08-14 21:50:56+00:00,327.23,329.49,331.82,,332.84,327.49,312.22,311.47,327.27,338.55,332.35,333.65,331.82,L7
2000-10-17 21:50:01+00:00,332.50,332.06,319.59,,343.29,334.43,328.66,328.90,332.59,341.02,340.61,355.49,354.39,L7
2000-11-09 21:56:21+00:00,310.13,303.92,303.66,,321.14,312.42,307.90,312.98,312.61,320.04,318.78,328.18,330.04,L7
2000-12-20 21:50:16+00:00,323.88,322.26,316.20,507.92,351.05,337.07,339.14,329.62,323.17,344.05,336.89,350.40,340.44,L7
2001-01-05 21:50:16+00:00,330.43,331.92,321.14,539.01,352.25,336.89,342.62,342.86,332.81,352.44,354.61,368.86,364.61,L7
2001-01-12 21:56:30+00:00,320.69,302.91,305.29,,335.36,318.82,305.94,307.49,321.49,,309.76,342.98,321.72,L7
2001-03-10 21:50:10+00:00,319.08,320.90,320.97,,327.40,315.06,322.05,323.33,324.16,342.37,347.94,364.93,349.53,L7
2001-03-26 21:50:01+00:00,,,337.26,,343.16,342.80,343.65,340.30,342.15,357.60,364.45,369.26,351.85,L7
2001-06-05 21:55:40+00:00,308.88,,,,,,314.78,,328.29,,,,343.33,L7
2001-06-21 21:55:29+00:00,319.58,322.51,321.88,,340.68,334.36,339.52,331.47,330.82,351.19,358.03,367.71,361.10,L7
2001-06-30 21:49:12+00:00,319.65,321.51,318.73,511.59,337.41,323.49,338.54,322.34,325.00,345.69,355.00,364.79,352.19,L7
2001-09-09 21:54:36+00:00,320.33,320.16,331.79,,336.21,331.57,336.46,337.77,333.97,337.40,331.81,345.54,355.22,L7
2001-09-25 21:54:28+00:00,319.01,328.10,338.48,538.22,344.53,337.47,346.41,348.43,341.53,351.39,353.78,358.40,364.28,L7
2001-10-11 21:54:09+00:00,323.49,323.26,331.21,527.88,340.38,328.97,337.47,336.93,337.94,345.39,343.84,358.53,369.97,L7
2002-01-24 21:48:42+00:00,334.78,335.75,334.33,549.69,349.67,340.61,350.59,352.71,348.24,352.74,358.83,366.92,370.11,L7
