dates,satname,nzd0194-0000,nzd0194-0001,nzd0194-0002,nzd0194-0003,nzd0194-0004,nzd0194-0005,nzd0194-0006,nzd0194-0007,nzd0194-0008,nzd0194-0009,nzd0194-0010,nzd0194-0011,nzd0194-0012
1999-07-18 21:58:49+00:00,L7,329.29,328.64,326.75,309.77,336.93,332.52,337.52,329.44,325.84,337.27,334.22,350.03,344.02
1999-08-12 21:52:44+00:00,L7,,317.96,322.55,307.27,331.27,332.83,337.63,323.89,323.84,339.35,347.01,353.92,344.56
1999-09-13 21:52:41+00:00,L7,320.81,318.27,312.71,304.16,328.98,318.58,319.38,316.75,318.60,329.79,338.09,341.67,343.21
1999-09-29 21:52:52+00:00,L7,324.32,322.86,322.25,306.36,332.61,329.87,333.16,325.91,322.66,341.21,346.10,355.61,352.24
1999-10-15 21:52:49+00:00,L7,320.48,316.15,317.30,306.73,330.16,323.87,325.01,323.38,322.38,338.32,338.53,342.82,338.81
1999-10-22 21:58:52+00:00,L7,330.44,337.22,340.50,545.80,346.48,342.41,351.01,342.50,343.73,351.80,355.81,364.30,360.69
1999-11-23 21:58:47+00:00,L7,304.91,,,282.84,,,299.86,,282.02,,,,
1999-12-02 21:52:40+00:00,L7,331.09,328.18,325.00,569.28,332.71,331.46,344.18,340.99,333.71,345.21,341.41,348.15,357.06
2000-02-04 21:52:37+00:00,L7,338.42,335.25,333.21,565.63,344.29,344.23,352.55,356.89,344.47,355.80,355.19,365.35,371.49
2000-03-14 21:58:35+00:00,L7,331.39,335.64,342.74,564.53,345.00,341.96,349.36,355.03,337.09,347.79,355.75,366.37,367.56
2000-03-30 21:58:33+00:00,L7,343.96,355.27,352.90,560.33,352.62,341.43,351.80,352.31,336.68,347.89,352.26,359.64,348.27
2000-05-01 21:58:18+00:00,L7,346.49,349.57,352.48,566.71,345.76,343.03,356.32,350.09,341.84,350.53,349.96,361.54,356.99
2000-05-26 21:51:48+00:00,L7,334.18,334.05,332.83,327.09,337.72,342.13,347.72,351.39,337.79,348.99,358.10,343.84,352.42
2000-06-18 21:57:51+00:00,L7,,,,322.55,,,340.13,,334.19,344.74,345.65,356.06,361.58
2000-07-29 21:51:02+00:00,L7,330.82,338.70,346.24,555.45,340.84,339.49,331.53,330.59,349.42,354.17,345.14,343.99,341.46
2000-08-05 21:57:08+00:00,L7,315.19,314.83,315.12,299.58,326.66,315.38,298.02,294.20,305.65,326.84,304.82,308.82,313.12
2000-08-14 21:50:56+00:00,L7,328.06,330.49,333.15,313.59,333.95,328.44,313.05,312.65,328.60,339.35,333.40,334.48,332.73
2000-10-17 21:50:01+00:00,L7,325.08,323.16,307.72,300.30,333.40,325.95,321.24,318.43,320.72,333.90,331.24,348.07,346.30
2000-11-09 21:56:21+00:00,L7,314.55,309.22,310.73,313.41,327.03,317.47,312.32,319.22,319.68,324.28,324.36,332.60,334.86
