dates,nzd0561-0000,nzd0561-0001,nzd0561-0002,nzd0561-0003,nzd0561-0004,nzd0561-0005,nzd0561-0006,nzd0561-0007,nzd0561-0008,nzd0561-0009
1999-08-08 22:19:52+00:00,206.60563970305137,108.91708439896567,107.3103901578843,123.32347502379977,132.97991593854653,124.06099169171661,127.80316855374588,122.53418553498314,130.73893164528297,137.12398771674395
1999-10-27 22:19:51+00:00,133.84157241263364,95.2778242214908,102.97056658391149,110.45012577443325,114.39582939175699,109.97703277993958,112.9344988890376,101.97625310767457,100.81687751675729,94.17769575737421
1999-11-05 22:14:04+00:00,114.6791520677264,101.21498208612243,100.22485760568911,115.29552036395789,116.02419297630111,112.93907064633524,113.43318330249656,108.96928290053366,107.91547166562962,108.48765190028826
1999-11-12 22:19:51+00:00,123.21577244002707,109.0608755038072,113.48895880402901,,,,117.98862367194067,113.7367600385666,112.45548607559624,106.42293510570603
1999-11-28 22:19:44+00:00,110.73374369567132,98.57870629352048,99.26708178177041,113.1112989644123,119.22587350701762,113.71157993921777,113.76822390325944,109.20317824473068,106.19457270470872,108.99296789839643
1999-12-07 22:14:05+00:00,95.74116832697538,96.27429288883812,104.28253986038003,109.04562136304214,114.94945793837226,113.37120791493605,113.91565491388496,105.1640299000474,104.94830546448071,106.35598808968155
2000-01-24 22:13:59+00:00,,87.67659548407526,94.00895104375782,96.82126917200057,,,,44.23451889372666,76.01257194216412,78.18046930240598
2000-04-13 22:13:30+00:00,110.2802274998201,104.42362878817731,102.51201079844486,105.40356420103515,117.40113926741724,108.38456745075283,107.65067847777767,108.6462015902718,107.54589878830137,115.3977577007096
2000-04-20 22:19:15+00:00,94.92693531588677,95.91601787529717,101.25389125467197,108.66524182621922,113.8096322659622,106.49019935007752,106.80269524528346,98.92113355691704,94.66546708889408,100.66792702531215
2000-06-07 22:18:48+00:00,221.03145334468118,99.37279130815678,110.13325302130444,116.20130091009509,128.11299270027598,127.56076247670441,127.44891948913899,116.25949335478224,118.69064094602544,122.70762572507962
2000-08-10 22:18:02+00:00,234.52087149335017,118.1244166055519,120.62526315451463,128.02565563910028,133.09100542577158,129.2035813518971,130.30796135550827,128.27850245438162,125.14441547203178,130.35103522506265
2000-09-20 22:11:38+00:00,106.47608761716133,98.02082017958084,94.29890565556869,109.91589997940525,119.0504984937162,111.38958655672543,117.46448349078753,123.5719906404064,118.47909066047905,113.54798144308403
2000-09-27 22:17:24+00:00,148.70836929267242,105.06023655229984,108.64205289729595,117.00927146946223,118.20257972487055,116.90202859517862,126.13210086444722,123.43429533566092,121.80740343641502,117.44975949714876
