,dates,chi0314-0000,chi0314-0001,chi0314-0002,chi0314-0003,chi0314-0004,chi0314-0005,chi0314-0006,chi0314-0007,chi0314-0008,chi0314-0009,chi0314-0010,chi0314-0011,chi0314-0012,chi0314-0013,chi0314-0014,chi0314-0015,chi0314-0016,chi0314-0017,chi0314-0018,chi0314-0019,chi0314-0020,chi0314-0021,chi0314-0022,chi0314-0023,chi0314-0024,chi0314-0025
0,1985-01-25 14:04:03+00:00,212.34541090428607,214.4698745145474,226.9073821986027,225.52597045174755,222.6951490608678,231.10364745482892,242.3214848588382,233.48507876868405,227.3144406947634,221.53512108988286,213.22193703691863,207.7047513825709,212.8039005701387,210.77191981803372,203.90703240130122,203.54465885234623,205.78970525967117,221.86560889658512,224.1672551948113,221.5361839977709,225.42475903919092,224.3617779578584,224.01792309033348,226.9157076774893,225.54542153627196,224.0336642376927
1,1986-01-28 14:00:46+00:00,206.99459353597433,210.4985738519888,216.4554875387052,210.64241788857265,205.3246506534149,213.5013074295555,226.32653336297778,220.14944704023935,215.2387088357845,212.54810159016196,205.34443773510253,198.88503281497879,202.10949612342824,196.72190189719072,195.20238871136348,187.4108276109276,182.84065361074377,203.52866184615007,202.2048134059856,210.49428963374157,224.5820429723249,222.01503859759947,219.35498413056928,223.10826586683507,218.4824637434387,208.4866902862612
2,1986-02-04 14:06:47+00:00,214.86492793903324,219.13248978815545,229.78104101793713,227.31984822783807,221.9691354044227,230.21302364082297,242.34481786810662,239.33090353689778,233.76954802515553,221.90151784403355,220.71848370016636,211.6855484020779,219.5149620722239,217.36412053967422,206.70114427517237,204.35548067773985,215.62874263437254,226.31970313215976,224.85661366965348,232.73599123596568,233.0187490556109,225.07458739745147,222.4683979041928,225.0993836582262,225.85864627195508,222.90632922516735
3,1986-03-01 14:00:01+00:00,213.67737513765033,215.07254958220383,229.4528599091168,222.33309539458645,219.65008616006372,225.89787576318076,236.06580316292167,232.8034002671314,229.32836080606106,219.67351587886145,211.50894601846258,206.65637999191284,211.06610194965526,195.85213469777347,187.9183399358285,190.9285752077065,188.07341202249202,207.06700215899957,217.15202706058335,225.82633528059034,230.68248744399085,226.64569926502134,225.79949083540464,228.6713755138709,211.08617400736148,207.99755437335338
4,1986-04-02 13:59:23+00:00,216.63594730488035,222.948232878594,233.96750760989522,224.24859812463572,221.68083795623374,228.7889531001136,236.66521061711597,234.74694656106027,230.7820592474618,217.27173688368268,210.30231662825827,203.29892778634928,213.48736365426197,206.17191224847713,204.3311992236429,210.38610338948243,209.09016762965604,226.8394316969513,220.94566892628825,229.07769633915046,222.83288384457083,220.70715433586986,218.49365003361345,220.1108244816449,214.30984208989264,215.87665198546702
5,1986-05-04 13:58:38+00:00,204.00563074730516,201.65359022719298,196.07020803228534,194.98178327718608,192.0991094896151,199.8031935315555,212.9591116596806,195.3760788670095,186.3335785525561,190.0388647630583,183.48456547177912,176.93355694137657,192.69401335735103,186.59101406395757,176.913509623478,188.1385456521355,188.17001493966447,204.4012132074965,197.47893538719973,202.84282476713736,205.09678042478913,205.58493829697744,200.33372712475472,199.05116210515112,,
6,1986-05-20 13:58:12+00:00,198.37129010896356,186.44003234277233,191.77461866305626,190.9476904742271,184.3625832249249,192.81498449496405,209.28908758912038,199.0941140679716,188.66471592164714,191.70573925229627,179.7384183026271,180.55380786237873,195.5618975171888,187.0864864941729,179.94521572481756,187.78543257100486,193.00404181423238,207.78827464459437,204.06838738925507,201.34163346188853,209.45915852568396,213.82635552729505,214.9185273475465,203.02306790781606,189.73729798451208,192.8091011403928
7,1986-06-05 13:57:43+00:00,207.4088828744997,199.88834689318645,198.51366391473357,196.54820022912224,202.95531116389066,211.11639242925105,224.23755917652494,219.13121928251059,211.16918621676055,206.6507783306272,191.02252467564676,191.4527971460584,212.26868385807063,193.73240785471506,182.69872663913455,195.08271832595847,193.27768613618957,218.89167531624116,200.06968517989512,211.61621489384146,212.20035377912967,203.3857498369868,201.7716300800401,193.14975788528005,,183.21052226986492
8,1986-08-31 14:00:53+00:00,187.89575271741748,192.76624066052355,192.612641431105,189.82507893891494,193.1995491557447,201.87797266878982,214.10081150219332,197.32039477949616,192.74030454758753,192.1843580504413,176.93320217443443,179.38059625928054,188.1545207647243,182.5583461017344,164.54043452766211,175.83420250322487,176.23429390607143,193.67019061038891,188.80905027911535,194.03816728266037,198.11039147454682,199.8410728657358,196.48655599695454,196.15222933890476,176.84164812182172,181.87467971438545
9,1986-09-16 14:00:22+00:00,198.8383118684326,191.74661843113253,196.00468598058666,193.5608512547733,196.3376925584551,206.2098520106781,218.80848351949987,207.71832743525624,200.4115988480242,197.762181781982,191.17908897470494,194.83652282361956,202.19862386805033,191.13443961916084,180.95593306725237,183.0924299168051,185.57791639003366,197.73735957112538,197.96708985475752,206.33403087720276,202.30839288396965,202.61200221781343,201.5117057158868,198.29729417642625,182.86111399806353,193.3702270994341
