dates,nzd0244-0000,nzd0244-0001,nzd0244-0002,nzd0244-0003,nzd0244-0004,nzd0244-0005,nzd0244-0006,nzd0244-0007,nzd0244-0008,nzd0244-0009,nzd0244-0010,nzd0244-0011,nzd0244-0012,nzd0244-0013,nzd0244-0014,nzd0244-0015,nzd0244-0016,nzd0244-0017,nzd0244-0018,nzd0244-0019,nzd0244-0020,nzd0244-0021,nzd0244-0022,nzd0244-0023,nzd0244-0024,nzd0244-0025,nzd0244-0026,nzd0244-0027,nzd0244-0028,nzd0244-0029,nzd0244-0030,nzd0244-0031,nzd0244-0032,nzd0244-0033,nzd0244-0034,nzd0244-0035,nzd0244-0036,nzd0244-0037,nzd0244-0038,nzd0244-0039,nzd0244-0040,nzd0244-0041,nzd0244-0042,nzd0244-0043,nzd0244-0044,nzd0244-0045,nzd0244-0046,nzd0244-0047,nzd0244-0048,nzd0244-0049,nzd0244-0050,nzd0244-0051,nzd0244-0052,nzd0244-0053,nzd0244-0054,nzd0244-0055,nzd0244-0056,nzd0244-0057,nzd0244-0058,nzd0244-0059,nzd0244-0060,nzd0244-0061,nzd0244-0062,nzd0244-0063,nzd0244-0064,nzd0244-0065,nzd0244-0066,nzd0244-0067,nzd0244-0068,nzd0244-0069,nzd0244-0070,nzd0244-0071,nzd0244-0072,nzd0244-0073,nzd0244-0074,nzd0244-0075,nzd0244-0076,nzd0244-0077,nzd0244-0078,nzd0244-0079,nzd0244-0080,nzd0244-0081,nzd0244-0082,nzd0244-0083,nzd0244-0084,nzd0244-0085,nzd0244-0086,nzd0244-0087,nzd0244-0088,nzd0244-0089,nzd0244-0090,nzd0244-0091,satname
1999-12-25 21:58:52+00:00,378.2,396.37,407.54,420.36,412.5,401.93,384.9766666666667,364.97923076923075,359.9,343.78,312.7884210526316,309.82,308.60555555555555,311.47,315.0833333333333,318.8633333333333,335.43333333333334,377.1533333333333,406.35,425.34,437.32846153846157,443.2833333333333,452.1,430.0233333333333,436.8533333333333,438.5933333333333,427.32,432.77,411.44,406.89,410.55,402.35,402.9133333333333,392.32,386.2655555555555,389.25,378.32,373.23,377.53,385.19,391.62555555555554,400.8955555555555,412.66,421.5733333333333,425.1333333333333,418.24555555555554,424.4,425.69,423.97,417.97058823529414,420.54,418.0155555555555,418.75555555555553,441.26,423.67555555555555,427.54,422.06,439.46,428.36,425.12555555555554,428.12555555555554,424.48,425.86058823529413,423.07,414.16,422.26,423.08,420.00333333333333,405.15555555555557,384.48,382.18555555555554,374.3566666666667,365.51,356.88,355.5966666666667,322.69,,,,,,,293.7348837209302,325.35,337.42,322.3872727272728,286.0755555555555,240.13555555555556,239.16,247.9,276.7,322.74555555555554,L7
2000-01-10 21:58:52+00:00,380.07,399.55,417.01,421.76,415.24,404.47,384.1566666666667,364.7438461538461,353.42857142857144,342.06,318.30052631578945,305.95428571428573,304.8488888888889,309.37,305.5733333333333,318.2333333333333,338.7933333333333,372.2333333333333,408.28,434.61857142857144,447.65769230769234,448.1733333333333,455.59,453.50333333333333,453.4033333333333,453.8833333333333,447.38,440.34,420.15,410.99,412.12,411.81,402.3633333333333,395.21857142857147,391.9188888888889,394.98,386.73,381.24,384.28857142857146,397.99857142857144,404.5988888888889,409.29888888888894,412.65857142857146,424.4733333333333,428.49333333333334,438.80888888888893,441.16,438.43,442.0785714285714,436.56176470588235,432.74,436.1288888888889,435.3788888888889,446.94,436.5088888888889,437.23,439.49,443.3,434.02857142857147,430.5888888888889,431.1388888888889,437.95,443.5717647058824,439.8885714285714,433.0942857142857,431.32,433.35,422.74333333333334,407.3988888888889,397.71,385.8788888888889,384.87666666666667,383.06,381.05,372.87666666666667,343.73,,,,,,,299.3627906976744,326.4,336.62,330.9927272727273,287.9588888888889,246.0388888888889,238.8085714285714,251.29,280.14,315.9488888888889,L7
2000-02-27 21:58:40+00:00,,,392.53,395.33,399.12,389.85999999999996,378.56,,,,,,,295.5,295.38,312.23,341.75,,423.24,467.23,477.33538461538467,480.92,458.8,439.56,432.5,435.75,441.96,416.36,413.95,424.58,430.18,429.03,402.47,398.41,401.14,391.76,379.81,382.51,411.9,405.77,416.02,437.77,434.3,427.23,419.32,431.47,443.96,449.17,452.27,445.1564705882353,441.31,431.8,431.68,417.9,438.19,447.96,454.12,433.44,432.28,433.22,426.2,435.06,440.7364705882353,442.92,448.35,429.97999999999996,407.52,397.78,412.69,397.38,404.38,397.48,385.97999999999996,399.47,,,438.32,421.65,,,,,,,,285.3954545454546,,237.91,224.63,234.65,272.16,320.67,L7
2000-03-14 21:58:35+00:00,351.83,371.78,385.4,381.48,391.55,384.13,376.1633333333333,359.7607692307692,327.99,323.7,321.4015789473684,301.6,307.7944444444445,300.5,287.56666666666666,305.7866666666667,345.2366666666667,403.5966666666667,457.12,472.83,494.8015384615385,519.0666666666666,,,,444.3466666666667,421.97,409.39,430.98,,,,,,,396.73,382.67,377.21,387.93,405.92,416.78444444444443,,,,,,,,,,,,,,,,,,,,,,,432.1,452.89,471.7,464.7,437.24666666666667,438.38444444444445,391.34,398.30444444444447,398.9133333333333,390.63,384.66,,,446.19,430.7633333333333,,,,,,,,311.01272727272726,,242.91444444444448,219.66,234.48,264.28,322.33444444444444,L7
2000-03-30 21:58:33+00:00,356.66999999999996,367.27,384.26,392.92,401.65,389.46999999999997,373.8433333333333,357.42,329.11571428571426,322.82,305.2115789473684,290.09285714285716,295.39111111111106,293.49,294.2766666666667,312.2366666666667,348.8966666666667,401.24666666666667,436.73,449.0357142857143,462.32,488.74666666666667,486.71,487.3666666666667,469.7366666666667,449.5766666666667,429.91,432.44,438.09,421.51,422.88,413.85,404.1166666666667,396.8357142857143,392.7511111111111,397.21,387.39,385.81,396.30571428571426,411.06571428571425,418.0911111111111,413.7111111111111,414.35571428571427,412.2666666666667,413.8266666666667,427.0911111111111,430.10999999999996,436.9,442.0157142857143,443.5911764705882,434.75,431.7311111111111,425.4311111111111,422.34,428.2111111111111,441.33,440.65999999999997,438.37,439.36571428571426,435.32111111111107,436.3411111111111,435.97999999999996,437.48117647058825,435.0157142857143,441.77285714285716,449.34999999999997,435.51,424.50666666666666,406.9211111111111,396.09999999999997,391.8711111111111,384.80333333333334,381.29999999999995,379.04,379.3633333333333,399.77,,365.1133333333333,,,,,,,,324.80636363636364,291.7711111111111,241.0511111111111,232.96571428571428,238.06,266.65,307.95111111111106,L7
2000-04-15 21:58:19+00:00,372.56,382.81,396.22,420.59,400.84999999999997,398.22999999999996,381.75,364.09384615384613,355.32714285714286,338.02,310.01736842105265,297.17857142857144,306.8566666666667,307.28,316.96,330.54,365.33,409.31,448.89,449.5571428571428,457.0176923076923,483.09,498.97,485.54,478.64,454.18,438.62,448.76,433.4,429.38,424.49,418.2,411.71,406.79714285714283,395.5266666666667,391.81,388.4,389.01,399.58714285714285,407.3171428571428,415.5566666666667,421.3366666666667,425.03714285714284,428.11,423.89,424.3366666666667,434.31,444.64,451.8671428571428,443.64941176470586,437.84,437.0166666666667,428.3866666666667,442.62,430.6666666666667,438.75,445.26,459.90999999999997,449.89714285714285,441.18666666666667,438.6466666666667,431.0,434.69941176470587,438.7371428571428,434.00857142857143,434.42,429.01,423.09,401.8566666666667,386.63,384.94666666666666,376.84,369.09,378.87,401.22,398.99,,389.4,,295.12571428571425,,,333.82860465116283,369.62,342.0,,,,265.35714285714283,245.09,266.13,326.4666666666667,L7
2000-08-21 21:57:26+00:00,,,,,,,,,,,280.63210526315794,279.7057142857143,268.8288888888889,272.84,288.5233333333333,,468.7133333333333,484.25333333333333,515.92,517.5514285714286,526.5669230769231,,,504.66333333333336,496.1233333333333,458.37333333333333,439.94,404.1,450.13,432.67,427.41,415.74,403.6933333333333,396.34142857142854,406.6688888888889,398.88,379.65,368.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2000-11-09 21:56:21+00:00,,,,,,,,,,,276.19947368421055,273.63142857142856,286.09444444444443,309.66,,425.1766666666667,461.5566666666667,480.5266666666667,498.93,503.16285714285715,514.0092307692307,514.9466666666666,516.55,500.93666666666667,489.37666666666667,472.56666666666666,447.09,442.48,423.33,414.27,414.37,416.44,418.2666666666667,408.7428571428572,391.74444444444447,386.3,379.42,380.12,393.0028571428572,406.3228571428572,399.31444444444446,400.30444444444447,405.9928571428572,417.0966666666667,416.4266666666667,420.45444444444445,425.75,423.73,427.95285714285717,428.3917647058824,430.97,435.76444444444445,435.1644444444445,456.55,437.82444444444445,430.72,425.91,441.42,434.89285714285717,427.81444444444446,423.90444444444444,424.39,426.7717647058824,425.0128571428572,415.01142857142855,415.39,421.45,427.81666666666666,413.63444444444445,411.45,413.7944444444445,407.2133333333333,404.45,409.21000000000004,438.9133333333333,437.65,,,,,,372.12842105263155,,382.9,342.98999999999995,315.50454545454545,291.00444444444446,274.21444444444444,261.62285714285713,285.95,,355.77444444444444,L7
2001-03-17 21:56:16+00:00,297.73999999999995,306.0,299.24,289.94,,,,,,,,,,,,,,,476.56,,,,,494.68666666666667,500.48666666666674,481.68666666666667,,456.09000000000003,,447.55,442.47,442.82,417.75666666666666,405.77857142857147,390.2211111111111,388.36,387.55,393.33,403.5785714285714,402.37857142857143,408.9711111111111,405.57111111111107,418.37857142857143,420.5566666666667,429.3966666666667,442.9711111111111,441.13,441.82,463.41857142857145,455.1629411764706,442.52,440.6211111111111,434.9611111111111,428.04,442.8611111111111,440.63,450.96,451.24,469.59857142857146,469.9111111111111,464.7111111111111,447.47999999999996,427.6229411764706,438.61857142857144,458.3642857142857,458.97999999999996,459.89,436.19666666666666,422.2111111111111,453.19,454.4811111111111,,,379.78000000000003,,,,,,,,373.2842105263158,360.32395348837207,406.39,,,,277.7911111111111,277.06857142857143,299.13,,328.9311111111111,L7
2001-05-20 21:56:16+00:00,,,286.2,288.43,,,,,,,282.6742105263158,313.74857142857144,345.89222222222224,,,414.68333333333334,422.8833333333333,441.49333333333334,,499.0671428571428,,,538.5,481.1333333333333,,,,414.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
