dates,satname,nzd0244-0000,nzd0244-0001,nzd0244-0002,nzd0244-0003,nzd0244-0004,nzd0244-0005,nzd0244-0006,nzd0244-0007,nzd0244-0008,nzd0244-0009,nzd0244-0010,nzd0244-0011,nzd0244-0012,nzd0244-0013,nzd0244-0014,nzd0244-0015,nzd0244-0016,nzd0244-0017,nzd0244-0018,nzd0244-0019,nzd0244-0020,nzd0244-0021,nzd0244-0022,nzd0244-0023,nzd0244-0024,nzd0244-0025,nzd0244-0026,nzd0244-0027,nzd0244-0028,nzd0244-0029,nzd0244-0030,nzd0244-0031,nzd0244-0032,nzd0244-0033,nzd0244-0034,nzd0244-0035,nzd0244-0036,nzd0244-0037,nzd0244-0038,nzd0244-0039,nzd0244-0040,nzd0244-0041,nzd0244-0042,nzd0244-0043,nzd0244-0044,nzd0244-0045,nzd0244-0046,nzd0244-0047,nzd0244-0048,nzd0244-0049,nzd0244-0050,nzd0244-0051,nzd0244-0052,nzd0244-0053,nzd0244-0054,nzd0244-0055,nzd0244-0056,nzd0244-0057,nzd0244-0058,nzd0244-0059,nzd0244-0060,nzd0244-0061,nzd0244-0062,nzd0244-0063,nzd0244-0064,nzd0244-0065,nzd0244-0066,nzd0244-0067,nzd0244-0068,nzd0244-0069,nzd0244-0070,nzd0244-0071,nzd0244-0072,nzd0244-0073,nzd0244-0074,nzd0244-0075,nzd0244-0076,nzd0244-0077,nzd0244-0078,nzd0244-0079,nzd0244-0080,nzd0244-0081,nzd0244-0082,nzd0244-0083,nzd0244-0084,nzd0244-0085,nzd0244-0086,nzd0244-0087,nzd0244-0088,nzd0244-0089,nzd0244-0090,nzd0244-0091
2004-09-17 21:55:03+00:00,L7,,,,,299.74,309.33,334.44,360.87,383.91,,,438.17,450.60,451.18,448.50,430.52,425.68,420.28,415.89,418.73,427.57,439.84,,,443.86,415.02,401.04,393.34,386.36,380.30,383.08,377.98,366.43,351.65,,,,334.38,329.39,327.87,326.41,332.03,330.48,296.32,255.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004-09-25 21:50:07+00:00,L5,178.92,210.34,252.34,286.23,320.10,346.03,376.29,394.27,405.30,422.98,437.95,458.26,473.05,473.52,470.59,451.67,440.28,434.64,428.73,438.69,453.30,461.13,474.36,479.51,472.82,466.87,447.92,429.15,416.73,406.02,414.07,406.45,401.09,376.86,360.23,359.11,351.10,351.81,347.49,342.49,342.77,351.07,361.02,360.86,353.61,363.44,372.08,375.58,373.79,372.66,373.54,374.41,384.98,394.22,395.31,398.37,394.79,388.00,388.69,388.99,390.12,375.71,379.85,385.66,399.62,402.83,395.92,394.92,393.62,398.38,399.06,397.98,386.81,359.56,346.23,343.74,347.38,341.58,332.45,304.40,297.74,294.54,289.61,278.60,289.07,324.68,344.13,351.52,364.97,386.82,420.39,462.25
2004-10-27 21:50:47+00:00,L5,,,,,,,345.05,354.04,372.81,389.84,405.32,424.90,433.65,442.26,440.13,421.48,404.95,409.27,405.22,416.49,420.08,428.01,437.98,438.30,438.60,421.31,401.25,393.93,382.63,383.53,389.37,381.19,372.06,355.59,346.93,337.65,331.08,330.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.29,368.98,371.07,364.41,359.94,354.13,347.53,319.83,314.50,317.30,315.55,303.74,289.61,270.76,277.28,276.24,278.50,272.50,268.37,292.77,317.69,333.91,348.82,380.54,403.81,
2004-12-06 21:55:35+00:00,L7,,,,,,438.41,459.06,468.47,445.59,442.29,479.27,500.57,489.48,476.09,,,457.96,441.35,430.77,432.54,449.02,458.46,475.45,477.51,481.43,501.69,492.13,,,428.17,441.07,415.49,394.35,368.15,370.10,370.30,358.29,350.08,341.79,341.07,,,363.69,369.18,368.47,363.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-01-23 21:55:25+00:00,L7,195.36,220.05,268.44,324.62,359.17,389.06,402.09,409.53,420.09,,,,447.84,447.76,446.23,447.60,446.23,441.06,428.87,428.16,436.12,449.20,,,,464.14,442.80,432.29,417.23,419.56,413.07,401.78,385.27,380.00,370.43,,,334.97,340.88,334.74,342.72,355.26,356.19,359.26,360.20,364.41,360.19,,,,374.10,375.96,381.83,389.52,397.12,396.26,388.28,379.76,379.63,375.77,,,400.80,406.69,403.71,404.81,405.32,400.36,390.88,377.55,368.60,359.88,,,,353.23,355.59,349.07,336.21,301.54,282.07,282.93,280.88,290.15,305.45,333.10,343.11,,,,453.29,484.23
2005-01-31 21:52:45+00:00,L5,409.17,439.59,455.81,474.22,473.89,471.86,482.65,472.67,464.34,464.20,468.94,461.32,475.93,472.11,492.64,502.41,507.07,514.08,,,,,,,,,,482.06,478.90,487.11,479.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-02-08 21:55:35+00:00,L7,,201.42,237.69,281.82,317.68,345.68,370.63,378.59,388.16,392.95,396.47,395.01,398.15,,,415.88,420.58,412.70,405.53,401.10,403.86,419.35,425.48,431.31,436.73,424.93,,,386.68,386.00,383.57,374.66,365.84,349.59,343.64,341.56,324.91,324.55,,,,336.69,334.94,335.44,341.08,342.50,346.27,345.32,350.10,357.35,354.72,,,366.61,368.25,374.50,369.52,368.23,357.52,358.74,364.95,368.98,376.11,380.36,,,377.16,360.20,345.83,338.54,338.14,334.06,328.30,315.53,314.14,319.81,319.05,,,272.35,270.11,258.41,261.80,265.15,274.75,301.34,312.26,330.22,347.90,381.97,427.73,
2005-02-24 21:55:41+00:00,L7,,,,,,429.54,425.40,430.02,427.22,431.47,428.40,,,419.52,415.91,427.04,431.29,424.06,414.99,406.29,410.67,427.57,434.70,446.79,,,430.56,419.02,411.56,404.04,393.97,390.01,378.08,366.51,360.00,341.88,,,,329.80,340.69,351.47,352.75,352.04,354.83,359.31,356.74,359.58,363.90,,,364.48,371.55,377.08,385.22,385.63,378.97,375.15,365.90,362.37,365.39,,,,390.10,387.11,382.50,379.50,374.93,360.06,350.32,349.09,341.89,331.04,,,,334.71,309.95,290.65,297.75,288.65,278.47,283.93,297.60,318.25,327.06,340.19,356.19,,,476.26
2005-03-04 21:52:52+00:00,L5,419.22,430.07,453.24,475.69,468.38,475.59,477.85,467.79,464.51,469.92,455.38,456.71,454.83,449.35,446.06,452.02,468.03,469.58,456.83,437.01,442.75,457.45,471.11,487.20,487.02,495.16,494.93,469.16,466.90,448.90,441.29,432.81,430.35,423.19,401.21,380.01,377.10,363.54,362.09,366.91,381.58,387.48,390.23,392.44,395.92,392.91,390.89,402.57,400.45,403.34,411.16,404.32,403.59,415.32,431.67,431.66,411.89,412.78,414.66,402.38,409.54,421.13,430.10,435.52,432.09,428.98,417.11,423.34,419.68,412.33,405.13,402.68,394.00,373.86,375.58,394.56,402.42,421.67,,,402.94,,,318.08,324.17,345.70,351.69,368.25,382.11,421.96,483.67,505.81
2005-03-28 21:56:06+00:00,L7,,,,,,,421.83,431.96,442.07,437.43,431.03,425.35,418.75,410.49,403.51,404.99,,,,396.06,402.03,411.17,431.67,447.39,452.99,453.71,442.64,434.12,426.73,,,418.25,409.49,425.69,424.11,362.27,339.93,328.27,327.03,337.32,355.84,,,,380.72,375.70,376.88,,569.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-04-05 21:53:07+00:00,L5,,,,404.26,415.88,422.67,422.13,431.42,429.91,426.70,424.53,420.03,407.94,403.55,393.23,397.86,401.25,397.89,392.33,392.51,399.85,413.21,431.19,445.39,453.92,453.48,446.23,429.65,420.01,413.37,406.93,401.67,398.98,384.97,371.50,357.49,345.27,335.49,336.86,345.56,345.24,350.20,351.77,364.11,364.58,356.38,366.27,371.38,372.63,376.89,375.12,366.08,370.51,384.88,391.03,387.76,385.09,384.22,384.28,372.98,373.73,384.42,389.77,395.19,398.22,392.35,389.83,379.17,380.78,370.79,360.21,349.44,351.73,339.63,327.76,344.45,350.60,352.11,332.84,305.95,300.69,288.25,285.20,290.61,298.30,316.19,330.91,339.67,366.02,400.30,437.38,475.84
2005-04-13 21:55:36+00:00,L7,,,,,,436.13,444.30,467.88,484.42,482.28,457.57,448.20,433.98,410.25,411.99,,,,411.02,408.12,413.63,431.79,444.75,466.73,469.09,481.09,480.77,458.00,,,,420.97,419.99,396.60,376.32,369.26,356.09,342.92,339.89,348.40,347.61,,,368.88,371.29,366.72,369.24,380.26,387.83,387.73,384.70,380.87,388.05,,,,401.84,408.84,406.43,399.10,390.15,397.69,408.47,416.63,410.84,409.93,,,395.59,390.13,392.08,375.22,363.82,361.04,361.18,381.96,379.68,380.83,,,,,317.24,302.79,310.63,327.85,342.17,355.80,383.24,414.78,447.70,488.17
2005-04-21 21:53:10+00:00,L5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.62,389.67,386.38,384.09,392.87,383.66,372.82,353.68,341.02,339.78,334.11,335.30,332.06,333.06,336.66,347.26,355.89,357.25,363.74,362.20,370.19,367.52,364.81,362.95,364.34,372.67,381.63,377.74,385.14,389.79,383.33,380.75,379.64,379.13,388.61,384.41,385.85,375.06,366.22,359.73,353.51,349.42,343.77,340.15,339.60,328.97,325.47,346.48,339.26,335.79,326.26,298.01,293.99,,,,,,,,,,,
2005-04-29 21:56:00+00:00,L7,,,,,481.96,466.57,459.87,474.21,491.62,,,454.15,,,,,,,,,,,,,,,458.25,,,429.07,,,403.02,,,,339.96,353.70,367.74,,,352.28,389.96,405.87,409.77,395.81,403.99,416.67,420.78,423.18,445.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-06-08 21:53:33+00:00,L5,,,,,,,441.83,441.30,444.63,432.16,415.21,406.83,402.30,,,,,,,,,,,,,,,,,,,,,,,,,328.07,319.37,326.59,334.28,347.34,367.57,361.75,354.05,342.29,344.80,351.53,357.16,372.04,365.83,375.75,382.86,376.34,380.55,385.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-08-03 21:55:25+00:00,L7,,,,,,,,,,,,,,,,,,,350.30,347.42,348.85,360.12,383.14,402.73,420.52,432.04,,,,400.97,394.32,382.27,366.92,365.65,353.27,330.98,320.62,314.28,314.95,,,329.24,326.76,343.85,346.76,346.93,342.92,343.95,350.33,356.51,355.59,,,,381.51,386.36,377.55,371.40,371.09,369.30,374.34,374.17,,,,,,,,,,,,,,,,,,,324.47,352.49,360.90,370.93,362.84,362.15,352.76,336.00,358.68,376.12,394.69,409.76
2005-08-19 21:55:20+00:00,L7,,,416.62,418.86,420.65,,,430.55,422.36,413.90,400.06,393.32,388.86,375.71,365.30,362.12,372.83,,,,348.49,363.96,379.84,399.72,413.94,423.46,425.24,418.47,418.55,404.49,,,375.04,363.97,355.18,340.43,324.89,322.44,323.22,321.37,331.16,330.34,334.84,,,343.88,344.38,348.33,349.76,355.92,356.88,363.65,369.10,376.47,384.22,,,,377.70,377.42,379.31,382.75,376.84,370.94,371.01,373.70,363.24,364.56,,,346.56,347.01,344.54,327.02,320.50,331.35,332.35,316.46,306.33,295.00,320.02,343.55,,,,360.31,352.70,347.22,355.33,389.31,399.05,408.44
2005-08-27 21:54:08+00:00,L5,475.86,512.86,530.83,507.62,492.19,485.60,478.31,466.48,456.86,442.78,434.82,428.49,416.94,411.64,409.74,408.89,415.40,404.50,385.32,376.81,373.24,380.92,407.79,431.71,454.25,467.56,477.59,492.80,485.38,470.09,438.77,424.96,426.60,417.99,400.86,378.34,380.88,382.55,373.24,372.00,372.09,375.06,364.84,370.80,381.86,383.60,380.78,375.94,377.45,382.76,393.34,410.31,420.69,417.33,416.04,410.80,410.64,401.85,394.46,398.23,410.71,431.00,432.41,424.96,419.21,423.89,423.06,418.29,413.87,417.33,410.42,406.02,410.91,408.15,397.23,403.66,405.55,387.65,,319.99,342.09,381.18,400.91,404.84,428.96,454.66,470.02,498.14,508.81,506.31,509.90,500.47
2005-09-28 21:54:32+00:00,L5,428.44,452.96,445.26,429.47,366.74,454.10,482.87,517.16,449.50,428.85,407.81,396.44,398.55,395.88,385.65,393.22,391.13,374.33,349.46,358.45,364.80,380.31,398.20,424.65,447.67,465.26,467.34,459.39,447.65,440.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005-10-30 21:54:03+00:00,L5,374.52,403.89,419.87,430.31,445.49,450.64,444.78,443.47,431.49,406.28,390.05,382.02,375.63,366.59,353.26,360.06,373.22,369.53,370.20,359.76,359.24,372.16,374.02,394.31,409.21,422.76,425.48,424.97,435.47,433.68,425.54,411.07,400.29,386.51,370.46,355.31,343.79,333.28,325.83,319.90,328.41,344.04,352.67,359.78,356.33,355.12,359.10,340.52,345.85,368.68,381.72,377.23,379.79,398.66,404.36,406.28,400.55,401.03,392.50,373.33,371.09,373.84,377.43,376.22,381.58,394.64,396.24,397.94,389.64,381.34,377.63,365.28,348.08,335.14,334.68,328.98,322.10,302.63,283.32,267.69,292.43,327.97,347.11,360.66,394.24,422.91,427.53,450.44,455.85,462.69,448.80,446.00
2005-11-07 21:55:51+00:00,L7,,417.86,426.48,436.61,439.11,427.98,425.89,413.22,411.71,407.96,394.47,387.54,,,342.72,348.31,353.37,350.79,349.95,340.28,332.67,348.43,370.33,385.40,427.90,,,465.93,454.59,426.21,426.39,403.85,367.48,356.18,364.38,353.25,349.17,,,296.67,303.23,318.58,329.99,336.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-10 21:55:52+00:00,L7,,,441.99,446.32,441.24,,,,425.63,417.87,403.46,394.60,390.22,382.80,372.90,368.16,365.47,373.18,,,380.79,381.86,388.81,400.25,422.75,435.23,448.97,453.23,455.31,445.80,433.74,,,387.16,385.73,372.61,366.00,354.39,347.92,346.61,347.03,348.71,355.49,,,345.28,348.82,366.55,395.32,406.13,414.10,406.63,401.06,393.88,398.29,409.49,,,410.95,406.22,405.54,406.48,415.56,415.27,404.35,406.14,410.87,414.13,,,,375.44,358.09,341.42,335.41,338.71,345.23,339.85,311.22,268.60,272.17,319.72,,,,411.94,444.29,460.71,478.99,480.43,469.56,448.43
2006-01-26 21:56:00+00:00,L7,419.44,428.56,436.04,437.02,433.25,427.67,425.55,426.88,418.52,408.63,,,384.78,376.05,365.56,359.98,356.30,357.70,368.61,372.34,369.25,374.01,381.04,,,425.04,435.78,438.79,439.23,436.42,429.02,410.68,397.43,387.48,379.71,,,,348.16,345.14,340.06,347.80,353.35,345.32,340.38,337.14,342.01,359.42,,,405.06,399.47,393.50,390.10,393.48,,,,,,,,,,404.27,403.81,396.89,409.87,421.17,384.07,374.43,375.93,363.68,,,338.40,344.73,334.18,314.11,280.44,270.88,293.51,330.92,332.06,365.91,395.78,418.15,435.24,,,454.18,
2006-02-03 21:56:19+00:00,L5,439.70,455.57,463.34,458.39,459.96,456.20,454.74,457.05,442.52,438.83,418.89,419.47,420.70,413.50,409.67,409.92,392.33,389.53,402.76,415.89,417.27,414.87,415.73,428.50,443.16,455.50,479.12,494.66,504.86,502.37,489.43,455.45,436.87,408.96,406.21,405.13,388.79,393.63,388.14,371.89,367.84,372.10,383.69,376.97,360.82,366.56,375.50,387.35,427.57,444.96,445.73,439.84,422.96,417.04,420.08,432.52,433.61,437.52,438.55,431.59,430.57,427.31,417.85,446.34,456.18,443.73,447.44,460.85,462.20,449.91,438.33,422.28,410.54,394.91,371.05,374.30,385.46,381.57,389.44,412.75,,325.44,400.04,,389.05,423.21,454.21,485.35,508.84,511.09,492.00,467.33
2006-02-19 21:56:39+00:00,L5,456.00,464.43,467.68,,,,,,,445.62,430.71,431.10,423.38,397.41,394.18,390.09,385.70,383.31,389.84,402.63,413.42,415.06,417.87,432.65,438.88,445.19,461.71,489.92,496.34,495.18,479.72,460.98,441.21,425.81,401.22,398.16,390.26,379.87,384.28,371.34,358.45,362.48,371.72,367.21,360.61,362.78,374.26,399.99,434.84,439.62,427.69,426.91,418.69,406.02,407.84,412.31,429.31,440.89,433.65,429.39,428.93,429.23,420.19,432.06,443.39,438.92,436.62,439.48,446.45,438.57,437.68,425.96,389.09,381.32,376.69,368.19,368.01,381.93,380.82,379.82,378.20,332.46,365.45,388.18,378.74,419.94,440.72,479.04,501.47,502.03,487.58,463.80
2006-03-15 21:56:08+00:00,L7,407.24,414.50,424.48,420.73,413.10,414.08,412.69,403.41,402.11,385.21,,,361.06,356.47,346.24,342.62,340.04,331.89,336.73,347.32,353.56,363.14,,,,402.65,406.21,412.65,,464.73,409.88,402.34,383.25,370.70,355.93,,,334.44,333.65,332.59,331.86,322.48,326.00,333.56,328.96,333.66,332.49,346.87,,,380.66,382.36,381.25,377.83,373.15,374.32,379.62,387.76,385.43,377.17,,,,383.08,382.64,380.43,376.51,368.84,369.68,360.08,353.99,344.78,328.60,,,301.67,310.19,311.21,303.05,282.64,284.56,298.84,307.25,317.22,335.63,371.01,394.81,420.51,,,456.92,423.07
2006-03-31 21:56:06+00:00,L7,,,429.95,426.54,419.86,422.35,412.40,404.62,403.35,,,367.92,365.31,358.82,352.60,349.87,351.46,341.73,342.26,354.87,364.32,,,,397.40,403.89,407.20,416.59,419.87,416.57,412.15,402.98,390.34,373.82,,,338.12,336.34,332.17,334.26,324.01,317.89,323.50,321.61,321.51,324.81,333.65,,,375.37,378.01,378.36,379.53,373.47,371.26,373.63,383.70,385.01,386.91,,,,385.07,381.82,378.31,382.04,382.03,379.07,378.21,365.15,362.11,349.97,,,311.80,309.49,312.48,314.26,309.99,282.47,282.33,308.93,321.11,323.07,326.56,375.59,,,467.14,470.25,451.48,421.40
2006-04-16 21:56:02+00:00,L7,428.15,442.94,,,,,,,,,,,,,,,,,,,,381.90,395.58,,,423.23,429.30,434.18,436.53,434.38,427.12,417.27,399.13,376.45,362.11,,,,352.15,345.49,339.34,339.51,336.72,337.53,344.34,346.31,364.43,377.76,,,386.54,394.36,398.28,395.48,383.57,387.19,396.61,405.08,407.32,406.91,405.17,,,406.30,400.66,397.72,396.46,398.55,394.87,395.89,391.99,379.64,368.68,,,,330.74,328.81,325.62,320.05,328.26,348.47,351.81,351.25,360.17,389.30,407.00,426.82,,,450.49,424.67
2006-05-18 21:56:06+00:00,L7,465.97,467.99,472.61,466.44,,,434.58,433.90,419.44,416.06,403.49,393.33,395.62,382.38,370.84,387.84,,,396.33,382.53,386.23,419.23,438.38,445.52,473.95,457.78,455.14,467.50,468.45,,,461.92,445.15,426.17,402.12,372.84,370.87,371.66,383.62,365.16,362.95,360.07,,,360.99,382.12,404.66,419.85,408.53,410.46,408.37,410.63,405.29,411.22,,,414.95,432.06,435.38,433.21,435.22,436.73,432.08,425.36,426.27,422.04,425.42,,,437.14,442.42,453.07,410.74,426.05,425.57,413.11,412.70,394.07,367.28,333.95,,,443.35,443.10,446.68,463.17,476.39,504.68,535.46,549.95,535.44,480.79
2006-06-19 21:56:24+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-06-27 21:59:12+00:00,L5,,,,,,,403.45,391.09,388.40,372.48,370.53,,,,,,,,,,,,,,,,,,,,,,,,,,340.89,333.20,340.33,350.93,334.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-07-21 21:56:09+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.84,331.64,327.45,357.71,372.58,365.02,370.27,368.33,373.59,,,385.66,398.40,384.60,383.03,378.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-08-22 21:56:05+00:00,L7,413.54,419.18,416.10,410.52,402.35,392.82,379.74,371.59,362.11,356.60,353.37,,,322.90,,,,,,,,,,,,,,,407.33,396.60,388.07,375.64,376.13,371.22,351.21,337.19,,,,316.94,316.45,314.59,326.76,341.44,343.25,340.15,346.13,353.12,359.86,,,366.36,364.07,362.89,364.41,371.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-11-02 22:00:44+00:00,L5,438.84,443.78,453.87,458.42,456.41,445.45,426.82,407.84,397.82,391.35,389.17,377.69,375.84,376.32,378.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-12-12 21:56:11+00:00,L7,,,,,,,,,,383.51,355.48,345.59,395.31,429.39,462.53,,379.30,395.68,,,438.24,439.21,417.18,415.14,412.77,426.92,456.72,519.75,518.08,493.67,440.66,,,417.66,392.98,382.21,358.74,356.18,359.62,365.67,385.57,377.59,368.84,,,431.66,433.99,414.80,406.64,395.76,400.90,407.12,402.82,404.94,416.24,407.88,,,425.71,431.82,423.84,408.24,398.28,406.97,432.07,443.93,448.31,447.07,,,,422.32,397.60,399.09,405.09,425.18,444.77,445.41,471.19,466.81,445.85,,,,399.30,429.94,443.99,454.64,460.35,454.15,451.33,443.43
2006-12-28 21:56:14+00:00,L7,,,,,,443.89,,377.04,376.58,370.03,366.41,369.26,385.27,391.68,,,380.71,383.33,399.07,412.41,428.21,426.28,412.28,405.58,401.13,403.86,429.05,,,444.53,424.54,413.09,422.31,,,,,,,,,,,365.66,390.64,414.09,398.85,398.29,390.17,382.93,386.74,383.67,,,395.44,395.91,395.99,400.59,403.88,415.06,402.56,398.11,388.27,394.65,,,,431.70,425.94,399.79,396.12,386.69,365.02,360.14,361.51,382.86,405.96,,,384.94,,449.61,458.65,448.91,,411.34,427.40,433.79,438.43,435.38,431.70,424.30
2007-01-13 21:56:14+00:00,L7,481.55,483.58,,509.27,485.61,487.67,467.74,422.96,,,408.34,414.40,409.57,403.69,444.59,460.38,412.29,428.88,424.28,436.82,,,432.16,423.84,422.20,430.70,445.69,486.00,506.73,472.71,456.78,438.26,430.18,,,383.46,361.89,366.13,373.07,384.43,376.79,372.40,380.62,386.05,413.05,,,,411.30,404.07,400.69,411.59,407.29,412.44,411.06,416.81,416.64,416.52,,,421.70,418.59,413.85,423.02,431.76,441.95,444.66,449.30,441.27,473.32,468.52,,,408.32,393.95,404.45,402.01,399.58,418.41,441.07,466.01,481.07,486.24,451.56,,,,438.77,443.97,444.83,434.87,423.36
2007-04-19 21:56:31+00:00,L7,465.05,474.26,476.74,481.77,471.28,443.03,432.01,,,380.66,367.73,358.34,360.54,359.19,357.26,370.56,384.18,394.09,401.57,387.02,,,389.36,396.55,383.03,367.21,369.67,386.23,408.93,411.01,403.23,396.67,,,363.46,353.97,337.58,337.80,336.33,332.13,330.04,327.94,333.95,347.98,351.46,,,367.97,381.11,386.60,389.73,384.95,378.21,376.89,380.82,376.42,375.85,,,388.27,376.38,377.48,384.24,388.07,377.49,381.66,387.17,393.04,384.46,,,,344.19,332.25,330.15,350.53,361.99,360.04,355.03,333.33,346.02,363.46,386.76,,,462.28,456.97,449.74,444.14,437.15,424.95,401.58
2007-05-05 21:56:51+00:00,L7,478.47,491.73,488.48,488.47,469.94,449.48,,,410.65,368.81,370.71,363.19,363.54,346.24,348.76,370.42,386.02,398.38,,,,378.81,395.91,399.79,379.60,370.83,370.90,,428.63,434.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-05-21 21:56:21+00:00,L7,,,,,,,,,,,,,,,,,,,,,414.15,410.23,431.83,421.61,398.62,381.84,374.99,390.65,413.34,411.94,,,,410.85,397.11,375.30,363.54,351.67,355.44,348.15,342.29,331.31,,,290.78,,,,,,,,,,,,,409.52,410.30,,,,412.60,414.16,416.85,,,,,,,,,,,,,,386.72,,,,395.61,412.60,427.43,457.29,472.93,,,,473.51,410.52
2007-08-09 21:56:30+00:00,L7,,,,,622.64,,445.36,417.33,395.55,375.98,351.15,350.29,358.56,356.95,351.17,370.77,383.66,,,388.01,389.94,,,,380.68,433.73,,384.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-09-26 21:55:47+00:00,L7,446.94,470.45,479.93,481.63,474.38,,,421.01,390.06,368.66,346.66,341.01,334.70,334.38,328.72,332.99,343.47,366.33,,,357.20,351.66,342.56,348.03,365.59,373.06,377.08,378.03,375.37,370.57,,,385.52,383.54,363.30,340.06,331.66,324.19,322.02,319.71,323.99,322.73,321.73,,,334.40,349.30,358.14,368.11,371.84,367.85,372.08,369.81,371.82,366.65,,,374.10,373.08,372.59,369.90,369.52,370.60,369.69,377.61,375.84,369.89,,,343.87,341.44,344.98,335.03,329.64,329.09,336.07,346.85,334.56,334.50,306.50,312.99,,,380.07,401.37,430.28,451.04,461.24,463.09,448.90,411.97,386.68
2007-10-28 21:56:22+00:00,L7,483.96,,,451.34,435.08,419.48,401.73,377.85,359.23,331.04,313.10,304.10,305.50,306.36,,,323.54,343.64,335.93,333.24,319.67,317.34,312.41,295.73,304.17,336.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-12-31 21:56:23+00:00,L7,546.18,543.75,537.97,543.92,534.92,525.87,508.36,497.93,485.82,451.46,,,406.93,398.70,393.38,391.06,413.65,444.56,451.28,430.19,412.08,399.11,,,366.48,376.14,,444.64,449.17,473.20,457.29,438.75,462.81,446.43,445.36,,,,360.45,368.89,368.30,402.67,412.91,399.93,381.90,396.09,410.12,,,422.10,423.39,427.24,449.38,482.17,431.05,423.72,442.53,438.90,428.46,,,,422.23,435.33,452.63,438.52,,,448.12,463.97,488.77,505.95,,,429.47,458.30,470.58,,434.68,381.91,344.28,350.89,397.27,435.93,472.60,,,,519.82,482.78,424.08,387.47
2008-02-01 21:56:21+00:00,L7,528.93,520.47,514.69,,,498.10,488.41,476.74,456.72,430.92,406.18,389.26,381.90,382.54,375.87,,,414.81,410.55,390.93,376.72,360.77,342.65,341.36,344.00,363.36,,,,,,,,,,,393.62,331.08,347.43,352.12,,,388.31,371.16,363.18,375.11,383.65,385.80,392.91,404.05,404.53,406.19,,,419.72,408.84,407.16,408.34,418.27,407.58,404.95,406.97,409.46,,,,,,,,,,,,385.44,389.71,401.38,,,340.22,328.76,301.71,319.67,365.16,415.43,450.71,467.44,484.84,475.70,,374.21,356.90
2008-03-20 21:56:34+00:00,L7,443.38,443.09,,,,434.25,429.57,419.97,393.57,373.94,349.89,334.11,327.12,329.76,327.38,,,323.68,321.42,316.24,295.21,289.96,276.06,279.42,279.56,281.26,307.59,325.95,,,340.27,330.57,333.37,330.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-04-21 21:56:32+00:00,L7,,,,,,,,,,,,,,354.24,349.85,351.12,351.46,344.72,345.66,340.99,316.95,,,273.05,,172.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-06-24 21:56:04+00:00,L7,,,,,,,439.43,,,,,,,,,,,,,,,,,,,343.41,357.02,371.39,378.02,388.00,406.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
