dates,nzd0244-0000,nzd0244-0001,nzd0244-0002,nzd0244-0003,nzd0244-0004,nzd0244-0005,nzd0244-0006,nzd0244-0007,nzd0244-0008,nzd0244-0009,nzd0244-0010,nzd0244-0011,nzd0244-0012,nzd0244-0013,nzd0244-0014,nzd0244-0015,nzd0244-0016,nzd0244-0017,nzd0244-0018,nzd0244-0019,nzd0244-0020,nzd0244-0021,nzd0244-0022,nzd0244-0023,nzd0244-0024,nzd0244-0025,nzd0244-0026,nzd0244-0027,nzd0244-0028,nzd0244-0029,nzd0244-0030,nzd0244-0031,nzd0244-0032,nzd0244-0033,nzd0244-0034,nzd0244-0035,nzd0244-0036,nzd0244-0037,nzd0244-0038,nzd0244-0039,nzd0244-0040,nzd0244-0041,nzd0244-0042,nzd0244-0043,nzd0244-0044,nzd0244-0045,nzd0244-0046,nzd0244-0047,nzd0244-0048,nzd0244-0049,nzd0244-0050,nzd0244-0051,nzd0244-0052,nzd0244-0053,nzd0244-0054,nzd0244-0055,nzd0244-0056,nzd0244-0057,nzd0244-0058,nzd0244-0059,nzd0244-0060,nzd0244-0061,nzd0244-0062,nzd0244-0063,nzd0244-0064,nzd0244-0065,nzd0244-0066,nzd0244-0067,nzd0244-0068,nzd0244-0069,nzd0244-0070,nzd0244-0071,nzd0244-0072,nzd0244-0073,nzd0244-0074,nzd0244-0075,nzd0244-0076,nzd0244-0077,nzd0244-0078,nzd0244-0079,nzd0244-0080,nzd0244-0081,nzd0244-0082,nzd0244-0083,nzd0244-0084,nzd0244-0085,nzd0244-0086,nzd0244-0087,nzd0244-0088,nzd0244-0089,nzd0244-0090,nzd0244-0091,satname
2001-06-05 21:55:40+00:00,299.37,303.98,297.40,297.03,,,,,,,295.85,324.18,347.92,,,411.21,419.41,438.02,486.87,499.07,,,526.33,487.91,503.25,484.45,,434.20,,447.55,442.47,444.43,425.49,409.46,391.51,389.97,389.16,396.23,408.55,407.35,408.97,405.57,422.06,428.29,435.84,442.97,439.84,443.43,465.49,455.92,441.23,441.91,436.25,445.44,442.86,439.34,450.96,461.55,473.28,468.30,466.00,447.48,428.38,443.59,455.05,457.69,459.89,441.03,418.53,448.22,448.04,448.32,,383.65,,346.62,,,,,,377.10,362.01,404.32,,,,279.08,282.04,300.74,,330.22,L7
2001-09-09 21:54:36+00:00,268.27,303.98,297.40,297.03,369.10,382.29,,,,,295.85,324.18,347.92,,,411.21,475.03,494.25,512.75,499.07,,,506.31,491.77,516.79,476.90,480.44,434.20,460.15,466.09,442.47,446.06,432.09,405.25,384.79,377.49,383.80,408.24,420.13,415.67,406.72,401.25,418.34,425.75,429.37,441.48,442.92,449.08,461.00,450.23,442.36,438.99,440.75,446.01,440.63,439.62,452.74,461.04,468.45,461.27,468.84,454.53,435.83,436.02,438.82,444.31,456.28,455.55,418.53,451.66,440.27,425.16,,383.65,393.04,369.41,448.88,,,,,377.10,362.01,404.32,,,,279.08,282.04,297.00,301.20,323.36,L7
2001-09-25 21:54:28+00:00,239.10,313.56,298.90,298.93,349.00,382.29,428.65,,,,295.85,324.18,409.20,426.94,457.34,443.92,488.69,507.29,536.63,511.34,535.36,,502.75,496.39,523.76,469.76,472.22,424.96,465.42,480.21,438.04,437.91,424.06,391.33,376.67,373.51,393.11,418.47,423.96,416.14,404.19,399.94,416.09,421.63,422.61,432.55,445.90,450.20,452.04,446.21,443.61,440.05,443.66,449.20,447.88,448.25,459.01,461.75,460.28,453.55,465.87,458.84,442.87,438.58,430.78,435.43,454.10,464.91,440.48,441.67,426.19,397.00,377.72,374.24,389.47,385.30,427.07,,,,,381.67,,441.22,,,,,,289.17,296.11,314.47,L7
2001-10-11 21:54:09+00:00,225.72,313.56,298.90,297.56,341.77,402.00,433.17,,,418.49,345.38,379.64,426.40,427.12,457.34,461.93,493.75,517.71,533.67,521.20,542.08,530.17,502.75,496.39,523.76,465.53,465.93,429.18,466.97,470.90,436.52,430.26,414.25,385.84,374.02,373.66,396.21,412.35,416.07,409.05,399.82,397.98,411.86,417.79,418.28,429.20,439.81,445.45,447.04,441.56,437.60,434.81,438.24,444.40,446.98,444.68,452.53,451.24,451.94,449.64,459.29,452.21,440.03,437.41,427.18,431.17,446.17,453.10,440.48,441.67,426.19,387.96,375.33,374.24,389.47,382.99,414.85,,,,,381.67,,441.22,,,,,,289.17,296.11,314.47,L7
2002-02-16 21:54:54+00:00,196.76,279.51,290.43,300.24,336.45,377.89,433.17,350.61,368.37,407.38,413.15,440.71,464.21,427.12,470.15,492.99,522.62,543.95,536.38,535.34,537.73,528.60,505.14,512.35,519.61,473.14,472.51,440.92,468.70,465.64,435.69,429.98,416.08,395.40,374.02,384.39,400.14,410.03,413.74,408.77,404.59,403.93,415.72,422.51,418.28,433.16,440.28,446.11,447.73,445.11,444.06,441.20,441.25,445.57,449.40,449.94,455.67,452.47,451.25,450.46,458.86,454.23,443.62,442.81,434.83,436.48,446.52,451.00,441.10,437.80,428.29,396.53,389.00,379.56,383.26,390.28,405.56,368.77,347.15,332.57,,382.52,398.42,423.21,,,,,,301.71,306.07,321.33,L7
2002-06-24 21:54:52+00:00,,279.51,290.43,307.75,320.49,329.67,,350.61,368.37,396.26,431.39,446.31,443.26,429.85,463.71,484.91,534.87,522.78,532.93,534.05,514.51,527.02,533.49,506.42,508.12,495.96,486.91,,459.84,438.59,434.03,429.11,421.56,424.07,,416.61,411.96,403.08,406.74,407.95,418.88,421.75,427.27,436.68,,445.05,441.67,448.06,449.81,455.74,463.44,460.37,450.31,449.07,456.65,465.72,465.09,456.18,449.16,452.93,457.56,460.29,454.38,459.02,457.78,452.42,447.58,444.71,441.71,430.06,432.48,422.24,416.34,384.88,370.83,382.15,377.66,368.77,347.15,332.57,,383.38,398.42,405.20,,,,,,326.78,325.99,335.06,L7
2002-08-27 21:54:00+00:00,151.62,,,,324.69,355.54,378.54,397.33,405.98,409.81,405.81,420.43,426.97,437.60,463.00,479.95,514.64,521.79,541.18,546.27,499.98,560.01,535.31,495.52,501.70,467.79,470.11,438.43,442.65,431.69,428.49,416.28,395.72,385.87,384.23,384.83,377.23,357.39,362.41,360.85,367.29,374.53,391.32,405.88,405.29,396.01,408.45,419.04,420.09,419.32,422.69,423.71,423.47,420.45,424.35,424.41,426.40,429.71,432.07,432.70,431.21,431.19,422.01,418.80,413.48,414.64,414.55,417.47,416.15,413.00,401.66,391.06,387.47,366.01,358.61,366.77,365.89,356.91,337.38,308.99,308.56,,308.63,324.94,342.30,350.64,333.01,305.15,291.48,297.43,319.13,354.03,L7
2002-10-14 21:53:43+00:00,191.79,278.02,314.38,336.13,339.23,357.11,375.26,397.33,405.98,409.81,405.81,420.43,426.97,437.60,463.00,479.95,514.64,521.79,541.18,546.27,499.98,579.08,535.31,512.24,510.56,470.77,463.97,438.01,442.65,431.69,428.49,418.25,406.52,398.15,392.30,386.69,375.48,363.62,361.51,364.16,379.43,387.06,396.77,402.57,402.01,396.90,402.38,407.87,419.25,430.20,432.65,430.55,428.13,424.44,421.53,421.73,429.11,431.12,439.53,436.56,430.08,427.78,417.95,419.02,420.06,427.65,433.43,433.59,433.57,429.50,401.66,397.05,405.74,366.01,358.61,382.01,373.53,343.82,333.73,317.95,320.84,359.93,315.04,303.91,323.83,335.77,326.95,309.54,309.87,324.88,360.63,404.81,L7
2002-12-01 21:54:16+00:00,195.54,262.67,314.38,318.05,331.66,349.10,369.65,389.58,400.01,405.89,410.97,429.67,439.49,452.28,476.74,493.93,525.21,529.07,541.57,547.29,525.07,570.39,535.22,511.08,503.12,468.10,460.79,438.10,439.98,432.51,431.43,418.92,407.86,398.50,389.61,384.41,371.72,361.74,363.05,363.45,375.71,383.73,390.15,398.93,401.66,395.46,399.63,406.37,415.95,423.16,428.35,430.65,429.30,422.80,418.89,419.41,426.57,432.42,439.60,435.16,424.00,425.14,419.53,416.73,418.78,425.22,429.86,428.10,427.57,423.54,407.12,396.44,405.74,368.36,360.62,376.64,369.68,344.12,321.33,303.12,308.47,359.93,311.88,307.08,315.96,321.21,320.94,317.22,325.13,345.56,384.39,420.76,L7
2003-01-18 21:54:30+00:00,206.31,265.34,297.43,316.14,331.39,349.64,373.51,395.09,401.12,410.34,420.31,438.97,453.28,470.75,494.75,511.07,528.86,543.26,549.15,558.66,557.97,565.16,533.12,518.14,497.62,467.81,453.07,441.88,438.42,435.70,433.96,422.14,407.96,399.86,389.59,384.85,372.50,361.68,364.50,363.19,374.52,383.46,389.32,398.95,404.99,399.13,399.81,405.97,415.41,420.95,426.82,429.24,429.26,421.78,418.15,418.38,424.89,433.12,440.46,436.31,424.58,423.62,418.98,418.03,419.75,421.98,425.76,424.67,424.94,418.24,408.55,394.01,399.17,372.09,361.34,374.97,365.71,343.21,315.37,297.51,300.76,359.93,307.31,305.74,312.14,316.38,322.07,326.90,340.37,366.47,402.98,419.55,L7
2003-04-08 21:54:47+00:00,224.53,265.34,297.43,316.14,333.62,347.67,385.37,393.97,421.62,430.60,443.60,456.47,467.28,478.35,491.75,505.12,521.72,536.09,540.09,550.22,552.18,562.86,536.97,522.31,498.52,462.30,450.45,439.75,439.82,443.77,439.26,427.44,415.25,406.01,392.76,383.21,370.54,362.11,364.13,365.11,373.37,377.38,383.20,397.14,404.19,400.40,398.43,400.60,411.40,417.60,425.81,431.85,433.46,426.76,420.70,418.81,424.03,434.52,444.52,439.64,426.58,422.75,417.62,418.00,421.81,421.02,424.87,423.65,427.43,421.08,415.69,399.12,414.04,375.13,362.71,383.55,370.94,339.35,308.03,293.68,298.16,359.93,299.89,293.59,302.31,311.88,327.36,348.31,368.62,393.35,428.08,439.26,L7
2003-04-24 21:54:46+00:00,220.82,259.00,280.48,306.15,323.55,342.16,389.83,393.97,421.62,441.80,455.33,468.19,471.13,476.76,487.12,498.97,516.44,531.14,538.00,546.70,548.75,552.50,541.38,518.90,488.60,458.48,449.07,437.09,441.91,448.97,439.81,431.18,418.83,407.58,393.15,383.44,370.69,359.75,365.54,366.33,367.83,368.18,377.86,396.03,404.61,401.23,399.80,402.67,406.05,410.37,421.30,431.48,437.23,430.62,424.73,422.48,422.06,434.30,442.89,439.58,428.56,423.61,420.93,419.50,421.31,415.94,417.24,414.27,420.76,418.10,420.36,401.82,408.16,387.77,362.71,388.61,368.94,342.79,303.72,277.07,280.68,,291.75,292.25,301.29,318.79,338.05,365.47,387.75,405.14,431.69,435.25,L7
2003-07-29 21:54:29+00:00,236.24,253.06,288.42,314.96,334.83,367.94,425.95,,448.89,464.66,477.87,482.16,474.01,468.24,470.58,476.41,491.38,511.69,525.97,538.38,539.54,553.75,544.83,523.36,490.90,448.15,441.20,429.21,441.03,450.63,435.51,431.67,428.25,413.60,395.98,383.73,370.79,358.18,363.01,370.92,367.92,361.19,371.49,387.50,401.25,401.09,401.51,403.20,404.57,409.65,418.36,427.44,437.34,434.34,430.60,429.75,425.28,433.47,444.40,435.95,431.56,423.11,417.62,413.67,416.13,416.38,418.00,414.08,420.00,429.22,428.72,412.66,407.31,413.06,354.09,395.06,374.05,345.04,308.75,273.62,261.61,,276.48,276.91,302.95,340.60,358.91,386.67,404.64,402.23,418.06,436.21,L7
2003-10-17 21:54:15+00:00,232.94,259.74,306.96,337.24,334.83,367.94,,,430.32,461.68,478.97,486.78,475.63,468.30,469.59,473.10,487.12,506.86,522.05,536.14,538.49,556.69,543.82,510.08,479.74,450.56,438.61,430.56,434.86,442.68,442.61,428.77,434.00,405.00,390.18,386.90,371.49,357.73,360.79,369.09,365.69,365.53,370.60,375.74,390.94,394.64,394.47,405.76,399.38,411.51,418.21,422.92,428.33,430.54,430.55,430.12,424.06,425.04,424.79,424.84,424.60,421.55,418.14,412.27,409.19,407.94,408.15,406.88,414.69,421.93,424.67,417.01,394.94,424.55,354.09,392.04,367.67,346.82,308.75,288.57,302.52,331.36,291.84,277.49,377.43,376.88,390.80,382.57,373.96,399.48,416.57,431.30,L7
2003-10-25 21:44:04+00:00,223.81,256.43,300.74,336.49,343.48,370.80,399.98,423.11,436.56,454.96,466.32,467.81,462.75,458.74,459.79,466.98,482.68,502.87,513.67,540.71,547.68,537.26,533.06,494.14,467.80,444.87,430.75,428.58,427.87,433.98,442.13,421.63,423.75,397.62,387.03,383.67,370.09,356.35,356.66,363.69,363.89,369.46,368.00,369.24,386.07,392.52,394.53,401.43,400.31,406.09,410.58,413.07,414.44,423.35,429.85,428.20,422.61,419.83,414.28,417.00,413.65,414.18,413.68,406.09,399.17,400.39,403.49,405.68,412.01,411.01,414.28,411.12,386.69,408.64,359.89,372.07,366.88,356.31,307.97,296.59,307.16,321.29,302.66,,372.33,400.17,403.14,354.06,347.55,379.20,420.08,431.45,L5
2003-11-18 21:54:39+00:00,225.03,254.97,307.37,336.49,343.48,370.80,399.98,423.11,451.57,454.96,483.28,467.81,470.12,459.32,459.43,464.51,479.22,499.67,514.47,531.28,538.82,533.82,523.00,494.14,467.80,442.37,427.27,425.56,428.84,436.66,442.57,424.52,417.76,399.36,390.70,383.67,370.09,355.69,356.30,361.27,362.11,367.51,369.95,372.71,383.12,384.25,390.01,395.17,400.31,406.09,409.78,414.07,416.81,425.99,429.85,428.20,422.61,419.83,414.28,417.00,413.65,414.18,413.68,406.09,399.17,400.39,403.49,405.68,412.01,409.05,411.58,407.97,391.09,408.64,359.89,372.07,366.88,356.31,307.97,296.59,307.16,321.29,302.66,,372.33,400.17,392.78,367.50,347.55,379.20,410.88,438.75,L7
2003-12-04 21:54:43+00:00,219.28,252.20,300.46,333.12,348.55,375.59,406.94,432.42,455.36,462.56,483.12,475.16,470.12,459.32,460.13,465.06,479.17,498.10,512.11,529.58,537.31,532.51,520.74,494.78,468.68,442.37,427.27,427.32,430.98,439.00,443.05,426.31,416.25,400.96,392.52,386.03,373.07,355.69,356.30,360.48,362.08,368.29,372.10,374.86,384.16,385.06,388.32,394.01,400.81,406.09,409.78,414.07,416.74,425.72,430.00,426.35,418.97,415.80,414.71,418.02,417.65,418.12,413.68,406.09,398.06,397.45,400.14,403.61,409.52,407.59,410.95,407.89,393.65,402.18,366.18,372.07,366.88,359.76,318.61,299.41,303.25,309.71,300.40,304.96,359.89,390.57,389.84,369.06,358.06,386.69,410.88,438.75,L7
2004-01-21 21:55:26+00:00,219.28,252.20,297.61,331.03,348.55,375.59,405.48,430.43,452.07,462.26,482.00,477.53,474.25,465.69,463.61,466.99,480.09,498.10,512.11,529.58,537.75,531.73,522.72,496.26,469.99,445.03,429.82,429.09,432.19,438.13,443.05,426.31,415.30,402.12,392.90,386.67,372.86,357.77,357.13,360.43,363.96,370.63,372.10,374.86,385.62,386.86,389.66,396.07,403.56,406.09,409.78,414.07,416.74,425.72,430.00,426.35,418.97,415.80,414.71,418.02,417.65,418.12,413.68,406.09,398.06,397.45,400.14,403.61,409.52,407.59,410.95,407.89,393.65,402.18,366.18,372.07,366.88,359.76,318.61,299.41,303.25,309.71,300.40,304.96,359.89,390.57,389.84,369.06,358.06,386.69,410.88,438.75,L7
2004-03-01 21:45:26+00:00,204.32,245.96,292.68,327.69,350.85,381.72,406.13,429.84,455.29,465.24,482.33,479.24,477.51,470.02,464.61,466.34,477.72,492.82,506.72,523.73,535.06,531.32,520.87,495.51,469.78,447.06,429.81,428.79,431.40,440.34,448.65,427.62,415.30,402.12,393.67,387.47,374.26,358.68,355.95,358.13,362.43,370.65,373.43,376.32,385.62,386.86,387.63,393.86,401.28,401.32,408.74,414.69,414.96,427.45,432.51,425.33,415.63,415.80,414.71,416.81,417.34,419.55,418.21,410.59,396.73,390.60,393.11,399.26,409.51,407.59,410.95,407.89,397.03,402.18,372.23,377.52,371.58,365.07,327.73,308.01,317.13,309.71,313.33,304.96,359.89,390.57,389.84,369.06,358.06,386.69,410.88,438.75,L5
2004-03-09 21:55:15+00:00,204.16,245.77,291.54,326.89,351.11,381.39,405.30,429.84,455.29,464.98,480.59,479.84,478.63,472.18,466.69,468.50,478.24,492.40,503.74,519.46,535.06,531.32,523.02,497.90,473.20,450.26,432.79,429.81,431.96,439.28,446.84,428.53,415.30,402.12,394.92,386.58,375.56,361.21,356.36,359.23,365.46,373.13,375.06,379.08,385.96,386.86,387.63,394.81,401.81,404.25,410.49,413.88,415.08,425.53,431.01,424.74,416.31,415.80,414.71,417.65,418.50,420.18,421.02,411.15,399.40,393.94,397.32,401.21,411.52,407.59,410.95,407.89,399.16,400.86,375.44,382.96,374.66,361.89,321.26,303.50,314.68,309.71,313.33,340.80,359.89,390.57,389.84,367.50,363.70,393.94,410.88,446.84,L7
2004-03-17 21:45:08+00:00,204.16,245.77,291.54,326.89,351.11,381.39,405.30,429.84,455.29,464.98,480.59,479.84,477.21,471.91,466.62,467.94,476.81,488.78,498.24,514.57,529.38,527.41,520.02,496.91,472.54,450.38,432.07,428.75,430.55,437.50,442.84,425.81,414.40,401.45,393.29,382.70,371.19,358.80,355.14,359.35,365.93,373.92,375.44,378.26,383.89,384.29,384.57,392.33,399.69,402.23,406.21,408.57,412.18,422.19,428.07,420.74,413.12,409.73,409.50,415.17,415.18,416.34,415.05,407.91,396.88,392.91,396.46,400.88,409.10,405.03,408.16,405.15,396.21,395.52,372.50,381.16,371.33,358.02,314.17,303.50,314.68,309.71,313.33,340.80,359.89,390.57,389.84,367.50,363.70,393.94,410.88,446.84,L5
2004-03-25 21:55:18+00:00,199.26,245.77,286.84,320.37,351.11,381.39,405.30,427.77,451.64,460.76,475.70,475.77,475.34,471.42,466.52,467.57,474.14,488.78,498.24,514.57,523.58,524.04,516.83,495.54,471.63,449.72,431.08,426.44,428.35,433.70,442.84,425.81,413.80,400.59,391.89,379.19,367.33,355.74,352.31,357.89,363.61,371.55,375.44,378.26,382.01,381.42,380.66,388.71,397.18,399.44,401.02,402.72,408.66,420.12,426.33,420.74,413.12,406.87,406.26,412.14,412.82,414.82,412.97,408.44,396.27,391.45,396.03,400.15,409.10,405.03,406.68,403.94,395.14,392.18,373.02,380.67,373.04,360.57,314.17,293.71,314.68,305.49,313.33,340.80,359.59,377.40,389.84,361.53,361.68,390.87,410.06,444.34,L7
2004-04-18 21:45:49+00:00,194.25,238.65,280.30,313.48,347.93,377.04,402.95,425.39,449.23,459.51,475.25,477.30,476.64,473.82,468.66,469.33,473.66,484.95,494.75,512.75,522.11,523.59,517.76,499.44,473.92,451.48,431.60,426.45,428.89,432.18,435.94,424.53,409.64,402.69,392.65,376.75,368.06,355.99,353.10,358.24,365.40,372.68,377.32,380.48,382.69,381.44,382.77,388.98,400.60,402.04,402.50,399.58,407.16,417.05,424.29,419.64,412.05,405.64,408.39,414.08,413.50,415.76,416.27,409.15,397.29,394.33,399.77,402.58,409.49,405.54,407.86,402.59,397.04,384.75,373.28,383.09,374.45,362.35,316.21,292.27,299.81,294.82,311.93,341.99,356.96,370.36,378.46,362.17,369.51,394.22,417.95,450.03,L5
