dates,nzd0098-0000,nzd0098-0001,nzd0098-0002,satname
1999-08-26 22:04:44+00:00,,390.83,393.49,L7
1999-09-27 22:04:48+00:00,406.27,392.18,394.18,L7
1999-11-14 22:04:42+00:00,406.49,391.93,394.20,L7
2000-01-01 22:04:37+00:00,399.08,384.87,391.50,L7
2000-01-17 22:04:35+00:00,399.49,386.89,391.21,L7
2000-05-24 22:03:46+00:00,397.05,384.47,389.08,L7
2000-08-12 22:02:54+00:00,406.72,393.09,392.48,L7
2000-10-15 22:01:56+00:00,406.72,391.72,390.34,L7
2001-01-03 22:02:12+00:00,405.02,391.72,391.11,L7
2001-03-08 22:02:09+00:00,402.78,388.14,386.97,L7
2001-03-24 22:01:59+00:00,401.49,388.06,385.81,L7
2001-06-28 22:01:09+00:00,404.45,388.94,387.58,L7
2001-08-15 22:00:38+00:00,405.29,387.25,386.09,L7
2001-10-02 22:00:04+00:00,400.42,390.26,391.66,L7
2001-12-21 22:00:29+00:00,401.63,390.08,389.31,L7
2002-01-22 22:00:40+00:00,400.89,390.02,389.96,L7
2002-03-27 22:00:37+00:00,401.31,390.05,386.96,L7
2002-06-15 22:00:19+00:00,404.93,392.11,390.61,L7
2002-07-17 22:00:08+00:00,409.89,393.51,394.21,L7
2002-08-02 22:00:01+00:00,410.76,392.56,392.82,L7
2003-08-05 22:00:11+00:00,405.29,391.36,393.61,L7
2003-09-14 21:49:18+00:00,408.01,394.20,395.31,L5
2003-09-30 21:49:30+00:00,408.17,394.55,394.03,L5
2003-11-09 22:00:18+00:00,406.60,393.76,393.91,L7
2003-12-03 21:50:19+00:00,407.96,393.67,392.28,L5
2003-12-19 21:50:27+00:00,407.00,392.88,390.25,L5
2004-04-01 22:01:04+00:00,405.99,390.78,386.78,L7
2004-06-20 22:00:50+00:00,404.65,391.19,386.48,L7
2004-07-06 22:00:48+00:00,404.80,392.64,389.28,L7
2004-07-22 22:00:44+00:00,406.50,393.49,391.33,L7
2004-07-30 21:54:28+00:00,407.60,395.71,391.80,L5
2004-08-23 22:00:35+00:00,407.78,395.06,392.80,L7
2004-10-10 22:00:20+00:00,406.40,395.03,392.61,L7
2004-11-11 22:00:45+00:00,404.23,394.05,392.61,L7
2004-11-27 22:00:53+00:00,403.92,393.02,391.18,L7
2004-12-21 21:57:36+00:00,402.52,392.60,392.37,L5
2005-01-14 22:01:13+00:00,401.27,392.41,392.64,L7
2005-02-23 21:58:31+00:00,397.60,389.94,389.99,L5
2005-03-03 22:01:30+00:00,400.74,389.94,390.75,L7
2005-03-11 21:58:44+00:00,400.08,390.09,390.51,L5
