dates,nzd0383-0000,nzd0383-0001,nzd0383-0002,nzd0383-0003,nzd0383-0004,nzd0383-0005,nzd0383-0006,nzd0383-0007,nzd0383-0008,satname
1999-08-17 22:12:26+00:00,344.17,329.19,341.91,340.19,347.48,344.87,331.27,328.82,314.46,L7
1999-08-26 22:06:20+00:00,362.94,336.29,340.99,341.57,352.35,349.51,336.74,329.25,311.23,L7
1999-09-18 22:12:27+00:00,357.55,338.34,343.10,343.13,352.35,349.51,335.26,327.14,323.12,L7
1999-10-13 22:06:24+00:00,345.58,335.06,338.31,341.41,352.35,349.51,334.79,325.97,323.12,L7
1999-11-21 22:12:24+00:00,344.81,339.78,341.79,345.29,356.33,353.69,340.39,328.77,338.27,L7
1999-12-07 22:12:29+00:00,343.39,340.93,342.89,348.08,356.33,353.69,341.63,331.54,339.71,L7
2000-02-18 22:06:05+00:00,345.01,343.38,343.82,349.13,356.72,357.58,344.44,333.40,340.45,L7
2000-03-12 22:12:09+00:00,339.19,345.14,347.92,351.44,356.48,359.30,347.48,336.18,342.36,L7
2000-03-21 22:06:01+00:00,328.18,341.35,342.66,350.27,356.48,359.30,350.12,336.33,341.22,L7
2000-04-13 22:11:54+00:00,325.03,342.11,344.17,352.15,356.48,355.90,352.86,338.75,341.22,L7
2000-05-15 22:11:42+00:00,325.68,341.14,345.24,352.98,359.95,354.29,354.28,339.06,341.29,L7
2000-05-31 22:11:30+00:00,328.27,336.79,343.92,352.06,353.18,353.95,353.34,339.80,330.69,L7
2000-08-03 22:10:43+00:00,331.74,334.84,342.89,350.57,353.07,353.18,354.46,337.86,325.76,L7
2000-08-19 22:10:38+00:00,329.66,334.08,341.49,350.93,352.38,351.12,352.79,337.07,329.56,L7
2000-09-04 22:10:22+00:00,327.73,331.62,339.35,347.46,352.38,351.12,348.08,332.33,329.56,L7
2000-09-13 22:04:02+00:00,319.47,328.78,334.79,344.43,352.38,351.12,342.19,325.21,341.60,L7
2000-09-20 22:10:03+00:00,323.06,327.63,338.03,344.32,352.38,351.12,337.49,323.75,341.60,L7
2000-11-07 22:09:53+00:00,325.62,327.45,337.99,343.69,352.38,351.63,335.71,322.54,331.75,L7
2000-12-18 22:03:49+00:00,321.11,327.85,336.45,341.23,349.85,349.81,330.61,319.68,343.96,L7
2001-01-03 22:03:48+00:00,322.56,329.15,337.86,343.67,354.93,354.41,333.32,321.56,354.21,L7
2001-01-10 22:10:03+00:00,322.34,329.17,338.66,344.66,355.23,355.86,335.80,323.35,350.80,L7
2001-03-08 22:03:44+00:00,315.70,331.42,342.32,348.28,360.98,361.02,340.16,328.44,346.94,L7
2001-03-15 22:09:51+00:00,321.96,329.18,342.11,349.52,360.98,359.48,344.99,334.90,346.94,L7
2001-03-31 22:09:43+00:00,325.99,333.17,341.72,351.10,361.44,361.79,353.00,341.47,346.79,L7
2001-05-02 22:09:39+00:00,327.65,334.77,341.65,351.36,360.25,359.88,352.50,340.52,346.79,L7
2001-05-11 22:03:21+00:00,330.00,335.70,342.93,352.62,360.25,359.88,354.93,342.41,354.64,L7
2001-06-19 22:09:05+00:00,339.17,335.54,343.11,352.51,360.66,359.79,354.94,341.93,352.37,L7
2001-06-28 22:02:45+00:00,342.10,333.95,340.94,349.34,356.97,356.74,352.04,338.75,352.37,L7
2001-07-05 22:08:57+00:00,347.84,334.29,339.96,347.14,354.76,355.01,352.12,338.92,346.79,L7
2001-08-15 22:02:14+00:00,353.61,334.94,339.33,347.00,353.25,353.57,349.80,337.87,348.86,L7
2001-08-31 22:02:05+00:00,352.80,335.44,339.78,346.59,352.49,353.58,349.11,336.55,348.86,L7
2001-10-02 22:01:40+00:00,360.87,338.16,340.24,345.66,350.69,350.92,344.73,332.14,362.25,L7
2001-11-03 22:01:46+00:00,357.92,335.24,337.16,343.03,350.09,351.34,341.28,330.09,362.25,L7
2001-12-21 22:02:05+00:00,350.60,336.09,337.03,344.47,350.80,351.45,341.06,328.99,365.39,L7
2002-02-07 22:02:17+00:00,343.21,337.83,340.38,348.88,354.00,354.24,340.87,330.62,363.69,L7
2002-02-14 22:08:29+00:00,339.80,340.34,343.56,349.39,356.75,356.69,343.45,332.10,366.12,L7
2002-03-11 22:02:19+00:00,337.90,340.86,344.65,351.51,358.40,358.00,346.00,335.09,366.99,L7
2002-05-14 22:02:07+00:00,346.90,340.11,348.41,352.42,352.62,355.43,347.82,335.68,369.88,L7
2002-06-06 22:08:10+00:00,352.34,337.27,347.71,351.84,352.95,356.49,348.56,337.20,369.88,L7
2002-07-24 22:07:50+00:00,355.12,332.04,345.40,349.01,350.57,355.66,347.54,337.35,368.05,L7
2002-08-18 22:01:33+00:00,357.48,327.29,338.90,345.70,347.20,352.12,345.65,334.99,336.19,L7
2002-08-25 22:07:36+00:00,354.75,329.77,339.03,345.05,346.99,352.01,343.76,333.70,330.94,L7
2002-10-05 22:01:07+00:00,353.12,330.37,339.63,345.74,349.84,353.62,343.44,332.89,318.15,L7
2002-11-06 22:01:17+00:00,349.88,332.09,340.50,346.05,349.46,353.31,343.81,332.10,320.82,L7
2002-11-29 22:07:49+00:00,345.98,332.18,341.66,347.45,351.75,352.78,344.52,331.87,322.17,L7
2002-12-24 22:01:45+00:00,340.39,330.17,337.04,344.67,351.18,351.29,343.23,329.71,322.17,L7
2002-12-31 22:07:56+00:00,339.86,331.20,338.89,345.66,353.16,353.39,345.70,333.19,328.35,L7
2003-01-25 22:01:54+00:00,335.51,333.01,336.31,344.57,355.12,354.27,346.65,333.18,328.35,L7
2003-02-01 22:08:09+00:00,335.12,334.26,337.43,345.58,356.39,356.40,348.84,335.32,329.79,L7
2003-02-26 22:02:04+00:00,330.37,333.66,338.33,347.63,360.06,359.41,353.91,340.05,339.84,L7
2003-03-05 22:08:19+00:00,330.55,333.95,339.33,347.33,359.18,358.53,353.51,340.43,344.56,L7
2003-07-20 22:01:56+00:00,335.65,335.59,337.04,346.89,357.46,358.97,348.69,337.98,354.73,L7
2003-07-28 21:50:04+00:00,344.73,336.33,342.09,347.74,352.99,355.11,345.95,336.29,354.73,L5
2003-08-20 21:56:39+00:00,346.59,334.20,341.55,345.11,349.56,350.26,341.16,331.58,346.19,L5
2003-08-28 22:07:57+00:00,354.61,335.38,343.06,345.31,347.79,348.86,337.97,328.82,315.31,L7
2003-08-29 21:50:38+00:00,350.81,334.29,340.99,343.84,344.80,347.19,338.41,328.78,310.01,L5
2003-09-14 21:50:54+00:00,349.71,333.32,337.49,341.24,340.66,344.94,335.59,324.53,291.50,L5
2003-09-21 21:57:11+00:00,343.12,331.06,334.69,338.85,340.05,345.31,337.06,325.04,295.61,L5
2003-10-24 22:01:46+00:00,343.12,331.06,334.69,338.85,341.14,346.74,339.65,327.69,302.71,L7
2003-11-17 21:51:45+00:00,342.75,331.28,334.60,339.21,340.92,346.98,338.49,326.69,308.07,L5
2003-11-25 22:02:05+00:00,342.75,331.28,334.60,339.21,341.25,346.66,338.95,327.24,311.00,L7
2003-12-02 22:08:15+00:00,338.78,329.99,333.45,339.21,341.25,346.66,338.79,327.40,312.54,L7
2003-12-03 21:51:55+00:00,336.90,329.92,333.57,339.26,342.26,348.14,340.08,328.81,315.07,L5
2003-12-10 21:58:05+00:00,335.63,330.75,334.46,340.41,344.34,349.53,340.87,330.09,317.33,L5
2004-01-03 22:08:30+00:00,333.97,331.39,334.95,341.56,344.34,349.53,340.87,329.85,320.02,L7
2004-01-04 21:52:10+00:00,332.84,331.99,335.53,342.44,344.73,349.53,341.09,329.92,323.03,L5
2004-01-19 22:08:35+00:00,329.24,332.54,336.38,343.47,344.73,349.53,342.20,330.81,323.13,L7
2004-01-20 21:52:13+00:00,328.49,333.47,337.20,344.23,345.97,350.51,343.66,331.60,324.05,L5
2004-02-05 21:52:16+00:00,323.67,333.66,337.75,345.09,347.08,351.45,344.57,332.23,324.60,L5
2004-03-23 22:08:52+00:00,322.52,335.63,342.13,351.18,350.54,354.30,346.64,334.88,335.98,L7
2004-04-08 22:08:48+00:00,322.52,335.95,343.43,351.53,350.75,354.03,345.89,334.44,334.10,L7
2004-04-25 21:53:23+00:00,324.80,335.68,343.26,350.53,349.45,352.03,342.47,331.64,331.10,L5
2004-05-18 22:00:14+00:00,329.07,337.65,345.35,352.92,353.06,355.04,346.27,334.53,325.97,L5
2004-05-19 22:02:35+00:00,335.56,338.89,345.35,352.92,353.06,355.04,346.27,335.92,323.83,L7
2004-05-26 22:08:45+00:00,338.44,338.89,345.33,353.58,353.49,355.58,345.80,336.31,323.24,L7
2004-06-11 22:08:38+00:00,344.99,341.45,347.64,354.73,351.38,352.44,344.64,335.24,319.95,L7
2004-06-12 21:54:47+00:00,347.47,341.18,346.85,353.44,350.72,352.17,344.30,335.90,314.67,L5
2004-07-13 22:08:34+00:00,356.97,341.78,348.04,353.80,350.99,351.80,344.75,338.63,301.09,L7
2004-07-22 22:02:20+00:00,367.14,341.63,345.21,352.09,347.53,346.54,340.24,337.38,285.86,L7
2004-07-29 22:08:26+00:00,367.14,341.63,345.21,351.41,348.07,345.49,340.27,336.59,282.52,L7
2004-08-23 22:02:11+00:00,373.30,341.41,344.78,351.61,347.47,344.45,339.55,336.40,272.73,L7
2004-09-08 22:02:05+00:00,373.30,341.41,344.78,351.61,347.92,345.15,340.00,336.22,278.12,L7
2004-09-24 22:02:01+00:00,374.13,340.38,342.19,349.43,347.92,345.15,340.00,335.63,278.36,L7
2004-10-01 22:08:09+00:00,374.13,339.24,341.52,350.01,349.00,346.57,341.05,335.83,282.47,L7
2004-10-02 21:57:38+00:00,369.11,338.56,340.42,350.15,349.85,347.32,340.91,334.67,285.21,L5
2004-10-10 22:01:56+00:00,365.04,338.63,340.56,350.83,350.70,346.91,341.08,335.05,283.02,L7
2004-10-18 21:57:59+00:00,363.02,338.52,340.68,351.24,351.44,347.65,341.14,335.05,283.02,L5
2004-11-02 22:08:28+00:00,364.56,338.97,341.20,353.14,353.72,349.78,343.60,336.90,281.55,L7
2004-11-10 22:04:35+00:00,362.39,339.44,341.68,353.07,354.35,350.86,344.71,337.03,287.29,L5
2004-11-26 22:04:53+00:00,349.11,336.60,339.77,348.87,352.21,348.26,342.27,332.26,289.79,L5
2005-02-23 22:00:07+00:00,336.97,336.91,341.72,351.41,356.51,356.17,345.56,329.01,329.10,L5
