,dates,chi0114-0000,chi0114-0001,chi0114-0002,chi0114-0003,chi0114-0004
0,1985-03-05 14:07:29+00:00,216.7454238058919,195.59600076480396,199.9269957707888,212.98916789452028,184.6012083646908
1,1985-03-28 14:13:37+00:00,217.7408378001667,186.85600419766766,198.76133939207307,211.52799227713288,188.07294744956695
2,1986-02-04 14:04:23+00:00,210.80722902056203,193.39105355017753,198.0092454490345,205.62801308869302,183.55584197379127
3,1986-04-09 14:02:37+00:00,205.517092673561,191.17046658620714,189.45181494265358,204.99928064290262,189.67403244215197
4,1986-07-30 13:59:40+00:00,216.29832442760414,189.70817630656086,197.29798043884827,210.3895572573081,184.12557789950432
5,1986-08-15 13:59:05+00:00,227.63141210635322,195.53254798650795,203.76151471663314,211.97156601891,185.96333706863066
6,1986-08-31 13:58:29+00:00,193.631349989403,175.01833547674855,181.17857247772017,192.04481759504006,175.56629520009233
7,1986-09-07 14:04:01+00:00,206.92166564763838,188.16224765406116,187.57868605046704,198.0318538489011,173.69605657217718
8,1986-09-16 13:57:58+00:00,218.34576062829265,196.143943394027,201.37275959473183,209.1459716452959,184.82817957357025
9,1986-10-18 13:56:56+00:00,200.51289992840447,188.7042672126192,197.1680322428882,203.2860192314416,177.75362427969173
10,1986-11-03 13:55:58+00:00,216.1803083044913,197.04936258731183,201.7485568553372,210.21615032799286,181.31108190406155
11,1987-10-12 14:10:39+00:00,190.14567546014817,181.1166999136106,196.00409404157537,200.52647776415662,176.40409385894378
12,1987-10-21 14:05:01+00:00,204.20286733838626,188.78795590948715,200.48844445534482,203.77497345347638,180.93346179917936
13,1987-11-06 14:04:57+00:00,210.1305201626691,190.38309087047563,198.85737733805306,205.3532881067195,175.63952770813583
14,1987-11-13 14:11:17+00:00,213.59187194719547,192.38999223185237,,,
15,1987-11-22 14:05:40+00:00,217.2373021011071,197.61950402434314,202.95434108185742,202.2699887454485,176.5146568052212
16,1987-11-29 14:11:33+00:00,,180.70286026318826,193.637036434329,198.88200590766118,182.28861711568806
17,1987-12-08 14:05:53+00:00,215.4342336668519,192.2111467336916,198.83324272791518,208.2375313241467,183.56554903998222
18,1987-12-24 14:05:45+00:00,,194.36534906416497,197.73373452077135,205.12362141014202,187.96492106672375
19,1988-01-09 14:06:25+00:00,215.8465791086101,196.96180589667904,209.41830017474086,210.43020993288957,187.65346206705664
20,1988-01-25 14:06:43+00:00,213.3981005668155,192.54974514925763,201.54941583038027,207.06395340940168,183.45696025529804
21,1988-02-26 14:07:12+00:00,215.97219035341408,195.89392035140716,199.13743563319744,204.60217998981037,187.60202277561774
22,1988-03-13 14:07:22+00:00,209.0311329414769,187.85820935607347,197.14019404654948,197.0834497707477,177.09288325594892
23,1988-03-29 14:07:29+00:00,217.27590557927252,193.7636377075327,199.52463376959093,210.3297357082497,182.66324466171412
24,1988-04-14 14:07:09+00:00,218.07155099373244,192.65521686530704,196.2697497911127,213.45215226908292,185.01410168046422
25,1988-04-30 14:07:40+00:00,217.9122853370652,196.95259031459165,202.03180495608456,207.3635419753951,184.8019258283301
26,1988-05-16 14:07:27+00:00,205.36393260759039,189.0521990939344,193.03228890966193,206.95387101234283,173.79728799529778
27,1988-06-01 14:07:33+00:00,206.73447969573186,187.9309557818902,189.54795642029217,194.66253334302078,169.14913370575601
28,1988-06-17 14:08:03+00:00,220.27900169991457,192.21551905801502,200.51272901095777,207.92552496618066,181.33222511599564
29,1988-07-03 14:07:43+00:00,,195.32301489289168,190.7337122084702,206.35733917592682,155.83175713169368
30,1988-08-20 14:08:12+00:00,215.2495662826311,190.79773169358074,197.16214816033565,208.65256678991432,177.89217738677272
31,1988-09-05 14:08:15+00:00,,183.59690074691434,,,
32,1988-09-21 14:08:10+00:00,,184.1412090858147,200.99547897053827,208.58406886381653,181.51149435983572
33,1988-09-28 14:13:52+00:00,197.34605629517822,181.2555351829849,188.57832870131134,197.44795358242513,173.89838917867053
34,1988-10-23 14:07:36+00:00,216.8195449025416,189.08595037260878,196.67918594838807,206.85451030616417,184.34898513735328
35,1988-11-08 14:08:03+00:00,217.11783820434627,191.26449720055606,205.71057484475168,214.68764117449845,189.37294416479617
36,1988-11-24 14:08:03+00:00,202.06817149305414,187.7967021885603,196.76999986104084,205.30051052132575,183.91720343379677
37,1988-12-26 14:07:23+00:00,217.1891798056915,192.9443704454621,196.62141657454006,209.06405550993918,183.57260030598457
38,1989-01-27 14:07:02+00:00,213.1926887833509,192.83090307829136,206.80853770252443,212.67690394709547,187.31233215309956
39,1989-02-28 14:07:14+00:00,,177.0665965925211,188.17908786806078,198.54855518376758,173.7476479297448
40,1989-03-23 14:12:09+00:00,222.5161074868979,194.9383974924003,201.21877726399504,211.73445194045502,186.91399360727735
41,1989-04-17 14:06:04+00:00,218.6036680501591,191.8114221366312,195.01892852095784,202.2852123048109,176.33508234814272
42,1989-05-03 14:06:13+00:00,216.58288638707597,195.06442507365944,200.47272636133823,213.904600699374,190.0696628866145
43,1989-05-19 14:05:29+00:00,197.33364007819887,185.71921539016648,180.6654032624262,196.272489977956,167.84890146253406
44,1989-07-06 14:04:36+00:00,209.62828493165688,190.8540342729427,192.6030038980293,201.48768097798919,182.16018669667307
45,1989-08-07 14:04:21+00:00,214.92181552621878,187.63224854583922,200.07867541684072,202.65524745661247,178.49750250790734
46,1989-08-23 14:03:59+00:00,212.83408987542745,194.51029197660293,199.38851516239782,208.59191341531167,184.02779336575622
47,1989-09-08 14:03:37+00:00,225.810785283378,203.3683009725553,205.53468623063486,216.508247693248,191.06699334698814
48,1989-09-15 14:09:03+00:00,221.48130215827865,201.24755643540098,204.9209419580277,222.45639875044006,196.12935858324337
49,1989-09-24 14:03:11+00:00,214.50058667208225,200.60242220275816,203.4702527056519,213.61223299473923,186.2596890294489
50,1989-10-10 14:02:51+00:00,211.9303940060065,186.18141995986966,195.9093624514422,205.11975896152688,178.80465329091518
51,1989-11-27 14:01:00+00:00,216.81656977997514,199.15782339676613,207.09414106284223,212.44095047467258,190.3124527729352
52,1989-12-29 14:00:05+00:00,216.04094077688455,180.1300445537292,176.11859941806935,184.21456733000485,154.1149509567035
53,1990-01-14 13:59:33+00:00,203.15268857191876,183.2607196554648,195.9917434556342,201.3454591702611,182.78646042441008
54,1990-01-30 13:59:04+00:00,208.62052779306063,183.25974122151453,190.9955849441822,200.77576067439037,171.9452803406002
55,1990-02-15 13:58:56+00:00,194.3855699918624,176.63998164724765,186.04748095623972,199.4620867797805,176.2770275406548
56,1990-04-04 13:57:29+00:00,218.38332984229478,195.2829753054552,201.61060335845372,216.6117314278853,190.9941982686513
57,1990-04-20 13:57:41+00:00,214.8633480032939,190.03807430857123,198.41985410620381,205.0534995233076,184.70607832498348
58,1990-05-06 13:57:37+00:00,218.01998475363536,192.55097834231893,199.41589363609037,207.87226789102974,179.2428011172618
59,1990-06-07 13:57:14+00:00,222.35429912430453,206.48956782386063,,,178.2981930716845
60,1990-06-23 13:57:37+00:00,,178.57081542474512,185.97038803885656,,144.98748545328382
61,1990-07-09 13:57:35+00:00,218.91473105097438,190.34790012108337,200.90600180930787,204.1236837035921,178.01128635219808
62,1990-08-10 13:57:02+00:00,204.38684159796912,185.95258571941213,195.4134157485575,197.06671877520756,173.62366855547504
63,1990-08-26 13:57:21+00:00,216.89304477935104,196.8062995172396,206.83076402586013,215.0894704780211,187.28099675109965
64,1990-09-11 13:56:54+00:00,213.52760359574364,190.94894874145666,198.06953660564477,204.3943882802784,176.55865525056103
65,1990-09-27 13:56:46+00:00,216.87541571885646,194.1919896683506,202.66065678598275,206.3084926244706,181.4485351223575
66,1990-10-29 13:56:55+00:00,203.19316268994217,186.71638258797293,196.60316134514866,200.6524014017771,181.4855124170848
67,1990-11-14 13:56:57+00:00,218.0800271418488,188.655015201659,195.8653290865669,206.53559839660832,187.51664534344727
68,1990-12-16 13:56:53+00:00,216.3741793157635,193.4177030927353,201.5029765881918,210.73379742268386,183.785189600047
69,1991-01-01 13:56:55+00:00,216.51919906148265,191.15060842437651,200.83817084197295,208.75004369181346,183.4709000246598
70,1991-01-17 13:57:23+00:00,,213.2286588284348,209.93391460414838,216.3923274319343,191.69466912099827
