,dates,aus0253-0000,aus0253-0001,aus0253-0002,aus0253-0003,aus0253-0004,aus0253-0005,aus0253-0006,aus0253-0007,aus0253-0008,aus0253-0009,aus0253-0010,aus0253-0011,aus0253-0012,aus0253-0013,aus0253-0014,aus0253-0015,aus0253-0016,aus0253-0017,aus0253-0018,aus0253-0019,aus0253-0020,aus0253-0021,aus0253-0022,aus0253-0023,aus0253-0024,aus0253-0025,aus0253-0026,aus0253-0027,aus0253-0028,aus0253-0029,aus0253-0030,aus0253-0031,aus0253-0032,aus0253-0033,aus0253-0034,aus0253-0035,aus0253-0036,aus0253-0037,aus0253-0038,aus0253-0039,aus0253-0040,aus0253-0041,aus0253-0042,aus0253-0043,aus0253-0044,aus0253-0045,aus0253-0046,aus0253-0047,aus0253-0048,aus0253-0049,aus0253-0050,aus0253-0051,aus0253-0052,aus0253-0053,aus0253-0054,aus0253-0055,aus0253-0056,aus0253-0057,aus0253-0058,aus0253-0059,aus0253-0060,aus0253-0061,aus0253-0062,aus0253-0063,aus0253-0064,aus0253-0065,aus0253-0066,aus0253-0067,aus0253-0068,aus0253-0069,aus0253-0070,aus0253-0071,aus0253-0072,aus0253-0073,aus0253-0074,aus0253-0075,aus0253-0076,aus0253-0077,aus0253-0078,aus0253-0079,aus0253-0080,aus0253-0081,aus0253-0082,aus0253-0083,aus0253-0084,aus0253-0085,aus0253-0086,aus0253-0087,aus0253-0088,aus0253-0089,aus0253-0090,aus0253-0091,aus0253-0092,aus0253-0093,aus0253-0094,aus0253-0095,aus0253-0096,aus0253-0097,aus0253-0098,aus0253-0099,aus0253-0100,aus0253-0101,aus0253-0102
0,1987-05-22 23:08:08+00:00,196.25006233218596,192.382838671041,186.56140943404864,199.4596032912183,212.99769562051682,207.53919298968896,210.46527842719576,215.18146232965057,208.59256417919994,202.5653607353258,205.3994061659954,201.95974631709834,200.2540660384538,204.63930970177407,202.73327325769216,202.88477822196802,198.07816631417222,197.09936411729205,197.16295195864555,191.14957803015562,198.76484228931594,195.34775925875866,197.93504768214345,199.9230948516979,205.138797471296,208.98474872057042,215.80101543783417,215.70305000126234,215.43155874579378,207.2110728809475,212.70165138854958,209.53686019675138,216.42453781043451,214.08180321691304,212.01491189111303,213.4669765161958,229.5515813921531,235.5418711565656,,226.48953290706302,208.1513415976514,198.52316875243426,195.59424104593666,196.50690922512024,200.68463344827444,205.42293514663885,200.28377965059966,202.13347375012378,210.86832088201913,198.17627241735948,206.13580295745845,193.8332658190532,196.67970246800618,202.08850583356715,201.4144139855473,201.59741442123243,211.94973204463864,208.0100580528188,207.60010744073034,210.90291091333862,204.04357800424498,199.64232398207238,202.32711433314182,204.3650153896712,199.70470447936844,200.81473733372317,203.89271762063325,205.92996566527404,205.3699932604855,206.8231632812308,204.84331701761715,210.87036669557799,214.8703600666365,219.30879525040444,212.40152657341028,206.31838908658503,205.72328785925464,206.1104263723556,197.72551186198962,186.37358280776795,193.34507262770754,196.2047623063554,197.2386963626892,198.22955499135816,200.69020198010236,199.5789018980566,208.9779184446014,208.54575750930397,215.37541849740182,214.22085140291256,215.4150323401603,225.13997910090592,224.25819009995658,218.54997684798525,217.70840110678296,212.89530961296586,215.346445097201,221.09435909872954,222.17930935037828,217.07354355025,210.18198382575034,209.25842227650577,201.46080628289755
1,1987-10-04 23:17:34+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1987-10-29 23:11:49+00:00,216.0950075851091,204.87620868712906,212.1244640050769,227.94449065297843,227.27914820830588,216.6218109931149,206.49205564102402,212.0356388080173,196.60255513425577,203.8886249427239,204.76813340476787,215.9529225679953,213.42659249053105,210.1551449315806,206.2091374638409,214.18569145859456,215.92615787095917,208.26151841819947,204.5689655100121,208.38995823015324,204.93518166139847,206.72323078552617,212.08207498002986,212.372051339047,208.95609757469563,213.81120181438644,219.24176170606594,214.3920602881644,214.2532349725332,212.72265682979597,213.88047662924387,209.654707190955,217.29158754056152,217.17265958216777,212.06357516648328,214.23432103560705,238.81036270845354,259.54269171194517,279.32176518785536,235.4772442031354,224.930087336213,234.6168219153184,221.23359005684188,220.79238149049985,224.9155927539233,228.16780392858232,218.89509791541468,219.77732924510252,226.58263168089772,215.09889964546713,215.4393982096562,210.84030707634605,208.26178034946997,214.08592766394275,215.0072573327841,219.57378178273984,218.3217894115964,218.62388691115237,215.66035081269303,220.53830356401554,210.79545757682584,209.6605799237182,213.14070103476755,211.87967312268074,210.64300294931448,211.13806549620588,219.16104264117402,217.68092988096117,211.25851392130622,206.94131535290904,209.7233681026295,210.421667763737,215.34560886134585,220.54223474334145,217.72780643751395,208.99011367384264,206.97168556177817,205.73006088204502,201.79021576842135,198.27951811730534,201.30710304356185,207.60750968912507,201.86412202855766,205.68853528421053,210.7369763603602,210.27327385418047,219.77215387091024,217.84711555641096,220.12559809278838,226.70098171052652,222.30746068521728,231.2430666318032,228.95744368289462,228.37025790302013,227.1268438215169,230.7877588580763,229.5551616288246,233.95451994750883,234.08129632187934,223.6350444056653,223.45441982682817,215.90973077194647,212.01200810085214
3,1987-11-14 23:12:11+00:00,205.1859330624489,198.5425265318881,203.32558918669025,211.7456705395535,216.9002261849081,209.65145758736122,197.35713366406566,193.1618717829108,183.9778775533287,186.12546522678468,194.5576541629225,200.6750438052497,205.10609758451162,198.22952337624864,195.45823393164494,202.95965441972666,200.48335603192612,190.06131660729824,194.34257377089455,193.22587704921355,193.7460272817416,196.28973437858917,198.81987699876746,199.8070473182048,202.55105780002617,204.54721185590827,205.62701449064642,200.36460070765224,201.6518683691547,201.99637209524877,196.29189429092156,200.95810756630874,206.40089901902874,202.60712177502927,200.97698790382725,200.296533883903,222.5197483908532,242.41558657399852,255.60944810466313,223.10691133211887,205.21893320197503,211.14223634781382,203.98396435716617,208.18149099101274,204.9320879521855,209.0757307052899,204.64793224348628,206.4046752249911,210.17664492473207,191.71282434550648,209.41294026047103,191.97487775713364,197.27035076340005,199.0209266771949,208.72327795576535,206.37354137326025,205.681157403074,207.6128331509368,201.43891182096678,202.52114631845512,203.6004907421389,205.56105492221857,197.45156784245913,203.60536418925096,198.25547893612224,204.90502068225817,206.7398862488863,200.90822390948944,198.30053337904786,203.4744854951503,198.74598589971356,198.99177166574532,208.68926139183623,216.4458428645938,211.44980908200057,203.46557789139985,200.46235193594103,199.30569040725163,197.99000787101699,193.32455569015093,190.52982916480536,191.13221927274463,193.74478989860881,197.4852335811899,196.06825061342877,202.69162473178886,210.28809946791634,206.0074443300752,210.36694813512858,211.96359954137046,214.03462397156443,215.53972878425486,220.5386659267749,217.39052960491614,222.55648820144683,218.58476737317898,218.9816477332382,217.38853312040246,219.5768448814311,212.4494783332589,206.62060274428612,210.19160778617504,200.80075040402582
4,1987-11-21 23:18:29+00:00,202.7224955576999,199.49450411437596,198.78088433600868,212.2049828289189,214.20468363100937,208.40890898628655,197.0979153691668,198.4354156374612,194.79249155686253,199.52634453927124,185.64408392089007,196.58031439398601,197.83989036594187,193.42884574462937,197.54794144179698,198.74688871271962,196.29431485529935,199.36818795916128,196.242533085585,197.3130537066556,194.54840044179187,201.54349968589963,191.77409029517617,193.28364995423163,197.63149880304528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1988-01-08 23:19:14+00:00,226.00204370869017,215.97384228845434,219.04671444648955,226.5783885393505,226.27329195710675,224.24601986571523,212.91769290126308,214.90290092786597,216.36775570144604,219.59505002171298,218.89123827825185,215.69355830698544,211.0174592821359,207.54140031592365,201.77087111957852,203.69689581238907,205.41002471884815,204.5002143159534,201.88556945249812,202.40621168970029,202.33144884841184,206.30640770760903,204.8633285429894,201.97583613388574,201.2262361037082,205.05392259637784,212.43639038890623,212.44632913792714,217.1852377760283,211.92669317062436,209.01196977958213,213.97227820422555,212.30435714222702,206.3802574948583,207.67999670296228,213.2086731412296,230.79211204213507,250.5878710497399,255.59105400658,239.35872164362726,226.53195892122108,212.69359602456905,214.30333445372108,214.101603051078,206.4841783446657,206.9199607252306,202.9749286822888,196.37388511227385,204.09620756611352,194.82762110258778,210.56469833946935,199.27758427449908,203.5057967397291,199.36246693995454,198.49112508533878,200.81621042142882,203.39380595056443,206.51132475380777,194.88250913952382,198.08332741139688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1988-01-17 23:13:14+00:00,189.0009483978183,184.09494616922984,184.925164730479,199.35914614998723,210.65344851142797,199.85938445021026,193.71581680598308,194.8160514333408,188.37547666896623,189.1629343085705,192.1578908802987,193.69332461220478,197.66974394403778,188.31391589078947,192.68987255846693,187.57818688001873,191.51283914010932,191.82503041543484,189.93939560589342,188.50247972539125,194.9250018384045,199.79296335444852,191.51206344801665,189.51161746194114,189.89627211390865,191.28036031654713,200.8131482387785,201.04447124503878,203.15810604817037,197.65714905064078,197.0991353193095,196.28585076786993,199.89257616978423,200.294413991526,200.0144833712371,197.90055132019387,220.86500167097705,225.55719450165043,235.21259652918886,214.50526064596684,199.73043590167615,182.87735564803077,192.0931944291401,200.02730310761817,196.4901645314566,202.26104826106277,196.64652207369616,196.42512978610358,200.43296487754134,194.66442064703617,201.31499502403676,200.03418447354906,189.68903487743736,201.03191019292575,195.59602467135178,199.61671060118258,202.410570425287,201.95898646189195,201.91082233647148,197.46543733464026,207.1470827674976,199.89794033480433,197.80923567213756,201.3091437127214,197.56811522636923,202.12358136025475,205.58652648001225,199.41105399996752,195.646502436251,194.6353995877138,195.29665606379984,194.9880424304044,206.3821293731405,214.9227970886557,213.09235481081708,204.01322430430602,202.82362882792967,196.15989599030243,191.37951347392547,183.23416252137525,185.27014186899888,192.85697649863047,188.49307306678398,190.36275552414378,189.13430436843396,198.42118589270956,211.36163102956567,211.3615273317954,204.57559994480633,214.08792853157885,216.2597937018397,216.42300895268303,218.2093599842802,214.2338553537132,214.45341543493652,210.79495840308687,210.66684978942675,208.33119586434964,212.69855377937085,205.23700127515562,204.3865380421814,200.2202515206001,190.56802782561786
7,1988-01-24 23:19:32+00:00,,,,,212.20537335660623,209.46907449420624,203.21618219263988,204.53065300560024,197.9931490281476,203.92022904221662,202.0479214384872,209.60763891427254,209.19009985897958,200.95054364522085,187.8279041416809,196.64827122761042,190.93661862231647,191.47813612196225,196.77280340371772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1988-04-13 23:20:23+00:00,,,188.54013981319187,200.50908797683323,197.76132242065808,198.85225504990154,189.07649553785467,193.17776098294647,177.34179692356014,187.50933314070048,187.4219803168766,190.55807033293326,191.3495533262489,184.96151101046007,174.72015242763072,190.47682269191762,177.04412779202187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1988-04-22 23:14:16+00:00,204.20076674840786,200.5196203452803,201.77812622905444,210.1128070601296,216.61872320685092,218.12750813732006,204.1553735015219,204.5099520000928,190.97366883858456,194.93759002199081,201.908148369637,200.87207817551555,203.80259914277124,201.5506573686576,194.9657390459101,201.40953939308244,196.25188177200596,197.44166902951,196.52617758244455,201.76146187304383,197.931310978906,202.4145356406276,201.31351723897856,202.45688186115993,201.77964929845226,198.40738060086179,205.67620882167952,199.03096355557645,206.8394740247324,204.160014383,210.61404682992494,207.0119757032119,206.82938648396905,211.0177883662991,198.05237709052943,198.72977246944572,221.50214796853567,236.23831402994355,225.4103965656856,216.6463042574849,203.57257169941622,213.3365794036771,210.09973814389912,210.2582071373778,203.70775296876198,207.74899801493387,201.863705293022,200.5618185029542,205.94463359957248,190.08021176550562,201.03329004511463,200.57912608013302,203.5949915158239,199.37313833461675,207.5812933738906,202.96757055055326,211.58553523205023,201.9943254985413,202.82942663752553,201.7968739367338,203.6454204169811,203.2379196983467,207.67758383218458,203.70807707990363,201.90253407195954,207.62545739041855,198.56659175797668,202.57552115454342,202.0578727540032,202.6804808287096,200.79498290913273,211.7705132001501,214.07283548902402,216.41075319129047,204.16814759515677,204.25986129337855,206.07822665637053,198.7797117696147,194.4501619099314,189.75862868457,192.240705269918,195.49537887540646,190.3338835361591,193.48314574803854,202.74036072646456,199.76721553069015,192.54117817317538,208.48066410424795,203.11701517878814,213.36158819846204,216.24157480538932,222.50958757529855,221.32782515499693,215.81377214093436,210.7247587202487,210.7814078607079,212.91198795614187,213.10629037655124,213.1027670676187,207.36048148022618,206.79765218686504,202.4172654750865,200.25378843283235
