,dates,chi0357-0000,chi0357-0001,chi0357-0002,chi0357-0003,chi0357-0004,chi0357-0005,chi0357-0006,chi0357-0007,chi0357-0008,chi0357-0009,chi0357-0010,chi0357-0011,chi0357-0012,chi0357-0013,chi0357-0014,chi0357-0015,chi0357-0016,chi0357-0017,chi0357-0018,chi0357-0019,chi0357-0020,chi0357-0021,chi0357-0022,chi0357-0023,chi0357-0024,chi0357-0025,chi0357-0026,chi0357-0027,chi0357-0028,chi0357-0029,chi0357-0030,chi0357-0031,chi0357-0032,chi0357-0033,chi0357-0034,chi0357-0035,chi0357-0036,chi0357-0037,chi0357-0038,chi0357-0039,chi0357-0040,chi0357-0041,chi0357-0042,chi0357-0043,chi0357-0044,chi0357-0045,chi0357-0046,chi0357-0047,chi0357-0048,chi0357-0049,chi0357-0050,chi0357-0051,chi0357-0052,chi0357-0053,chi0357-0054,chi0357-0055,chi0357-0056,chi0357-0057,chi0357-0058,chi0357-0059,chi0357-0060,chi0357-0061,chi0357-0062,chi0357-0063,chi0357-0064,chi0357-0065,chi0357-0066,chi0357-0067,chi0357-0068,chi0357-0069,chi0357-0070,chi0357-0071,chi0357-0072,chi0357-0073,chi0357-0074,chi0357-0075,chi0357-0076,chi0357-0077,chi0357-0078,chi0357-0079,chi0357-0080,chi0357-0081,chi0357-0082,chi0357-0083,chi0357-0084,chi0357-0085,chi0357-0086,chi0357-0087,chi0357-0088,chi0357-0089
0,1985-01-25 14:04:27+00:00,226.97243449517373,159.31159316498662,139.1371882651672,144.41466051910564,151.23049963220436,167.22736050349295,170.1765460041905,168.5136241174803,165.4319430515417,172.14616034767317,176.18320540710855,173.76942531612505,182.37447514178913,178.2643977421226,198.4375286324544,194.84202001869704,205.7832498925922,228.57620530145914,206.85988659803644,221.03708380373047,211.03378863991975,203.50398069374114,213.71263150101657,205.44746926938686,207.45392255164626,201.68131187938096,202.9506343558969,191.7538208096195,202.18397060847605,221.84867833547597,227.05717948573414,210.92284798021853,194.72583538536642,,208.9126595624379,213.13067908399978,,224.21726072052124,213.4445682788725,229.4521610586992,223.18408946435216,216.14160254151446,215.47872882147442,237.57201075169328,206.58963237455896,228.17000055101968,239.8532054821188,235.54806379326735,228.4935655523152,229.20185893898514,242.15443879984647,224.5812090300543,233.51095547502842,219.86094439847713,214.76632464726072,226.2291031534027,228.65297281287144,216.45172780300578,226.3442172279938,216.55031852475648,212.73841874421265,,208.19506790858605,217.83243882668975,208.45500660344806,201.40355125020744,190.07035974639138,206.92179481397326,231.80898090465234,235.5106536244113,211.3812886176887,209.7410558188579,222.1577717213648,223.78834353619442,204.60390734497867,197.2570306935334,174.59324526046407,183.7773092866811,199.5472127562681,215.77706024617993,215.9210221773118,221.3463218654689,207.48094928505336,212.02380433089303,220.3789270780011,230.7863364783767,221.3949131516744,222.4506959795616,214.29597422105874,212.35169495871781
1,1986-01-28 14:01:10+00:00,233.0651731480505,158.2271101800135,130.33961517882054,141.14490123590667,156.51442096186543,164.030223425499,150.5651992565105,150.58144593830949,136.80641719932873,148.6350636465811,174.91238411673862,163.60694478171712,176.43969744716338,175.21186846736546,211.95314403546251,180.20734873716088,171.4344165171677,222.09133386540708,189.96756950938502,205.31641165265808,214.31827138880396,200.54339818996365,206.92388237301162,207.7786027133014,205.76946295400845,197.2258692034684,200.77599325698557,195.39727592807188,197.70770033698878,215.76525651150652,218.29034443204006,227.59983989127346,229.78671600075234,242.41273045313295,244.28347172138044,228.9354191008669,228.68179338367486,223.9995214509859,217.44264588492874,203.2167144607153,191.39516264630475,209.20104326655817,223.57250475517608,223.6241847182785,221.7374631946877,213.89796380480104,204.11505587355782,214.0683742599874,216.96387133478527,207.14190811085004,211.36071417287476,212.38213615742825,212.06621004024768,197.00431882424812,206.24480752852307,208.52305270096124,209.70896476225096,205.4331000537128,204.61630444453456,206.16621602669912,191.6149847708103,179.46802963028307,179.38151016002206,190.36456465300617,185.35726355238484,200.5720925351364,196.66056426005474,187.49486359032926,198.33058943533828,203.58495300527264,200.36863436926276,193.02133996148393,193.55619915553513,191.52821164903392,188.55084431954822,184.4082653475389,179.56334481854825,195.276552873613,195.70006203860817,194.75386155519104,200.6826908719848,204.4566534331132,203.44838343844904,199.16832000088047,206.42665352577512,206.5809216728071,201.93225864868666,194.63596373238852,203.21326285290291,219.11167247072808
2,1986-05-04 13:59:02+00:00,236.97046359483153,169.16377961843102,156.98314374190213,148.37759703785073,136.5053846620161,137.33713732294555,137.8134430241752,134.6614000114602,148.56583945940258,149.79821654104774,174.06177375991155,150.86179659524805,168.1788802099712,155.94017756375237,186.72428481861613,173.72719756983534,181.88453952011866,197.0847065461565,196.91166467841668,206.6999754203177,208.01232455922255,192.44453776710486,190.7994882213232,206.8615096787689,196.01747827299252,192.81836995141865,190.44117653023312,192.5590298157337,204.61928336981688,228.304707692947,219.37081728579423,211.7096597581574,210.65485635435564,223.1391169949301,213.48541502392533,220.20386731978243,229.89495127138258,225.56068131962547,225.6324471013641,221.513811862695,216.69109481536753,210.2650544995814,211.8400033354095,209.0295968007427,208.60245159974886,206.18701288506676,211.96220390556118,202.04932966326967,194.87157264576513,191.92930266974412,198.5094548294454,199.03049629156723,201.8253825767803,210.17308897944184,211.4126891395169,206.8613060190349,200.44160770512607,203.39087656330878,200.25768926768816,193.7766958589991,190.64597356269266,179.47996328138416,190.3585144036684,183.8641996707973,186.18519072718246,197.13378069409015,198.5236514716078,191.69096161555356,183.46076508864047,188.00583264243676,198.17643161461027,201.47390819575773,198.57428743243602,192.2786237402976,193.6288336810756,194.41854732624444,183.1120960082522,174.143912942573,185.6524656669867,185.45834453595901,203.8699349814371,203.8153392352307,194.79307264807414,197.82537844796622,195.76821396504437,203.206945474251,194.03388709939023,188.29699042008704,180.7377118430202,196.7159970552274
3,1986-08-15 14:01:53+00:00,229.7474074466954,171.0558000975291,162.09610374654386,148.0401154657808,160.2044519286646,160.5647471277785,145.9269432534767,142.3072599613272,,,193.18062184503557,,185.36725431132905,169.26230563703677,218.69989451614512,,182.09561186056504,,200.4036638795189,206.87296533493048,212.26580797713115,,,205.86870466517684,207.2491707123491,201.16937161117056,,195.18661648425774,213.39742619547818,216.46487757683568,232.70037335199427,240.63001122355388,215.0938233155704,205.3506630780276,181.97579806786126,,,167.25934200331585,188.42845925275915,187.93073466423516,185.05240047725334,204.45079892644213,212.0604263993802,210.9288296061593,212.5171617678099,204.3642019923192,188.98149462227835,200.152936377417,219.36105888264422,213.607197088286,223.2740808291987,231.36896703222402,227.04901357398995,220.93343066827856,208.86924347185348,190.12053630397122,178.8178862228353,188.80674811725933,204.93656071749822,208.72186587124986,198.21617638171796,181.5285151955661,186.6336511637263,194.0557599942975,180.25627090369056,169.02329343204715,201.60658722504382,210.08070928321663,194.99321850222836,175.5752465347299,193.1257743116812,209.24742858613328,209.5732848079598,199.87500237938195,205.25579212787375,189.69272096117226,203.9045260127294,197.92220846332555,192.7256465153257,191.48538631666273,191.8830925536675,191.27301049518698,188.09343472658668,178.67594942865472,152.65445859033878,168.70225751280216,217.94211141183416,210.26369544918228,163.98358598346027,
4,1986-09-16 14:00:46+00:00,213.9054026978143,159.38590608961422,151.8606780706244,142.3971732505402,,,131.04716103125864,123.17122378252927,114.81935642041964,152.32556941397223,168.3559712338542,,168.1292565727568,164.18739349416086,195.23617387102678,178.6531119125594,167.34964093686517,198.08293023435104,195.763955208581,212.77376568672224,208.42878382438894,199.01183611793266,197.98522240891484,201.92388384934875,202.7242198570402,197.1586752880603,183.11386594074585,182.14967273285487,203.34796779364686,214.2783205528016,214.59185058135355,207.49197742804859,200.77858055099483,179.70494073933006,,,,156.91295547911568,176.66474470913025,166.21543522351672,170.2111147025463,183.52341633149206,201.46399645342444,205.08264300420018,209.93320339138114,197.31915607420544,198.24943947887232,197.03999647902197,187.75517289804677,180.63062430205713,201.3197262801546,,217.66963550524596,203.08406287737782,196.80855647018933,194.49198898767838,181.76306169082633,171.7922833869288,173.64039805285105,184.69719348271846,183.26268661327651,177.23286715624377,166.92127437514534,145.79066040201917,174.58975962354995,181.91231842800255,187.7995032847651,185.6517363058484,176.92339580666243,181.92427278454014,176.4953162665364,199.04734688135358,195.62054404488785,187.69682456351467,178.3941456269321,196.08657532526553,182.37060039242817,178.2508260668295,188.70241354190642,189.90701070287918,176.6358736434561,173.27559972725052,164.80383991491948,160.1815262761966,154.93867233012807,178.70968273437006,,,167.53471782977218,
5,1986-09-25 13:54:18+00:00,227.38881678378877,156.10616874225315,182.384420226197,,173.02116262758892,,118.73255981374523,106.52455642392948,84.75818975568332,138.58023279327216,,109.7452351034386,,153.81047422109424,,160.49014535963082,165.04763463971366,166.41559853260833,185.40637256206904,189.5313292124125,193.1132162711195,196.92983270088052,212.3560597790689,,253.14053181197454,189.10229393850338,161.72942575200634,140.16944769052162,201.5474876372056,216.70898654684268,220.98263950473856,,,,149.98167583321896,,120.13055719880278,160.97689345956596,177.444678039315,161.10148425293127,156.62461074984833,161.92362676735434,160.63614941641114,190.98596218886166,190.45877596417733,184.77413081363306,170.91186900996274,166.02007981778212,166.72420786277803,160.7315629785144,,,169.09141071396792,,,,142.7525011194705,140.81182046175968,148.40733183113588,160.07078286516793,164.34141063008616,148.57047035395874,,150.26586550291384,,,149.5764246943208,,,151.72110980500926,162.78762455190667,,168.11213073317492,164.60120187219303,139.38062135960627,,148.07755952087143,125.08576536089923,,,,,,,,,,,109.41201361728906,
6,1986-10-11 13:53:47+00:00,219.23376727988165,162.12527403579543,154.5234440246552,151.6854316189239,154.69099773763585,151.88163890264417,147.7592563988277,138.6020971414974,140.69611814722828,,189.75451497946293,176.46039127842516,182.60884269732105,161.52160140553673,209.34957609978443,181.052010797745,170.35998641714107,230.9996217094419,199.62997191629663,198.29843642566357,203.68795149083869,198.17557908090527,202.47662171160744,204.5135895847873,217.86614554355447,209.839617158387,200.85304686364634,194.5957673257955,210.48526235552745,216.2589508882834,223.27496136397048,201.21008942974788,163.3563458337105,180.42906112153878,196.23896302942615,180.97420092306487,112.15604508277492,192.3928511347788,211.65841942459878,179.8093654403837,173.43728687969826,176.25525744676705,191.37884330986932,198.18730395154094,213.14771640849182,219.08311522286425,212.30286685843743,198.9455536887527,206.34739412713654,198.7162680524954,209.79453893592472,214.96754776208897,222.90548454110078,214.64339771888916,187.126669099271,200.09571863001074,207.77261375611698,184.34813727430398,175.18488587679155,182.8773638426657,202.13610164076505,183.9142028199809,184.9226520864025,176.1698855595199,166.24162611593505,172.46961798198691,197.37048679994427,203.4445041735962,189.05010443842556,180.5733358033024,189.22019699169593,216.35225771891766,198.16299652633134,199.7927907422279,180.37113194574857,185.38414952509044,191.99858908086557,184.93724080440697,207.08728561240844,190.29302744187757,173.42385841359848,187.69544775931988,190.55293242309824,182.29757694537415,171.62144506414168,181.62636961180326,167.10087661410424,162.59598022469217,145.89838780785945,
7,1986-11-03 13:59:10+00:00,237.1005176889018,169.24831888296603,160.17449657912093,149.5567989620333,150.2879352672201,153.50258106107532,151.61722696368508,149.27910257056777,146.8659882150483,177.03357253994935,194.93604408956918,179.28672896139318,190.15266414921754,173.30581206680785,204.99311966901507,,173.65843233466333,221.60250978128508,198.46970700607702,219.7412265188834,214.70102002962818,211.34739536364054,213.72376784179542,215.07518038175903,211.40845809701113,204.79193247891342,206.0789695506812,195.68169302809974,207.583454383237,227.21310004215508,218.53946291398324,202.31629379956132,185.97845114082276,176.09454742411586,190.56603084917708,176.54548123730532,126.395440670753,200.34969952780267,198.62094201378602,201.92770844222306,179.70848765883932,182.02957786679633,209.02917170580795,207.42219843630383,214.77619883692552,224.1841962854629,207.63763526852233,199.61718114809568,188.00907161947862,188.52765213171776,208.69934501253456,229.68272258598526,231.02868563746324,222.95813433938636,199.2328568397616,200.3910193326448,194.23153900164348,183.92906771008086,188.44274003409117,179.6981915519764,188.50200837983877,191.03221718565624,191.39187423819084,184.77162744694948,183.20329949550944,193.4757536615995,212.82750325255805,197.30169435332851,181.29052809101765,183.40232738814896,184.94670991054826,192.84982759598174,214.01978427954504,212.20035734853425,190.33401632218636,194.73704895345773,190.93868912218264,188.07296178784088,206.0071698086079,205.7838191524626,193.4471544729089,182.10685417239964,175.26479485607481,175.23209577017542,183.77236793652148,179.59622200550845,198.44725456385356,175.18819836355243,165.6399433292052,
8,1986-11-12 13:52:38+00:00,223.0225379623739,165.7001551049101,155.95732198918813,149.84191259391454,152.27616949532,139.10838624403837,138.93045771131148,141.32701084010617,140.8878916899345,165.24029303549116,184.04230034918035,174.93899112739408,183.89447473490677,171.3754780411509,202.12224602677725,170.49029547976238,163.00484934672866,204.0141473013581,191.269552734186,208.14593908081304,214.55135962246325,206.71905109043274,204.31300457821771,208.08014020298344,208.08523238802465,196.11993516980206,198.13417912312661,187.9909953764013,197.68989910662967,220.83045253658094,224.25305344372626,216.1628772778226,190.22321742586615,183.28027103194506,189.53099375144262,161.05502328665438,,189.0530934446488,190.19482426033113,181.48749167946679,196.4242997688776,203.49821846091854,213.46210590419727,211.39431508940314,213.30448255722615,215.14396458448695,205.45347156230645,192.46549880461478,192.6082170644599,188.19354052312528,197.8194041005954,214.55282049212934,223.78820732438385,216.62054657327275,210.84355745727936,204.6192250745528,194.8909683486222,186.0917397883322,178.8461950142775,186.28079643427253,185.37630496641253,185.03417318849864,193.638364909342,195.8839547081434,194.03126194769914,195.5540107725119,205.25268313447583,204.7487353902921,175.1590812860237,178.93756130896514,182.60794509164444,195.38955519042224,207.62948197523986,208.50961433134077,197.0136879765791,187.43314469363543,190.68638401198652,187.83613479964194,199.19280172753258,189.57580596898808,180.8103028272428,176.40681671419154,174.83323798723305,163.9695916463407,169.40941981837,190.97980002719981,185.53689316606508,189.93515114286927,176.414734973137,
9,1986-12-21 13:59:13+00:00,235.67177071423157,155.02375270704562,149.28991316952192,143.04327136726138,153.29135656151112,163.17179460726913,159.13138908190527,141.94243646164216,149.86562599233818,156.69353751328535,175.50315900351094,172.4412373931462,176.05377904274616,168.69991558287808,199.02804574146185,177.93796979233426,185.36457152702314,232.2144760481124,202.09086445548138,221.98964958506662,217.22873551480924,208.02983022422467,215.7966643841384,210.51733457549102,212.825859838759,207.07593367627868,208.97929807199682,191.36394992089947,205.41016282698686,220.62572617158773,237.58265721224464,236.85601664821337,232.29755706108833,189.64185574349156,157.46317626771412,165.02364323292636,,204.24638544909817,203.29896771761523,187.8217216234189,202.0765098869913,204.96162062642298,214.87813091795235,218.3663958993298,228.05026640146784,217.54044282436868,222.30887562593887,210.83484157606665,200.69340307635852,203.24146460134466,226.46554314512002,232.59198083647408,213.15865921162163,223.16539109745185,219.00517995004293,220.74421859461347,212.6451082899339,215.32697156270075,209.4377619633797,203.85234096101325,191.02855212346685,197.08815088803826,193.08522527427482,198.31095754358762,190.54267061529802,192.76608782938493,209.6848750665229,198.8943168143429,199.10300400771928,206.43706986835628,211.48222376794422,209.5553931683413,213.20920833152877,212.77701140897446,213.09735444538654,183.16073712998406,188.23332531099956,198.57627623250863,198.9279966167201,185.56042384368715,187.0390651439752,187.35981957483926,194.25521662351767,200.10395442881745,187.24490831528155,190.5175370533549,190.55490237054426,190.5685210923026,186.1008036977165,
