dates,satname,sar2197-0000,sar2197-0001,sar2197-0002
1984-05-13 09:39:27+00:00,L5,206.62,185.54,193.45
1984-06-07 09:34:18+00:00,L5,449.82,228.37,219.93
1984-06-14 09:40:12+00:00,L5,432.35,232.58,220.19
1984-06-30 09:40:25+00:00,L5,210.93,211.86,209.64
1984-07-16 09:40:39+00:00,L5,458.80,287.13,372.79
1984-08-26 09:36:09+00:00,L5,192.48,185.49,182.69
1984-09-11 09:36:14+00:00,L5,208.49,194.34,192.31
1984-10-13 09:36:13+00:00,L5,212.92,213.22,217.86
1984-12-07 09:41:55+00:00,L5,462.10,227.84,199.72
1985-01-17 09:36:05+00:00,L5,206.07,206.41,186.20
1985-04-30 09:42:06+00:00,L5,,,
1985-05-25 09:36:15+00:00,L5,220.58,217.14,205.25
1985-06-10 09:35:50+00:00,L5,205.42,187.23,200.63
1985-06-17 09:42:00+00:00,L5,198.72,189.00,185.89
1985-06-26 09:35:47+00:00,L5,454.30,208.34,211.82
1985-07-12 09:36:05+00:00,L5,433.24,214.35,214.37
1985-07-28 09:35:58+00:00,L5,366.37,287.47,221.51
1985-08-04 09:41:41+00:00,L5,207.20,202.42,207.78
1985-08-13 09:35:48+00:00,L5,450.96,224.82,214.23
1985-08-20 09:41:31+00:00,L5,451.32,217.19,217.59
1985-08-29 09:35:38+00:00,L5,,,
1985-09-05 09:41:19+00:00,L5,214.01,201.17,201.40
1985-09-21 09:41:07+00:00,L5,451.25,259.30,214.37
1985-10-23 09:40:46+00:00,L5,462.56,210.45,209.17
1985-12-03 09:33:55+00:00,L5,457.64,225.38,199.36
1986-01-04 09:33:20+00:00,L5,209.20,202.95,189.53
1986-03-16 09:37:58+00:00,L5,456.25,224.21,221.99
1986-04-10 09:31:40+00:00,L5,,,
1986-05-12 09:30:53+00:00,L5,433.57,224.71,221.39
1986-05-28 09:30:02+00:00,L5,450.30,224.52,215.72
1986-07-15 09:28:53+00:00,L5,455.87,214.04,204.80
1986-07-31 09:27:55+00:00,L5,217.04,224.50,209.88
1986-08-16 09:27:20+00:00,L5,433.29,225.92,216.23
1986-08-23 09:33:15+00:00,L5,,,
1986-09-08 09:32:40+00:00,L5,219.25,218.75,212.08
1986-09-17 09:26:37+00:00,L5,453.51,219.51,215.11
1986-12-22 09:25:09+00:00,L5,186.51,192.37,173.09
1987-01-23 09:26:04+00:00,L5,460.81,224.19,201.03
1987-02-08 09:26:15+00:00,L5,38.06,32.05,
1987-03-03 09:33:20+00:00,L5,191.36,183.66,177.84
1987-04-04 09:34:29+00:00,L5,400.49,189.11,191.00
1987-04-20 09:35:01+00:00,L5,450.04,234.49,214.36
1987-04-29 09:29:06+00:00,L5,451.04,227.80,214.15
1987-05-06 09:35:29+00:00,L5,201.71,185.37,186.24
1987-05-22 09:35:55+00:00,L5,,,
1987-06-07 09:36:18+00:00,L5,208.29,209.68,207.73
1987-06-16 09:30:19+00:00,L5,,,
1987-06-23 09:36:39+00:00,L5,216.35,216.64,210.04
1987-07-18 09:30:57+00:00,L5,432.65,224.84,216.08
1987-08-03 09:31:49+00:00,L5,224.50,208.37,212.92
1987-08-10 09:37:49+00:00,L5,454.79,213.95,211.56
1987-08-19 09:32:18+00:00,L5,453.73,215.17,206.10
1987-08-26 09:38:16+00:00,L5,219.74,213.02,200.88
1987-09-04 09:32:43+00:00,L5,223.82,231.46,209.19
1987-09-11 09:38:40+00:00,L5,451.46,226.60,217.88
1987-09-20 09:32:42+00:00,L5,451.37,229.17,214.36
1987-10-06 09:33:26+00:00,L5,210.79,210.19,204.75
1987-11-07 09:33:38+00:00,L5,464.44,209.58,210.24
1987-12-25 09:34:25+00:00,L5,452.91,224.26,205.37
1988-01-10 09:35:05+00:00,L5,459.02,224.32,196.27
1988-02-11 09:35:17+00:00,L5,457.78,191.29,201.65
1988-03-14 09:35:39+00:00,L5,454.16,219.10,207.53
1988-04-15 09:35:50+00:00,L5,449.28,239.36,214.36
1988-04-22 09:42:04+00:00,L5,222.88,227.96,211.87
1988-06-02 09:36:14+00:00,L5,200.01,182.23,202.12
1988-06-09 09:42:27+00:00,L5,448.83,222.61,231.62
1988-06-18 09:36:19+00:00,L5,417.82,219.25,224.77
1988-07-04 09:36:24+00:00,L5,219.66,227.30,212.27
1988-07-11 09:42:36+00:00,L5,450.19,225.94,219.24
1988-07-20 09:36:27+00:00,L5,213.11,215.72,210.11
1988-07-27 09:42:39+00:00,L5,453.07,224.92,211.94
1988-08-05 09:36:28+00:00,L5,,,34.34
1988-08-12 09:42:37+00:00,L5,451.77,219.31,214.37
1988-08-21 09:36:29+00:00,L5,207.14,198.19,197.76
1988-08-28 09:42:43+00:00,L5,451.90,228.43,213.13
1988-09-06 09:36:55+00:00,L5,450.14,232.14,214.38
1988-09-22 09:36:50+00:00,L5,453.26,224.69,214.07
1988-10-24 09:36:41+00:00,L5,466.04,212.79,214.37
1988-10-31 09:42:31+00:00,L5,461.12,212.31,206.11
1988-11-09 09:36:45+00:00,L5,191.70,175.65,196.62
1988-12-11 09:36:09+00:00,L5,198.22,203.55,191.07
1989-01-12 09:35:56+00:00,L5,458.65,212.46,191.91
1989-01-19 09:41:56+00:00,L5,460.56,209.37,199.34
1989-01-28 09:36:07+00:00,L5,456.23,225.12,199.82
1989-03-24 09:40:50+00:00,L5,213.47,200.28,184.36
1989-04-02 09:35:12+00:00,L5,211.57,209.72,212.47
1989-04-18 09:34:43+00:00,L5,453.13,198.92,210.01
1989-05-20 09:34:09+00:00,L5,433.63,224.95,219.78
1989-06-21 09:33:31+00:00,L5,211.03,216.38,219.99
1989-07-23 09:32:57+00:00,L5,208.16,210.36,218.33
1989-08-24 09:32:39+00:00,L5,433.86,209.45,231.75
1989-09-09 09:32:15+00:00,L5,455.87,198.07,210.11
1989-09-16 09:37:43+00:00,L5,210.41,205.39,213.24
1989-09-25 09:31:28+00:00,L5,450.38,231.35,214.36
1989-10-11 09:31:29+00:00,L5,217.89,204.66,199.36
1989-10-18 09:36:54+00:00,L5,454.71,226.16,229.24
1989-10-27 09:30:51+00:00,L5,459.53,229.34,215.24
1989-11-12 09:30:07+00:00,L5,457.30,224.49,212.69
1989-11-19 09:35:57+00:00,L5,210.98,207.65,178.62
1989-11-28 09:29:40+00:00,L5,214.49,216.32,200.90
1989-12-14 09:29:14+00:00,L5,216.66,215.57,184.36
1990-01-31 09:27:43+00:00,L5,209.29,208.21,198.49
1990-02-16 09:27:12+00:00,L5,197.04,190.65,182.94
1990-03-04 09:26:38+00:00,L5,459.63,225.22,191.10
1990-04-12 09:32:08+00:00,L5,210.10,192.33,181.17
1990-04-21 09:26:22+00:00,L5,213.89,215.73,216.27
1990-04-28 09:32:04+00:00,L5,450.81,217.90,217.85
1990-05-07 09:25:55+00:00,L5,451.61,225.92,211.26
1990-05-14 09:32:11+00:00,L5,207.84,219.94,209.58
1990-06-15 09:32:04+00:00,L5,201.69,200.63,209.52
1990-06-24 09:25:54+00:00,L5,214.66,220.54,221.55
1990-07-10 09:26:16+00:00,L5,434.09,239.56,215.03
1990-07-26 09:25:48+00:00,L5,216.06,214.81,222.44
1990-08-11 09:26:07+00:00,L5,417.32,227.03,217.31
1990-08-27 09:25:37+00:00,L5,453.84,209.90,202.22
1990-09-12 09:25:35+00:00,L5,450.81,230.71,199.37
1990-09-28 09:25:50+00:00,L5,454.83,213.86,214.31
1990-10-14 09:25:44+00:00,L5,200.94,186.38,203.13
1990-10-21 09:31:26+00:00,L5,207.45,198.08,202.17
1990-10-30 09:25:35+00:00,L5,459.78,204.77,206.63
1990-11-15 09:25:13+00:00,L5,188.20,192.69,185.74
1991-01-25 09:32:26+00:00,L5,454.74,233.84,201.58
1991-03-14 09:33:17+00:00,L5,460.88,212.86,206.29
1991-03-23 09:27:19+00:00,L5,452.74,213.85,203.83
1991-03-30 09:33:30+00:00,L5,214.48,214.04,206.97
1991-04-08 09:27:30+00:00,L5,212.28,199.92,204.67
1991-04-24 09:27:46+00:00,L5,455.61,200.84,204.28
1991-05-17 09:34:21+00:00,L5,,,
1991-05-26 09:28:46+00:00,L5,416.36,216.10,223.37
1991-06-11 09:28:57+00:00,L5,208.25,188.29,196.36
1991-06-18 09:34:49+00:00,L5,,,
1991-06-27 09:29:13+00:00,L5,449.75,215.86,211.02
1991-07-04 09:35:06+00:00,L5,450.05,228.87,216.26
1991-07-13 09:29:21+00:00,L5,452.00,214.98,208.86
1991-07-20 09:35:18+00:00,L5,450.84,209.23,221.80
1991-07-29 09:29:36+00:00,L5,448.62,236.18,214.50
1991-08-05 09:35:24+00:00,L5,448.97,224.19,221.74
1991-08-14 09:29:15+00:00,L5,220.00,229.83,216.83
1991-08-30 09:29:25+00:00,L5,452.17,216.77,206.04
1991-09-15 09:30:02+00:00,L5,216.94,225.54,200.24
1991-10-01 09:30:07+00:00,L5,454.60,229.69,200.94
1991-10-17 09:29:54+00:00,L5,456.98,222.37,220.81
1991-10-24 09:36:03+00:00,L5,451.35,236.82,214.86
1991-11-02 09:29:52+00:00,L5,456.21,230.09,212.09
1991-12-04 09:30:12+00:00,L5,460.83,224.45,197.06
1992-01-05 09:30:23+00:00,L5,461.10,213.86,187.20
1992-01-28 09:36:14+00:00,L5,457.31,212.71,167.39
1992-02-06 09:29:56+00:00,L5,200.15,200.80,189.35
1992-02-22 09:30:17+00:00,L5,456.29,239.40,199.36
1992-03-09 09:29:55+00:00,L5,458.22,214.42,204.19
1992-04-10 09:29:42+00:00,L5,,224.19,199.38
1992-04-26 09:29:34+00:00,L5,454.03,226.17,209.76
1992-05-12 09:29:27+00:00,L5,210.11,198.47,201.29
1992-05-28 09:29:42+00:00,L5,210.48,214.22,212.36
1992-06-13 09:29:31+00:00,L5,208.75,203.08,207.12
1992-06-29 09:29:20+00:00,L5,220.42,224.67,227.30
1992-07-15 09:28:44+00:00,L5,225.75,231.51,214.11
1992-07-31 09:28:56+00:00,L5,449.01,216.50,226.61
1992-08-16 09:28:41+00:00,L5,211.86,210.19,219.17
1992-09-01 09:28:02+00:00,L5,204.26,195.98,185.27
1992-09-17 09:28:12+00:00,L5,214.55,224.47,209.29
1992-09-24 09:33:50+00:00,L5,455.43,211.23,214.37
1992-11-20 09:27:06+00:00,L5,185.60,183.13,185.33
1992-11-27 09:32:58+00:00,L5,195.81,200.23,191.82
1992-12-29 09:33:21+00:00,L5,208.11,207.23,160.54
1993-01-14 09:33:32+00:00,L5,466.12,230.53,176.93
1993-01-23 09:27:27+00:00,L5,211.38,213.30,192.48
1993-02-08 09:28:02+00:00,L5,188.99,264.81,354.46
1993-02-15 09:33:51+00:00,L5,460.93,215.54,199.36
1993-03-12 09:28:18+00:00,L5,455.37,230.24,212.54
1993-03-19 09:34:05+00:00,L5,452.37,239.56,207.71
1993-04-20 09:34:18+00:00,L5,448.50,218.73,232.00
1993-05-15 09:28:37+00:00,L5,207.14,206.37,214.54
1993-05-31 09:28:16+00:00,L5,218.92,216.93,210.21
1993-06-07 09:34:27+00:00,L5,205.13,201.67,205.67
1993-06-16 09:28:14+00:00,L5,219.27,205.45,210.24
1993-07-09 09:34:19+00:00,L5,449.04,224.29,219.85
1993-07-18 09:28:32+00:00,L5,416.57,224.19,217.05
1993-07-25 09:34:19+00:00,L5,210.30,213.83,216.50
1993-08-03 09:28:32+00:00,L5,448.75,224.41,221.28
1993-08-10 09:34:19+00:00,L5,,,
1993-08-19 09:28:32+00:00,L5,450.56,224.24,219.10
1993-10-06 09:27:59+00:00,L5,450.92,217.73,211.71
1993-11-14 09:33:52+00:00,L5,454.97,232.44,214.36
1993-12-16 09:33:42+00:00,L5,195.93,188.48,189.49
1994-01-17 09:33:15+00:00,L5,194.31,184.36,238.11
1994-01-26 09:26:59+00:00,L5,191.61,186.97,174.45
1994-02-27 09:26:59+00:00,L5,458.86,214.65,195.24
1994-03-06 09:32:40+00:00,L5,448.72,236.12,215.29
1994-03-22 09:32:26+00:00,L5,455.52,220.68,216.22
1994-03-31 09:26:30+00:00,L5,451.48,231.54,207.91
1994-04-23 09:31:50+00:00,L5,218.88,219.90,227.66
1994-05-02 09:25:53+00:00,L5,450.42,210.75,214.36
1994-06-19 09:24:58+00:00,L5,212.93,212.70,209.11
1994-07-21 09:24:07+00:00,L5,213.74,208.21,209.39
1994-07-28 09:29:42+00:00,L5,449.85,211.04,207.25
1994-08-22 09:22:53+00:00,L5,432.40,229.16,216.44
1994-08-29 09:28:53+00:00,L5,451.78,228.23,211.97
1994-09-07 09:22:53+00:00,L5,448.62,230.98,214.36
1994-10-16 09:27:33+00:00,L5,454.19,230.33,200.50
1994-10-25 09:21:04+00:00,L5,206.97,208.58,211.61
1994-11-10 09:20:30+00:00,L5,210.36,213.43,203.28
1994-12-12 09:19:52+00:00,L5,461.68,223.62,183.41
1995-01-13 09:18:46+00:00,L5,202.84,200.62,184.70
1995-02-05 09:23:40+00:00,L5,207.37,204.47,184.34
1995-02-21 09:23:02+00:00,L5,458.39,230.66,199.50
1995-04-19 09:14:54+00:00,L5,451.28,227.05,221.64
1995-05-05 09:14:11+00:00,L5,416.45,227.42,215.36
1995-05-21 09:13:28+00:00,L5,451.27,199.29,212.84
1995-05-28 09:18:55+00:00,L5,208.08,216.89,212.95
1995-06-13 09:18:11+00:00,L5,,,
1995-07-08 09:11:17+00:00,L5,448.96,224.97,215.40
1995-07-24 09:10:09+00:00,L5,433.55,230.49,214.37
1995-08-25 09:08:41+00:00,L5,216.81,210.16,207.52
1995-09-10 09:08:19+00:00,L5,453.60,230.37,214.75
1995-11-20 09:11:32+00:00,L5,458.87,194.73,173.60
1996-02-01 09:10:13+00:00,L5,198.62,207.35,190.65
1996-02-17 09:11:43+00:00,L5,213.50,76.77,99.37
1996-04-05 09:14:27+00:00,L5,215.26,212.51,214.38
1996-04-12 09:21:03+00:00,L5,216.86,209.74,212.62
1996-05-23 09:17:17+00:00,L5,212.27,205.36,218.02
1996-05-30 09:23:51+00:00,L5,416.76,224.77,223.25
1996-06-08 09:18:34+00:00,L5,449.25,235.52,214.42
1996-07-10 09:19:52+00:00,L5,452.45,199.06,204.54
1996-07-17 09:26:25+00:00,L5,433.84,222.00,224.90
1996-07-26 09:20:43+00:00,L5,209.32,224.22,210.52
1996-08-02 09:27:16+00:00,L5,432.52,236.79,218.06
1996-08-18 09:28:06+00:00,L5,433.60,229.66,216.23
1996-08-27 09:22:24+00:00,L5,451.98,215.10,194.54
1996-09-12 09:23:18+00:00,L5,202.38,203.24,199.37
1996-09-19 09:29:51+00:00,L5,207.61,209.63,216.36
1996-09-28 09:24:09+00:00,L5,196.40,195.60,194.23
1996-10-05 09:30:42+00:00,L5,224.29,230.49,202.16
1996-10-21 09:31:31+00:00,L5,219.72,210.99,199.36
1996-11-06 09:32:18+00:00,L5,197.42,188.18,196.28
1996-12-17 09:28:03+00:00,L5,458.24,225.52,203.19
1997-02-19 09:30:58+00:00,L5,189.81,183.70,186.80
