,dates,usa_HI_0040-0000,usa_HI_0040-0001,usa_HI_0040-0002,usa_HI_0040-0003,usa_HI_0040-0004,usa_HI_0040-0005
0,1999-08-02 20:59:19+00:00,174.94288075192128,181.29530930634868,186.23820193663855,187.4799888961792,181.10743857176584,180.40480698582823
1,1999-08-18 20:59:15+00:00,165.0644057642129,171.4154794809611,172.6321528011366,174.82844603790102,171.01369928043403,166.45783111935896
2,1999-10-05 20:59:27+00:00,175.7201193126765,177.9269296890134,184.54205685828714,186.27199967319984,184.980710051362,187.1355243940479
3,2000-01-25 20:59:13+00:00,179.36320767690472,181.47330951069983,184.041998895028,183.6303560111297,184.89519135012253,186.1213809447403
4,2000-02-26 20:59:03+00:00,177.87566791262606,180.76127704790102,181.748204170901,183.43354778627702,183.87552015742662,191.31364637657248
5,2000-05-16 20:58:31+00:00,173.3285627530258,166.11678745714556,164.31358759282864,181.09761484564552,181.08667604683586,179.94428742540606
6,2000-07-19 20:57:48+00:00,174.854359387511,172.54474994524804,183.0364717942504,190.9800520154931,195.64260973005452,186.14055716779458
7,2000-10-23 20:56:40+00:00,176.99689168953722,176.1640827882092,189.49797352466192,189.30898064171782,196.6539845860206,196.31609861630005
8,2000-11-08 20:56:43+00:00,178.4069557821693,180.96790780484486,185.78729037800596,195.38235941742806,191.25112014079218,195.48638183330496
9,2000-11-24 20:56:45+00:00,175.55074527013375,177.74794983540974,182.65520325361717,195.17342863805587,187.7036080148565,193.25734506617943
10,2000-12-26 20:56:52+00:00,180.38800887417418,176.26887310615948,187.32226496921936,197.5427256619678,199.1821134709728,193.1894753704672
11,2001-01-11 20:56:53+00:00,176.60692832035798,175.54740858413047,186.3400443905293,196.7508149947434,198.1114859508353,200.12873925193355
12,2001-01-27 20:56:56+00:00,175.18087745983223,170.20901486828694,176.12082798356388,196.11813476795288,192.2365910456706,193.76437430808224
13,2001-02-12 20:56:50+00:00,166.629326012418,170.19001083761114,184.84815671281183,187.63048148635943,182.72867185687926,179.91824181685126
14,2001-02-28 20:56:44+00:00,172.25925800689828,166.0982375330733,182.8908692113899,189.17286477216166,186.6715549242701,179.70083742425638
15,2001-03-16 20:56:40+00:00,174.0045368288508,162.93037403131964,173.63964753735925,191.3437182132825,188.65020069917,188.05380364775237
16,2001-04-17 20:56:32+00:00,176.88231024239602,179.51414749326983,184.44172851401362,192.81525387466576,193.54790619728098,174.5220216266415
17,2001-05-03 20:56:29+00:00,175.0194917176799,170.37948215943507,178.16536308554873,179.9668220692751,184.4437468238786,181.0746678247794
18,2001-05-19 20:56:16+00:00,173.6658335905543,169.3196043563364,181.00482953535635,181.8290474324515,187.61127743574963,184.33842759061713
19,2001-06-20 20:55:54+00:00,175.16422627029098,183.2014634418261,174.2627034501523,185.20486080411442,190.20317869093606,183.81041308592899
20,2001-08-07 20:55:25+00:00,170.94816650960453,170.88148325321907,183.4282442039048,182.6931614695847,183.7188050110198,177.24749838663558
21,2001-11-11 20:54:53+00:00,178.03631798867596,184.20829491377467,181.8112345855119,182.50917794493057,192.93159646137553,189.5266134009415
22,2001-12-29 20:55:02+00:00,172.75109533448017,175.93308838330623,190.59044594596156,187.8680430440954,190.88433867477602,181.10257967380338
23,2002-01-14 20:55:11+00:00,173.0435418145646,179.67479451470626,191.89194488331998,190.81453586792406,191.60140845704842,184.22546324814493
24,2002-02-15 20:55:18+00:00,182.1087427694278,176.87761107058816,181.89497692341578,186.8330319482902,182.20222878881995,181.1285263610961
25,2002-04-04 20:55:11+00:00,182.4244480315727,184.86009624837456,188.2471810492331,197.9567504904997,198.91514208539215,188.74668018927426
26,2002-04-20 20:55:11+00:00,180.95253434153335,183.25511147603754,187.31187170836148,190.44998871378382,204.86792541614528,196.69184844922094
27,2002-07-25 20:54:40+00:00,170.2198307712602,171.5357801473909,171.88801992845157,184.11177196917043,186.48531623359017,178.33588612981356
28,2002-08-10 20:54:35+00:00,174.6152388610445,178.01689412239008,180.18648176432868,186.9681398148488,185.96093121538362,185.02988939005667
29,2002-09-27 20:54:10+00:00,176.18973244355143,177.1576315922958,184.3868803754183,195.31295451368737,198.00725699854092,195.93439575649018
30,2002-10-29 20:54:11+00:00,178.92171645840943,182.0628929292059,186.8830583840369,188.33639946826713,197.38387758557857,194.00864496439576
31,2002-11-30 20:54:40+00:00,180.48543010876236,189.14190158413817,197.28230852425344,198.22398953302974,202.73682471554022,194.5738857990326
32,2002-12-16 20:54:40+00:00,182.61409298848952,188.37202155204287,195.81387694879348,198.73924844041932,200.36081458167826,198.49536933236334
33,2003-02-02 20:55:00+00:00,182.9296180418324,186.90013192156218,195.1347348373425,203.34829339407185,207.59631147769875,200.12390247052093
34,2003-03-22 20:55:05+00:00,192.6658490952003,196.73539833805464,199.77372336407495,205.33726230015932,209.6690577929503,204.41185525137624
35,2003-04-23 20:55:09+00:00,174.69113523178203,175.6063162023674,178.71618375407562,190.62483176798378,188.35602371233827,194.78439838048286
36,2003-05-25 20:55:06+00:00,,178.04421064361298,189.8013696053375,181.75099141188923,198.23313418986447,194.69460897647843
37,2003-08-13 20:54:49+00:00,,180.79390028397572,182.95075739325316,190.60696957343671,191.6771671240503,192.41218748079388
38,2003-12-19 20:55:14+00:00,175.2586398544224,168.6005952397495,169.1503550157412,169.1599414215742,160.20649554086359,162.33050338044683
39,2004-01-04 20:55:20+00:00,,170.44625396520084,167.79559273936462,176.34561682490803,172.98527008784842,170.54510820571662
40,2004-02-05 20:55:31+00:00,172.15007862519192,168.25790315030395,164.00590926034235,,,183.25468553432367
41,2004-02-21 20:55:31+00:00,175.76773347694234,175.60513635047516,167.60344341598534,172.39175772886966,177.34783677613274,179.42603075760076
42,2004-04-09 20:55:38+00:00,,,181.46812805390658,167.35354017020197,173.5700862031811,
43,2004-04-25 20:55:33+00:00,174.77655442716866,165.73896802269127,,177.2453903688795,177.86635411335112,174.22159151176987
44,2004-06-28 20:55:26+00:00,177.64907055611977,179.00289972098082,182.93234654261872,182.11930854542967,,
45,2004-07-14 20:55:23+00:00,176.9768511323092,175.57045437185332,180.9318001632272,,,183.36147127821826
46,2004-07-30 20:55:16+00:00,170.70316140229264,,,179.46171455390095,179.83648155940202,180.2056052619259
47,2004-08-15 20:55:13+00:00,175.91088536539903,172.47627680023317,178.1408227028896,185.8623789108573,180.80353877782656,189.87636216871869
48,2004-08-31 20:55:09+00:00,178.41438850742688,179.21733126558925,185.37599980769835,,198.72706142128456,189.45055105940773
49,2004-10-02 20:54:59+00:00,179.9676029557987,184.17864948473058,188.63382194913333,187.7318463699307,199.16412487377465,192.82555081433424
50,2004-10-18 20:55:05+00:00,,,192.34504347069065,198.46879337353067,201.75149574985548,199.29985444432094
51,2005-01-22 20:55:49+00:00,172.78500600035366,176.6593397427459,,,186.18381366756395,188.5925169653622
52,2005-02-23 20:56:04+00:00,187.25088613478133,185.9168674406438,187.71084309038824,200.79616246573448,201.32959696704543,191.741253756726
53,2005-04-12 20:56:00+00:00,179.76936856093837,177.20388037655798,173.62160448832597,180.51275715878486,180.89495953355114,177.92070883217235
54,2005-05-30 20:55:59+00:00,167.17689597256333,169.42349986952394,,173.97698096803651,190.6696965489812,177.78771665471294
55,2005-06-15 20:55:51+00:00,164.32552317534802,165.52223556858632,170.5270174527798,169.84663567442163,178.3253970649811,175.2501236835476
56,2005-09-19 20:55:29+00:00,178.0069128408345,179.4158292689172,189.6139830808604,192.25911644740557,193.54795168412244,188.1776675418521
57,2005-10-21 20:55:38+00:00,,179.95949252077875,184.4489431238192,184.68351235785286,194.25080482364538,185.5208922074483
58,2005-11-06 20:55:50+00:00,174.22355839027665,165.9436358389322,179.81059434566444,183.3484926384599,178.46988317463538,
59,2005-12-08 20:56:02+00:00,176.070231921442,175.0883632096618,,184.21694357439404,188.89277488309207,185.84377819641625
60,2005-12-24 20:56:05+00:00,179.4353553747829,184.11904882550337,,,186.75969924824687,189.59828188091998
61,2006-01-09 20:56:15+00:00,177.94651122500818,178.48912401473962,181.65037746629542,189.86582465673047,187.26344963144751,
62,2006-08-05 20:56:06+00:00,180.14190044845395,177.93383117132845,183.10328461053555,186.01927826391793,188.21359279818674,177.67706624746282
63,2006-11-09 20:56:17+00:00,173.0169649464412,171.5895691736835,183.1220087837632,186.49596962722853,181.9104648122067,181.1276939701119
64,2006-11-25 20:56:27+00:00,178.82284307783854,179.29195639336564,189.16152287778533,,,191.10860970249024
65,2006-12-27 20:56:37+00:00,153.89562043671123,151.46808728089024,157.71996498596275,,153.24681991382496,159.92412980379584
66,2007-01-28 20:56:44+00:00,177.94005530954357,183.30901698614178,182.64440813142076,181.6817212772777,193.07086959587474,182.18397232654627
67,2007-05-20 20:56:45+00:00,,165.27471617586625,171.2453993710038,,183.14049630659377,189.16199209863908
68,2007-08-24 20:56:23+00:00,186.59709648497957,190.98665866016086,189.7094979758011,,189.27512384810038,190.70609224516673
69,2007-09-25 20:56:11+00:00,182.68937049166175,,186.6643768081086,190.71826194789907,187.40442046141717,179.97507000979007
70,2007-10-11 20:56:09+00:00,179.24072809687152,180.62370339387607,186.52132988744557,187.68271754261735,188.90798727225814,186.14693786395992
71,2007-10-27 20:56:21+00:00,175.65523215125182,176.23390785766887,183.1823230159958,183.81284262812022,182.02560199092835,181.56849189099702
72,2008-01-31 20:56:45+00:00,184.18507132441013,182.85543780244987,185.04914540886202,182.8741522593952,175.0961982116911,180.03171877364804
73,2008-03-03 20:56:36+00:00,180.54209452808195,181.67501929650285,186.062355755865,188.26964406192286,190.74364314793814,183.8140625920027
74,2008-04-20 20:56:31+00:00,182.62839136957638,185.32827163617364,179.14786148743605,184.5522112935487,184.2000955118898,
75,2008-05-06 20:56:27+00:00,177.27500070359778,176.2666747325606,179.90412015256138,183.32046661413477,180.3596117914556,
76,2008-07-09 20:55:53+00:00,184.8622036444404,183.2054120172953,187.4921827703435,196.80545128341052,,
77,2008-07-25 20:55:42+00:00,,181.5832775220495,184.9860055527579,188.53645637355925,187.34057971297676,185.24010686209323
78,2008-08-26 20:55:29+00:00,173.9139037786675,175.25289242343504,178.96164087895343,184.65903685427742,182.73592363205478,175.66838358006362
79,2008-09-11 20:55:21+00:00,178.23381133716606,181.61281819021096,186.81309517805622,186.3207631995161,,
80,2008-11-14 20:55:34+00:00,171.77721080097072,184.4309558423819,,,197.467765274345,193.72408844867905
81,2008-11-30 20:55:46+00:00,182.62179837306098,185.09282064145737,189.13647579165783,190.49486655352698,192.31303621314785,
82,2009-02-18 20:56:22+00:00,181.4199787490934,179.54602552325338,193.1192102560409,184.4883686877179,197.83959541030322,
83,2009-10-16 20:56:35+00:00,181.38449710081235,191.0886935054989,189.2789301838224,198.30451876449052,199.25812197175895,
84,2009-11-01 20:56:51+00:00,181.92466460418865,184.66278808068364,,192.07733409551142,196.46857710415108,194.98702267768223
85,2010-02-05 20:58:13+00:00,187.29241301499204,184.75463285555458,191.85181927570002,,,177.85221823995315
86,2010-02-21 20:58:24+00:00,202.93803641699566,199.96527177260776,206.67982609794092,204.76555758325787,204.84659762308974,205.85149048379077
87,2010-03-09 20:58:31+00:00,196.22707542470036,195.2943461921519,,193.2438749963584,185.00143875182232,187.01325275600303
88,2010-03-25 20:58:36+00:00,,201.32158962603452,195.33835773729592,200.00439838400513,198.60185290139069,195.8779042775978
89,2010-04-10 20:58:38+00:00,190.51699242358706,184.10800551780494,177.74464039766357,,175.51999504514828,168.89359110271764
90,2010-06-29 20:58:36+00:00,180.13747964508858,180.0742385746303,182.21904567175258,181.24667203385198,177.432476236689,186.78681245912466
91,2010-07-15 20:58:38+00:00,182.31544383798627,,183.96854696498636,180.89227943391728,178.65217928937975,178.21089333282276
92,2010-10-03 20:58:40+00:00,183.0733954048601,178.33924600314265,182.69698461450025,186.45995068065938,,
93,2010-11-20 20:59:13+00:00,185.11762116578893,187.92449742443387,,,197.60374129954857,197.4919782042346
94,2011-02-08 20:59:50+00:00,185.10579742441718,185.976406320835,,189.80157568028164,194.37320635675533,193.93411752839089
95,2011-02-24 20:59:55+00:00,181.1492762548139,185.42136304329313,191.052790745519,191.38158294273768,195.40235235906277,
96,2011-03-28 21:00:01+00:00,172.76378167960962,177.08609788686593,179.54119714894836,180.70214413446405,184.61558711419684,181.02450917873955
97,2011-07-18 20:59:56+00:00,169.96923891008552,167.50964657801006,,175.70428473023932,183.81275614075435,181.16264118927276
