,dates,nzd0134-0000,nzd0134-0001,nzd0134-0002,nzd0134-0003
0,1999-08-19 21:58:28+00:00,221.44702378679474,215.06598227657378,218.35517229700156,219.6974188258412
1,1999-08-26 22:04:44+00:00,,218.856279473932,221.53357607074958,214.1194313278601
2,1999-09-20 21:58:32+00:00,220.35149206669362,209.32110840428672,214.68569237559467,221.23553461697378
3,1999-09-27 22:04:48+00:00,224.0650257587898,218.9798386362887,218.38131715743998,
4,1999-10-06 21:59:04+00:00,,,,
5,1999-10-22 21:58:28+00:00,,209.78767825989883,220.03653759653614,221.09022180608923
6,1999-11-14 22:04:42+00:00,211.30917081613723,213.92773034363694,212.8530681281866,
7,1999-12-25 21:58:28+00:00,226.03909807836882,202.1774485318715,206.62040766914407,
8,2000-02-11 21:58:22+00:00,,220.20837444128125,218.7208469527988,
9,2000-03-30 21:58:09+00:00,220.96787141157566,213.42290237915688,219.22408918850797,
10,2000-05-17 21:57:43+00:00,221.61040645368982,220.276739900083,225.50709043296757,223.12302238985902
11,2000-05-24 22:03:46+00:00,219.9478014076336,211.30340044990623,220.2385701526017,
12,2000-06-18 21:57:51+00:00,,,,
13,2000-07-11 22:03:17+00:00,221.21389584189055,206.1197132638901,212.46377700674634,204.6387712139424
14,2000-07-20 21:56:59+00:00,,,,
15,2000-08-12 22:02:54+00:00,214.06008468663646,211.48189784844752,214.4093703496552,205.7518741098467
16,2000-08-21 21:57:02+00:00,239.86217320827217,232.96391633129485,229.30632744307695,230.09062666412282
17,2000-09-13 22:02:26+00:00,,211.4674242201107,212.26114371350675,
18,2000-09-22 21:56:05+00:00,231.50397426878578,211.33996248342964,223.41747913594773,220.89326177825836
19,2001-01-03 22:02:12+00:00,211.7110422296864,210.7695834626331,209.18844174067567,208.0666653147664
20,2001-01-12 21:56:06+00:00,232.97092920209508,218.16875684389782,224.1896743255695,220.69442400759345
21,2001-01-28 21:56:08+00:00,,,,
22,2001-02-13 21:56:27+00:00,,206.569220272654,213.0737239564836,203.7003997504468
23,2001-03-01 21:56:21+00:00,211.5229066277755,203.23366076937998,214.95005397821043,
24,2001-03-17 21:55:52+00:00,,211.55802509094707,212.9108745007113,211.8754883539957
25,2001-03-24 22:01:59+00:00,,212.00769233118785,215.36204626622666,
26,2001-06-05 21:55:40+00:00,240.50439862455647,238.16744354581428,242.29761081460194,239.80676841836387
27,2001-06-21 21:55:05+00:00,,,,
