,dates,mex0503-0000,mex0503-0001,mex0503-0002,mex0503-0003,mex0503-0004,mex0503-0005,mex0503-0006,mex0503-0007,mex0503-0008,mex0503-0009,mex0503-0010,mex0503-0011,mex0503-0012,mex0503-0013,mex0503-0014,mex0503-0015,mex0503-0016,mex0503-0017,mex0503-0018,mex0503-0019,mex0503-0020,mex0503-0021,mex0503-0022,mex0503-0023
0,1986-04-21 17:30:29+00:00,194.60862537915563,187.20971519271137,177.9759867751031,181.0450878750955,186.5281110815594,193.70922076128278,211.93577564953026,229.40602140524032,225.57940516970046,228.90779291894538,234.8162441280996,232.57966425439972,247.88350095255228,254.52382034091485,265.1475749122436,276.98852130023903,279.46064228888486,271.6416742590977,268.4138362298429,261.1136402452968,266.29537192744203,261.8862617788497,237.72496146691392,224.56351233983932
1,1986-05-07 17:30:05+00:00,184.72247700168927,183.0554226393668,176.6232675263791,174.38177569823182,181.4958359540922,189.59444680130747,201.24559902888578,218.8531792273192,221.9233626804073,225.72918236348744,237.71377171951823,240.14171020087556,243.94944636783686,250.65281391656416,263.6782226435648,271.95394757222584,268.9186980306739,263.7328580831105,261.21938394877156,256.1644001879392,261.9366411736787,260.94309913120526,239.7690438587084,217.7027581071859
2,1986-09-12 17:25:50+00:00,178.5039280683896,177.08212506801482,176.0659357791018,176.91351196757697,189.96861212323373,204.97109204573925,214.6463730256346,236.1334269705279,238.80117968352366,236.0941810886109,235.09737124876747,242.4854734776718,245.68073866093937,258.9434460667053,276.413324420187,284.01896158370107,285.9554403725952,281.6502051709887,281.33476287266865,268.5460735938767,266.3408397969471,264.3510895670344,244.0428509785686,223.16175316291586
3,1987-06-11 17:29:41+00:00,185.86476001498193,183.57832147442582,173.20495638235133,178.33053666193445,181.4819507850781,193.58052694079507,209.25309587281924,225.33617223669899,228.1364390659234,233.1785370693303,237.23551458643902,235.94416306303154,238.5943032212127,251.19901719912315,261.5903408833566,270.83696061827203,270.046238861038,268.0438630875627,263.8579274364262,265.23710454407495,265.8042062708861,262.17835830871263,238.4360900593848,220.19739452789972
4,1987-07-20 17:36:38+00:00,198.50872371862715,188.94983584688077,184.06429024034875,188.39668264591702,192.57472552910778,207.771395131646,225.26859646446172,240.60780579426043,239.65185687504058,242.89708760641105,244.21571907510466,246.90773421778022,254.68518910196474,274.76577927397943,287.56621073741417,297.73857257770703,,,,283.4076187722589,286.1173636275318,283.09680759381774,260.3011963071017,242.9845823531472
5,1987-09-22 17:38:24+00:00,184.8114315308708,180.8309248865926,175.9139502049862,180.9290764442047,187.68042321037345,200.95036476420754,221.5561377158141,237.0978435004257,239.5049693720003,240.43938481554133,243.43729007899077,245.34297894433558,251.12516905132225,259.9299972704764,269.41669494759446,289.7506174013884,293.52245632531776,284.51482759744067,284.35678757756926,275.324665086392,275.8424693197759,266.11079859096594,245.73229775647826,226.78392712748223
6,1990-03-31 17:25:16+00:00,220.9195027251231,204.83686354574053,184.39129818048016,181.74817093269775,187.9543370082571,201.04753795702663,224.56700059920212,242.68105203557724,236.38579044410625,235.80515183442253,242.5266574041011,248.21758640495648,247.2848245803999,261.2531529818526,275.65166712180877,284.78731096460245,285.77780580733327,287.02585496957727,282.759093320838,279.3354908967039,282.4948663540879,280.4780474340465,254.27824692919103,238.74132904949855
7,1990-05-02 17:25:18+00:00,234.05250470872787,216.3251343415501,209.87444956803867,198.4315149878736,197.83584482914003,225.41638541861246,243.28805811355318,254.4820393380161,241.10111366105988,246.94630390634927,261.346238701178,254.36500803909578,255.94079540108052,282.2946122138941,289.7584096451524,297.99038419312933,310.82773539461255,313.9828136383047,308.3968471513834,299.45964207590305,307.5383312322074,302.9908885608261,284.9253270869387,275.1191478523779
8,1991-03-18 17:26:40+00:00,193.15317276985644,172.58552182065765,160.48997671434975,158.51212951274664,165.9997437649424,178.991068243864,194.1586967855109,220.51304884670822,220.54930341902434,223.38501638259947,223.51489745061727,230.20901050381525,239.08797724399278,245.77525430868175,252.47064692397848,266.1578856906291,265.84473749362525,262.9427277128433,256.3066659566707,247.26639563863225,248.65678923175156,245.55165302572715,226.49425773341778,
9,1993-02-03 17:27:03+00:00,217.90470971980986,198.43534678419374,193.11605421191143,185.1426012000086,191.9153329687774,210.96378362025638,227.69367200972536,245.78614744680897,245.61027053961465,248.95601235029542,252.6209663170984,248.52662476751806,252.25963390915118,267.0702733545117,278.45950559188634,293.1731073838925,296.54802300503667,288.0101987584368,286.58477971042043,286.63999861399463,282.65783672817753,277.27627769964414,258.467211810256,252.08228985800721
