dates,sar2310-0000,sar2310-0001,sar2310-0002,sar2310-0003,satname
1984-04-13 09:26:43+00:00,170.76,184.66,247.52,267.81,L5
1984-05-06 09:33:03+00:00,172.06,183.82,251.95,272.01,L5
1984-07-18 09:28:22+00:00,174.57,186.16,253.06,271.34,L5
1984-08-03 09:29:20+00:00,175.14,185.75,250.98,271.39,L5
1984-08-19 09:29:51+00:00,174.15,185.37,251.20,270.33,L5
1984-08-26 09:35:45+00:00,173.75,183.63,248.21,269.66,L5
1984-09-11 09:35:50+00:00,173.73,183.43,248.83,269.89,L5
1984-09-20 09:30:04+00:00,173.93,183.44,249.07,269.72,L5
1984-10-22 09:30:00+00:00,174.50,183.37,250.45,270.75,L5
1984-11-07 09:29:29+00:00,174.84,183.94,250.54,269.75,L5
1984-12-09 09:29:34+00:00,175.21,184.06,251.27,270.86,L5
1985-01-10 09:29:51+00:00,178.07,184.57,250.23,270.86,L5
1985-01-17 09:36:05+00:00,177.08,184.02,249.89,271.36,L5
1985-01-26 09:29:56+00:00,175.72,184.10,248.81,269.87,L5
1985-02-02 09:36:09+00:00,175.59,183.76,248.52,270.21,L5
1985-02-11 09:29:59+00:00,174.25,183.17,246.25,269.74,L5
1985-03-15 09:29:58+00:00,175.37,184.42,243.30,270.44,L5
1985-03-31 09:29:55+00:00,174.06,184.01,240.85,269.34,L5
1985-04-16 09:29:51+00:00,174.15,184.35,237.93,269.34,L5
1985-04-23 09:35:59+00:00,173.74,184.45,237.60,268.06,L5
1985-05-02 09:30:07+00:00,174.04,184.60,238.63,268.07,L5
1985-06-03 09:29:40+00:00,174.23,184.50,237.37,267.94,L5
1985-06-26 09:35:47+00:00,173.29,184.24,235.73,266.22,L5
1985-07-05 09:29:33+00:00,173.32,184.44,237.13,266.40,L5
1985-08-13 09:35:25+00:00,172.21,184.55,236.68,264.49,L5
1985-08-22 09:29:32+00:00,172.32,185.05,238.86,264.70,L5
1985-10-09 09:28:35+00:00,172.51,185.47,244.62,265.05,L5
1985-10-25 09:28:23+00:00,169.87,184.04,247.00,263.96,L5
1985-11-10 09:28:33+00:00,169.36,183.72,247.32,264.56,L5
1985-12-03 09:33:55+00:00,169.06,184.03,249.07,265.81,L5
1986-01-04 09:33:20+00:00,169.10,184.41,249.80,265.85,L5
1986-01-13 09:26:58+00:00,169.66,184.36,249.61,266.36,L5
1986-03-18 09:25:58+00:00,168.21,184.59,251.13,269.70,L5
1986-03-25 09:31:37+00:00,168.71,184.46,249.94,269.32,L5
1986-04-10 09:31:17+00:00,168.53,179.42,247.69,271.60,L5
1986-05-12 09:30:29+00:00,171.21,181.04,250.15,273.36,L5
