dates,satname,sar2310-0000,sar2310-0001,sar2310-0002,sar2310-0003
1984-04-13 09:26:43+00:00,L5,170.76,184.66,247.52,267.81
1984-05-06 09:33:03+00:00,L5,173.37,182.99,256.39,276.22
1984-07-18 09:28:22+00:00,L5,179.57,190.82,255.26,269.99
1984-08-03 09:29:20+00:00,L5,176.85,184.52,244.77,271.56
1984-08-19 09:29:51+00:00,L5,170.21,183.88,252.05,266.07
1984-08-26 09:35:45+00:00,L5,171.77,174.92,233.24,266.31
1984-09-11 09:35:50+00:00,L5,173.58,182.19,252.58,271.25
1984-09-20 09:30:04+00:00,L5,175.36,183.56,250.78,268.54
1984-10-22 09:30:00+00:00,L5,175.33,184.05,258.53,276.06
1984-11-07 09:29:29+00:00,L5,176.06,187.57,257.09,268.22
1984-12-09 09:29:34+00:00,L5,178.19,185.00,257.15,279.70
1985-01-10 09:29:51+00:00,L5,203.79,189.15,240.84,371.24
1985-01-17 09:36:05+00:00,L5,169.71,185.37,251.86,274.49
1985-01-26 09:29:56+00:00,L5,162.04,184.93,238.06,256.47
1985-02-02 09:36:09+00:00,L5,175.40,180.73,241.56,274.99
1985-02-11 09:29:59+00:00,L5,159.51,176.74,221.32,265.01
1985-03-15 09:29:58+00:00,L5,178.32,187.05,215.85,305.34
1985-03-31 09:29:55+00:00,L5,162.24,179.50,226.27,259.75
1985-04-16 09:29:51+00:00,L5,175.05,187.74,208.69,208.44
1985-04-23 09:35:59+00:00,L5,170.81,185.21,254.87,265.83
1985-05-02 09:30:07+00:00,L5,177.38,186.17,250.02,268.18
1985-05-18 09:29:40+00:00,L5,,,,
1985-06-03 09:29:40+00:00,L5,178.32,186.43,241.95,267.00
1985-06-26 09:35:47+00:00,L5,166.90,181.87,237.49,264.22
1985-07-05 09:29:33+00:00,L5,173.71,186.86,253.93,268.05
1985-08-06 09:29:18+00:00,L5,,,,
1985-08-13 09:35:25+00:00,L5,167.19,180.15,241.08,258.41
1985-08-22 09:29:32+00:00,L5,173.31,189.51,258.44,266.16
1985-10-09 09:28:35+00:00,L5,169.96,185.33,255.09,262.56
1985-10-25 09:28:23+00:00,L5,152.17,176.02,238.04,257.12
1985-11-10 09:28:33+00:00,L5,173.33,183.60,252.55,272.98
1985-12-03 09:33:55+00:00,L5,175.89,188.88,255.95,277.01
1986-01-04 09:33:20+00:00,L5,171.82,187.38,247.46,266.74
1986-01-13 09:26:58+00:00,L5,173.59,184.01,248.25,269.93
1986-03-18 09:25:58+00:00,L5,160.73,186.88,260.55,281.58
1986-03-25 09:31:37+00:00,L5,172.15,183.62,241.61,266.62
1986-04-10 09:31:17+00:00,L5,131.75,144.98,237.09,280.80
1986-04-19 09:24:53+00:00,L5,,,,
1986-05-12 09:30:29+00:00,L5,173.08,191.50,260.15,270.84
1986-05-21 09:24:03+00:00,L5,,,,
1986-06-06 09:23:35+00:00,L5,,,,
1986-07-08 09:22:57+00:00,L5,175.12,187.91,242.77,267.23
1986-07-24 09:22:23+00:00,L5,159.03,175.55,250.39,265.62
1986-07-31 09:27:55+00:00,L5,170.60,181.79,251.54,269.30
1986-08-16 09:27:20+00:00,L5,171.03,182.79,251.69,273.55
1986-09-10 09:20:15+00:00,L5,,,,
1986-09-17 09:26:13+00:00,L5,172.80,182.13,243.24,268.50
1986-09-26 09:20:09+00:00,L5,168.69,183.17,250.65,263.11
1986-10-12 09:19:38+00:00,L5,170.83,187.60,246.22,265.62
1986-12-22 09:24:45+00:00,L5,306.47,299.71,246.82,251.97
1986-12-31 09:18:50+00:00,L5,169.27,184.09,249.12,271.04
1987-01-07 09:25:13+00:00,L5,176.06,184.98,250.03,274.60
1987-01-16 09:19:18+00:00,L5,172.06,188.23,264.03,267.90
1987-03-05 09:21:03+00:00,L5,,,,
1987-04-06 09:22:12+00:00,L5,173.50,182.93,251.33,271.84
1987-04-29 09:29:06+00:00,L5,180.04,185.80,249.95,272.54
1987-05-08 09:23:11+00:00,L5,176.94,185.06,258.81,265.01
1987-05-15 09:29:33+00:00,L5,166.08,184.15,237.47,258.53
1987-06-09 09:23:59+00:00,L5,171.30,189.00,246.68,260.13
1987-06-25 09:24:20+00:00,L5,184.21,193.03,248.95,268.28
1987-07-11 09:24:39+00:00,L5,177.70,194.91,258.13,262.42
1987-07-18 09:30:57+00:00,L5,163.71,178.89,241.66,260.95
1987-07-27 09:25:01+00:00,L5,175.23,189.68,259.89,267.79
1987-08-03 09:31:25+00:00,L5,163.78,179.95,248.67,263.69
1987-08-12 09:25:31+00:00,L5,176.48,190.34,251.69,263.96
1987-08-19 09:31:54+00:00,L5,171.30,185.60,245.52,263.12
1987-08-28 09:25:57+00:00,L5,171.88,185.78,244.38,261.36
1987-09-13 09:26:21+00:00,L5,175.54,182.42,255.39,270.17
1987-09-20 09:32:42+00:00,L5,171.20,181.02,254.76,270.68
1987-09-29 09:26:42+00:00,L5,175.56,165.81,236.19,284.19
1987-10-06 09:33:02+00:00,L5,164.29,183.30,216.21,253.65
1987-10-22 09:33:17+00:00,L5,153.86,178.35,230.30,256.35
1987-10-31 09:27:40+00:00,L5,167.92,180.53,258.05,265.20
1987-11-16 09:28:03+00:00,L5,173.83,187.00,258.30,271.82
1987-12-02 09:28:18+00:00,L5,173.33,186.97,240.61,271.13
1988-01-10 09:34:42+00:00,L5,172.44,192.25,249.01,268.64
1988-01-19 09:28:41+00:00,L5,118.87,164.57,216.39,259.02
1988-02-11 09:35:17+00:00,L5,173.96,183.52,251.15,274.42
1988-02-20 09:29:14+00:00,L5,166.49,184.69,252.18,269.72
1988-03-14 09:35:39+00:00,L5,179.69,186.11,249.50,280.21
1988-04-15 09:35:50+00:00,L5,177.37,188.41,246.93,270.63
1988-05-01 09:35:57+00:00,L5,171.99,179.39,257.90,277.28
1988-05-17 09:36:08+00:00,L5,162.36,179.76,233.72,255.70
