,dates,jap0352-0000,jap0352-0001,jap0352-0002,jap0352-0003,jap0352-0004,jap0352-0005,jap0352-0006,jap0352-0007,jap0352-0008,jap0352-0009,jap0352-0010,jap0352-0011,jap0352-0012,jap0352-0013,jap0352-0014,jap0352-0015,jap0352-0016,jap0352-0017,jap0352-0018,jap0352-0019,jap0352-0020,jap0352-0021,jap0352-0022,jap0352-0023,jap0352-0024,jap0352-0025,jap0352-0026,jap0352-0027,jap0352-0028,jap0352-0029,jap0352-0030,jap0352-0031,jap0352-0032,jap0352-0033,jap0352-0034,jap0352-0035,jap0352-0036,jap0352-0037,jap0352-0038,jap0352-0039,jap0352-0040,jap0352-0041,jap0352-0042,jap0352-0043,jap0352-0044,jap0352-0045,jap0352-0046,jap0352-0047,jap0352-0048,jap0352-0049,jap0352-0050,jap0352-0051,jap0352-0052,jap0352-0053,jap0352-0054,jap0352-0055,jap0352-0056,jap0352-0057,jap0352-0058,jap0352-0059,jap0352-0060,jap0352-0061,jap0352-0062,jap0352-0063,jap0352-0064,jap0352-0065,jap0352-0066,jap0352-0067,jap0352-0068,jap0352-0069,jap0352-0070,jap0352-0071,jap0352-0072,jap0352-0073,jap0352-0074,jap0352-0075,jap0352-0076,jap0352-0077,jap0352-0078,jap0352-0079,jap0352-0080,jap0352-0081,jap0352-0082,jap0352-0083,jap0352-0084,jap0352-0085,jap0352-0086,jap0352-0087,jap0352-0088,jap0352-0089,jap0352-0090,jap0352-0091,jap0352-0092,jap0352-0093,jap0352-0094
0,1984-07-02 01:16:26+00:00,192.53897112223768,176.61716431981085,203.7668163717915,205.58156931555752,190.76486187013595,191.6169946085662,200.63775579506057,204.67103508529377,197.19671442651756,195.787817937717,198.05125695564902,195.52920955511973,187.5579289187286,186.41170191947134,179.2406113883763,188.27387238667743,180.89329899988056,181.85798997851353,195.39622703110697,182.36943312188077,170.02099812877842,168.74602482579624,161.65040038594017,164.8149034831962,170.88320658059484,172.4375319855447,177.2431241592185,179.52855007084165,179.9419904429111,167.60474032274365,190.96160081722084,186.63434944234865,180.9672223945689,173.8162814829265,,160.4192747097046,153.67020548856604,152.23133455803685,160.22121811490507,170.0044276966296,169.06738203143627,160.288255677769,170.91903386798683,173.6591083275598,172.7307755115754,181.56014946773334,182.95388830033815,192.23292619991165,192.89362934471004,196.1535777486964,,213.8224588949642,216.3293753902793,219.2368532975676,202.2561927275169,198.84250960483917,190.69087190627548,,164.299730846655,164.89438525585652,166.76831021047585,169.66614433695003,173.62656975556558,184.8632579839298,181.61146383122343,182.03967886955166,179.42149860034934,171.55811003652357,158.65126643206327,148.78504929328074,,159.8339699984413,172.80114463505967,174.2137110561933,166.60538604187514,165.22590146341466,164.51604255285292,,,150.55613659948477,137.66634556468622,130.35760828727913,125.71544821853928,118.14928538944348,106.94631834025262,102.82593398503963,88.19054831397173,67.70285653249485,74.34827592655877,70.24751747961209,75.8477145895269,79.03393425744711,71.5125582778622,65.30195001327876,65.9195542963714
1,1984-07-18 01:16:43+00:00,188.61336401822732,165.81151968124948,202.34490480105038,204.67504274726474,193.42374236014138,188.22804959890775,193.44611854513323,208.97631887892544,197.5523092424157,,193.9289332527798,194.4503774681551,191.7515681085019,184.97704819552848,174.11045808310004,186.9454848657394,183.38761914834615,180.24201186390889,185.85989910275129,179.20682335301618,174.8321874553029,161.61652753576783,161.95658909660625,163.5812725577707,,173.05517875083706,178.15233845365998,175.5445642713113,180.43772301227816,166.0289637918777,183.9772179842311,186.93925163756217,188.84107428628036,184.9651157790914,178.4352671179252,165.03953849190762,162.31550993124426,152.79993885786203,,175.19141008250975,175.5042902952173,146.4802069766737,164.09342836502043,175.21022133911453,176.28302573299683,183.12291435967174,183.39463416094355,,193.01189417620532,199.78241777283247,206.0616191263213,208.94840726452148,206.49030541432455,211.20378932434238,197.8560788920079,199.0718608592773,184.5376698227427,181.2594151395734,159.37702374039105,157.1096438824548,160.43384776428442,167.93679048520931,165.9296967135902,178.42909589691433,177.27875343672483,177.8791738677014,176.75406676310917,170.20247856289436,151.75809402054568,,145.6537470828091,162.25308825251005,164.75931914207936,160.14155920785666,154.91493876511876,156.6376890689571,153.93703492283228,,,141.76864439697792,122.95455165014455,116.90354327670397,,104.91246232296378,101.81632377573571,92.59085395325313,77.31758494376972,59.997992698078534,69.1725691695648,70.35742830553973,68.59566045491101,68.23683281103692,60.657445964529984,59.11565713903957,62.14137968023111
2,1984-10-22 01:17:58+00:00,199.79436439744256,188.1350658343542,216.38293905342775,204.78938621489186,192.7446597724089,210.3380958077654,205.76880793055236,203.3217993665022,204.93528276733915,193.92333387674168,202.37479136780465,208.67155114840085,208.26471712041993,192.7273225466788,186.98614864678981,180.21176834921525,182.54600180988356,,183.91183562380323,176.38876791335028,160.69753489263366,155.25851396501625,151.73270059207465,159.43662703176275,167.3368282816471,168.43480206284292,162.33962507007237,169.76936581062205,173.29328470846983,181.55722471885207,164.65793281662877,173.9280959618725,163.7589678145619,152.11885726561815,143.66655139848916,132.38357424655058,135.80353203223564,131.84944736330036,,160.09937391224204,163.38786013282424,166.60559299436773,,143.113334601137,150.07249916904772,156.23972516574324,170.57175620722867,180.03700246686765,199.52010741645802,200.80797031095645,198.35196058845725,190.0173954125096,,199.70839080097963,188.02836673797864,179.98844381980464,170.31361103521849,172.08062767357745,176.79414774317394,172.08193584373691,178.52307054592492,184.73389882543594,188.37777435869913,176.6920451944754,184.6510761445998,184.17797988425806,179.36582615264035,,148.45532096266797,147.48156799902677,143.14811612561996,156.3739965879796,172.5723302439874,168.33202807079732,163.42252336349978,163.98874932675398,160.45604226987152,148.79985763877022,140.63495577118576,134.5314587367167,123.75516160113615,120.15786039388166,130.98553046908884,127.29815227231515,112.37347136874848,99.70704909743303,86.52221393894612,85.48308848012468,92.46955012684606,86.50761143635118,81.18000054057144,74.83548277358379,82.75475682797116,88.66916123670768,71.58367013372572
3,1985-03-15 01:18:20+00:00,186.23205351161138,173.56583520145156,178.33605763701883,200.69816353706668,193.38126539824856,180.62198969710508,184.10493929537688,,185.10643114346632,,180.8480680925032,194.33689289753593,187.8489046417256,180.30523120509315,171.59146597222835,176.74297243689685,174.20598001518408,164.34371529136766,163.9023274022553,163.96474628445984,153.77261095732442,149.74436862669336,147.85512112695775,155.51862457441752,160.35895965407886,165.2944085846094,160.5803832679319,155.07391123663265,156.91473280620082,161.79801423366013,148.03767992214466,166.61289891019393,170.87437960057872,166.12740995205328,151.28515099774145,153.0169578661668,137.49934352578597,136.92943293436952,155.48740494262606,159.73431091377145,140.0090876304361,156.03749150666675,166.4761053440947,166.58365576578157,159.68499556680501,158.30025658453033,175.23001983219547,184.78613459643987,181.70157940409445,194.64152625588116,,189.09343304487282,202.91943478113188,191.48991595141916,186.5974461551587,,171.61495873400946,171.82266724971362,165.89520899871482,166.93533502201558,165.31491723225878,168.38176942288948,167.91094093429953,171.75821262441357,170.14017972975537,173.28129828181392,169.2363386793027,166.7762308981363,149.34738517046185,135.54265156619707,128.18787941612726,147.85748008425787,154.88535819491636,165.8402760915137,155.18391624258823,157.78875336982367,,154.71339016551104,142.9614549625588,138.1400713653468,123.7235228559004,115.17550459636621,108.15134886587445,100.377802708814,99.2801283571755,,,54.87968809888834,63.1011115163897,50.3074388254448,,90.84392976852713,89.22287983706121,68.02629018558133,47.97292289621247
4,1985-05-02 01:18:05+00:00,187.513045081119,167.3648827833874,197.06770674389168,200.56234332792127,187.7890904984431,182.93960347456272,190.82452335888718,193.87557248629054,180.04725352198187,185.43295825052894,194.80501394716254,193.0590840401819,188.39936530732177,171.71482925438318,154.57900704132032,171.33397279708112,163.73160420071216,161.44885400967712,164.10568153165147,162.20042827426198,156.29125269499076,155.20462143616786,153.93079405950502,163.21864121667994,164.8859516388523,157.06626567905553,156.7768809268466,154.47663758024288,159.08942385073536,165.707549020283,157.29583612242556,162.4721251516243,,156.2750427854066,144.00212736885354,139.04335183818,130.4862290669698,123.69747998536518,,159.04170158352093,140.23607316146382,151.39853546712834,153.658343773392,150.29459066436567,144.88663746896424,,164.63341629405585,168.47328071995761,174.9380427299651,181.63637088288203,187.41583684352403,189.67861868165085,202.48092557577854,201.8503809673347,190.05338388800612,183.17610767180412,170.0604625183502,168.21738161306493,172.58692475689534,166.16802062750344,165.5977488770484,,177.47076827873656,175.4320913868644,178.279933557393,,173.96397330440283,162.66882499815736,153.6582615872828,152.0291789805663,136.66963200271329,151.9657749235044,158.72615111093202,167.91823575479262,162.7560039758632,157.652066849696,155.66305525125273,150.02690968402217,144.53170214956535,118.82223803577611,127.62416588223643,123.65893027702501,120.20453625201395,111.48447517921171,106.26363914410258,111.46841412568185,85.57331217371993,70.58682234171155,67.91743828030327,68.12353489794721,84.9939925028769,91.21509038267172,,86.55551932689781,65.08173567931708
5,1985-05-18 01:18:02+00:00,188.10497181918933,168.76983340759793,195.31532338208908,198.75008243929477,193.88547243667065,183.4002757736377,,196.94290722223536,187.02030232688807,190.94814641053694,194.4808157528799,196.87480232189952,185.3479196937205,178.80891061172258,173.3184724285333,178.22231925378267,173.96141622303495,177.50418250623176,176.50047283416384,169.94480551257348,155.9178670955971,156.53758961452402,151.4160438017612,158.67236597042407,170.76389297348885,171.54822587020126,174.92535278316018,168.42313502618688,172.40669879239238,178.03345384630418,161.37052959531655,166.07060201557255,172.51112812444106,163.43682892892707,149.4968767117358,142.77719909773054,137.51607482775998,,148.579597033705,163.76213041749787,156.8660779832897,163.40252864174155,165.4213519073124,159.06730671941023,159.99498386225466,,171.179809408522,174.53760567287526,180.40990306762868,187.34641462217047,188.92664213573127,197.43118861392628,213.36697306828674,206.3081799025273,192.49862824192923,184.40369014119088,182.40641540825163,173.9967474942072,182.9750989383959,175.08203859050695,170.60353697576002,,183.43719328901287,,189.9196379891801,181.31865902731082,181.123832880542,,163.89127806999534,,141.82101871760926,160.66707618552948,182.5533055495545,181.32191111934128,184.4016870722434,182.94769361304446,166.1909853139481,142.47106876881418,143.06048805074664,133.90971644597806,129.43175526795008,,134.63700572292447,116.56346826279014,118.83145438062938,111.19996953405969,101.82617550919252,92.59898741958989,,89.06903380319937,81.66981344754383,91.40472891390253,,98.35527227859069,83.5173940076498
6,1985-10-09 01:16:57+00:00,197.43984835463178,191.02947078572404,208.22092285715485,208.02351095375687,199.2752234322733,201.58107998969186,216.35741164913622,229.91739083404175,,205.67532747864405,187.37888683688172,192.82430032309384,193.3377337699238,178.52024220053312,172.8297909498486,182.7269582650826,189.5311968963753,189.3871848780743,191.3428210025005,186.16933858331166,187.86484020851532,165.1654622247309,158.7618104595176,162.93113004134386,176.83153176363646,165.87489915379336,164.39158681036224,170.16091450201532,177.3232322409453,182.395643445066,152.29830062511746,167.88003223150363,,164.2328624457129,151.04791921729404,148.8464242927436,157.85990219544,150.98786335222647,164.84874208299854,171.34899333206698,169.56777185149528,173.92578136977215,174.08821297448998,167.99156127759244,165.41990194294877,163.13669738434353,169.012333890292,,182.47374212050903,186.3142562332613,,200.53808588607976,,198.20646941121018,192.45548204026855,180.67909140929945,181.55744903234122,176.72625337631573,174.61175612468801,,177.50860539104193,,189.82531771887935,,195.534602878357,,181.63711128723935,171.87721693422333,158.88898459267196,157.94979936724775,154.3794145831288,158.98170383590974,167.92581941504625,171.7465937709961,169.4321708748161,174.58780301586896,171.15049347757562,155.19354225808524,150.67696992773332,144.49574416436317,139.30557114615416,125.29362537406192,133.41426453171616,122.40842666878892,107.98385435466537,102.65062512943649,86.42994444892447,79.09186415080342,,91.84382699509115,101.36276160780001,97.29867438398287,,81.52530626419785,90.28308734120009
7,1986-02-14 01:14:38+00:00,191.05210467058072,178.33694533221248,199.42158560117923,199.37762081647512,196.15198644549633,193.41915907805057,195.54530942752223,217.3501904290771,215.19395849750703,196.1156908238242,181.54354921575302,187.61847420779426,187.41684577658356,169.9677321925679,174.1824666114853,175.68609174265953,176.79489482480915,181.83281906017817,190.74507442243853,184.59760668409055,181.0808119690466,161.93891917896806,167.5388475814761,161.66528123751152,,168.3885681980291,161.6982580542149,167.84826752492995,164.37942430116132,161.73600421199117,,,,148.52151640617268,141.6632378013456,139.36120603336587,146.97285388210696,146.05425110434737,149.00990602381736,156.20617917232144,155.9620453247656,157.5777432130667,166.04790399622013,168.14464546264688,171.6097703922007,165.17479685020126,171.86410899124388,174.75776722334808,180.9020543262632,185.90852948956996,187.61822918457682,199.30643934774324,,,,182.5575220096873,182.02093836262725,180.65598098995932,176.20081166427155,168.37368360934465,169.9698237644524,173.18361331520296,174.72386945778567,180.10163368708035,179.66289976158038,183.18877889392243,180.17881283105655,178.3731614652637,,,148.8289905960242,155.95873870047143,165.6006559580693,175.8729252106558,165.9613409624887,168.138174445566,166.53473769182767,,,128.6617775555942,117.97295164758697,117.36838838750288,114.87705808203653,100.15254554108012,101.86011128364345,79.44272976090866,61.6979199232194,57.92032208529802,65.85081091610373,86.23907926087935,,112.25024699658944,111.45862945022992,99.20634641959388,63.746343179981885
8,1986-09-26 01:08:08+00:00,187.71922792536137,164.7767723917873,189.5878048934781,192.3000000029369,186.28636856601094,175.0633511122762,180.65503702192257,193.94020876130736,176.70116710431498,176.9515887303678,178.4036379466782,179.72331194598556,173.94296421294408,170.72176076410256,167.19511274465296,163.83175455279115,170.37480649261477,164.05150144439307,163.87096909879804,156.72641766954678,147.0129362328503,146.40668977868188,152.83690969680657,158.0360227352493,155.8839551746493,158.38403727616551,157.76486771811128,154.84751338325503,146.45339792583255,136.59311498786403,137.6898231726793,,,137.26471967651537,137.0116437686442,132.64643976697312,126.54432740219988,133.40201257159228,139.74591898487157,148.64231611291987,125.24454255453036,147.20442696414955,153.53287630547018,,144.17190996646335,137.68475867319572,155.0763024500772,163.6654365997558,163.11236488353327,172.4801461440215,179.90386095388862,166.05916833079885,189.23701922377103,187.01553825306885,166.09090478763886,160.98322056773836,157.54629041071263,158.2150585437458,159.98381599530904,160.01407158495243,165.9436982073624,170.91947284850906,176.0149778356751,176.21875698862527,168.03781851796316,170.8468726418587,167.60849280655285,170.03919436498583,155.2536547849302,146.8101359466805,152.51986563203494,145.7518225620569,160.69406624648673,170.12268176201673,165.57447553995596,156.07518501982867,142.85535078171495,142.74030152523454,132.19823407558889,121.31482668418673,120.298291993992,115.85275165506737,110.74971884182948,102.2612241285204,84.12605134816346,56.58827985971094,40.45559375968862,37.910027841845,44.03229689177225,,42.401307170479704,44.51083579240229,,65.14951637352878,71.73766864874345
9,1986-12-15 01:06:42+00:00,212.84241423575403,204.75363547872266,214.40060859816865,211.55696621278133,208.17413270161873,200.35137930863922,219.65634325773996,238.8934427294378,228.70341364389142,205.8239529687889,196.8090597740174,,202.77324116658792,202.09933634301987,201.4654463835187,189.3929527496459,192.740682117281,195.390904901723,200.2736269004833,194.7999458101392,187.50730736229264,184.24372205150235,173.9418669999089,176.29701576069994,182.28967135466988,191.82534499828103,192.46213653275456,193.883619544413,193.1064426481167,185.97269240369852,190.76787657573797,179.3765697425192,188.2233155027891,184.70215117402265,172.42824796472553,167.12956576261854,156.2387134796449,168.94005277013474,189.46999770672852,208.5105243094013,202.05304004626404,,192.1638373548363,185.6121985978691,188.99543975766704,186.30512157937815,196.26502471929228,211.22079188771409,203.8327988046908,204.8113512354408,207.17104110824292,,243.92353909471873,227.27944824967977,219.80896497389722,202.88641671827673,198.0006512771908,191.3476562572622,196.59686337129762,179.03990160752397,186.52271826521095,,193.552782088761,203.42789326247015,208.36367766299801,,196.21849901089328,,166.13366945760947,165.56481071821756,158.96667286441723,173.30124973476856,178.5392717934925,181.26253905332146,182.37105267322616,175.1685292458816,175.55185247351162,159.89501514296418,158.88515076260353,153.71393209791984,143.97700174562945,130.19832858869614,130.46101769150258,121.0324641967657,108.8631488464179,78.33470542584608,65.58013259233206,64.06776286534848,62.75075485318955,59.352712666032275,53.37122510626254,74.76636755442777,,103.78896709208207,79.49435832499294
