dates,nzd0589-0000,nzd0589-0001,nzd0589-0002,nzd0589-0003,nzd0589-0004,nzd0589-0005,nzd0589-0006,nzd0589-0007,satname
1999-07-16 22:13:59+00:00,326.39,192.48,,205.53,203.11,223.75,202.67,188.18,L7
1999-08-17 22:14:01+00:00,345.64,214.07,242.47,222.71,217.01,223.63,212.88,198.14,L7
1999-10-27 22:20:15+00:00,363.54,206.89,218.25,211.04,,,,,L7
1999-12-07 22:14:05+00:00,354.04,209.29,234.96,216.60,210.45,221.71,211.83,198.26,L7
1999-12-30 22:19:45+00:00,357.73,210.51,251.55,218.50,218.42,210.21,210.97,197.65,L7
2000-04-13 22:13:30+00:00,349.77,,,,,,,,L7
2000-04-20 22:19:39+00:00,334.37,205.98,224.07,214.43,205.59,231.58,210.37,199.61,L7
2000-05-15 22:13:18+00:00,,,,,,,,213.00,L7
2000-07-25 22:18:33+00:00,340.42,223.00,251.95,217.70,214.92,231.94,224.51,208.75,L7
2000-09-04 22:11:58+00:00,352.14,202.09,225.47,203.27,204.37,205.04,204.79,192.70,L7
2000-09-27 22:17:48+00:00,360.28,210.85,235.83,218.06,217.67,226.52,213.77,202.35,L7
2000-10-06 22:11:35+00:00,348.12,210.79,238.81,219.66,225.34,245.37,212.73,191.18,L7
2000-11-07 22:11:29+00:00,345.86,,,,,,,,L7
2001-02-11 22:11:36+00:00,360.57,208.24,215.16,217.22,218.92,228.32,217.50,203.85,L7
2001-03-22 22:17:09+00:00,362.16,215.28,244.64,220.27,220.77,231.05,215.37,201.85,L7
2001-04-16 22:11:18+00:00,364.81,211.80,243.11,219.00,219.79,228.65,218.14,212.29,L7
2001-04-23 22:17:26+00:00,349.44,214.79,234.93,221.29,216.54,228.91,216.66,200.19,L7
2001-06-19 22:10:41+00:00,,229.51,244.44,228.24,246.97,248.96,240.17,238.60,L7
2001-07-05 22:10:33+00:00,,225.15,238.34,224.46,224.84,228.16,212.69,205.58,L7
2001-09-07 22:09:46+00:00,381.76,208.07,231.76,230.32,,,,,L7
2001-09-23 22:09:38+00:00,338.47,,,,223.72,228.82,218.36,214.24,L7
2001-11-26 22:09:45+00:00,370.15,213.85,247.24,221.45,228.56,231.52,220.48,207.93,L7
2002-03-02 22:10:08+00:00,332.97,206.41,219.30,211.19,206.46,224.33,205.70,195.22,L7
2002-03-25 22:16:11+00:00,351.12,223.41,244.49,219.99,222.52,225.71,214.06,206.76,L7
2002-05-21 22:09:53+00:00,323.10,212.06,245.36,214.94,226.06,243.03,219.76,214.28,L7
2002-05-28 22:15:34+00:00,,205.70,226.91,214.74,209.26,230.27,215.77,197.13,L7
2002-07-31 22:15:35+00:00,347.79,214.17,240.04,214.82,213.98,216.42,221.58,214.58,L7
2002-09-17 22:14:43+00:00,365.25,207.47,242.39,220.05,209.52,221.08,213.13,208.08,L7
2002-10-19 22:14:44+00:00,346.42,198.27,230.04,213.77,210.13,233.93,223.59,199.44,L7
2002-12-22 22:15:17+00:00,341.02,206.64,225.48,215.88,205.13,217.31,197.87,184.92,L7
2002-12-31 22:09:32+00:00,365.11,209.41,246.02,220.36,229.88,230.81,219.95,201.94,L7
2003-01-07 22:15:16+00:00,380.87,208.76,229.15,217.00,205.20,218.41,209.53,189.01,L7
2003-02-01 22:09:45+00:00,353.41,216.06,226.86,221.70,215.56,227.20,206.95,211.91,L7
2003-02-24 22:15:37+00:00,361.81,214.17,248.62,225.02,225.26,230.43,215.26,210.06,L7
2003-03-21 22:09:51+00:00,356.07,208.24,224.64,218.80,222.25,235.40,208.07,202.77,L7
2003-04-13 22:16:07+00:00,359.10,222.02,258.48,233.58,232.92,224.07,228.60,206.35,L7
2003-08-11 22:04:15+00:00,338.87,215.74,233.51,218.85,212.61,230.81,208.86,201.83,L5
2003-08-20 21:58:14+00:00,352.90,215.27,242.32,223.01,225.63,221.59,213.82,200.82,L5
2003-09-20 22:15:10+00:00,343.27,211.38,248.11,222.54,225.74,220.51,219.02,203.94,L7
2003-10-06 22:15:30+00:00,351.50,208.99,236.55,223.15,229.95,229.02,225.48,214.29,L7
2003-10-07 21:58:59+00:00,367.11,219.89,251.49,230.46,224.09,235.19,218.50,212.82,L5
2003-11-23 22:16:02+00:00,350.11,197.26,223.63,205.60,206.45,211.48,210.12,,L7
2003-12-01 22:05:52+00:00,390.69,215.54,237.15,213.89,213.63,215.27,210.01,201.03,L5
2003-12-09 22:16:06+00:00,359.80,201.87,229.12,210.96,,,,,L7
2003-12-26 21:59:54+00:00,346.43,211.64,214.02,213.92,209.18,225.93,199.39,193.10,L5
2004-01-03 22:10:06+00:00,,,233.69,211.28,205.57,214.53,208.25,197.33,L7
2004-02-19 22:06:19+00:00,342.95,213.54,230.38,220.32,208.20,220.17,203.14,195.09,L5
2004-03-31 22:00:23+00:00,,209.50,243.42,223.19,224.06,220.02,211.62,205.79,L5
2004-05-09 22:07:21+00:00,357.29,210.20,230.28,220.53,215.46,228.18,208.84,202.67,L5
2004-05-18 22:01:50+00:00,,210.72,231.62,220.81,214.86,231.45,210.90,204.15,L5
2004-06-10 22:08:41+00:00,326.51,217.36,249.04,238.78,231.07,221.69,219.85,211.86,L5
2004-07-05 22:03:15+00:00,259.27,199.93,220.44,215.84,208.12,230.68,205.74,196.88,L5
2004-07-21 22:03:39+00:00,290.99,217.04,229.27,215.24,209.48,228.09,205.38,201.54,L5
2004-07-29 22:10:02+00:00,,222.69,256.21,225.81,224.58,229.18,220.77,211.77,L7
2004-08-06 22:03:57+00:00,322.21,,248.54,242.03,213.27,222.58,181.96,,L5
2004-08-21 22:15:45+00:00,,210.81,248.65,228.33,218.21,,,,L7
2004-08-29 22:10:46+00:00,342.95,219.69,242.92,222.43,220.35,232.94,223.13,209.26,L5
2004-09-06 22:16:04+00:00,,,248.47,223.50,218.93,219.87,218.07,199.95,L7
