dates,satname,nzd0589-0000,nzd0589-0001,nzd0589-0002,nzd0589-0003,nzd0589-0004,nzd0589-0005,nzd0589-0006,nzd0589-0007
1999-07-16 22:13:59+00:00,L7,331.77,204.77,,217.82,222.22,229.12,210.86,201.41
1999-08-17 22:14:01+00:00,L7,346.14,215.21,244.47,223.85,218.79,224.13,213.64,199.37
1999-10-27 22:20:15+00:00,L7,370.16,222.03,244.75,226.18,,,,
1999-12-07 22:14:05+00:00,L7,356.10,214.00,243.21,221.31,217.78,223.77,214.97,203.34
1999-12-30 22:19:45+00:00,L7,354.23,202.51,237.55,210.50,205.98,206.71,205.64,189.03
2000-04-13 22:13:30+00:00,L7,344.83,547.12,629.65,367.34,503.07,490.43,482.09,459.26
2000-04-20 22:19:39+00:00,L7,339.37,217.41,244.07,225.86,223.37,236.58,217.99,211.92
2000-05-15 22:13:18+00:00,L7,482.02,436.79,519.17,521.84,404.93,429.47,411.44,207.77
2000-05-31 22:13:06+00:00,L7,463.99,490.90,600.06,499.27,356.19,403.38,516.23,421.27
2000-07-25 22:18:33+00:00,L7,336.67,214.43,236.95,209.13,201.59,228.19,218.80,199.52
2000-08-10 22:18:02+00:00,L7,457.70,442.50,697.52,440.93,359.70,439.33,411.34,270.27
2000-09-04 22:11:58+00:00,L7,352.02,201.80,224.97,202.98,203.93,204.92,204.60,192.39
2000-09-27 22:17:48+00:00,L7,361.78,214.28,241.83,221.49,223.00,228.02,216.06,206.04
2000-10-06 22:11:35+00:00,L7,344.62,202.79,224.81,211.66,212.90,241.87,207.40,182.56
2000-11-07 22:11:29+00:00,L7,341.55,322.76,291.03,268.77,,,,
2001-02-11 22:11:36+00:00,L7,366.76,222.38,239.91,231.36,240.92,234.51,226.93,219.08
2001-03-22 22:17:09+00:00,L7,361.47,213.71,241.89,218.70,218.33,230.36,214.32,200.16
2001-04-16 22:11:18+00:00,L7,362.00,205.37,231.86,212.57,209.79,225.84,213.85,205.37
2001-04-23 22:17:26+00:00,L7,351.75,220.08,244.18,226.58,224.76,231.22,220.18,205.88
2001-05-25 22:17:11+00:00,L7,417.62,558.44,692.05,443.00,479.07,524.35,472.46,438.84
2001-06-19 22:10:41+00:00,L7,124.98,224.51,235.69,223.24,239.19,246.77,236.84,233.22
2001-07-05 22:10:33+00:00,L7,196.64,230.72,248.09,230.03,233.51,230.60,216.40,211.58
2001-09-07 22:09:46+00:00,L7,385.20,215.93,245.51,238.18,,,,
2001-09-23 22:09:38+00:00,L7,337.78,,,,221.28,228.13,217.31,212.55
2001-11-26 22:09:45+00:00,L7,366.34,205.14,231.99,212.74,215.00,227.71,214.67,198.55
2002-03-02 22:10:08+00:00,L7,339.41,221.12,245.05,225.90,229.35,230.77,215.51,211.07
2002-03-25 22:16:11+00:00,L7,346.68,213.27,226.74,209.85,206.74,221.27,207.30,195.84
2002-05-21 22:09:53+00:00,L7,317.72,199.77,223.86,202.65,206.95,237.66,211.57,201.05
2002-05-28 22:15:34+00:00,L7,199.81,218.41,249.16,227.45,229.04,235.83,224.25,210.82
2002-07-31 22:15:35+00:00,L7,347.48,213.46,238.79,214.11,212.87,216.11,221.10,213.81
2002-09-17 22:14:43+00:00,L7,361.31,198.47,226.64,211.05,195.52,217.14,207.13,198.39
2002-10-19 22:14:44+00:00,L7,345.86,196.98,227.79,212.48,208.13,233.37,222.73,198.06
2002-12-22 22:15:17+00:00,L7,346.02,218.07,245.48,227.31,222.91,222.31,205.49,197.23
