,dates,jap0024-0000,jap0024-0001,jap0024-0002,jap0024-0003,jap0024-0004,jap0024-0005,jap0024-0006,jap0024-0007,jap0024-0008,jap0024-0009,jap0024-0010,jap0024-0011,jap0024-0012,jap0024-0013,jap0024-0014,jap0024-0015,jap0024-0016,jap0024-0017,jap0024-0018,jap0024-0019,jap0024-0020,jap0024-0021,jap0024-0022,jap0024-0023,jap0024-0024,jap0024-0025,jap0024-0026,jap0024-0027,jap0024-0028,jap0024-0029,jap0024-0030,jap0024-0031,jap0024-0032,jap0024-0033,jap0024-0034,jap0024-0035,jap0024-0036,jap0024-0037,jap0024-0038,jap0024-0039,jap0024-0040,jap0024-0041,jap0024-0042,jap0024-0043,jap0024-0044,jap0024-0045,jap0024-0046,jap0024-0047,jap0024-0048,jap0024-0049,jap0024-0050,jap0024-0051,jap0024-0052,jap0024-0053,jap0024-0054,jap0024-0055,jap0024-0056,jap0024-0057,jap0024-0058,jap0024-0059,jap0024-0060,jap0024-0061,jap0024-0062,jap0024-0063,jap0024-0064,jap0024-0065,jap0024-0066,jap0024-0067,jap0024-0068,jap0024-0069,jap0024-0070,jap0024-0071,jap0024-0072,jap0024-0073,jap0024-0074,jap0024-0075,jap0024-0076,jap0024-0077,jap0024-0078,jap0024-0079,jap0024-0080,jap0024-0081,jap0024-0082,jap0024-0083,jap0024-0084,jap0024-0085,jap0024-0086,jap0024-0087,jap0024-0088,jap0024-0089,jap0024-0090,jap0024-0091,jap0024-0092,jap0024-0093,jap0024-0094,jap0024-0095,jap0024-0096,jap0024-0097,jap0024-0098,jap0024-0099,jap0024-0100,jap0024-0101,jap0024-0102,jap0024-0103,jap0024-0104,jap0024-0105,jap0024-0106,jap0024-0107
0,1984-05-30 00:29:04+00:00,126.890987136391,119.06428933409966,117.3223616530217,117.77723061401645,105.2319496465525,110.84787117131879,122.01238486759755,126.1958901398636,124.50219378163344,125.23081427373698,133.77504134298255,134.64292484063895,134.8787863999114,141.43374228399074,138.00170417098747,130.61181508989978,114.70033843954661,97.1213338668171,88.30314872212381,89.51175844778821,92.6992214280921,97.78633307537382,101.60872879702009,102.11711011564388,100.23832092020776,98.50593889577516,90.36154238218872,105.9270271543678,107.41858982844036,104.02003613956006,95.59203937458341,49.34207442093064,94.88558624424215,111.90278056035109,123.27448211128119,128.36170497705274,134.88548350539492,146.03113740538214,161.75331294923652,169.99454249132873,168.00923680341543,158.47322311182006,141.46828815644,131.2134023066932,120.98240896066211,118.21853332383186,127.39608356796975,133.7883754036955,139.83481093660245,136.1125728013322,128.66750987541582,117.82967349292466,124.87926835869919,125.97233114068749,131.5514293527221,131.37327633172993,132.7944880091832,131.7673239405699,131.60840588911563,127.84644116113398,126.00303335272481,125.4343734960296,119.74319126878956,114.50521786895746,113.9663621408015,121.38171270685174,119.63071098619773,126.5693206026927,132.88517552352363,135.1724840964738,141.37294143817627,142.27568417618085,146.47301782939874,146.59869230747853,149.1090982213173,152.4415940641638,155.49597317002758,154.34255305278666,150.4562830978351,142.59121726158605,136.79032420099,131.14123862884776,132.94022169834176,125.98823324039527,117.31129773190845,119.17006645289126,126.85825490806505,123.78270789200621,115.80281536213874,117.41261455014472,125.82515398680347,135.83817335957735,130.03222762562729,137.35868436306492,132.86328659582517,133.92560862785774,136.26949646608136,139.68485764311126,139.41395387224338,135.90959967457266,136.62607273429447,134.51347387585326,126.26795271222444,126.28540020187718,123.34332736054192,121.93906836656629,118.19090830955749,110.31148721979218
1,1984-08-18 00:30:55+00:00,128.08298557173097,122.86746177284743,124.91885896257506,127.19057294277715,124.58167427810852,124.10574445761922,127.53481227932438,133.78764928695122,135.61244242433418,135.36157508473153,137.51819336723275,132.6114783883225,134.67525178139118,138.917372604094,134.87849975136555,123.4390525914893,114.34124318180528,99.03824441155405,98.28066822066266,100.65906811131455,102.50363587393561,104.68037479845148,115.80236068748295,114.10366615452199,112.50430843185651,110.69144161106128,101.79756525258276,114.911954319935,122.24036601030966,117.4843820796769,121.05209700516087,82.93231038757536,110.60850500997907,115.19794035828451,131.53458023190996,138.42550585842878,150.62482836517776,158.9889122650046,176.44664770876108,180.7866615335749,177.8053494554921,167.16615133237767,153.3630581777098,139.62937699820338,130.67243274786458,129.81926144663242,138.54665276698887,147.3146002335431,142.5932465933156,139.16571927051672,125.36541103291373,121.02600721721582,131.54163705097295,137.5065186948053,139.8693569958979,141.04346606330444,145.01066905341165,143.63268488236244,142.84387140394185,138.97470888959106,137.13306979648496,134.1180998892421,130.85530783088996,126.20007770297448,130.44400587559807,128.40942561408409,126.30740642473395,130.34766818186586,139.62281433493598,142.37442349173477,147.45110926441666,151.73893275538052,154.23682124943332,159.71594331203048,159.86042017747633,161.89695644497203,162.0888166539145,162.63984521949942,157.22696635545148,153.35846219974144,148.22000193879504,138.45342775910984,141.60377448826057,138.85978879752633,137.03492435778804,138.53177795114848,141.72123200249962,141.19680474221676,138.21734376340672,140.64706609873969,142.37117356125785,150.70047266312318,150.51041668376683,154.23560129816912,152.0929940755679,147.05204005537053,146.7982046436147,146.7145754210463,154.62705864582617,152.85658071604402,152.62930288229973,151.7393819811254,149.3401607577482,143.23808088550246,142.40608429598473,137.491119734496,139.5156617803418,140.28497078935277
2,1984-11-22 00:30:57+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1985-07-29 00:24:43+00:00,133.9203859749351,124.24080160292964,125.22316667620012,128.25188871590905,122.69923976423581,123.50484353627617,126.39360400044805,131.55324908900707,130.382108730743,133.43186566182843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1985-08-14 00:24:34+00:00,144.23580505520263,141.30983614821722,141.75958493628315,144.67904106203946,136.9278826384059,138.81018252324225,138.56304952081152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1985-11-25 00:29:25+00:00,,,,,,,,97.78271535948534,107.08320419511503,106.9416114688382,113.79355622232427,117.00569007967064,110.31312474566315,123.28511056360023,108.83840596857456,107.09862162310058,95.10790732565653,76.73754320242332,65.7533549256419,68.79092268186396,69.33620312512701,69.87233609163101,64.08996944186396,,60.23435531406855,68.72754423961072,,,79.91122593693453,,,,,,,,,,148.91845689977708,176.90781523256817,178.8992133503673,165.78639341046386,148.52930344852132,136.53681002964316,124.36091573253874,,,,119.37281712947394,128.11616753213212,98.21267585381088,,,132.25935204084615,138.8552736721998,134.5916026266273,136.85544266361308,140.40217163944112,136.4584989917159,130.9159612623104,127.63845047313393,122.90282012269194,120.124054280552,106.65591576863261,125.54251703368374,129.36519898077114,124.82574614069037,129.51886435961885,125.55075598428024,,131.86969781170012,149.3849666779625,154.32918845154666,157.55280928355614,151.75702342463342,,,,,,,,,,,,,,,,,,,,,,119.63681893992509,124.21725219751468,,,,,,,,,,
6,1986-02-06 00:21:48+00:00,,,,175.41738817230868,161.37929847095944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1986-02-13 00:27:48+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1986-04-11 00:20:25+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1986-05-13 00:19:38+00:00,133.02199797486196,124.88254087786112,127.18965131635882,132.28295567353211,129.7977547190667,133.62606184832626,135.33570091669932,138.83098012261848,137.87189287274694,137.3014715642085,140.70478457273904,143.26691054410333,146.75194757959088,149.43121100713375,145.11292415898032,,,96.13524082041988,,,79.78752823433592,86.08613148339958,88.78770099040021,,71.7389430361217,73.38280445292764,,,,,,,,,,,,,122.57045886281523,,,,151.4372894874778,139.5026365170936,128.80022338203688,123.85359617283808,132.79273300737015,147.07148089397708,153.61660738215969,150.84335379654112,139.56601690884335,132.57725468590738,143.56290161064226,149.11312376567346,151.99524942680415,148.74472883720966,145.3957165802415,144.3309154623835,142.00589210218126,140.48826150588843,137.94563347830632,134.4911061597836,133.7223189394461,125.34311822605082,131.6468748431223,139.8787945901854,143.97869966558437,142.3347447062066,160.3309358632079,179.87618603242717,160.68289947593144,159.31494364050113,153.57216819613382,154.37745578981523,156.1036578492927,162.0069875032692,152.1121698104038,155.900798847004,145.4496276464056,151.61065680888538,145.4323899926934,141.08224184179755,148.37300709066585,166.19844412299415,,,148.8362317858963,141.2181319942956,128.53693771782304,131.97377901216416,134.71648144907664,141.9429690667293,142.95630685976886,142.1518237658545,121.08234208990753,147.82477416264592,154.0247413834029,146.0153255478915,158.75773100433923,159.06600343312567,163.34122588843377,160.02804372939244,149.15449765219557,140.48298684938322,139.23163743742504,140.97440790421803,131.12997369886338,136.46234126984692
