,dates,per0241-0000,per0241-0001,per0241-0002,per0241-0003,per0241-0004,per0241-0005,per0241-0006,per0241-0007,per0241-0008,per0241-0009,per0241-0010,per0241-0011,per0241-0012,per0241-0013,per0241-0014,per0241-0015,per0241-0016,per0241-0017,per0241-0018,per0241-0019,per0241-0020,per0241-0021,per0241-0022,per0241-0023,per0241-0024,per0241-0025,per0241-0026,per0241-0027,per0241-0028,per0241-0029,per0241-0030,per0241-0031,per0241-0032
0,1984-11-11 14:17:42+00:00,183.20025499449628,188.08584844123413,187.6336210071142,155.39672167276723,128.84761674977807,136.54328975101402,150.07438576786,166.6161244532122,179.6705611379648,170.58172401603645,156.34720008175356,149.5605220773977,,172.49511871485856,171.52465561608457,164.21509043108318,171.10645404360793,181.92927650971896,164.34406073040356,161.38543624554154,161.51199932025793,183.28570539074025,164.7958982642067,146.1022945600563,142.32891355677833,142.2720679351939,150.69252686169156,155.8845172429202,175.3952762044253,129.58270375878328,135.9289211274696,168.5535819100828,200.57924367854227
1,1985-03-03 14:18:15+00:00,190.30437748615745,207.43696714398166,199.70754902272594,191.0680463844499,165.5409615301015,157.42040917923035,158.3000437630282,169.5249400042476,198.74091379721995,191.85160222259958,184.4884161966372,171.9548593914167,201.97474929087696,201.43538069740828,190.41171505678892,176.65377875103005,182.71525764969033,186.81611327927376,176.31471665743484,184.86950118266063,187.70085524503781,189.2474047383339,184.18957753204342,167.19565460478753,158.79953009943938,164.00885133275193,160.82159248853165,165.38664758767217,187.79617743613238,145.00145096507526,153.86054069361876,185.27841621292805,217.29504408627062
2,1985-03-19 14:18:14+00:00,166.94643976595063,170.29532014272172,162.10970944504814,153.31935566311947,136.7394615940891,137.530661409135,146.4525272217307,155.20553872647537,169.36682086987497,166.03561825066026,169.06590798661728,173.6281765012892,164.57839953964717,166.24789864841546,169.06661713036817,163.60013877515345,163.1460458502201,168.8584762339148,155.21973161699913,152.39621667426786,153.77307113779975,173.26320669842102,168.31749631704915,157.02015691544423,150.02034745908674,146.18776575722464,145.22868998869734,150.33655067041153,181.0426414675091,127.89347659956053,130.51978317041034,159.19542443269245,188.97721860033312
3,1985-03-28 14:12:25+00:00,169.73916787172217,178.46415009314663,172.22940933994587,174.71908140583767,155.73607187146217,142.13506567811154,145.59017948521966,160.11221479402062,169.91680491209104,164.60683058831336,182.01269003364672,188.20263142042913,175.85213203394738,173.27772334360702,174.3629389102828,168.16257333614962,173.87237095168146,175.03353639415351,162.32197464761845,165.52943984868068,163.07039044180857,174.6053396945891,167.20898852341418,164.91513926928417,158.14918913025934,151.96073705165878,148.01137795485766,150.2101333698091,173.94633351534253,130.46920346182674,134.00223836450675,160.19880742723876,203.41076009981066
4,1985-04-20 14:18:05+00:00,163.6573698743331,168.80385859361445,155.23071317033163,142.34337671165594,120.89968172432869,109.65873652678795,114.227533437658,117.55670045478362,130.80219267710967,140.8298594469839,142.9833518586201,141.32774591535406,142.74056302506074,145.1559837561041,145.80733001362228,145.28449551665238,154.83458462404204,160.5420422260591,141.4851076361341,133.71871907925382,146.15313014485653,168.03491410578044,154.3567393142829,124.475589273485,133.86194423954217,119.81137251978998,119.7254921029096,124.00319858593346,161.116029820311,113.73803997190882,118.08870632052364,137.61546990354122,169.3892874712861
5,1985-11-07 14:10:41+00:00,166.58525748838838,185.77195975132844,173.2048341822878,153.82525748833606,144.00731620321358,145.1015193911718,142.18921895984164,144.37275362786525,164.40733003379052,165.46137588454764,161.14822742692502,144.97400449136643,140.29220488053238,151.9244211425206,148.27300094366126,146.91321534164248,160.53440896896137,179.74154977995317,168.75206925380718,158.86327477523804,150.09741365776313,183.11995924491652,171.71576946791072,152.7111573412614,149.60733164076032,141.2702643474143,125.06399980202039,133.10730838915708,179.9597626379708,114.05519186517022,129.5077260563278,171.43551245618133,204.1616589250047
6,1986-07-21 14:04:35+00:00,164.07833515478302,171.19482107312587,154.85199872715268,146.71882038297667,123.84077440440944,118.84802729566458,123.52651169746795,137.68136707129165,171.33758809144905,176.01199687289363,169.29985508492058,155.9809060237524,153.88006741802045,152.53282041316442,148.40456766334378,150.24356994541296,153.48146212479563,168.339758424813,175.33380455292587,154.82192891839992,150.9441014220027,161.2404683107615,146.0848933847742,131.35831078696168,152.08332288130293,143.67847882998322,137.46513332946023,135.48887679488197,170.40870562301822,103.37451076288843,123.71340114516978,145.62626058277743,194.07478982850702
7,1986-12-28 14:01:13+00:00,190.8194056960409,,183.20292407244187,183.87650123525637,178.29426420490654,170.7783574679558,171.01807149736374,203.1920179772551,197.01790512189461,194.51093641157144,196.24491041837888,201.73120575345837,193.5756219609882,190.77413320252606,199.12749982169473,199.22302177454213,197.06390858782956,198.0513410636671,194.8399824930999,,,,,,,,,,,,,,
8,1987-01-13 14:01:42+00:00,178.65689268182982,183.3210597680055,177.24083667307,179.89933573116215,156.69137336206282,154.01750430076248,172.5981111506324,190.19984209976474,191.97841969592423,193.70272092066253,196.7344298254066,192.18719222642963,178.42512085675065,177.41618208548527,190.73188387370672,188.05154912868352,188.51816227175445,182.69731629890185,175.90645508785985,191.6986940671514,198.70638138948732,184.80536849998197,181.69631496360367,,179.8627559152094,175.20466371084342,170.22182288983765,171.7190183332371,183.09199587220667,126.5033087624206,137.07040119593134,170.9910340408092,208.48970088844754
9,1987-02-21 14:08:52+00:00,,,,,,179.2178365345759,205.8145745303654,205.6965477273191,213.1840226584919,205.60313755065556,205.34282871862627,212.01407663551936,209.77053190262774,203.92258577091712,212.5378562678769,223.20154498562582,208.97648720075847,197.35656665281272,207.34918850680742,209.4548898564586,206.0892094006075,189.10334608376968,192.79342270409535,,209.17405545046603,200.69698105996932,195.18012727394648,184.02785480631368,187.93807829146766,149.71828148578862,158.58486671989124,,223.31434376422084
10,1987-11-29 14:10:21+00:00,176.7649416469999,183.4598911490409,168.61636320545978,164.16700803305227,160.6034462384621,153.0834811530226,154.64032628444323,175.1327739376127,197.34258230495726,172.37457601820742,156.42071122892284,166.6887053963033,179.55052095907882,174.78829659711585,,,179.2127829157779,176.91458226259718,169.23676590200392,182.42882977369845,186.58732044704615,175.6023112288374,158.6716960040122,139.16546475968573,156.86138847966225,151.72891919670968,128.91274349193094,125.0936324761415,174.3922132731477,101.5037931669973,125.96411382615986,157.29475011740865,195.78330149906697
11,1987-12-06 14:16:14+00:00,166.90337347806977,174.15174183495532,163.34087548043487,164.97581239106154,161.3599837112574,137.0957354201527,139.54171365842222,,,,,,,174.99013429682856,,,163.45949865603575,170.7152725494269,159.86646909688952,172.08248035429756,187.98684225829075,175.4137123129957,150.8355993314555,136.49381464541187,157.06385191433105,165.6233439933581,129.84162609474976,126.30241593907724,172.35135055127483,108.9855170930242,120.29822936098185,158.53373295703113,200.801304117683
12,1988-02-08 14:17:20+00:00,,,,,,,,203.25174170556022,216.19630221896762,190.4970938355848,183.61791729569936,204.99648484697357,195.43040580343126,188.16994688044053,199.40452622320413,195.9029568808769,189.09473364167093,197.4537728049898,192.43858558417446,193.05247983109857,197.113676253849,196.10655892985244,190.38552716792532,177.5365744422354,167.3469441690582,167.72626770797189,169.52023177996585,165.77744901011758,186.83574584136073,121.92098041613984,138.3419706504214,177.31741781232637,219.64790374850486
