dates,satname,nzd0057-0000,nzd0057-0001
1999-07-25 22:04:15+00:00,L7,,
1999-08-26 22:04:21+00:00,L7,340.76,337.87
1999-09-27 22:04:25+00:00,L7,341.53,332.99
1999-10-13 22:04:24+00:00,L7,344.93,324.42
1999-11-14 22:04:18+00:00,L7,340.60,339.58
2000-01-01 22:04:13+00:00,L7,353.45,342.98
2000-01-17 22:04:11+00:00,L7,361.00,350.90
2000-05-08 22:03:33+00:00,L7,,
2000-05-24 22:03:22+00:00,L7,360.94,352.55
2000-08-12 22:02:30+00:00,L7,351.38,345.38
2001-01-03 22:01:48+00:00,L7,363.05,359.50
2001-03-08 22:01:45+00:00,L7,343.57,341.32
2001-03-24 22:01:35+00:00,L7,348.37,346.28
2001-08-15 22:00:14+00:00,L7,356.77,347.69
2001-08-31 22:00:05+00:00,L7,339.77,326.86
2001-09-16 21:59:53+00:00,L7,353.07,342.45
2001-11-19 21:59:56+00:00,L7,344.33,339.10
2001-12-05 21:59:55+00:00,L7,335.63,331.82
2002-01-22 22:00:16+00:00,L7,363.23,359.06
2002-03-27 22:00:13+00:00,L7,354.21,343.56
2002-04-28 22:00:14+00:00,L7,,
2002-07-17 21:59:44+00:00,L7,353.17,349.82
2002-08-18 21:59:33+00:00,L7,361.36,357.65
2002-09-19 21:59:11+00:00,L7,338.06,339.78
2002-11-22 21:59:33+00:00,L7,328.25,333.51
2002-12-24 21:59:45+00:00,L7,357.03,347.90
2003-03-30 22:00:07+00:00,L7,348.15,342.52
2003-07-28 21:48:04+00:00,L5,348.38,338.45
2003-08-05 21:59:47+00:00,L7,,
2003-08-29 21:48:38+00:00,L5,338.43,340.93
2003-11-09 21:59:54+00:00,L7,347.82,345.57
2003-11-25 22:00:05+00:00,L7,309.62,310.95
2004-02-05 21:50:17+00:00,L5,354.78,347.30
2004-04-01 22:00:40+00:00,L7,348.34,340.18
2004-04-17 22:00:33+00:00,L7,,
2004-06-12 21:52:47+00:00,L5,360.39,358.19
2004-06-20 22:00:26+00:00,L7,332.38,326.04
2004-07-06 22:00:24+00:00,L7,,333.05
2004-07-22 22:00:20+00:00,L7,359.15,336.82
2004-07-30 21:54:04+00:00,L5,352.73,347.36
2004-08-15 21:54:25+00:00,L5,329.85,326.52
2004-09-16 21:55:17+00:00,L5,342.99,332.75
2004-10-18 21:55:59+00:00,L5,344.15,331.47
