,dates,nzd0028-0000,nzd0028-0001,nzd0028-0002,nzd0028-0003,nzd0028-0004,nzd0028-0005,nzd0028-0006,nzd0028-0007,nzd0028-0008,nzd0028-0009,nzd0028-0010,nzd0028-0011,nzd0028-0012,nzd0028-0013,nzd0028-0014,nzd0028-0015,nzd0028-0016,nzd0028-0017,nzd0028-0018,nzd0028-0019,nzd0028-0020,nzd0028-0021,nzd0028-0022,nzd0028-0023,nzd0028-0024,nzd0028-0025,nzd0028-0026,nzd0028-0027,nzd0028-0028,nzd0028-0029,nzd0028-0030,nzd0028-0031,nzd0028-0032,nzd0028-0033,nzd0028-0034,nzd0028-0035,nzd0028-0036,nzd0028-0037
0,1999-08-17 22:10:26+00:00,169.62313652369482,184.7886896514005,189.85174988381743,194.88137482373287,193.82860518943917,192.7952135718131,206.2998343571004,204.54033202808364,208.61887507884538,208.27445203631777,206.31127790535243,207.26957136839405,222.02704312155862,201.68508957569662,206.02377181259482,215.55245088784426,196.24043136470334,202.79360549870435,204.92688065455107,201.35631746647027,205.9669684594465,216.22412505556136,213.18291083210818,206.5904887671656,211.40158165131515,209.42020439220278,205.12266201249884,200.01206879954148,204.77218787858354,206.5682463993923,213.3561594360395,213.89853231962095,219.6794405382995,228.64879744711718,212.21895875967465,201.37978271295577,207.0168985791438,204.86988721962663
1,1999-10-04 22:10:38+00:00,174.08394681183063,194.995266387698,196.63139321765905,207.41512567789647,207.44331844390328,209.1574660283641,221.5160574432268,219.27275730732458,221.43588871590214,214.88777840060058,207.89747902522538,214.96239803394968,211.59964719970262,210.0830169383478,205.02247355521698,210.68633382608743,198.45717131768419,210.38520481908262,212.5836746532809,212.29839016480517,208.70167004646538,211.73998895715863,212.7974801840629,217.2175156882225,213.97014778719924,210.11478938406157,209.82523262463812,206.97883213627065,207.85637904950448,212.6241339337436,214.41202556456074,216.39257209962145,221.84149467258658,225.93544609922446,212.82489772623126,208.40015829620637,201.6023395793289,207.20544761259308
2,1999-12-07 22:10:30+00:00,184.31499579161908,191.4219549894697,200.31384367738056,210.40116584214894,208.35918628640934,204.01428550665204,210.27614498937916,221.1073208582359,216.73583868427474,211.86831443520816,215.2661266906804,216.23624364597913,214.57515128644195,216.41378632739608,207.2331326600639,215.91238293138287,202.5458860670661,212.84943753771992,210.59491771751118,212.98316830882948,213.53015595590355,220.31475293021973,219.07559215823434,228.8976595281374,224.51502304872133,221.36336121437924,214.5750246073846,217.157659746773,218.26440911604737,223.56903684185508,215.86516993986993,219.38492627213228,226.8037380780619,235.05241802910348,223.3468031434496,217.20370112832865,211.8909669654207,211.2136432169271
3,2000-02-09 22:10:19+00:00,193.95015751124185,202.1535897723174,210.2095688481205,225.79681889749008,227.68483543734135,230.15032593466606,234.5818451084023,235.77014084663978,235.0314738745806,236.11011472038942,243.5028363429959,240.73087813116973,236.9863287297635,231.53691423791588,227.3119589062294,228.84265260327524,235.8929052460723,230.19097736329525,238.6818647880021,229.03267300301695,231.45778616178376,227.96979766101722,233.74170964129192,236.9408198161771,233.30682302470402,224.28735474471736,231.65305813469365,226.61864431296564,227.01228725563095,229.471787124782,231.32116863666616,230.50834292379287,245.75601064587244,244.00632476615215,245.56163867190915,226.92160315796622,218.03178631580164,218.533430626735
4,2000-03-28 22:10:07+00:00,196.3874638634755,208.30226995583166,212.8105708338846,220.1524802390913,221.67301485712667,217.55263510929225,229.03921344059407,229.75607730173476,230.5359656049124,231.30514047068553,232.2264490574988,226.90358065284644,227.9571063428368,219.47040475891484,218.97178815582993,220.2902755059063,219.50795809459566,221.01226370853166,221.89814902451675,220.05489084510353,220.3156950501365,221.5948995149626,224.0206241119535,222.2088789214903,223.61859052835354,227.10852843723185,222.89440243473652,213.28711117272073,215.3617909215503,221.99917192314732,221.76225918041982,220.03772991162725,231.23350590172475,231.08074256517696,225.86967985424545,214.92496029463322,217.47357684588238,222.56551404682725
5,2000-04-29 22:09:53+00:00,207.1564197265545,217.86288942322778,221.19867148539643,234.07421368277377,230.0033102571107,226.6900660815399,239.34425434005394,238.70507335095704,237.18600727935583,232.20910292915946,235.59750437210505,231.96581137315468,230.90786580753883,225.48933509200816,229.70458053504555,229.75778659021572,226.39322172569115,224.37901770017922,226.03363151590315,225.1362318270802,224.4412066237368,230.13363770345998,226.37113314796906,223.08220326468611,230.29934203197655,227.8670597803939,221.73074385486453,218.93447606803878,225.55506980170284,223.05537330660172,222.28835650092117,226.30235002672148,230.02307225900356,234.60465188197065,232.31343146298497,219.36809361269724,226.1425081233291,227.67808750010067
6,2000-05-15 22:09:42+00:00,197.67877029358223,209.6622854408277,206.39647935358005,216.71279180728075,211.08888816540653,212.46660093552515,220.67453357245054,226.43653025483445,225.46594252667327,228.28474252055202,224.38036890066334,222.10338272592062,217.02465718191252,213.69286488251933,207.1129040861287,211.62616747930403,208.35113763672518,205.9339481587973,210.1828836071364,214.62313016650597,213.0589655430135,214.03753432094933,213.6547999776412,220.57851754067264,217.6745291903554,217.50160815983327,213.5262049807259,212.49162092122688,216.503252621467,222.99638262759413,217.0582896130008,219.56535541243252,226.88105361095617,228.56603762361948,220.87466812102556,212.8895229954184,208.29361537826148,217.31060081247605
7,2000-06-16 22:09:26+00:00,188.54463545625373,202.05454541343957,200.17493816821545,216.2792242444093,211.75915832823065,213.04586092869926,224.1475911326015,227.2626823562785,221.52067236125905,224.65285187058728,223.99590175805443,224.0838012016207,224.548333790917,220.392589385957,214.68213169006776,217.97548781484338,213.12976758485829,208.58154723960834,209.2586713970505,211.73904210206769,220.29149324046577,215.99479845066,211.56524520504308,212.24096466817448,220.16457810935728,212.5916616863215,211.52761524549734,208.0258185712267,211.20767250444874,213.67472275154844,221.3448721355065,217.60430692110018,225.1687106314027,232.04735823139816,218.77518719409198,208.17775057588457,208.40203629272108,211.88737996250933
8,2000-08-03 22:08:44+00:00,188.4900936366441,201.72777447005677,204.4589948148255,208.54073236092157,203.72577667863553,208.53331846651506,230.380554224801,230.0357705870954,225.8279590559961,220.07484868242958,216.20969221473698,213.45160057063282,208.65048717581877,202.80701192006453,206.41275995217333,199.2452946066187,,190.81195575737138,206.60923962871863,207.55662063176146,214.94314121304447,214.5370967323681,215.63688352990724,219.2718926040591,224.40893818608043,221.0450522242246,226.79794054545474,211.61465753531255,218.86045307014555,221.22734538732513,230.67192076969098,218.7743170770415,223.81769941023495,228.65198218290814,220.76796996017498,203.60210450334063,213.69181133612253,214.4694278292686
9,2000-08-19 22:08:38+00:00,179.48029452254232,192.20550602701135,181.83981229520717,199.60780138300228,196.483073907881,197.7637055674268,210.32525392179625,218.713540829389,218.681245015987,213.76900202489,212.14941938259778,212.34015058075101,206.13492447929565,205.48255106182526,195.20919811639814,196.01144041975525,,178.89871232573788,192.8027672736545,203.21104969905073,199.70692021233083,203.5802524950307,207.4001585799426,206.69103149055834,210.8578857097967,208.79441649421636,205.92450449528613,198.90290818164033,206.61774162417936,208.89387666360554,201.7397268542454,204.21545603086034,213.29433344744072,219.43966332436653,215.43608027631328,200.53609587707416,199.4028760657377,201.45394242404228
