dates,satname,sar2180-0000,sar2180-0001,sar2180-0002,sar2180-0003,sar2180-0004
1984-04-13 09:27:07+00:00,L5,,,,,
1984-05-31 09:27:59+00:00,L5,,,,,
1984-07-18 09:28:46+00:00,L5,242.24,181.22,176.23,308.72,254.95
1984-08-03 09:29:20+00:00,L5,244.27,186.03,176.51,301.62,253.88
1984-08-19 09:29:51+00:00,L5,236.97,180.13,174.09,295.97,250.01
1984-09-11 09:36:14+00:00,L5,242.30,179.08,166.97,310.13,252.63
1984-09-20 09:30:04+00:00,L5,238.52,180.47,171.73,300.69,251.41
1984-10-22 09:30:00+00:00,L5,240.70,185.16,172.98,302.41,250.41
1984-11-07 09:29:53+00:00,L5,242.21,180.03,166.63,297.19,252.77
1984-12-09 09:29:58+00:00,L5,242.66,179.10,170.35,306.66,257.29
1985-02-11 09:30:23+00:00,L5,236.59,179.25,169.48,303.21,254.01
1985-05-02 09:30:07+00:00,L5,,,,,
1985-05-18 09:30:04+00:00,L5,237.84,179.67,176.37,230.55,249.80
1985-06-03 09:30:04+00:00,L5,,,,,
1985-06-10 09:35:50+00:00,L5,,,,,
1985-06-26 09:35:47+00:00,L5,,,,,
1985-07-05 09:29:57+00:00,L5,,,,,
1985-07-28 09:35:58+00:00,L5,214.52,,35.39,,222.27
1985-08-22 09:29:32+00:00,L5,,,,,
1985-08-29 09:35:38+00:00,L5,111.49,257.31,335.60,135.64,112.52
1985-10-09 09:28:59+00:00,L5,242.50,179.06,169.69,301.06,256.02
1985-11-10 09:28:33+00:00,L5,236.82,179.67,166.36,306.23,250.33
1985-12-03 09:34:19+00:00,L5,236.28,194.09,179.15,226.62,248.40
1986-01-04 09:33:44+00:00,L5,242.17,179.63,176.51,304.48,252.47
1986-01-13 09:27:22+00:00,L5,,,,,
1986-03-18 09:25:58+00:00,L5,235.95,194.73,180.91,292.14,244.45
1986-07-08 09:22:57+00:00,L5,,,,,
1986-07-15 09:28:53+00:00,L5,,,,,
1986-07-24 09:22:23+00:00,L5,,,,,
1986-08-16 09:27:20+00:00,L5,,,,,
1986-10-12 09:19:38+00:00,L5,,,,,
1986-12-31 09:19:14+00:00,L5,,,,,
1987-01-16 09:19:41+00:00,L5,233.60,170.51,165.41,297.42,247.69
1987-02-17 09:20:35+00:00,L5,234.48,171.28,169.66,307.16,253.47
1987-03-21 09:22:02+00:00,L5,237.40,180.75,171.16,297.67,251.41
1987-04-06 09:22:36+00:00,L5,,,,,
1987-05-08 09:23:35+00:00,L5,,,,,
1987-06-09 09:24:23+00:00,L5,,,,,
1987-06-25 09:24:44+00:00,L5,242.29,180.86,168.14,225.90,256.40
1987-07-11 09:25:03+00:00,L5,,,,,
1987-07-27 09:25:25+00:00,L5,235.36,180.73,169.57,307.64,249.80
1987-08-12 09:25:55+00:00,L5,,,,,
1987-08-28 09:26:22+00:00,L5,,,,,
1987-09-13 09:26:45+00:00,L5,235.15,179.94,165.66,297.43,248.67
1987-10-31 09:27:40+00:00,L5,236.62,179.19,167.06,313.08,254.76
1987-11-16 09:28:03+00:00,L5,236.78,179.33,169.76,303.78,252.09
