,dates,per0141-0000,per0141-0001,per0141-0002,per0141-0003,per0141-0004,per0141-0005,per0141-0006,per0141-0007,per0141-0008,per0141-0009,per0141-0010,per0141-0011,per0141-0012,per0141-0013,per0141-0014,per0141-0015,per0141-0016,per0141-0017,per0141-0018,per0141-0019,per0141-0020,per0141-0021,per0141-0022,per0141-0023,per0141-0024,per0141-0025,per0141-0026,per0141-0027,per0141-0028,per0141-0029,per0141-0030,per0141-0031,per0141-0032,per0141-0033,per0141-0034,per0141-0035,per0141-0036,per0141-0037,per0141-0038,per0141-0039,per0141-0040,per0141-0041,per0141-0042,per0141-0043,per0141-0044,per0141-0045,per0141-0046,per0141-0047,per0141-0048,per0141-0049,per0141-0050,per0141-0051,per0141-0052,per0141-0053,per0141-0054,per0141-0055,per0141-0056,per0141-0057,per0141-0058,per0141-0059,per0141-0060,per0141-0061,per0141-0062,per0141-0063,per0141-0064,per0141-0065,per0141-0066,per0141-0067,per0141-0068,per0141-0069,per0141-0070,per0141-0071,per0141-0072,per0141-0073,per0141-0074
383,2010-01-07 15:02:21+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.59676038530546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,2010-01-30 15:08:51+00:00,,,,,260.19515304704044,252.97100252734552,257.1827806035959,261.4744768979607,263.89652110553334,266.5275365322904,261.36298743159375,,,,,,244.54394422895405,241.333674975777,236.8393170073232,233.9309496132661,232.24729925299985,228.06227891769774,,,,,209.66363736534115,211.7292776171959,211.17749331604267,216.63831297979027,217.59439534136112,213.1487189599799,,,,,,196.6796841737315,199.1286646368014,201.52624172255207,201.43655009297356,196.39730357239853,196.36150515803428,197.997796441148,,,,,,196.41535693807606,197.71785739084817,196.91830728633948,199.30254907347185,197.70411230641577,201.7435232195,199.0594073003353,,,,,,180.44172279999012,162.06156627351612,163.953611182087,161.58105751711634,172.8576170508129,179.5938388992655,180.0636358345222,187.6052731784717,,,,,,
385,2010-01-31 15:01:48+00:00,257.74689505595666,258.9672850609347,260.21085063038515,259.5845317314522,255.36812401963968,254.90945389601353,254.6759988874591,257.75098907458886,252.12043669084284,255.40368674688503,256.86573313795884,255.88101868365703,255.88958496163798,246.63066964188545,245.11068672264378,234.72410707542392,236.5127509044096,240.24676691871258,232.16667120349683,228.40807164981604,226.5342992835474,222.9622114375457,214.55838930390757,209.11657245293952,204.98636741802642,206.15073365613722,202.27511422002806,207.4579712709824,211.37410423315998,211.6915646221331,210.78666395261124,205.851912341179,202.60462149864577,196.82189901528685,192.42789205579817,193.36159020388726,191.2315255369641,186.44752034795266,196.86900537280383,198.97028879071098,193.78186762514915,190.6070066244979,190.7893609508497,194.1434545442163,193.7027444530046,195.73663794600893,191.53809712399442,189.70477575814624,187.57835429921562,187.08248959854035,195.34008644136975,194.6048186844946,192.7667728710333,190.62177031615875,188.63747748879342,187.19889965526485,192.98568339380876,186.68702181788302,194.37231808774922,184.27549271972387,177.55138943351773,169.29625404586506,161.21544135689936,161.0179950635413,156.09771438658674,163.46833499909903,165.120132237927,167.7675148535193,174.03786054724793,170.88636784782767,169.0047999734068,167.98766080542492,165.96122514260446,167.33795375501649,171.71711450197773
386,2010-02-08 15:02:47+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,2010-03-12 15:03:04+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,2010-03-28 15:03:08+00:00,264.56471670256406,270.9020076144364,278.0904897637522,278.7377493512038,278.590760829451,278.5072430421891,280.8823320389762,,,,,,274.45821352262055,269.61846168660117,265.4490079966564,254.09440526028504,251.9321217727567,242.41507810979726,,,,,,226.15598542885743,225.9018765721248,222.1105125910466,220.76708163673334,221.05425055068017,218.94993692857935,,,,,212.11287795371265,210.04451540792172,206.01700932139576,203.23088287309653,199.92376686551916,203.61084733784006,205.60222668142183,,,,,,204.78166791251516,207.0541129477039,202.84741417870953,202.4719309861618,199.1745720991757,203.89282233422773,198.24622601942917,,,,,,203.5046139516681,204.79821361507138,196.8905124468514,189.18649849707717,184.50477138281087,177.61041553170455,172.65070759712174,173.68649332020192,,,,,,181.5378251065963,182.166665518312,183.16666860649514,186.22002407409585,189.2751989220172
389,2010-04-13 15:03:10+00:00,229.70174820395292,230.61389076185986,229.27538769734252,225.35967785249974,,,,,244.1204555310568,255.43570989303402,262.19013182301717,260.7796855800726,262.86661088147537,251.66034416859108,249.01343029187768,,,,,,228.09583264905697,226.10001872999058,219.85716221002903,212.91610212451704,209.14160520840937,204.3583607210869,,,,,206.93121512550456,201.19532519849287,194.83717406354413,192.22633274976937,189.89547319666627,190.71155121510623,185.62360167227368,,,,,186.18095646059766,184.38250176073655,194.46369749035392,196.93776172725433,192.11272943809252,184.44651882978374,186.1181361058412,,,,,,187.89688947804336,185.46819646741073,176.33033841362754,184.95744421862167,,,,,,,,,,,,,,,183.44246585367875,174.15069480287144,174.13024079348537,
390,2010-04-29 15:03:08+00:00,225.51353958959095,223.1592409794062,224.13322342639347,228.30718028416373,226.16327837242446,,,,,245.94991552011817,250.319780957284,250.08896555794806,254.8094642480126,250.4763006671594,246.79266513275235,241.60998864148598,,,,,217.39671673276487,214.7601589252098,207.94950547425486,206.92874615777495,207.6275206424848,203.18182241578845,202.23188547253594,,,,,195.1915531198875,191.4228919892782,188.31550894033626,193.90509663418445,191.74401720847482,187.07511586199215,184.96982532395418,,,,,182.90652482385318,185.04737408036846,187.84264131387897,187.4142211286123,182.65429247464868,182.28553158023038,178.21996919081272,177.86278049297394,,,,,154.52042667427713,160.87556254280344,160.68534644654227,168.2818042637158,162.82141922315347,154.19016672927617,147.4008273443707,140.11833403526052,,,,,,,171.6244013430259,167.43518419809598,160.4435901311302,160.75470716469133,165.40827923271536,168.64948465911186,170.85823066942976
391,2010-05-14 15:07:55+00:00,210.35002563619898,206.05629477473346,211.1154226066786,210.5988749291974,215.42326777126692,,,232.62170059412531,227.9791173188897,247.6563496496887,257.67602917824775,255.51606201591613,253.8520150916513,246.88384333296705,239.3000881538444,226.72948983715156,231.82270328108547,230.62088400032258,224.94060513466835,220.6784755035094,219.89181709467348,220.31678688785766,205.38622936938788,197.73315221013218,197.04204173840765,192.68414612946643,191.7165597918712,202.0661019890394,201.1822595915434,205.34133386050752,201.84008845616844,195.7494948132799,192.38752616657743,185.97599325194795,181.04180789053152,180.6146103008258,180.84015468403945,179.18260167320952,188.7381459275822,191.12859645006694,189.25983702025462,186.51568686564025,188.98370198394724,192.15896225191153,184.7790598892093,184.29379541426064,177.6150347060239,177.02527998461915,174.45344605811746,173.80221246381657,180.78436786235528,178.49797277381919,169.19548542175573,166.77651407707756,163.08265885610768,165.2723195755734,158.25559104300606,160.24755018420296,150.96331098628713,141.03212818006912,135.38774010334902,133.3189055675512,138.85712415888835,135.62470967366897,,136.5407835872703,139.9670291963247,144.43451121304383,157.93619558812247,157.73833823623502,152.80331394308868,149.47800220401245,151.52575194802893,147.82213529670628,154.76514493250323
392,2010-05-15 15:03:04+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,2010-05-31 15:03:05+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,2010-09-04 15:03:14+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,2010-10-30 15:00:45+00:00,184.42710110811038,199.67861701330548,199.0372837718408,202.17650646794465,195.47353732870914,,,203.23951890876168,201.3643192544337,,,217.3263639379539,228.57191725909766,228.19194815216852,223.30865140790866,216.27545525198505,219.89486465365368,222.74584834837287,215.6967144443551,212.76607113423458,213.19393066461058,212.16482384417813,211.22506443249011,204.321879631529,199.76959748186042,195.51230940895078,196.79193896237547,188.47929882332141,190.00934534874048,194.8746774473965,187.8476655738027,179.68609304639753,176.45611846607943,175.97932429260254,174.37618188793317,168.59528907945122,171.72641761402102,168.47367458930185,163.08896617006098,174.34767897516014,172.60580865721573,164.57794820328286,163.4296232786067,168.40481595756077,168.08068918776488,164.67120596635078,157.36596516403313,158.94074341299324,153.15451486602234,146.5516824864127,149.0720119191731,154.4883187173254,153.66150509908073,150.38951647826886,141.32911100199902,149.04830062494003,153.61969489595782,155.87723777967443,141.51865223263775,125.22096383164703,134.26862689947137,131.09585301675736,116.73757572098953,115.56147932681739,,128.08152028479097,130.16663891146024,130.80562937392105,133.47637838255127,128.65409954753292,122.11191688883582,116.38014100315341,109.10566360826274,109.56306006738956,107.02744284230585
396,2010-12-25 15:04:03+00:00,225.55438735057206,,,,,266.0727715564843,267.9707427705655,,,250.48724710316475,254.20709668721992,251.67251420939408,,,,,,266.98944343811354,,,260.6157971607723,252.4941989389103,247.2321405654306,,,,,,,,239.05770993339513,232.4683146790662,226.00325218434907,,,,,,,212.6451641698771,,,,206.28897531625694,,,,,,,,,207.61515819892313,,,,,197.0616288917318,,,,,,166.1540343963778,161.2347102653002,165.9837371699007,161.77896216827958,165.57672090134727,162.24957706564686,157.86261616675282,,,,,
397,2011-02-02 15:10:31+00:00,,,187.87738850329728,191.6546677110998,207.49187509048932,208.1427138838572,208.61905810512127,,,,,,233.52479247343166,231.370456672091,229.55807829088124,226.32596749651688,233.19234813712887,232.70663656497055,220.97758098225887,,,,,208.68815934687484,201.56687980619986,197.2007172531186,195.71492190449362,197.39798812465236,195.63064590367108,189.14046789577196,,,,,177.1996088755999,175.97863480111306,171.6241113025062,177.35096926013344,175.37114350905438,171.8373495782696,,,,,,170.81465656469024,170.40088386526156,165.4804334054663,167.47078244858562,168.01049418038235,171.13849359354052,170.98515225548823,,,,,,169.46513982767098,163.27929136121642,157.60626318965535,152.90242917196542,149.79810914307308,144.23016813161053,136.7765385271554,132.17899753720383,,,,,,131.7652922998194,131.2626140739344,129.5147106339989,127.32080764465846,129.39361665299094
398,2011-02-11 15:04:22+00:00,189.5635522789675,199.91462792962506,182.42894221481862,182.48116013180152,,,,,,221.56291950014173,228.61577021045983,237.5951865405427,234.80336245487132,225.85908099130899,226.16387767137508,219.6776584138875,,,,,229.7082332298786,225.78505846416832,222.3313367007145,215.9142597877617,212.26491997234916,207.67026833893937,199.58390924079552,,,,,193.34671918453773,188.04766112721185,175.6138457396586,176.70707305728683,176.3678878177155,169.73988873570516,,,,,,163.88741773037358,159.52347557734487,166.47703409602457,163.83935112644932,160.71012748881273,159.19416372778846,144.57978668522767,,,,,,,,,,,,,,,,,,,,,,,,,,
399,2011-03-07 15:00:53+00:00,181.45274248697993,189.59553332268624,189.51394819105298,190.96425763864067,202.84730903579523,203.5341954850992,209.7577298246096,208.75617355940915,216.9217649730416,227.14673928456332,234.41448462709243,239.4742742146608,239.45348014517435,233.05697004144128,231.5971874956112,227.25659609261638,225.74386856184083,227.17875575022282,222.43601921432145,221.2961054777127,222.15481259707371,219.98256897009017,214.6510976721857,207.5228678613683,206.73282005677447,202.34085522254622,201.85483119008214,201.82224520032057,199.04605272295788,198.32069225385777,201.25420554142988,196.4042871591539,190.1830987962215,184.0243848175108,177.88085012423977,178.5453348680099,177.21983765805837,179.63089912884197,177.35960107954116,172.73932617043386,169.02209468749294,166.59143977649825,169.45505070144964,169.99340156027387,167.1514997471516,166.69198027504547,165.4549185868279,164.55131480345048,163.8962313982068,163.25683837088047,158.9878607904771,166.5277325747677,168.5783431170605,161.21006275110264,168.11487909609792,163.13637301281796,162.34658731439382,162.06923068103885,162.2363162180593,148.64492215566594,145.95477613854194,144.31862847149944,138.93542568306947,127.20081548041213,125.92975846853915,129.94037992059515,135.72965696882085,141.16013422855033,146.66758464322328,135.7965351004086,127.17392326394183,129.92187258286958,128.06536090568622,126.59740468912912,132.59186273974552
400,2011-05-02 15:04:34+00:00,,,191.78765822263287,201.63644738451944,207.2623467581147,205.49827004174662,210.23610844543626,211.3848754158594,212.9378831875694,,,,,237.95277020801322,231.77287471688743,223.50577343240502,224.14579948160298,231.20886389196744,220.37260222214329,225.95681316089696,,,,,,205.51750873485952,205.10471171547667,201.93934267423333,203.3340131652262,203.19294060038288,198.62120465181636,,,,,183.8191333864819,182.5409118032578,181.08597422258356,179.3199075715287,182.86179613220247,180.51672212832858,173.02780105152965,,,,,,160.52225373870724,160.799354460816,154.5775958471877,158.87077130179975,164.57217085052298,166.44009153116698,154.57551097249984,,,,,,154.61843874742283,145.08932110072155,141.89626128640157,139.5138427845017,133.93958907910897,125.41617831360168,127.56143207952621,,,,,,,122.05781423306281,129.67872483539344,138.66612549349452
401,2011-05-26 15:00:27+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,2011-06-19 15:04:31+00:00,,,,,,,,,,,,,,,,,,,,,,,241.10265865763128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,2011-07-05 15:04:28+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,2011-09-15 14:59:27+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,2011-10-16 15:10:25+00:00,187.2731374762168,191.3100541550765,214.99822999099507,218.43381591657072,222.4033922243779,,,,,,236.0788433774281,238.856944717306,248.1882750290461,250.15812867724668,236.99615402563296,230.31713119227277,229.25538061238703,,,,,221.7768260225009,224.33665533465046,217.0962896261657,219.32479971325768,217.1624865835794,216.99426264026107,210.8726808314321,,,,,205.90629064326117,210.9702694638141,196.71656273221723,196.88838124776564,188.74406973815763,192.0418951153364,,,,,,188.92107257168522,186.14863291963007,191.12716978668863,187.36934696052418,188.96499426193236,179.13154916181105,177.21319755513423,,,,,,167.19744661710047,175.69696929731185,177.1641904358437,173.88219985955735,164.46542593857856,155.3764608331775,151.22471258046534,134.4798614212626,,,,,,148.6385799910323,140.15548018214656,132.93329718735083,137.37124805446035,138.78618026418866,135.51427276954962,137.86909765773285
406,2011-12-28 15:04:55+00:00,180.05699008344817,,,,,,195.85887382115772,199.47700942875616,201.8789645359002,202.7848489273399,211.94185818104893,212.36108763911145,214.98166854455332,,,,,213.08014059017205,219.65232267671922,221.30969752452143,217.84196676772183,212.54415826332348,206.32462640182064,201.91206583619163,,,,,194.0140257916177,193.10576585067452,194.23041629768224,190.99636752047073,180.06318734862347,185.2800233141933,186.45098099752994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,2012-01-04 15:11:09+00:00,,,,,222.36273209473794,213.87963439251362,218.93648943052068,220.34245183293086,229.3132356297679,231.7740406291954,,,,,,231.19060217938232,238.8587270135597,240.1705779276264,248.2406270127059,248.44374908826742,246.67106737539427,,,,,,228.61539894992032,224.27127352899052,226.90030371575085,234.0520115692261,234.53011177407103,231.34610101270454,,,,,,209.38097823646157,208.6066914617537,207.5877103069214,213.8952832305214,205.12348170565673,212.21134688136186,,,,,,194.61165686664708,198.32734905738738,196.49141452388167,195.15661738549264,193.53318159652858,191.07414193079632,190.8873021488032,,,,,,,152.5385402974352,148.3429029437204,149.4760153759403,152.76516793126137,143.96602548222518,159.79944365220442,149.23720325114516,,,,,,,141.31352232642777
408,2012-02-05 15:11:13+00:00,232.5638957990168,237.66373054080327,253.34539706703947,251.13335227230078,246.08678594590802,249.39022978273377,,,,,,255.81608684158078,265.62505712103916,268.1482450892197,266.3611077315668,264.69804200198485,264.7111271056556,258.7986237768227,,,,,244.1845096802079,234.53883278134782,233.72052126969766,234.8736976637668,233.4143344161568,231.74324311610286,,,,,,214.43286683162057,212.80059238380846,209.93441101348475,215.86097296066583,214.37946107277475,215.7128257438032,,,,,,210.0500166332584,210.53902517282214,203.2474595126021,204.3612971787126,205.54383843938604,201.41337784643545,201.67037659591398,,,,,,197.68453515574407,197.75700178545426,189.0517203603186,185.73893934330354,185.89441698503933,182.38910532654023,170.16093414750057,,,,,,,157.5698543490856,146.59935180787795,154.56864897250983,,,
409,2012-02-21 15:11:16+00:00,248.88794325167305,252.30514003325086,,,,,233.72440350661697,230.6000343179528,228.49832377976486,224.05881344270514,232.12808068776206,247.32210394052987,256.2365540301415,,,,,,247.7831406422484,246.1936561296945,240.48061197772358,239.66227685142408,235.56406884927105,229.49190713180093,,,,,215.2989893575593,214.96824650564645,219.2858180989836,215.49852322811117,211.94289233566116,209.71195036245933,206.90382743473486,,,,,195.65214511265464,193.85108284718433,193.81223516008367,199.30460229316634,201.03189472417193,206.0246139722207,202.8368268842667,,,,,,194.00802536596575,193.4789957348953,182.36256357832215,188.1225098659598,186.90594285885507,190.408471148395,190.29030486429434,,,,,,,130.7652142995699,136.01439801188798,143.95124870756297,151.8623145624515,159.10200253152846,151.81779608413038,142.51107058748516,,,,
410,2012-03-01 15:05:04+00:00,,243.4100592803016,244.47655949433448,243.83675224955786,238.43243785776252,234.89236054892643,233.65791217859294,228.53960397808515,,,,,,256.70743719840635,252.46372770383124,245.19076689680043,251.17126944935632,253.76951606137374,247.11493864282568,242.9697468933588,,,,,224.79701066271662,220.44290161758505,222.95123088844696,217.88188503097675,219.40930865745992,216.31676395971976,,,,,,208.37255486218734,203.23471846926537,201.3387962225449,196.60366430233105,192.47902217542656,198.2297027506524,,,,,,193.71800107509048,194.5967019984173,192.76847675212136,193.79031370478202,191.45154144776785,196.41343393356334,191.16823644121635,,,,,,182.76058680817854,174.15588694438893,170.55489661652604,162.0438661900439,151.2007087360587,145.3307235788903,141.7754349177876,155.82699277017622,,,,,,143.17107382105144,143.25321230355235,146.55225200367917,154.50121105644942
411,2012-03-17 15:05:04+00:00,,,,,238.0584045437065,229.10263717531956,228.99298722829542,222.13993984555444,219.3660523257696,220.02624243074823,222.12485217906095,,,,,,230.75207169665478,231.44268238329397,229.9523361479389,228.6993293928106,229.05075478223756,224.48223207412724,,,,,221.5341466892177,222.55240416987883,224.23175875850092,214.18172600835737,214.8168725579594,212.11971282298424,205.1305496054814,,,,,196.5877005223791,194.4180918698004,197.9460381379492,194.56608719466703,191.007817350356,193.20473006636834,194.57895230935782,,,,,,197.1495408481412,202.70283376549685,203.5609728806763,190.00534723216117,193.28431253939243,186.45011733940737,190.76763312375545,,,,,,168.13405803516653,151.90107408048078,136.89604438304613,149.02694376157797,146.08125932676757,140.85981589181742,151.62473893420918,150.67756044078283,,,,,,
412,2012-03-24 15:11:15+00:00,233.01942681224048,227.61211978862136,227.706185412306,,,,,,200.62230809670424,205.36161314265865,212.70911979084315,225.99668271055796,226.4165037258013,231.76872151545106,224.14919064524508,,,,,,216.93550695689697,215.53834075434224,215.48376745179743,213.7612775654756,215.30326350100287,201.67311889611597,,,,,204.8773983076296,196.28070972880113,193.69510161411813,196.81852270664666,192.4352036662692,188.48137269751277,185.04669842689046,,,,,178.60356448789634,178.9645132670441,182.33828431425582,186.7943037128859,190.3984135709266,184.59103880684225,186.65521802702105,,,,,,172.61104601736335,168.21386556494252,171.11710049770602,174.31089056805598,179.34668831336097,170.17673755813536,166.19329219885023,,,,,,133.14196746307306,133.09937328116195,138.86582090269667,144.148083618772,143.37187897701176,128.0276751731109,124.20415781465402,133.11657527325707,130.27222379020077,
413,2012-04-02 15:05:03+00:00,,,224.39278817155957,229.26158185914525,226.36812005411477,224.58063516858718,222.67014884510178,214.62307508706567,211.05379360079002,,,,,238.2726179104802,233.9780140791658,223.70068480779702,229.66948171471998,228.8097885647434,227.30648692619604,227.12893539285955,,,,,222.3894298507857,215.93308720752884,214.65702826613344,212.80729764944812,210.82646261012974,210.53619206031723,209.40776878449117,,,,,199.9671638313703,197.8579304210109,193.27095718693732,187.61486729533743,192.23176127718733,192.47808517709115,185.02962793696648,,,,,186.10433244001376,192.29836589620732,179.1288589171279,184.86839716199685,196.08107455672973,188.34245976781816,192.4032362853909,178.35967774336586,,,,,,172.70920399210553,168.6310742231768,161.1094663182289,148.50455726723845,134.32154186931112,142.14165147200706,146.28637680530076,132.11049270743231,,,,,,137.34102405085827,141.5134693908014,146.33455318756148
414,2012-04-18 15:05:02+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,196.31991006719142,190.97225714427503,192.98800630230767,203.34401067679715,194.1822472189325,183.2564642804371,,,,,,173.046864101772,,,,,,,,,,,166.62044929324298,168.38954671197664,,,,,,,,,,,,141.04484569806465,129.18775389014462,111.78879675367466,117.41559884918632,123.73752090717866,126.77804115596095,126.40720833411325,,,,,,,122.80414394968739
415,2012-04-25 15:11:26+00:00,,,,,,195.0391743129989,211.99389746459568,209.79938216951655,189.35321358691502,207.10287082388896,209.15919890729097,213.86943017482366,,,,,,216.05392519253314,214.69304409163774,213.46481700149326,217.273409073638,204.1231908518169,207.27240843422328,,,,,200.81765447273423,197.29048669142475,200.23989389800028,189.2382870147735,187.4903318969575,178.64537265411087,,,,,,170.06956178403993,172.0643530348307,172.6295750973668,166.21250104074147,169.8675575089623,170.11132811983651,169.18582593813764,,,,,,173.4391742079942,172.64133654529854,175.2425097596809,163.36732970866302,162.1324507766501,155.94628140390336,,,,,,,134.39503584208904,115.58703599316374,125.05271674535638,137.00905938952926,126.62243195117017,121.18207585106327,139.7580148926188,,,,,,
416,2012-05-04 15:05:29+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,2012-05-20 15:05:37+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,2012-06-05 15:05:15+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.84291635332363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,2012-10-18 15:12:54+00:00,188.22161903566644,,,,,208.58023055122885,210.85001890847144,220.05516020813212,223.41913522232454,227.20225619626456,233.34484822245759,242.6090362332181,,,,,,237.76779246435785,235.9255325044801,241.59100286320157,235.75268971878705,234.7901980300514,234.18203191215474,,,,,,229.08945923325092,228.24455468739097,230.90551370439044,226.004149283943,220.3442278965985,218.14002443020894,,,,,,212.17492728893725,206.29085501771965,204.64985434719134,206.05526147960794,206.43660483310902,203.92434162832512,,,,,,191.5064958848332,192.26192405154316,191.57144015440448,191.98871044827143,194.29490762810042,192.10435953946833,198.0422352385153,188.9675578987356,,,,,,154.89914418782809,154.82043838476002,159.73485463800884,166.89379034628428,,166.6544270045359,171.23240395388402,161.22761843101398,,,,
420,2012-10-27 15:06:47+00:00,206.01539394195783,203.92890870828995,217.30371647544808,224.92739048671442,229.10278338802482,227.99226463123688,,,,,,276.71171438197604,267.5826257470867,264.4355238654715,253.502488597642,242.13456591179988,241.4190005181369,,,,,,237.59604008083156,231.0524355810624,233.1898531151973,232.64584957756765,229.15732250781596,231.79721449740438,,,,,,230.33840649651825,228.7059768079574,229.0728982926484,221.260527143143,219.94058839791387,218.2423075175771,,,,,,,,,,,,,,,,,,199.7413265167271,200.19653774263543,192.70756021046134,191.2657625487847,182.68420228495626,171.9515238981977,167.15541776441341,,,,,,,173.750447319116,166.44299203453892,162.5709062347915,162.62712827572284,172.60897840743766,174.85751001237892
421,2012-11-12 15:06:52+00:00,,,,,,,,,,,,,,,,,,,,,,,,248.67008191282054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,2012-12-30 15:07:06+00:00,,,237.14885795854434,240.85504509178236,245.15811055864782,245.93795004193862,247.23888739995496,251.3386769469131,248.91847961659482,,,,,256.9165611741571,251.36039162990824,242.7266697962506,237.03694649172638,239.48544887205037,236.5545095448895,237.75809437568796,,,,,226.6538078548606,229.81383597384414,228.84254487514087,230.90815203852804,231.96820768151173,236.56451907503458,234.54056603885547,,,,,224.60629056576306,224.07508735919964,224.4448323436481,221.8484739654674,225.28404221916236,228.16650001936,219.01536600269785,,,,,,224.29349634457517,,222.4187154822481,222.637551984292,221.2125765740864,217.44514335812866,210.47254808314216,,,,,,203.30927699602387,192.49955809164726,183.81158458234506,175.53284323623183,172.30086738851946,169.06647360364045,173.38063735428148,,,,,,,168.54435425130322,178.45400927233925,180.4381278597918
423,2013-01-31 15:07:09+00:00,,,229.9624966547082,236.59803814341603,236.1541494219922,246.10707027198742,242.37941389804678,249.0872433573857,252.98705168674928,,,,,,238.90853330738562,230.11796731024515,229.55798019842456,228.63078568460622,225.7906623298577,227.0093787897037,,,,,,208.72294161286132,213.11194971275756,213.82628928570978,216.802193687037,221.18743972915792,218.3143376019333,,,,,208.13256110747992,200.43382306948993,202.0764513752202,206.78691769965036,208.45840269182105,209.55863886566635,205.47844585412074,,,,,,210.7242197919328,,211.29249104764244,212.8134208028428,209.47994406500752,209.65509286904,210.28281232323536,,,,,,206.29236493357286,200.7712537523517,193.58709823758278,184.0008580310698,180.49574319996384,175.69420963358692,179.99584183103488,174.60201760575774,,,,,,172.5070012030599,176.4917704317436,178.42541396042088
424,2013-02-16 15:07:08+00:00,,,,,272.6194650125336,278.03790516029585,,,,,,283.2957533116713,271.8630653395158,269.89814313563807,254.14116022801002,241.35317586540341,,,,,,,,,232.13648719569824,232.2958924224491,231.5910639142954,227.63490027660742,,,,,,,,205.39277148167875,202.9984954489173,205.07763446528543,220.52066236458683,,,,,,223.3775348928864,,,,,,,,,,,,235.32517003571547,232.02840016208273,,228.0506360021916,219.78996733976336,210.79105790170587,210.15971397063726,194.13687706513474,,,,,,192.86133463597318,185.02253002052757,181.39860234022655,176.68044005382637,184.60719608869726,184.2009473891522
425,2013-04-05 15:06:59+00:00,,,,,247.50504971137332,251.46789765333708,256.3748550909121,261.994322258284,261.0665420783936,264.1582833687893,267.7146930412433,,,,,,238.1743572515794,233.44910170072728,230.07810111110481,226.6175442363782,219.78207412848218,217.94122276630105,,,,,,212.33972178837078,212.6789283818209,214.24799735778285,212.5016412255092,209.61119737175946,206.0479653165981,,,,,,205.4523515998336,207.10508879144822,207.64116049379516,203.56914543804135,203.85770587982637,205.69236040275644,,,,,,212.47386833929636,211.03699223431815,211.9035703114851,207.48430141635163,207.2723504441592,206.14887282403222,209.95400256001665,216.6544858956645,,,,,,181.98703907822465,180.36432391618652,169.85357226531937,172.100196845139,177.15219268222484,,186.3889119688103,,,,,,
426,2013-04-13 15:12:45+00:00,186.3693833313278,186.42535268079882,195.65653142357598,200.2432192816927,200.6714811253098,198.1096880747346,200.35211990943168,202.81045107283893,203.1511840898633,211.06247451883686,221.41731181491429,239.0577662118434,240.06632546958355,235.24732049620388,231.81337715864282,224.34916206685716,223.9607010741119,220.12385117358636,214.58803947793777,211.8491753466571,218.05578888191442,215.76236295515895,208.8194972239599,,202.6857271614026,200.08870884890376,199.82119608087743,200.98060794628398,191.87482938473244,197.28205212658833,197.46876675798342,185.4931388279483,183.5573086945924,,,172.38181345382716,176.138514253307,176.4005837048844,176.7110573516902,175.4715317016569,169.96216752229236,,168.92017462197768,167.7662201547288,,168.91685091213085,177.59319453826794,165.4447045616328,163.14751434394347,155.75943523985353,,162.37231606383438,,151.2972845453678,,,,,155.39854375404914,,,,,,122.91642548999184,,,136.51431417696105,,,,,,135.5060437999179,142.71292704083675
