,dates,chi0103-0000,chi0103-0001,chi0103-0002,chi0103-0003,chi0103-0004,chi0103-0005,chi0103-0006,chi0103-0007,chi0103-0008,chi0103-0009,chi0103-0010,chi0103-0011,chi0103-0012,chi0103-0013,chi0103-0014,chi0103-0015,chi0103-0016,chi0103-0017,chi0103-0018,chi0103-0019,chi0103-0020,chi0103-0021,chi0103-0022,chi0103-0023,chi0103-0024,chi0103-0025,chi0103-0026,chi0103-0027,chi0103-0028,chi0103-0029,chi0103-0030,chi0103-0031,chi0103-0032,chi0103-0033,chi0103-0034,chi0103-0035,chi0103-0036,chi0103-0037,chi0103-0038,chi0103-0039,chi0103-0040,chi0103-0041,chi0103-0042,chi0103-0043,chi0103-0044,chi0103-0045,chi0103-0046,chi0103-0047,chi0103-0048,chi0103-0049,chi0103-0050,chi0103-0051,chi0103-0052,chi0103-0053,chi0103-0054,chi0103-0055,chi0103-0056,chi0103-0057,chi0103-0058,chi0103-0059,chi0103-0060,chi0103-0061,chi0103-0062,chi0103-0063
0,1984-07-15 14:11:57+00:00,231.19444628470106,246.0156636852301,262.9398086593829,243.2605369770929,243.3563430980438,,,,,,,,,,199.76966093040778,201.40292570972412,202.58544519647697,204.5263949804642,211.6865416758774,217.80956257692742,222.15573556319328,226.5726180511393,232.44949254648338,231.15354438178952,231.93582891543366,230.55478244024886,223.13558517335264,226.91107189570343,234.8178759104707,237.05871723406875,240.85690103134235,242.65133852892401,248.29391986083567,245.723232612466,250.6448510125145,255.65601164334305,265.17868860916155,263.96099829519085,262.1422577820351,266.72726349522765,270.7383617279819,263.1671973280733,269.3042616347381,265.9385929190592,261.51149853489926,249.19610701418335,247.11461973060688,237.11662284174736,238.8942480732108,242.11732620646723,243.4050984652908,263.01851931586873,267.2579608865908,257.05333970066977,255.35014364251123,258.6227664755841,247.11403547994684,232.85758054133555,220.73582690000956,224.34808491003025,229.19667339712348,234.21538402103957,240.50668284026167,257.0822940294818
1,1985-03-05 14:07:29+00:00,260.2645572557104,276.0741126816882,270.73270836506447,270.9579750852732,269.3919012699644,271.3261200797235,278.56328497147683,264.05212823318953,250.30110424278567,244.32969237395125,242.2319344457321,243.75933398266636,232.12779940609224,231.28592475629665,,,,227.05129291743873,221.0983910921747,229.35153595914488,233.832765460989,240.58119914077656,241.22267637235547,246.5816668872837,241.47800972407526,238.87806387457647,235.3951747280789,233.9038129427843,236.95030913747146,241.2037325238849,242.63029348690182,243.6987792198707,244.9090941740088,252.6938269620768,257.8229066390223,255.6471345358543,262.5172092228675,266.1440092269765,260.03102872610486,260.36295099657383,270.24659338040203,263.966312020197,261.9192858827065,260.01026178338725,260.5260432567713,250.9390911853948,241.7380882479565,237.94489346420872,234.15018513975645,239.0374330542818,253.4725754469869,258.4611233829065,265.98936397656337,246.64506436180235,253.9087546148872,254.53999990697886,244.90694804979236,234.16194356143308,229.4014916945901,215.7082127131573,223.53892983728562,237.2925494459314,247.49614581715815,266.044859452295
2,1986-02-04 14:04:00+00:00,250.70460101846933,262.24891516132755,252.86075654390322,249.6557081451235,256.6311572649322,259.4750818049405,273.4147371084301,260.9383738012613,245.43265339861495,242.75000929309383,234.89175421403237,235.32774759689866,224.4701727355158,221.06634514115467,220.616840088512,216.2763149120676,216.2807301334478,218.3635304518645,222.81660374895725,222.5025784241441,228.57574388461384,235.15830057775005,230.1303217332096,234.2777661370734,237.636509764704,229.51912467923168,233.9646081463674,233.96352843554223,236.3447210027323,235.71927161356484,236.94016370040603,244.14517543731048,242.2984602788439,245.2545035998678,254.7035371705261,257.28182391100086,260.3849938920928,272.4840408282204,272.35311648265855,271.11506104583594,269.5645434616233,268.37348140900986,260.2992842728501,255.08049406830042,260.2995867047835,254.04758250128154,244.5964426913878,250.71910623416446,245.77597467449527,248.30323683437499,247.51512067227276,253.99806833589616,268.9992432208332,239.8539468610701,240.26137924748576,250.02335565417906,239.8069349930749,232.06927390298233,229.97637715633263,224.37010922192349,224.25458119182082,235.18820654572065,239.15150313763363,251.7572036310128
3,1986-09-16 13:57:34+00:00,249.5866406206548,273.5851401489779,269.10241648391883,259.0458589296092,255.1737641502547,258.5659388755067,262.9894402428039,251.76637700548375,240.8806453542735,235.03234647942455,235.33502313066566,234.27413140378803,224.85645964053958,220.46109365457642,222.85620314989984,211.24261785837922,210.69293305925515,210.24670774882023,210.06665443125806,215.58165490487156,229.28602952571995,237.38758057921018,238.12946603116282,239.4551983067235,237.9347819634908,230.1928700495412,227.31186952470364,231.0257258093428,233.91817063626763,236.4524971166906,244.4314320291311,244.70982843446797,243.94278441335146,247.3345974560042,258.2035346538928,255.15813606155166,265.5226961819371,272.6117489312801,262.14290344855084,258.2207495341015,271.65925288465826,267.61084338087994,261.793931283648,264.82491175874134,261.0344283118847,249.1941667892396,242.99415176849698,236.7684834696353,240.49658809248535,233.45946485156307,240.64329654510897,261.20884561427914,268.9629794823617,252.0880843110562,252.98485479862077,260.8190530473053,247.7132719981098,229.21341893876357,215.66838949177944,216.69791108286688,217.66286574653049,231.08567969487842,245.79307959511755,265.0722400863569
4,1986-10-18 13:56:32+00:00,235.21144928815883,256.4855931521673,255.11959499939232,247.2911466927478,243.14194463144162,260.90521403432047,262.1632303020684,253.53587365437292,238.75098465869775,235.05315644566957,224.79786523788164,222.06090055385098,217.61454965149068,212.17223661944158,212.10004988055425,215.23635100338828,211.6507439355222,214.47409632439985,215.614089245129,222.03461806596658,218.3890743270052,223.00074775849376,230.44956866029258,224.60510014743485,225.9895355330369,238.63333825941422,229.9749621546462,233.9143913324639,236.33755796218514,238.82197009820365,231.89281951019447,233.80525710336522,234.65577805372962,235.34926814224883,243.44924152343305,255.34540685076794,262.3565573384588,271.20277021921305,257.3517784230159,259.91481501933924,261.33157890699454,254.49640244468955,252.57194704720598,258.0992673675792,250.73157274563644,247.8810655564733,243.0834194856028,231.44793298082237,230.395009570848,232.4409355502968,236.49634017772982,251.65629171266315,258.7408836295689,238.15242024206796,243.1729662608119,250.45161854762497,245.1397908128588,222.36750628772378,213.68721082048617,213.4180895474835,216.36478860104538,221.32065885829886,225.2657743557942,246.59455642856844
5,1987-03-18 14:05:13+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.6921364083423,237.78350272910828,237.4421823028846,255.4012692836549
6,1987-11-22 14:05:16+00:00,254.92092569879858,272.7570053245197,272.7510816474041,270.5335075698165,273.5644729166513,275.06919198616396,278.56457549213087,263.6466796768816,259.8290960085119,246.88563249248244,246.2961174349353,242.6451228410906,236.91756755437615,226.92528061943233,232.67753074588322,223.17992444943533,220.10609396117692,219.50564785011161,220.03069366250318,223.75790780978366,235.58390060629463,236.91973552763946,240.0133684080386,234.01128374590752,243.09344813783656,232.3985273863052,236.78181061567233,236.05541745543758,240.1469315378765,237.45410889622983,244.33803668847676,244.4290148310774,249.92943610743438,250.4922349385321,255.28607498671008,256.593930534331,263.45532961772847,261.57105050651137,263.31572307056626,256.6382850176083,260.52910700956545,265.88425585974585,257.922205655139,256.09011652861216,254.69579071069782,246.10701253337288,240.89664833165477,229.34487640677997,226.77135456770455,236.27502333291005,233.85407353529504,248.88933286248718,262.654865285204,246.9114818997369,244.5021926437164,252.7973812946595,242.8913248943086,225.01730400955057,211.3579537673025,209.23932294280755,210.05096207165553,216.9312401923736,236.6650246210122,252.12957137787564
7,1987-11-29 14:11:33+00:00,234.66348984202503,261.35320571541695,253.39215646147218,255.47726478639893,255.85258413643973,260.34572041237004,268.38386371117514,255.20501147214267,247.82067073633362,231.60508139372274,231.4707081721344,229.7611489859641,219.2977027282823,218.81913501604987,217.7520826882783,218.14103715940885,212.8923075710455,215.40465000381872,212.65748040104373,212.51195992937022,213.97201970996946,225.82532614041432,221.80785839852413,226.87712821583094,230.17511008615378,222.65317599806312,227.66599876174726,229.24564690456523,233.37610855881962,226.44579276953266,226.94089193025837,233.5783225297257,233.58268846717752,238.3389335235681,247.50339434698392,250.05504332837413,250.82750301530731,257.5795930570628,254.62852237845092,252.3475323298379,255.066466349816,251.38482038909345,246.10285085154257,247.866198144945,250.65895674818964,243.96610905017195,236.2792569348803,232.97488793583562,223.45036471442586,239.65247408148062,237.36222630247707,249.2165300594693,258.9426578766615,238.32807604300393,248.02516156391843,247.11850025249234,242.48201773591055,211.5902291895894,200.25897332384713,204.80807318233664,210.35835466571788,219.34923579071892,234.4711259903497,253.00340775148342
8,1988-01-25 14:06:19+00:00,265.390597350124,270.048292658541,262.91021859712185,267.4805009555602,266.5980318949409,276.15121100157177,282.50998636598894,270.1430694253148,255.16188540534296,248.38170222181367,241.99926232367005,234.9207577402241,230.8532453018839,229.00337926265388,218.29247671355645,221.3754235926201,217.65698509853007,217.55552958236507,218.62287809123185,226.78860739320288,223.39368163035115,228.84283954579217,232.32713949680732,234.375634868317,232.14287768257688,235.4920681348646,232.45409737482623,227.67493052184818,227.1820187439432,234.27926840764724,228.28487938563092,238.71841574689745,241.19642945311244,243.27548810786078,250.24452623900103,255.1887488246221,255.69491986647586,262.16977794997683,263.011871699945,260.8539724586251,257.3894124077532,253.7216003723151,252.35829964696217,250.17271424544123,243.88323503640322,238.00831787636372,234.1779467774682,233.51899115209085,228.66097935028478,228.1229926075493,230.39607062306368,246.52603038346578,257.38293792738887,244.44740706215686,246.9453666006436,249.5744832855479,239.56510268251546,231.25127867273497,218.07536542164524,212.49926632055053,216.82086245370186,220.8636025255858,222.8143349553193,250.45024410014355
9,1988-02-01 14:12:38+00:00,270.7377517357702,275.491981308432,270.15217003703276,270.3446794470165,273.3499339350867,282.7901306360292,283.58114576632323,269.02148239437054,258.3910763933642,251.47221240260708,246.08069447807503,240.5374224834782,235.61618685542575,233.4789027713004,229.00073813539305,225.5291733245516,222.3588159828402,220.93213959659903,225.69915031906118,228.56852030849393,234.4959727788483,238.44087022288403,241.84035871888855,244.41260114785445,242.96601618886038,244.74337222957493,240.78815594246532,240.61536490721346,235.3466628929059,239.44725450407861,238.60216246667176,246.5936652689589,247.6062852614381,248.5319179007337,257.1859321671453,261.4481981464443,267.06142455051287,267.1456841159009,268.0153522439648,266.8665492302264,263.6665924120944,262.20038878144527,253.4668123908516,260.2972267695457,251.73183669022146,248.4523743664029,238.74972928224642,240.15586724613203,238.3287804083813,238.96033951676355,237.02638832046787,249.29520774865205,263.7245450658908,247.49020820198376,253.63258507367638,263.3113957267033,246.8633067132479,236.61730321907945,223.86926249586142,218.06516076430069,221.309364053703,227.81453554160572,231.06239159379297,251.2497980136874
