,dates,jap0078-0000,jap0078-0001,jap0078-0002,jap0078-0003,jap0078-0004,jap0078-0005,jap0078-0006,jap0078-0007,jap0078-0008,jap0078-0009,jap0078-0010,jap0078-0011,jap0078-0012,jap0078-0013,jap0078-0014,jap0078-0015,jap0078-0016,jap0078-0017,jap0078-0018,jap0078-0019,jap0078-0020
0,1984-05-21 00:35:49+00:00,200.74481443822214,209.89316429740572,,197.6711717371078,185.8344114949694,182.85593625530313,180.53579716043006,180.95569294445968,175.42392252473047,159.82553267308694,155.05174429306734,153.072750045317,,,156.93648879760298,145.83576779484997,146.06415944480344,152.48205395422482,,160.08699793125888,
1,1984-09-26 00:38:10+00:00,210.45304564543682,,,188.43879792832723,164.6909597490206,177.2919611787012,176.65832696543313,,179.85037713598527,182.1965776057192,185.58167134898426,,222.5028952261122,,,140.96686964481884,124.92102741723664,125.07475919519483,102.58134157965846,,
2,1984-10-12 00:38:08+00:00,198.14310279195044,205.82754113579247,207.99449082736274,207.02347946299912,197.26231618330718,195.79760267218415,196.41630682643756,196.19658661122097,189.69193708075414,183.87317633087363,186.74295764536248,181.54249667105836,,184.85685735173786,170.2425683306415,142.9972975323003,152.54537836351795,,136.17645381029098,,155.16505351306665
3,1984-11-13 00:37:55+00:00,224.25448802716096,224.35437731908414,226.86203665146533,220.42353537462992,210.965545800015,209.92135980694425,205.4229796568475,202.953226875584,201.09793469375316,189.73072421012427,175.96782116443833,184.53137215998873,199.0717183160164,187.3493130365369,176.74543082978434,186.4021001505932,182.46731950073922,,160.93734678130514,,182.96692380373568
4,1984-11-29 00:37:57+00:00,226.20421827395774,232.1652720877987,226.43793407245323,216.61922005274093,213.86094012955866,212.08402284506514,210.94289700853727,205.98589768027014,206.52353963052312,197.1019557865885,192.92400139825403,206.6382055025602,,193.23609668596276,191.09758521083876,193.74726930808342,184.13875364418791,173.3140370748379,,166.3921167880064,185.03423614091508
5,1985-05-24 00:38:10+00:00,207.54374168577934,216.53192731327195,213.62243414829268,214.35133206051108,199.07726699218537,190.97111594545527,187.08238224267512,188.45923352503993,,186.6759444571225,174.60902832019667,,184.09918046223714,175.79636443101833,174.92938425054783,,144.20784111887878,,154.53120564182805,180.3409144334262,189.88830276067455
6,1985-10-15 00:37:01+00:00,212.05130542750007,216.7444644823023,209.420059052113,207.77260312392917,194.2271634876992,193.23733265985982,183.39494678874686,184.98887637330793,,180.52068792489527,182.41716855032197,,189.9497065726009,,189.70397025208993,175.15339326012543,166.51369715760313,,176.541624180705,181.20907833223208,
7,1985-10-31 00:36:48+00:00,234.45423916706,245.36780013689093,244.13580352482376,239.1475886857848,225.9882582516405,217.06258829714102,215.45293743056823,212.5670137753451,215.17878455075754,197.65409631982243,193.8603191107831,199.7404250020155,218.09799298241364,214.59578042770445,202.7727399824206,205.48292514968793,198.5048887866878,,,,
8,1986-06-12 00:31:54+00:00,194.65558473662873,205.1071673937689,201.06680044341786,188.755518349733,165.61200054473017,172.79136178384044,179.76256388391428,188.7120918113996,169.02635120225057,172.24210085119682,166.05570969587524,149.8204223275336,,178.7891005523874,176.45769163952673,159.5466067037553,167.81015524523835,,,,
9,1986-06-28 00:31:23+00:00,176.70218028515038,190.5090529717413,185.2524939774097,184.65535973048432,175.24941188364085,170.54993133872586,164.1908071835237,162.17150263149318,165.72254856357674,154.90275487399367,147.8208993832894,144.67975448760845,167.29401276203177,165.90443136211078,,158.90831623905822,156.18498292440862,,,,179.57590661522357
10,1986-07-30 00:30:17+00:00,204.01907960795614,207.66813544819544,197.75967313344037,191.68789546634537,185.24728034769532,176.46299949990075,171.96666357701102,,175.7241414643826,171.10097385808925,172.20415474740216,,,196.64602485625014,190.51909678181582,177.05862635513122,177.49125004385547,170.6434340821002,,,
11,1986-09-16 00:28:35+00:00,210.74156867291583,208.9491529020433,207.3945649469033,206.70943087424348,190.37168361687742,184.97686618361485,185.44475734641463,178.56010797505036,169.75602468248627,169.51655439572127,176.51138657866,,188.3674697117956,186.2493028914783,194.6128590348684,169.77630868239115,177.76065174919077,,169.51711514865147,,
12,1986-10-18 00:27:33+00:00,224.04734515225837,233.73463648072695,229.9488065761081,223.87381189537672,208.3232918880929,209.1903465095167,201.55529662328476,201.12157544141056,181.153412319522,181.46433689061962,176.9428326119432,180.22284056226735,,207.56728799741873,200.77872280463035,188.5463426213704,192.34513707952678,,,,
13,1987-05-14 00:31:50+00:00,205.63446083908653,210.62036965591452,213.6738061102828,203.75645048412753,199.23455249626923,195.40177999782566,196.25377909260405,194.6104271504853,191.3149694601781,195.4121995984324,173.12959458380413,167.82524140313626,188.87458765914388,,183.05044148990373,133.83845953721783,149.74190232270965,,169.63691470466654,,181.46627053312787
