,dates,chi0366-0000,chi0366-0001,chi0366-0002,chi0366-0003,chi0366-0004,chi0366-0005,chi0366-0006,chi0366-0007,chi0366-0008,chi0366-0009,chi0366-0010,chi0366-0011,chi0366-0012,chi0366-0013,chi0366-0014,chi0366-0015,chi0366-0016,chi0366-0017,chi0366-0018,chi0366-0019,chi0366-0020,chi0366-0021,chi0366-0022,chi0366-0023,chi0366-0024,chi0366-0025,chi0366-0026,chi0366-0027,chi0366-0028,chi0366-0029,chi0366-0030,chi0366-0031
0,1985-01-25 14:04:27+00:00,276.5221620362735,275.01843609611586,272.9026252114028,267.005541652626,269.4725518765548,247.92535660129062,246.74684820063703,253.94028667951764,229.08634023651305,256.74249283502974,263.2193262780692,267.6308855302592,248.27725452835665,,,234.51990812914175,231.4086688236632,228.81644407051488,212.36407887609633,208.57785879197536,200.06859302629994,192.4791501239776,199.01133268096362,211.0034336713591,209.86615736858,188.32729966438134,207.60602973306894,209.08878636337087,201.4791038441786,211.25897034484785,204.7806373227478,193.56409859050234
1,1986-01-28 14:01:10+00:00,264.7265824320285,265.02854387516356,285.1128038805599,276.53855973117373,267.3454929288502,256.18301540662094,244.62114877340534,249.1652301114874,242.35104444651384,242.85686611452758,254.2192469779731,253.5840037214708,242.538890907655,231.01421485838569,223.9853182911431,221.17434287184176,226.83004968740133,229.65063945392447,222.5029248309363,223.28975702614142,216.03753371445634,210.4513278776438,202.35631251581876,195.28790996143792,196.45603919666493,191.31454066663076,191.9177693453378,200.7890454946111,211.07178301664945,204.57833931261894,206.2783124692447,206.07490465011116
2,1986-08-15 14:01:53+00:00,242.50495237445978,249.82700505836266,257.4807875341808,251.88043213649095,250.5816097007435,245.61534612360668,232.10654819030992,249.65082704345465,209.18948192463202,243.1246756776113,252.82132920121825,235.8407904522092,213.51552958909502,227.80297865643814,226.70093762050814,209.62517455108537,212.51570291981272,208.16618240131726,,202.16403683554486,206.8753784754607,216.8193493915755,210.07650203685026,203.38983239145898,202.2735109986686,179.27043732597565,,191.81520362517472,200.6838875117682,189.93062261433911,190.6768971974266,185.4855654749698
3,1986-09-16 14:00:46+00:00,228.31495112896937,224.84988889480462,219.22275431644664,231.34972438989027,223.607125794506,222.07467268113973,200.7148943404203,210.45871058371944,215.70311024242397,218.56638545919188,215.9549059183425,,196.3024793553793,,,175.19885162311425,186.74559636846578,195.99015445611218,187.37543057254004,183.04256307205807,180.9875198116453,198.69543423761718,187.25548703898855,163.69090607000018,160.2526860729685,159.43573128304482,,162.08276447899212,183.36866519594003,173.4274111092005,174.51045833728668,175.21672529302396
4,1986-09-25 13:54:18+00:00,224.75342515078242,206.60675598755483,,232.97566313669952,,,,,,,,,,,,,,,,200.79949775446403,203.42322497793788,206.83070222624082,198.5195218948589,188.26501672348016,186.86841864911628,178.06356073392607,175.437788815998,182.15311264804396,193.27606681587068,182.65964001233004,179.09702091803481,179.8500890175543
5,1986-10-11 13:53:47+00:00,247.20145681127164,254.1454925356977,246.42114283133054,231.49645648958162,237.35470328796484,236.39801199939336,216.44834980609892,213.73960406140372,247.84628891949419,245.2722056380445,246.74785943029616,247.78041864630646,224.7497127469373,213.51763608158763,213.42238151645148,216.73050656963613,207.39772936395408,199.75768284662945,218.97678481004016,219.65896573150334,223.42989326990627,216.03475881928023,214.93022935728627,193.32388295816844,189.83070277392247,179.01867076693424,178.9336551144587,189.83111525950517,207.9825788238367,193.9836910182308,191.76434374206994,192.8942927463628
6,1986-11-03 13:59:10+00:00,223.2683456949198,232.7190285874085,245.8228007694425,246.0660971708715,235.07837154985248,238.9093876225899,248.517318107482,249.40256245079212,244.60252182050368,238.03467796049642,236.38810592545371,240.79666227096004,235.9502276778687,211.25836395045215,217.3939417096318,202.04176968693577,203.48820955474338,201.53883610151735,218.54315475669327,200.8405579238192,210.83483102720427,204.72438800600958,216.47047215049912,208.64004403106242,197.18119063449103,186.98873789895484,188.13530496342372,194.31182967682435,196.78782067668993,197.8433960320047,192.44116664726405,193.96767045115809
7,1986-11-12 13:52:38+00:00,215.86772415116087,236.47499649084799,247.5529746741664,243.63456644906663,228.2544280203076,231.2574614409545,234.60716160557217,252.98487731313787,259.059512185703,255.0802424567554,251.84851957714193,241.6135892349405,226.66583159636852,218.56617879527582,215.0846496619911,214.3693509152175,207.84019604706148,207.8056644209151,217.6255398726732,208.01255888482794,200.23327953680757,208.05220425296983,199.8500762717185,202.71170642028721,199.2664647662765,186.8577216298859,192.4230094702839,196.80915752279464,198.2152333197941,180.8830105701232,191.9712874385977,196.745949106852
8,1986-12-14 13:52:49+00:00,219.30258861985476,227.5049176251164,228.1993254356952,223.58926910106462,225.82405078180534,219.77854927780373,216.63752473599848,216.42061692799734,233.9542143466799,239.6681225638106,243.6452323655001,221.62170749838316,235.5827047149842,224.19533972010984,219.076211432242,188.5676639306074,207.63280036588705,207.00175891353538,204.5474364245084,202.08712314936756,195.5917271199903,194.13323655250525,188.323085825025,193.8240794918311,199.49108995952915,187.04842786565328,184.97337412022335,192.6555336969821,190.68238138953606,176.06577895369804,177.74574003925943,180.69765764395555
9,1986-12-21 13:59:13+00:00,231.9098394103408,248.18194645065162,257.1598730315485,243.7308936318505,231.4288540427584,228.324205865665,228.92081487497754,230.4002401350183,243.627605568514,261.02674642980014,268.16925154604814,256.8145592060528,254.87353621122836,249.74272671854587,232.68229473178286,,246.14730588909697,242.94429094011585,232.3966082567321,227.96190020034908,225.85892278340626,220.17213240162602,217.16683354170212,210.1363195966279,208.30324307333223,198.14092582610272,199.25943302203444,203.35602975516719,198.04808754707193,198.52083994426422,194.79689662921066,192.2385680607536
