,dates,chi0366-0000,chi0366-0001,chi0366-0002,chi0366-0003,chi0366-0004,chi0366-0005,chi0366-0006,chi0366-0007,chi0366-0008,chi0366-0009,chi0366-0010,chi0366-0011,chi0366-0012,chi0366-0013,chi0366-0014,chi0366-0015,chi0366-0016,chi0366-0017,chi0366-0018,chi0366-0019,chi0366-0020,chi0366-0021,chi0366-0022,chi0366-0023,chi0366-0024,chi0366-0025,chi0366-0026,chi0366-0027,chi0366-0028,chi0366-0029,chi0366-0030,chi0366-0031
0,1985-01-25 14:04:27+00:00,273.95105163667347,272.9148003146249,270.69881629745987,264.8017327386831,267.15855251691477,244.3653575864598,243.66151572111698,250.6345733086033,225.52634122168223,253.1824938201989,260.13399379854917,265.05977513065915,245.9632551687166,,,231.4345756496217,228.51616962411313,226.24533367091482,209.27874639657628,205.6853595924253,197.49748262669988,190.46697676776887,196.8075237670207,208.11093447180903,206.97365816902993,185.89151086476025,204.88367754525711,206.5176759637708,199.04331504455752,208.6878599452478,202.20952692314773,191.12830979088125
1,1986-01-28 14:01:10+00:00,264.6024009996177,264.92694088500923,285.0063626527792,276.43211850339304,267.23372963968046,256.0110718848213,244.47213105451235,249.00556826981634,242.17910092471422,242.68492259272796,254.07022925908012,253.45982228905996,242.42712761848526,230.90777363060496,223.82565644947204,221.02532515294877,226.69034557593915,229.52645802151363,222.35390711204332,223.15005291467924,215.9133522820455,210.35414240880053,202.24987128803804,195.14820584997574,196.31633508520275,191.19689509908366,191.78628312278516,200.66486406220025,210.95413744910235,204.4541578802081,206.15413103683386,205.95725908256406
2,1986-08-15 14:01:53+00:00,242.99677625730808,250.2294064170567,257.9023508623365,252.30199546464664,251.024251195307,246.29633303831972,232.69673684972787,250.28317203568818,209.87046883934505,243.80566259232432,253.4115178606362,236.3326143350575,213.9581710836585,228.22454198459383,227.33328261274167,210.2153632105033,213.06900478801705,208.65800628416557,,202.7173387037492,207.36720235830902,217.204255039022,210.49806536500594,203.9431342596633,202.82681286687293,179.7363757413056,,192.30702750802303,201.14982592709816,190.42244649718742,191.1687210802749,185.95150389029976
3,1986-09-16 14:00:46+00:00,236.29558252415325,231.37949639995506,226.06329551231852,238.19026558576215,230.78969405017148,233.12477768985585,210.29165201464093,220.71952237752726,226.7532152511401,229.616490467908,225.53166359256312,,203.48504761104476,,,184.77560929733488,195.72380668804763,203.97078585129606,196.95218824676067,192.02077339163992,188.9681512068292,204.94114576428282,194.09602823486043,172.66911638958203,169.23089639255033,166.99632944690322,,170.063395874176,190.92926335979843,181.40804250438438,182.49108973247056,182.77732345688236
4,1986-09-25 13:54:18+00:00,222.28604827606415,204.5879930900581,,230.8607686726553,,,,,,,,,,,,,,,,198.02369877040599,200.9558481032196,204.89971162863523,196.40462743081468,185.48921773942212,184.09261966505824,175.72604579998244,172.82527212511985,179.6857357733257,190.93855188192705,180.19226313761177,176.62964404331655,177.51257408361067
5,1986-10-11 13:53:47+00:00,244.45192685789496,251.8958771192986,244.0644028712934,229.13971652954447,234.88012632992584,232.5909705254872,213.14891386204692,210.204494121348,244.03924744558802,241.46516416413834,243.44842348624417,245.03088869292978,222.2751357888983,211.16089612155048,209.88727157639576,213.43107062558414,204.30450816640533,197.00815289325277,215.67734886598817,216.5657445339546,220.6803633165296,213.88295276881152,212.57348939724912,190.23066176061968,186.7374815763737,176.41385291636686,176.02238810500106,187.0815853061285,205.37776097326932,191.2341610648541,189.01481378869326,190.28947489579542
6,1986-11-03 13:59:10+00:00,227.54199180930684,236.21564813554338,249.48592601034568,249.72922241177469,238.92465305280083,244.82674378097195,253.64569344474646,254.8972503121469,250.51987797888575,243.9520341188785,241.51648126271817,245.0703083853471,239.79650918081705,214.92148919135533,222.88862957098658,207.17014502420022,208.2960614334288,205.8124822159044,223.67153009395773,205.64840980250463,215.10847714159132,208.068980617269,220.1335973914023,213.44789590974784,201.98904251317646,191.03745527047943,192.6603420257159,198.5854757912114,200.83653804821452,202.11704214639175,196.7148127616511,198.01638782268267
7,1986-11-12 13:52:38+00:00,217.999591259787,238.21925139790574,249.38028933870308,245.4618811136033,230.17310841807114,234.20927743751378,237.16540213592353,255.7258493099429,262.0113281822623,258.0320584533147,254.40676010749328,243.74545634356662,228.58451199413204,220.3934934598125,217.82562165879614,216.92759144556885,210.2385465442659,209.93753152954122,220.18378040302454,210.41090938203234,202.3651466454337,209.7206219901555,201.6773909362552,205.11005691749162,201.6648152634809,188.8773852064791,194.68028052647628,198.94102463142076,200.23489689638728,183.01487767874931,194.10315454722382,198.7656126834452
8,1986-12-14 13:52:49+00:00,221.83783482736064,229.57920997671212,230.37239361355736,225.7623372789268,228.10577236856065,223.28889018050418,219.67982018500555,219.68021919479062,237.46455524938034,243.17846346651106,246.68752781450718,224.15695370588904,237.8644263017395,226.36840789797202,222.33581369903527,191.60995937961448,210.48495234933117,209.53700512104126,207.58973187351546,204.93927513281167,198.1269733274962,196.11734228011855,190.49615400288718,196.67623147527522,202.34324194297326,189.4502400622378,187.65775245758252,195.19077990448798,193.0841935861206,178.60102516120392,180.2809862467653,183.09946984054008
9,1986-12-21 13:59:13+00:00,228.3943066367915,245.3056014541113,254.1465592256491,240.7175798259511,228.26487454656402,223.45654510228906,224.7021755467184,225.8802694261692,238.75994480513808,256.1590856664242,263.950612217789,253.29902643250352,251.70955671503398,246.72941291264647,228.16232402293377,,242.19233151885402,239.42875816656655,228.17796892847295,224.00692583010613,222.34339000985696,217.42084588319614,214.15351973580272,206.18134522638496,204.34826870308927,194.81042109326654,195.53710420298225,199.8404969816179,194.71758281423575,195.00530717071493,191.28136385566137,188.90806332791743
