dates,nzd0541-0000,nzd0541-0001,nzd0541-0002,nzd0541-0003,nzd0541-0004,nzd0541-0005,nzd0541-0006,nzd0541-0007,nzd0541-0008,nzd0541-0009,nzd0541-0010,nzd0541-0011,nzd0541-0012,nzd0541-0013,nzd0541-0014,nzd0541-0015,nzd0541-0016,nzd0541-0017,nzd0541-0018,nzd0541-0019,nzd0541-0020,nzd0541-0021,nzd0541-0022,nzd0541-0023,nzd0541-0024,nzd0541-0025,nzd0541-0026,nzd0541-0027,nzd0541-0028,nzd0541-0029,nzd0541-0030,nzd0541-0031,nzd0541-0032,nzd0541-0033,nzd0541-0034,satname
1999-09-02 22:13:44+00:00,,,356.99,367.03,,,,,,,375.13,366.18,356.74,357.80,358.20,,,,,,369.14,367.23,356.46,353.04,347.28,377.84,,,,335.75,342.83,364.89,380.59,,416.97,L7
1999-12-07 22:13:41+00:00,417.68,419.23,388.75,395.97,393.44,393.96,392.99,394.30,389.81,390.96,389.45,392.84,390.29,380.93,387.40,387.13,388.75,391.45,391.54,389.76,381.19,368.73,364.56,362.35,365.58,365.01,361.49,356.95,344.94,343.85,331.88,347.33,358.37,356.54,382.60,L7
1999-12-16 22:07:33+00:00,398.56,398.91,376.93,389.30,386.63,388.08,385.69,389.73,383.43,382.98,384.95,383.35,377.98,379.97,381.64,380.74,376.94,381.96,378.53,378.83,379.42,370.00,367.89,360.31,361.69,355.56,352.92,346.54,349.01,347.17,344.16,359.54,366.52,376.25,387.83,L7
2000-02-18 22:07:16+00:00,430.34,425.90,383.14,382.71,395.18,399.68,396.67,396.10,398.76,401.15,416.55,406.25,397.75,385.92,398.17,422.56,428.48,416.28,407.63,391.67,371.04,363.80,369.13,378.89,386.89,383.59,,,396.93,386.80,371.26,391.96,364.32,,,L7
2000-05-08 22:06:44+00:00,366.47,371.98,363.09,371.88,370.41,372.54,374.88,372.79,373.36,370.96,375.86,376.28,376.07,385.31,399.43,405.83,408.35,385.80,366.00,352.28,340.29,338.78,342.06,345.88,350.57,354.85,352.74,367.49,366.90,364.20,347.39,354.42,361.39,364.48,360.36,L7
2000-05-15 22:12:54+00:00,356.89,360.83,338.71,356.83,370.40,364.89,365.44,364.67,,,372.36,373.26,370.76,379.67,,,403.15,390.44,,346.31,,,,,,364.54,368.92,365.47,383.78,366.53,350.69,358.64,356.27,370.83,355.02,L7
2000-08-12 22:05:41+00:00,320.96,336.50,,331.70,340.02,343.55,349.49,,,,,,,,,,350.42,344.28,,,329.30,346.08,,309.38,314.22,,336.38,,344.20,334.77,326.09,334.24,333.92,337.90,340.84,L7
2000-08-19 22:11:49+00:00,338.86,352.08,374.94,375.49,,,350.74,359.87,,,377.00,372.31,384.15,396.05,380.53,392.87,379.63,370.07,371.42,364.48,353.21,347.76,356.61,351.74,357.14,361.45,370.29,,,,,,,,,L7
2000-09-20 22:11:14+00:00,379.27,383.19,366.74,381.16,380.90,371.43,372.62,372.56,373.06,375.35,376.43,372.14,367.54,368.55,364.25,360.74,366.84,368.39,371.62,369.48,368.47,365.65,358.77,355.88,354.40,347.45,349.49,349.38,354.02,359.02,361.25,369.75,382.73,397.59,406.01,L7
2000-10-15 22:04:43+00:00,385.72,392.07,367.77,375.82,383.23,381.69,384.20,380.72,382.11,382.53,384.94,379.10,375.03,362.20,359.85,350.59,361.36,367.43,380.29,376.54,377.79,367.84,352.68,350.54,349.71,350.81,351.80,355.45,356.53,367.20,367.78,380.48,396.14,390.46,383.01,L7
2001-01-10 22:11:15+00:00,410.60,397.84,,402.58,388.09,385.50,385.91,385.03,390.61,398.20,398.03,388.89,381.30,377.55,384.19,395.17,391.86,390.73,380.66,358.07,349.10,347.63,342.14,341.94,341.85,347.67,,,,,,389.21,,,414.69,L7
2001-02-11 22:11:12+00:00,364.07,359.06,356.66,355.56,358.52,364.46,362.13,364.25,362.20,360.48,366.63,372.34,369.00,365.28,381.80,399.02,386.63,364.47,364.84,359.78,363.86,371.72,377.07,373.48,371.16,364.62,372.13,375.45,367.43,353.58,347.89,367.59,377.16,378.41,383.73,L7
2001-02-20 22:05:00+00:00,382.87,375.31,373.86,379.03,385.01,382.51,384.00,386.94,384.83,392.32,396.54,401.52,396.30,398.31,403.94,402.18,388.39,376.21,371.90,371.90,367.29,371.25,382.98,374.43,370.16,368.49,372.89,374.83,373.44,366.69,362.90,375.84,389.84,396.49,396.75,L7
2001-04-16 22:10:54+00:00,384.12,385.57,376.51,377.01,383.65,383.13,382.49,385.92,389.76,389.25,385.83,388.70,383.55,389.21,398.62,,391.95,391.99,382.21,383.09,375.78,371.13,372.83,369.56,377.42,373.57,368.09,368.22,372.00,378.48,369.93,390.46,404.76,413.18,413.23,L7
2001-05-11 22:04:33+00:00,369.42,375.71,382.29,380.34,379.31,385.73,378.55,379.95,,,399.29,395.83,404.60,395.80,,,428.74,401.61,,,369.16,363.63,360.18,369.14,363.16,382.52,363.93,372.21,366.26,360.22,363.07,371.54,381.60,383.96,380.43,L7
2001-06-19 22:10:17+00:00,361.71,,,,,,,,,,,,,,,,393.84,391.56,388.94,,362.49,357.02,355.98,356.45,358.66,368.26,353.96,,377.12,366.00,363.53,365.59,380.15,375.49,406.30,L7
2001-07-05 22:10:09+00:00,381.65,387.75,,,,,,,,,,,,,,,393.69,419.17,,,350.55,333.36,318.87,333.07,363.34,352.04,350.71,,,,,,,,,L7
2001-07-14 22:03:57+00:00,,,,,,,,,,,,,,,,,366.86,354.43,,,,,,,,,,,333.82,341.81,337.67,,355.32,,,L7
2001-08-15 22:03:26+00:00,385.03,381.03,370.64,381.13,398.89,396.01,398.20,397.02,388.65,381.19,391.14,379.51,373.53,374.36,378.03,381.96,375.30,382.02,377.51,374.23,380.26,369.30,368.01,357.72,356.19,350.71,354.79,360.85,361.19,363.11,367.16,393.68,,,425.94,L7
2001-08-31 22:03:17+00:00,386.32,383.49,382.10,392.63,405.12,405.98,403.64,401.30,397.03,390.32,390.64,386.80,384.54,376.83,368.73,374.68,383.33,386.77,396.81,397.48,394.54,395.86,385.31,369.55,357.55,352.62,348.69,353.07,356.28,361.45,359.77,380.08,,,,L7
2001-12-21 22:03:17+00:00,,,385.92,395.40,395.95,392.53,391.76,401.44,397.15,394.39,399.27,395.11,393.75,396.97,399.19,400.53,403.87,406.71,396.61,390.76,385.35,381.02,375.07,376.12,379.07,377.90,382.36,374.89,386.00,383.38,365.99,373.26,367.38,371.08,,L7
2002-03-11 22:03:31+00:00,,399.17,394.87,398.21,401.94,401.25,397.56,399.54,406.41,405.98,401.75,402.54,396.07,397.28,410.16,420.62,428.47,426.99,426.26,411.83,405.13,393.83,385.25,373.68,377.35,378.22,382.27,391.67,388.42,390.95,385.02,400.01,,408.30,418.76,L7
2002-04-12 22:03:25+00:00,425.30,405.43,363.93,358.19,370.08,372.09,369.33,374.07,,,,371.39,374.67,,,,361.08,368.81,,,366.53,339.55,335.37,333.02,354.80,313.60,331.07,,343.14,333.14,330.62,356.72,368.80,,,L7
2002-05-05 22:09:37+00:00,377.92,367.95,331.70,,,,,,,,,,,,,,374.63,367.78,,347.43,358.28,346.15,348.68,353.25,352.50,346.40,350.00,339.54,351.33,357.34,365.66,382.54,403.12,416.08,417.59,L7
2002-05-14 22:03:19+00:00,401.08,401.31,371.73,373.31,380.65,379.60,381.79,384.11,383.86,377.34,378.01,377.66,382.94,376.22,373.05,384.92,390.10,386.55,387.29,372.84,355.72,356.10,350.52,356.11,352.30,350.95,357.85,363.96,361.76,368.52,358.76,388.86,402.19,400.02,399.09,L7
2002-06-15 22:03:07+00:00,365.47,,,,,,,,,,,,,,,,,368.37,380.13,368.94,361.59,344.90,343.53,346.27,345.86,351.42,346.82,347.96,343.53,344.85,341.23,367.41,388.00,407.01,409.73,L7
2002-06-22 22:09:15+00:00,361.94,361.42,332.14,340.53,328.00,336.67,351.78,355.78,352.02,352.86,358.65,356.99,353.80,352.05,356.13,353.23,362.60,371.07,,348.01,349.53,342.19,342.54,343.34,332.17,330.50,337.95,330.46,322.95,330.01,337.69,351.75,375.66,385.10,387.60,L7
2002-07-01 22:03:02+00:00,,,,,,,,,,,,,,,,,355.37,386.89,,,354.33,356.52,330.36,339.45,336.65,341.92,343.51,,332.73,328.03,,360.17,401.73,399.73,417.12,L7
2002-07-08 22:09:12+00:00,366.77,373.90,353.93,330.69,352.37,374.28,381.41,373.41,368.52,361.43,364.57,370.82,364.11,360.87,364.53,366.32,381.51,380.76,370.88,369.83,364.67,358.00,357.67,357.35,355.90,349.85,342.49,,345.72,353.48,353.00,374.16,402.49,415.92,425.17,L7
2002-08-09 22:08:57+00:00,392.75,339.00,365.44,365.94,371.02,370.71,375.02,,,,370.13,368.95,363.94,349.99,345.95,360.07,364.34,362.30,366.20,355.18,347.99,349.51,349.49,342.77,341.08,339.41,337.66,350.64,356.55,367.66,357.25,363.35,395.22,397.61,403.23,L7
2002-09-10 22:08:43+00:00,396.58,,357.13,349.68,359.29,362.18,360.08,363.16,360.59,359.09,364.26,365.49,365.05,360.63,357.81,357.93,371.77,373.12,367.39,362.72,354.78,350.82,347.46,351.33,355.24,355.55,353.95,363.58,364.53,361.24,362.91,383.76,406.89,398.16,402.16,L7
2002-11-22 22:02:45+00:00,418.48,,368.95,366.63,370.40,370.29,368.09,368.04,366.46,366.18,368.00,371.69,370.39,361.67,367.62,377.24,386.29,384.93,368.26,357.64,351.24,356.75,357.03,358.00,359.53,361.54,363.08,369.70,366.69,357.92,354.25,408.06,367.36,378.24,383.97,L7
2003-02-01 22:09:21+00:00,,330.18,338.19,338.49,338.79,,,,,,,,,,,,357.81,354.31,,342.40,334.37,331.01,338.12,331.92,334.21,341.15,348.93,349.60,343.91,345.87,329.68,,341.13,358.10,369.98,L7
2003-03-21 22:09:27+00:00,420.05,,368.20,380.36,,398.61,392.08,390.74,385.11,385.35,398.37,408.50,,,,,,,390.34,373.12,371.09,367.79,371.66,383.64,,,,,,,,402.99,381.93,357.00,357.03,L7
2003-08-05 22:02:59+00:00,377.75,371.66,349.12,352.44,346.59,349.42,350.00,362.85,367.73,367.66,379.34,378.68,372.31,374.71,,,,,,,,,,,,,,321.88,337.62,343.41,343.48,,361.55,367.95,370.28,L7
2003-08-13 21:51:32+00:00,398.05,398.73,333.20,353.15,369.12,384.26,384.18,390.49,377.66,374.12,378.38,384.24,389.09,387.03,386.51,382.83,361.99,361.35,361.93,365.57,363.30,369.56,360.78,354.66,344.87,341.09,325.37,320.81,379.32,,382.41,412.48,405.81,415.63,359.88,L5
2003-10-07 21:58:35+00:00,373.41,371.97,370.95,376.71,379.69,378.03,373.55,377.16,375.03,372.20,378.33,376.94,372.23,371.57,369.79,377.89,381.22,395.26,398.82,394.62,387.54,379.69,368.00,365.78,358.97,354.93,349.30,345.50,347.62,345.15,341.23,352.61,372.15,380.06,393.80,L5
2003-10-15 22:08:58+00:00,372.75,376.08,366.56,371.87,368.20,372.97,367.83,372.34,374.20,374.41,383.53,382.65,373.76,374.50,373.29,377.54,371.41,384.97,390.30,,,,,,,,,,342.51,345.81,346.15,360.71,372.23,378.63,394.84,L7
2003-10-24 22:02:58+00:00,,,346.17,350.82,371.77,397.77,399.21,400.82,397.08,393.04,393.05,390.26,387.47,379.65,391.87,392.49,395.96,405.91,411.97,423.16,414.59,394.98,369.22,361.22,,,,,,,,,,,,L7
2003-11-17 21:52:57+00:00,390.29,386.87,367.74,375.67,376.97,372.74,375.37,378.28,372.35,371.62,374.66,375.57,375.87,380.05,377.21,369.62,372.93,384.41,384.06,388.63,389.96,387.98,379.44,365.87,350.78,337.99,332.49,340.19,351.80,355.46,358.40,372.37,386.95,409.61,419.93,L5
2003-12-26 21:59:30+00:00,,,,,,,,,,,373.15,374.85,377.01,363.26,363.53,359.91,347.30,,,344.80,369.64,369.44,353.62,330.81,,308.39,321.87,334.14,341.66,352.73,345.69,348.96,361.53,379.21,397.59,L5
2004-03-31 21:59:59+00:00,390.14,392.15,379.09,385.07,381.59,379.71,376.57,382.11,376.11,373.76,377.19,369.85,371.78,374.59,375.08,386.47,389.88,383.60,379.18,376.33,377.92,371.04,371.35,372.08,365.11,360.37,354.86,358.80,365.25,356.23,354.07,376.51,392.56,397.12,399.49,L5
2004-04-24 22:09:55+00:00,376.80,386.64,379.61,388.38,390.79,387.81,390.39,390.84,381.45,375.89,389.57,390.68,390.43,385.03,390.12,395.97,398.24,398.74,394.38,389.74,387.38,376.53,371.28,,,,,,,,,367.64,385.51,400.30,407.63,L7
2004-04-25 21:54:35+00:00,,,,,,,,381.18,384.70,376.16,386.92,389.58,388.52,386.00,388.79,389.77,393.47,391.91,387.84,388.18,385.31,375.71,372.04,376.29,381.60,381.07,376.78,377.74,380.69,364.34,361.87,377.06,389.36,404.70,408.60,L5
2004-05-02 22:00:57+00:00,360.38,,,367.60,372.63,369.38,377.42,372.70,368.23,366.78,369.38,378.13,357.55,333.02,369.49,379.16,369.48,367.30,360.28,,,330.04,347.44,,,403.77,,,,,335.83,352.49,364.63,378.69,384.92,L5
2004-05-03 22:03:47+00:00,357.53,372.44,364.73,,,,,,,,371.96,373.51,371.69,365.54,373.59,373.81,372.23,365.50,371.03,370.31,361.96,355.30,347.72,345.59,353.97,361.07,357.25,346.86,342.24,337.07,333.26,,,,,L7
2004-05-18 22:01:26+00:00,416.51,,379.39,390.96,395.36,394.39,385.39,382.89,381.65,388.02,393.43,391.62,396.77,393.10,383.64,377.32,381.22,394.04,402.17,390.35,384.83,376.36,372.07,366.36,361.86,381.41,382.72,376.77,382.85,388.00,,,,388.69,394.32,L5
2004-05-26 22:09:57+00:00,,386.33,364.43,371.29,387.23,378.65,367.69,370.95,379.23,378.59,380.32,390.67,384.76,,,,,,,,,373.13,371.01,364.57,369.84,368.02,361.92,363.60,366.38,362.20,361.76,377.23,396.29,400.98,408.35,L7
2004-06-04 22:03:43+00:00,380.49,,320.87,,353.25,,,339.45,345.50,351.65,357.97,361.86,362.14,355.35,355.51,354.27,347.56,,,350.73,,343.30,338.02,342.65,344.33,335.15,332.71,,,,,,,,,L7
