dates,nzd0541-0000,nzd0541-0001,nzd0541-0002,nzd0541-0003,nzd0541-0004,nzd0541-0005,nzd0541-0006,nzd0541-0007,nzd0541-0008,nzd0541-0009,nzd0541-0010,nzd0541-0011,nzd0541-0012,nzd0541-0013,nzd0541-0014,nzd0541-0015,nzd0541-0016,nzd0541-0017,nzd0541-0018,nzd0541-0019,nzd0541-0020,nzd0541-0021,nzd0541-0022,nzd0541-0023,nzd0541-0024,nzd0541-0025,nzd0541-0026,nzd0541-0027,nzd0541-0028,nzd0541-0029,nzd0541-0030,nzd0541-0031,nzd0541-0032,nzd0541-0033,nzd0541-0034,satname
1999-09-02 22:13:44+00:00,,,356.99,367.03,,,,,,,375.13,366.18,356.74,357.80,358.20,,,,,,369.14,367.23,356.46,353.04,347.28,377.84,,,,335.75,342.83,364.89,380.59,,416.97,L7
1999-12-07 22:13:41+00:00,417.68,419.23,372.87,381.50,393.44,393.96,392.99,394.30,389.81,390.96,382.29,379.51,373.51,369.37,372.80,387.13,388.75,391.45,391.54,389.76,375.16,367.98,360.51,357.70,356.43,371.42,361.49,356.95,344.94,339.80,337.36,356.11,369.48,356.54,399.79,L7
1999-12-16 22:07:33+00:00,408.12,409.07,374.22,384.10,390.03,391.02,389.34,392.01,386.62,386.97,383.18,380.79,375.00,372.90,375.75,383.94,382.85,386.70,385.03,384.29,376.58,368.65,362.97,358.57,358.18,366.14,357.21,351.75,346.98,342.26,339.62,357.25,368.49,366.39,395.80,L7
2000-02-18 22:07:16+00:00,415.53,414.68,376.45,383.75,391.75,393.91,391.78,393.38,390.67,391.70,391.52,387.15,380.69,376.16,381.35,396.81,398.06,396.56,392.57,386.75,375.20,367.44,364.51,363.65,365.36,370.50,357.21,351.75,363.63,353.39,347.53,365.93,367.45,366.39,395.80,L7
2000-05-08 22:06:44+00:00,403.26,404.00,377.98,384.97,386.42,388.56,387.56,388.23,386.34,386.51,391.70,389.68,385.52,383.03,391.66,399.06,400.63,393.87,385.93,378.13,367.99,360.33,360.91,361.86,366.18,364.75,355.72,356.99,364.44,360.50,348.67,363.31,362.65,365.76,376.93,L7
2000-05-15 22:12:54+00:00,393.99,395.37,370.12,379.34,383.21,383.83,383.13,383.52,386.34,386.51,387.83,386.40,382.57,382.36,391.66,399.06,401.13,393.19,385.93,371.77,367.99,360.33,360.91,361.86,366.18,364.71,359.02,359.11,368.31,361.71,349.08,362.38,361.37,367.02,371.45,L7
2000-08-12 22:05:41+00:00,368.66,373.80,361.65,360.78,369.00,370.17,371.62,377.85,386.06,386.05,388.26,385.26,381.53,383.63,398.80,414.19,397.60,384.20,386.82,363.42,346.88,349.55,355.59,344.72,350.56,367.66,352.68,366.48,372.95,363.07,348.86,359.81,353.97,357.74,352.07,L7
2000-08-19 22:11:49+00:00,345.80,355.35,358.91,358.98,360.28,360.33,360.14,365.78,373.36,370.96,375.07,373.95,376.99,387.01,389.98,399.35,385.39,372.65,368.71,354.36,340.93,344.21,349.34,335.67,340.64,360.28,357.08,366.48,364.96,355.17,341.39,349.10,350.53,357.74,352.07,L7
2000-09-20 22:11:14+00:00,352.49,360.92,360.87,363.41,365.43,363.10,362.63,367.47,373.21,373.15,375.41,373.50,374.63,382.39,381.40,386.48,381.68,371.80,369.68,358.14,347.82,349.57,352.48,340.72,344.08,357.07,355.56,360.78,362.23,356.13,346.36,354.26,358.58,367.70,365.56,L7
2000-10-15 22:04:43+00:00,358.03,366.11,362.25,365.48,368.99,366.82,366.23,370.12,376.18,376.28,377.32,374.62,374.71,378.36,376.01,377.51,378.29,371.07,372.33,361.82,353.81,353.22,352.53,342.68,345.21,355.82,354.94,359.45,361.09,358.34,350.64,359.51,366.09,372.25,369.05,L7
2001-01-10 22:11:15+00:00,367.08,372.34,369.82,373.35,373.06,370.54,368.59,374.54,381.93,385.36,384.10,378.11,377.00,376.09,372.20,374.84,370.02,368.18,376.00,367.14,355.57,354.99,352.55,341.90,343.46,351.85,351.99,352.41,351.58,353.66,351.71,368.42,370.93,375.32,386.14,L7
2001-02-11 22:11:12+00:00,375.70,376.85,366.53,378.12,377.69,375.77,371.12,372.49,377.00,379.14,380.61,376.96,375.40,373.93,374.12,379.68,377.26,372.22,373.77,365.67,362.49,360.12,357.45,354.72,354.85,354.40,360.93,360.09,359.33,359.93,358.97,376.76,385.34,388.82,396.86,L7
2001-02-20 22:05:00+00:00,384.51,381.49,366.26,378.83,379.15,377.12,377.77,377.90,378.56,381.78,384.51,382.80,377.83,374.38,378.81,381.54,379.02,373.45,373.86,367.15,365.30,364.82,362.73,359.25,357.46,355.81,361.58,363.78,362.85,361.62,359.95,376.57,386.47,390.74,396.84,L7
2001-04-16 22:10:54+00:00,385.42,379.44,369.01,378.55,378.82,378.90,378.63,380.53,381.85,385.06,386.76,387.86,382.54,382.59,392.14,398.79,389.71,380.85,374.90,368.21,364.01,365.43,368.75,364.85,365.15,363.59,371.04,372.83,370.96,366.25,360.24,380.77,390.59,396.03,402.10,L7
2001-05-11 22:04:33+00:00,382.22,378.70,372.33,378.90,378.92,380.27,378.62,380.42,381.85,385.06,389.26,389.46,386.95,385.23,392.14,398.79,397.51,385.00,374.90,368.21,365.04,365.07,367.04,365.71,364.75,367.37,369.26,372.68,369.78,364.74,360.95,378.93,388.34,393.01,397.77,L7
2001-06-19 22:10:17+00:00,378.80,378.70,372.33,378.90,378.92,380.27,378.62,380.42,381.85,385.06,389.26,389.46,386.95,385.23,392.14,398.79,396.90,386.10,377.71,368.21,364.61,363.73,365.20,364.17,363.74,367.52,366.20,372.68,371.25,364.99,361.46,376.70,386.70,389.51,399.19,L7
2001-07-05 22:10:09+00:00,379.21,380.21,372.33,378.90,378.92,380.27,378.62,380.42,381.85,385.06,389.26,389.46,386.95,385.23,392.14,398.79,396.44,390.82,377.71,368.21,362.60,359.39,358.58,359.72,363.68,365.31,363.62,372.68,371.25,364.99,361.46,376.70,386.70,389.51,399.19,L7
2001-07-14 22:03:57+00:00,373.97,376.68,372.33,372.98,376.62,378.96,376.79,379.26,378.93,380.68,387.07,389.60,388.36,387.15,394.79,400.60,392.87,385.63,376.97,371.59,364.86,361.35,361.32,362.69,367.32,368.25,363.62,372.68,365.01,361.13,357.50,374.20,381.47,389.51,396.09,L7
2001-08-15 22:03:26+00:00,377.47,381.07,375.82,379.38,386.71,386.85,385.81,387.46,387.75,387.59,393.20,391.39,389.50,389.42,393.53,392.07,391.25,388.14,380.14,376.41,367.59,360.95,359.81,360.06,364.82,365.93,360.73,369.03,363.97,362.72,360.71,379.42,382.33,392.28,404.53,L7
2001-08-31 22:03:17+00:00,378.04,382.71,377.88,382.78,391.74,392.71,390.72,391.05,391.81,386.92,391.73,387.71,386.56,384.05,381.79,378.32,390.53,389.65,386.37,384.93,372.13,365.05,360.20,359.25,362.72,363.29,356.69,363.59,361.11,361.85,360.19,380.27,380.46,390.88,406.48,L7
2001-12-21 22:03:17+00:00,384.33,384.09,379.55,389.72,399.99,398.17,397.87,399.92,394.28,388.63,393.68,387.14,383.94,382.72,381.98,385.72,384.61,389.82,390.31,387.49,377.68,369.88,361.81,359.12,364.04,358.32,359.14,362.94,359.32,362.44,357.65,382.34,361.35,371.08,425.94,L7
2002-03-11 22:03:31+00:00,,399.17,390.39,396.80,398.94,396.89,394.66,400.49,401.78,400.19,400.51,398.83,394.91,397.12,404.68,410.57,416.17,416.85,411.44,401.29,395.24,387.42,380.16,374.90,378.21,378.06,382.31,383.28,387.21,387.16,375.50,386.63,367.38,389.69,418.76,L7
2002-04-12 22:03:25+00:00,425.30,402.30,381.57,383.93,389.32,388.62,386.22,391.68,401.78,400.19,400.51,389.68,388.16,397.12,404.68,410.57,397.81,400.84,411.44,401.29,385.67,371.47,365.23,360.94,370.41,356.57,365.23,383.28,372.52,369.16,360.54,376.66,368.09,389.69,418.76,L7
2002-05-05 22:09:37+00:00,401.61,390.85,369.11,383.93,389.32,388.62,386.22,391.68,401.78,400.19,400.51,389.68,388.16,397.12,404.68,410.57,392.01,392.57,411.44,383.34,378.82,365.14,361.09,359.02,365.93,354.03,361.43,368.70,367.22,366.20,361.82,378.13,379.77,398.49,418.17,L7
2002-05-14 22:03:19+00:00,401.43,393.47,369.63,381.28,387.15,386.37,385.11,389.79,395.81,392.57,393.01,386.68,386.86,390.16,394.13,402.02,391.63,391.37,403.39,380.71,374.20,363.33,358.98,358.44,363.20,353.41,360.71,367.51,366.13,366.67,361.21,380.28,385.37,398.87,411.81,L7
2002-06-15 22:03:07+00:00,392.44,393.47,369.63,381.28,387.15,386.37,385.11,389.79,395.81,392.57,393.01,386.68,386.86,390.16,394.13,402.02,391.63,387.54,397.57,378.36,372.10,360.26,356.40,356.41,360.31,353.08,358.39,363.60,362.36,363.03,357.88,378.13,385.90,400.50,411.29,L7
2002-06-22 22:09:15+00:00,386.34,387.06,358.87,367.56,370.17,372.40,375.12,378.38,380.76,378.73,379.47,377.15,376.87,375.18,379.78,386.26,383.38,381.59,397.89,369.81,366.13,353.79,350.98,350.94,352.50,345.18,350.99,354.72,351.86,354.13,353.16,374.55,387.55,403.30,406.55,L7
2002-07-01 22:03:02+00:00,386.34,387.06,358.87,367.56,370.17,372.40,375.12,378.38,380.76,378.73,379.47,377.15,376.87,375.18,379.78,386.26,378.71,382.35,397.89,369.81,364.44,354.18,348.04,349.30,350.23,344.72,349.92,354.72,349.12,350.41,353.16,372.49,389.92,402.71,408.31,L7
2002-07-08 22:09:12+00:00,383.08,384.86,358.05,360.19,366.61,372.78,376.37,377.38,377.70,374.40,375.75,375.88,374.32,371.61,375.97,381.27,379.11,382.15,391.14,369.81,364.47,354.65,349.24,350.31,350.94,345.36,349.00,354.72,348.70,350.79,353.14,372.70,391.71,404.59,410.72,L7
2002-08-09 22:08:57+00:00,384.46,378.31,359.11,361.14,367.34,372.43,376.15,377.38,377.70,374.40,374.62,374.73,372.59,367.28,369.96,377.03,377.26,379.95,386.15,367.72,362.64,354.08,349.27,349.47,349.85,344.70,347.74,354.04,349.57,352.66,353.65,371.66,392.15,403.72,409.79,L7
2002-09-10 22:08:43+00:00,385.98,374.83,353.71,353.06,360.23,365.92,369.90,370.11,366.25,362.68,367.12,368.55,367.42,359.95,359.49,364.49,370.17,373.96,374.38,360.71,357.05,349.30,345.07,346.99,347.39,342.18,344.59,349.36,346.92,349.36,350.89,369.86,393.79,402.45,407.71,L7
