,dates,jap0343-0000,jap0343-0001,jap0343-0002,jap0343-0003,jap0343-0004,jap0343-0005,jap0343-0006,jap0343-0007,jap0343-0008,jap0343-0009,jap0343-0010,jap0343-0011,jap0343-0012,jap0343-0013,jap0343-0014,jap0343-0015,jap0343-0016,jap0343-0017,jap0343-0018,jap0343-0019,jap0343-0020,jap0343-0021,jap0343-0022,jap0343-0023,jap0343-0024,jap0343-0025,jap0343-0026,jap0343-0027,jap0343-0028,jap0343-0029,jap0343-0030,jap0343-0031,jap0343-0032,jap0343-0033,jap0343-0034
0,1984-07-02 01:16:02+00:00,199.1329134572475,187.92171749902855,185.217806939507,192.22437371734057,185.79847390709142,187.12430881102847,193.27540871449256,189.3106251253473,212.47603278467142,210.68123783506465,202.4577324884583,194.76860470726473,196.5105711165096,187.46149172911095,191.74339848486636,186.26074295213974,181.881320420627,176.2854293781567,180.1791938163191,177.83979621993913,180.44514595859022,178.3453865944283,175.22022166170277,172.55673730212928,169.33873256527787,172.31733644076988,185.57888164758057,170.6567668644531,165.76931334182626,160.94347075639985,170.21827838280825,170.7699804059436,171.89791342184796,168.83778760761695,167.25730130770583
1,1984-07-18 01:16:19+00:00,194.4459475738473,186.5328578871337,183.51439104116082,186.25594977081295,184.6883667717146,185.73153191708823,191.45956439297177,184.73832777859042,197.43607390906772,201.22632754458405,191.5623530606921,185.66850983901614,179.1504374473036,180.04315383142685,186.3664994409371,183.86078480822104,182.94397388306876,174.85642994846833,171.29009742822697,169.01592045442038,171.3872655406912,172.86656474322706,170.56617256472683,171.20974144469355,171.3340568713669,178.75567852773963,188.9743734023048,174.42353033220957,176.92529546437441,165.35686705660564,171.9458932954028,165.2924290211049,167.3814354518513,166.407609988701,166.06048628190592
2,1984-10-22 01:17:34+00:00,199.52055679654072,174.28980644574315,165.57980345970202,165.73966721413913,170.022029069227,175.81274213218808,185.6641001709405,183.40972635863838,190.23826911658904,194.29449932850818,187.879799889059,182.96912745073067,178.8947436338277,167.31242239359656,163.11121817706027,160.73058732106026,162.44874344984544,165.26364428749474,159.2797592630305,170.30864418924693,160.89128247154434,168.3887249056281,162.67020429164384,179.04735522928343,159.51331721310083,175.32918626328458,178.38388908253785,157.34961831969315,168.28909802942243,176.5799044180135,167.1002160669701,161.64161980013742,163.9161124433097,167.44934851119925,151.362504347268
3,1985-05-18 01:17:38+00:00,184.7537096867012,189.67289435551402,165.6336989985617,162.7688083409194,182.0959896143264,193.92697829954818,185.0584973796022,180.77406186912404,194.31687244581022,196.0981518942452,176.5906605374975,179.20756525305242,183.82768463495375,166.90241685633123,165.2802220887473,175.69123405325809,176.88595962670053,158.33834429192044,175.28051288751138,170.16019357508276,176.79495252402256,168.9496071988193,176.97948688475083,183.20261733528918,183.6330167489814,188.045878042501,185.38720881692555,185.7941462148371,177.8866688874972,181.6359098470336,171.98399395471637,180.5757786159288,170.09697937828585,168.1996610151318,171.1602834699002
4,1985-10-09 01:16:33+00:00,216.8373490261761,208.5652913481067,193.7753022492188,188.59228094299982,188.99427783061364,206.71529920581972,199.71532021939535,,208.89884297434475,203.99542661873625,201.68927421129234,210.50119275066433,196.22962140007272,196.0857923624511,193.05276526055667,194.4022534678513,195.27431580316608,188.6805420355871,192.1306040605668,194.50002700338985,187.08873034178083,184.95160096974655,193.99982903915662,198.6515048991286,197.20729278349887,200.07863493398057,206.9687768524927,,197.71952660596332,202.48315736862153,203.08237933205643,201.67238109494778,204.45289121362015,199.45704863110006,194.98415191510577
5,1985-11-26 01:15:51+00:00,219.23556495115875,216.2235132045846,206.61703222519958,198.24346963078995,209.31490694023898,222.25344449882294,215.2307051645413,202.828704113904,218.9979351658382,214.06909963366397,213.1511689268141,205.82418374110577,208.08886843762744,195.36483743785277,207.21419981262883,211.1422124634908,205.0749401163878,203.3089893030635,206.77659793856853,203.60871607144284,205.8554245421119,192.4435212093141,,203.33166567925903,211.7427148370401,216.94308388199877,215.11986821989916,,214.3322697041677,209.10848081315586,215.15818661111712,219.67387428573662,217.26564493185626,213.2188851799092,215.42801728573488
6,1986-02-14 01:14:14+00:00,,,,149.08439986156867,149.51795165385892,190.21297969546833,192.35973751114076,183.36262776755058,198.57810305428328,191.62228785489773,184.3372578226881,182.26934541338622,183.37833063343365,181.17671688753992,181.8092192035925,178.84827500202098,178.58531510329772,176.23214044189072,174.68282992515776,169.36889252274008,171.01644291715337,170.3376227258512,168.67795630019728,184.20206479946384,190.3373091090785,193.854956062463,195.67927115459997,191.5816915597737,195.2317608915424,194.0247369861082,184.26449247199267,191.13271700463662,194.18183250486732,183.83533368163316,188.64213917733224
7,1986-09-26 01:07:44+00:00,183.19921239843364,,,172.9101331146424,174.83442917005135,184.90306979053986,182.96948688435393,182.61897968946974,186.22830629240173,,,,,,,180.72845524367244,190.67879014479917,184.9785624803484,182.67629595778328,173.76600715630371,178.03153871075364,166.52106251548307,168.94535426886938,168.40126277252276,171.92189755287558,168.16154970914783,171.11467724775974,175.6986218446329,172.66410130456933,174.65740160768536,170.94369546914476,173.009299022569,175.27195703365152,155.23347883246876,150.76449897953822
8,1987-03-05 01:09:00+00:00,223.68120933791565,221.86120344621634,216.461543224194,215.3845003650948,203.08591213375345,208.96612646558046,209.85438118911745,200.500782846538,202.79987000323825,215.56518040144385,202.50345201824092,203.9752765573147,197.89100211820949,192.99585584735345,193.4350384449396,201.06022936663905,195.26959307103832,196.23888726258068,194.9475194164362,189.35054688185474,176.82286360516522,184.38723210671182,191.48148003267403,197.29305427755858,195.55372499213058,195.2612302541594,199.60542375029033,201.70350109386666,202.67721660164915,201.286455410082,197.76017090139058,202.16016062761787,204.81250237464351,193.11410698682462,196.61861511605284
9,1987-05-08 01:11:08+00:00,231.3292187065043,221.47096066594452,196.45403458191439,199.24151465536926,207.45095110916262,204.59664629775008,212.61651081002918,196.122440019644,206.64313376268007,203.65428089311487,198.03712854541928,196.55051474017645,192.1353333010679,191.92294972697377,188.13909837159306,184.1628032695568,195.42655600773827,186.009349526728,191.91048169573446,187.93084163503036,,184.44345317084415,188.5966677161827,197.1098621395892,194.67948049049502,200.15451907796384,201.0580658989024,199.4254785169786,199.00725087460674,198.4881693317459,208.97446971878696,206.62792834617346,208.1199713380753,203.54941855595422,
10,1987-08-12 01:13:28+00:00,209.23687527378988,195.3820974154009,184.40159215825577,186.341305137518,192.98476410115293,199.09964356932954,200.25162941596233,197.53319945879883,206.44530695409745,210.28977101277866,202.5602396767932,198.9296835150221,196.9702276124361,193.12943002919508,192.77425900086308,187.77902254005377,192.27234962572044,182.43299106272087,182.53466536527847,179.1575372240961,180.78689424590485,183.00373129701336,183.85726516711065,190.76787488922278,195.9824769478892,193.1468878673885,201.31694239657864,199.95279892142173,198.9394870561724,201.24387361442905,204.89292677807077,204.4977944096791,,198.41345963376023,199.094003208952
11,1987-08-28 01:13:55+00:00,217.5971211067894,205.0229048450058,188.27516807269708,194.45859878287544,202.21745162987605,209.66489212306053,208.6565480534204,208.5394822072304,218.2638782904653,213.54467330607778,204.47498669134254,206.8595282685149,204.44198206956563,205.351871492611,199.28475850815744,205.03544943793568,205.6955218026199,203.26552756373297,198.5015996803673,193.78082360034043,186.7274881647289,186.6391339731974,196.72317401456291,196.95662728612308,201.60510742054836,204.0456938530128,211.58906087531633,204.2318327787824,202.7711755211619,204.90368283491992,213.48300651745998,219.8741686637596,224.22959564913018,224.23013971874354,221.60096570372548
12,1988-11-02 01:18:08+00:00,220.46271034819165,209.40163080530144,194.46078418794437,195.14828728986052,193.9522531223643,202.8148374513893,202.32605331512053,200.97829531198116,214.75982352821592,219.43241236830804,212.5199120993745,211.04708993903367,206.0294000606472,203.9183290861945,200.2066418433035,198.29516042984892,194.91827999699237,197.0177267790561,196.15004588895277,194.07089573158265,194.92462521748678,196.85238798984292,204.97340196863877,199.63951115259363,194.1777144476169,194.45887523580132,193.0585101806942,192.42773329007187,191.55323409526756,192.71822370100097,,179.19403177538385,180.05384707808628,174.42838921964213,179.2276413595221
13,1988-12-20 01:17:51+00:00,250.51203309919822,239.7100223968291,233.63247828555862,229.8892810822129,230.1754155859256,228.02277159414143,235.78506509036467,232.7150563049881,242.04758605279326,235.28185949771645,230.58139876453313,229.65546222889182,226.4966743237235,225.1478920311462,223.61728517959347,223.25855383268873,220.26778158706054,218.65414579874056,215.99763386717294,219.91607643654652,215.52783850304374,213.96037028427054,213.3356575204133,227.43922817301754,219.4623841729371,222.15324538723698,218.54281099792203,217.7824661122712,225.4978417032315,212.7164297210178,217.60326796393423,210.62152234951455,,200.28421984307317,196.27922404513848
14,1989-01-05 01:17:50+00:00,259.5595236280836,249.81946057021108,235.082399345624,237.15860507294624,240.52682696317922,238.78071402717026,244.24834720645546,232.43466887670104,246.62060368092773,238.8354197631487,232.81936955699805,230.73766340924564,228.65639099458807,230.91066319818194,230.9021446647684,225.39572561106166,222.41759968958422,223.29455287477927,223.60923204586925,225.30488079000625,217.07509836934364,,221.46786555144374,217.5901883486008,222.209192796583,226.53819167652406,225.54219729736639,,225.39825923000816,223.12278451679384,219.08906131064074,214.10397141889408,209.6967498091351,202.11995200958467,
15,1989-01-21 01:17:30+00:00,233.97113294240796,221.29017187519355,211.11022136750339,210.61728835476086,212.41958184727923,209.4106329155832,216.10117716841694,208.9209935805809,218.13380968226346,217.98287824705181,213.8696847767693,,213.73626719437848,215.68111907507318,212.92642086564635,208.86263122469435,210.03370922182492,200.57255882407978,,,,201.6196833011354,,205.4692141774822,207.83083653341646,207.48074035166292,206.67872152777406,,210.1706424796788,197.89297622868867,202.49919441915014,195.00035083900187,189.79770977391183,183.88483517534226,189.41764072551214
16,1989-03-10 01:17:01+00:00,227.62300199625443,218.88320850678517,208.41827170435974,202.94822210288623,211.99526347345682,214.58752827393508,220.79456857378509,219.9601202191217,225.08457612812842,226.95548310662238,216.44253423148294,214.74550994760978,214.26391743506335,210.26017847554724,208.43650329514006,204.6339642985615,204.48569460698263,207.2077564559417,206.37444062379694,203.2344179663827,201.24732268928585,201.11519929786104,196.7033138264542,200.97025265744077,203.12045452704595,205.05565109239063,203.20213668122437,199.69454431008842,204.64838812189677,208.36045097212943,204.06278559230273,203.37437057102744,201.22978116944194,186.7028085255667,183.95665778097714
