dates,satname,nzd0394-0000,nzd0394-0001,nzd0394-0002,nzd0394-0003,nzd0394-0004,nzd0394-0005,nzd0394-0006
1999-07-02 21:59:57+00:00,L7,454.06,393.47,576.96,583.66,576.95,578.75,
1999-07-18 22:00:01+00:00,L7,284.38,291.52,313.68,313.23,496.80,538.96,
1999-09-04 22:00:09+00:00,L7,334.43,331.46,326.85,323.61,319.17,326.95,331.74
1999-10-22 22:00:04+00:00,L7,350.92,342.35,339.14,333.81,334.30,340.10,347.76
1999-12-09 22:00:09+00:00,L7,339.50,327.81,324.56,318.58,317.60,323.21,334.22
1999-12-25 22:00:28+00:00,L7,325.93,311.28,336.89,309.88,304.47,315.21,316.91
2000-01-26 22:00:02+00:00,L7,327.30,312.24,307.70,308.02,305.66,319.40,318.37
2000-02-11 22:00:21+00:00,L7,335.56,319.13,317.19,308.88,302.30,315.94,325.77
2000-02-27 21:59:52+00:00,L7,338.79,320.52,317.83,320.13,316.91,327.15,333.33
2000-03-30 21:59:45+00:00,L7,337.71,326.99,333.67,332.40,328.89,338.11,342.40
2000-04-15 21:59:55+00:00,L7,348.76,332.70,330.76,329.94,325.39,338.30,340.73
2000-05-01 21:59:54+00:00,L7,355.10,338.24,336.27,337.64,335.18,344.22,344.00
2000-06-18 21:59:27+00:00,L7,164.21,315.84,324.56,322.11,326.45,333.48,334.37
2000-07-04 21:58:50+00:00,L7,187.95,288.39,320.86,,,,
2000-08-05 21:58:44+00:00,L7,327.09,314.54,315.24,312.16,317.29,325.86,325.20
2000-09-06 21:58:22+00:00,L7,330.03,314.34,325.93,328.72,325.53,334.07,330.89
2000-10-08 21:57:36+00:00,L7,342.91,330.84,328.14,325.84,325.25,333.86,333.66
2000-11-25 21:57:34+00:00,L7,336.48,324.72,319.14,314.28,311.92,322.66,321.29
2000-12-11 21:58:00+00:00,L7,346.90,327.68,329.34,328.26,318.13,330.90,339.39
2001-02-13 21:57:39+00:00,L7,324.78,310.80,311.62,313.64,307.66,319.90,317.68
2001-05-20 21:57:04+00:00,L7,321.81,318.18,322.25,325.92,321.08,333.81,341.63
2001-06-05 21:57:16+00:00,L7,165.76,323.69,329.36,325.66,328.17,334.68,341.43
2001-07-07 21:56:36+00:00,L7,319.32,317.80,326.32,322.18,315.83,331.09,333.73
2001-08-24 21:56:00+00:00,L7,318.75,306.38,290.57,307.12,309.51,321.01,311.05
2001-09-25 21:55:40+00:00,L7,329.94,316.92,318.49,319.62,316.05,331.08,339.94
2001-12-14 21:55:53+00:00,L7,340.79,316.36,310.60,313.21,311.09,324.95,330.62
2001-12-30 21:55:49+00:00,L7,333.14,320.20,320.99,319.46,315.41,331.62,337.13
2002-02-16 21:56:30+00:00,L7,325.20,306.59,317.83,313.23,307.87,303.99,307.27
2002-03-20 21:56:00+00:00,L7,336.33,323.99,319.70,314.15,314.63,319.77,318.56
2002-05-07 21:56:27+00:00,L7,339.72,328.55,328.74,322.52,317.15,320.14,333.34
2002-09-12 21:55:07+00:00,L7,331.79,319.32,314.09,316.21,316.83,319.79,332.85
2002-10-14 21:54:55+00:00,L7,328.24,317.45,317.63,316.44,310.64,318.41,327.99
2002-10-30 21:55:25+00:00,L7,334.63,326.21,318.85,317.22,315.36,326.59,325.59
2003-01-18 21:55:42+00:00,L7,338.80,329.35,327.47,327.53,322.90,335.10,344.53
2003-03-23 21:56:16+00:00,L7,316.19,299.65,307.19,309.17,314.70,323.66,323.09
2003-04-08 21:56:23+00:00,L7,312.12,300.74,304.16,304.96,300.79,302.15,314.01
2003-04-24 21:55:58+00:00,L7,314.81,312.33,313.07,310.27,308.13,317.98,324.58
2003-05-10 21:56:22+00:00,L7,340.20,320.80,321.21,317.24,314.29,318.71,325.97
2003-07-21 21:44:09+00:00,L5,152.43,311.81,312.85,305.52,305.76,315.28,314.60
2003-07-29 21:55:41+00:00,L7,173.77,311.27,316.55,317.52,314.06,320.60,330.26
2003-08-30 21:55:34+00:00,L7,308.75,298.68,313.73,316.61,314.78,323.47,314.74
2003-10-17 21:55:27+00:00,L7,335.83,333.77,335.07,329.15,328.92,334.50,339.86
2003-11-18 21:55:51+00:00,L7,328.95,316.28,317.42,311.75,313.47,324.12,334.50
2003-12-28 21:46:21+00:00,L5,340.33,324.45,311.38,306.40,305.08,324.16,323.79
2004-01-21 21:56:38+00:00,L7,346.49,323.48,317.38,318.44,318.79,333.55,342.50
2004-03-09 21:56:51+00:00,L7,329.59,311.93,322.06,319.96,313.70,324.59,323.56
2004-04-02 21:46:30+00:00,L5,355.92,336.89,333.76,328.71,322.61,330.41,336.25
2004-04-10 21:56:26+00:00,L7,326.39,320.72,324.13,320.10,314.86,322.58,328.01
2004-05-04 21:47:27+00:00,L5,358.50,333.21,331.34,335.65,322.67,327.07,333.97
2004-05-20 21:48:20+00:00,L5,309.40,306.70,313.34,312.05,312.81,320.06,317.04
2004-06-21 21:49:16+00:00,L5,150.15,222.57,241.88,298.15,324.64,350.17,
2004-07-07 21:49:44+00:00,L5,164.52,306.23,316.11,312.86,314.43,320.52,326.69
2004-07-31 21:56:03+00:00,L7,365.07,336.23,334.86,,327.28,344.52,344.45
2004-08-08 21:50:02+00:00,L5,,125.44,311.45,308.78,289.84,303.09,296.49
2004-09-01 21:56:21+00:00,L7,352.58,313.09,317.91,309.02,309.33,317.91,317.26
2004-09-25 21:51:19+00:00,L5,358.03,339.36,332.77,330.99,327.45,337.65,345.86
2004-10-19 21:55:55+00:00,L7,322.79,317.23,319.98,317.35,314.46,321.14,314.87
2004-10-27 21:52:23+00:00,L5,350.53,329.60,334.27,320.64,316.68,329.07,337.47
2004-11-04 21:56:07+00:00,L7,334.09,316.42,312.20,311.87,311.23,324.23,328.79
2004-12-06 21:56:23+00:00,L7,322.81,312.93,304.68,301.37,296.83,306.45,307.30
2005-01-15 21:53:21+00:00,L5,333.56,325.17,314.99,312.28,309.38,327.99,339.58
2005-02-24 21:57:17+00:00,L7,361.76,310.82,320.65,321.87,316.81,322.18,323.65
2005-03-04 21:54:27+00:00,L5,335.15,326.82,325.76,319.53,317.93,331.69,337.63
2005-03-12 21:57:20+00:00,L7,342.48,329.72,319.28,310.94,307.11,324.83,337.72
2005-04-05 21:54:19+00:00,L5,359.79,335.61,338.50,338.75,332.03,339.07,348.65
2005-04-13 21:57:12+00:00,L7,307.76,298.96,311.18,312.55,312.45,326.12,321.72
2005-04-21 21:54:22+00:00,L5,370.58,333.38,330.58,340.13,339.41,349.04,357.36
2005-05-31 21:56:47+00:00,L7,165.30,295.08,304.20,308.07,303.10,316.36,312.34
2005-06-08 21:54:44+00:00,L5,157.39,307.88,318.80,312.41,320.11,324.51,328.80
2005-06-24 21:54:49+00:00,L5,333.94,282.19,315.05,307.88,316.24,322.41,327.06
2005-07-10 21:54:55+00:00,L5,154.98,301.66,310.92,311.25,307.38,314.84,329.65
2005-08-03 21:57:01+00:00,L7,369.33,329.29,331.45,333.31,332.11,336.16,340.10
2005-08-27 21:55:43+00:00,L5,318.07,294.17,304.75,313.22,314.68,324.27,322.67
2005-09-20 21:56:18+00:00,L7,316.75,308.30,308.19,290.01,296.33,317.72,317.12
2005-09-28 21:55:44+00:00,L5,339.93,330.39,330.59,317.37,317.96,330.85,340.34
2005-10-06 21:56:37+00:00,L7,330.58,320.36,317.01,315.01,311.30,321.55,320.55
2005-10-22 21:56:27+00:00,L7,316.79,309.37,313.37,305.08,307.84,312.07,311.58
2005-11-07 21:57:03+00:00,L7,325.95,317.09,310.34,309.74,305.14,321.54,323.42
2006-01-10 21:57:28+00:00,L7,348.14,338.92,322.74,315.30,306.85,321.35,342.46
2006-01-26 21:57:12+00:00,L7,352.71,316.61,330.07,326.01,318.10,329.31,336.37
2006-02-11 21:57:16+00:00,L7,348.67,314.35,315.55,322.10,309.59,320.80,326.44
2006-02-19 21:57:51+00:00,L5,317.36,304.78,313.82,316.86,312.67,323.71,330.48
2006-03-15 21:57:19+00:00,L7,345.46,319.01,317.97,320.55,322.67,331.23,342.42
2006-03-31 21:57:18+00:00,L7,384.80,325.12,327.72,325.18,316.17,332.77,326.51
2006-06-19 21:57:12+00:00,L7,196.44,293.18,310.82,314.67,316.40,327.00,328.56
2006-06-27 22:00:00+00:00,L5,130.86,65.41,312.00,312.98,307.52,321.27,322.48
2006-07-21 21:56:57+00:00,L7,323.62,309.64,232.94,,312.14,325.46,336.98
2006-08-22 21:56:53+00:00,L7,359.72,332.46,323.32,314.07,313.47,314.44,310.50
2006-10-09 21:57:00+00:00,L7,342.66,326.70,323.99,316.72,316.65,325.11,325.02
2006-10-25 21:56:53+00:00,L7,332.62,327.03,316.23,317.55,309.45,312.67,313.67
2006-11-02 22:01:56+00:00,L5,353.39,339.25,327.64,323.42,321.41,330.46,343.94
2006-11-10 21:57:06+00:00,L7,330.24,317.98,313.62,308.92,301.68,317.10,316.51
2006-12-28 21:57:50+00:00,L7,338.18,329.55,324.57,315.78,305.46,323.45,324.23
2007-01-05 22:02:04+00:00,L5,357.96,328.57,313.78,310.20,307.55,314.76,323.56
2007-01-21 22:02:09+00:00,L5,357.39,338.07,335.17,328.44,309.65,324.13,332.10
2007-01-29 21:57:57+00:00,L7,344.24,325.41,326.68,320.35,309.08,325.67,342.39
2007-02-06 22:02:11+00:00,L5,339.80,323.45,324.09,312.97,307.82,317.80,326.00
2007-03-02 21:58:07+00:00,L7,337.56,326.77,316.05,310.37,308.97,316.88,326.74
2007-03-18 21:58:09+00:00,L7,348.80,338.16,335.41,325.82,329.40,339.56,345.30
2007-04-19 21:57:43+00:00,L7,339.59,337.81,330.13,324.29,323.24,332.28,337.38
2007-06-06 21:57:29+00:00,L7,323.17,327.99,324.74,319.40,317.93,321.31,326.97
2007-08-25 21:57:35+00:00,L7,346.61,328.27,329.16,321.68,319.54,332.27,339.96
2007-09-10 21:57:03+00:00,L7,361.72,329.66,327.83,320.32,316.81,331.67,341.48
2007-10-12 21:57:23+00:00,L7,329.80,320.71,327.74,320.00,315.64,331.16,334.00
2007-10-28 21:57:34+00:00,L7,330.24,320.78,316.48,306.41,298.84,306.35,321.57
2007-12-31 21:57:58+00:00,L7,327.01,306.22,316.59,310.99,301.67,315.96,321.36
2008-01-16 21:57:59+00:00,L7,326.98,307.32,309.60,301.66,305.85,319.39,338.81
2008-02-25 21:58:00+00:00,L5,325.97,301.13,309.16,309.55,315.76,324.48,326.17
2008-03-04 21:57:24+00:00,L7,374.78,298.76,582.80,310.13,311.53,322.79,329.94
2008-04-05 21:57:22+00:00,L7,,,,,317.79,366.83,369.71
2008-05-07 21:57:40+00:00,L7,232.18,304.48,309.55,304.82,305.10,300.84,310.49
2008-06-08 21:57:01+00:00,L7,143.25,67.08,299.08,304.08,302.57,312.81,318.77
2008-07-10 21:57:04+00:00,L7,167.12,294.91,316.28,300.89,306.62,314.28,312.76
2008-08-11 21:56:24+00:00,L7,635.17,455.89,152.06,425.90,438.07,426.85,
2008-08-27 21:56:17+00:00,L7,334.57,315.61,325.64,330.66,326.32,353.17,357.30
2008-10-14 21:55:54+00:00,L7,341.00,330.04,329.80,327.55,327.45,342.04,348.18
2008-11-15 21:56:23+00:00,L7,347.01,328.68,321.95,323.52,324.02,336.22,333.77
2008-12-01 21:56:35+00:00,L7,328.47,313.72,309.38,317.35,326.86,334.60,329.85
2008-12-17 21:57:08+00:00,L7,306.14,291.99,305.55,306.02,312.37,325.48,321.65
2009-03-07 21:57:43+00:00,L7,342.02,321.96,324.22,322.10,325.44,332.67,343.53
2009-03-23 21:57:50+00:00,L7,339.63,329.89,323.98,318.92,319.17,328.23,335.01
2009-05-10 21:58:03+00:00,L7,320.30,308.12,310.38,312.80,316.75,325.54,323.60
2009-05-26 21:57:40+00:00,L7,164.80,166.84,281.23,320.86,405.40,440.01,445.95
2009-07-13 21:57:57+00:00,L7,169.19,,310.88,311.31,311.79,323.94,313.97
2009-07-29 21:57:28+00:00,L7,324.41,311.90,321.32,320.59,317.47,323.82,320.12
2009-10-01 21:57:20+00:00,L7,317.56,306.90,312.18,321.50,316.14,324.46,320.74
2009-11-18 21:58:17+00:00,L7,327.89,320.66,314.64,311.13,305.77,319.21,318.19
2009-12-04 21:58:04+00:00,L7,337.53,319.39,317.80,310.87,312.27,320.90,328.91
2010-01-29 21:58:29+00:00,L5,351.56,322.87,332.43,324.60,321.86,329.67,340.67
2010-02-22 21:59:13+00:00,L7,342.38,333.23,320.26,316.56,317.73,331.00,335.50
2010-06-30 21:59:25+00:00,L7,142.39,311.95,319.23,323.89,327.15,334.88,332.22
2010-09-02 21:59:54+00:00,L7,313.82,308.53,313.42,318.66,310.06,309.42,303.98
2010-09-18 21:59:31+00:00,L7,335.76,320.62,326.45,324.98,328.84,331.57,340.48
2010-10-04 21:59:29+00:00,L7,348.37,335.29,330.85,331.31,327.28,338.87,344.00
2010-10-12 21:57:13+00:00,L5,342.30,325.05,320.27,321.69,313.10,323.48,326.07
2011-01-24 22:00:59+00:00,L7,340.01,304.29,309.59,310.56,308.69,311.30,309.12
2011-02-09 22:01:03+00:00,L7,337.74,336.81,316.79,320.76,322.16,324.07,332.94
2011-03-13 22:00:47+00:00,L7,333.03,320.97,321.37,322.51,320.73,333.05,340.60
2011-03-29 22:01:13+00:00,L7,339.16,330.00,331.22,329.38,328.99,337.07,341.36
2011-05-16 22:01:11+00:00,L7,342.78,325.94,335.92,336.54,334.84,341.01,343.43
2011-07-03 22:01:09+00:00,L7,163.50,325.35,315.02,314.89,321.54,326.74,331.06
2011-07-19 22:01:08+00:00,L7,171.51,316.57,316.91,314.79,315.12,323.50,331.43
2011-08-20 22:01:01+00:00,L7,328.69,332.64,320.72,315.53,312.93,316.99,313.83
2011-09-05 22:00:57+00:00,L7,319.95,313.40,315.96,309.72,308.10,320.56,312.91
2011-09-13 21:56:09+00:00,L5,322.95,321.45,323.25,321.86,311.57,323.82,326.92
2011-09-21 22:00:53+00:00,L7,341.97,331.82,320.86,322.02,318.01,323.86,328.66
2011-10-23 22:00:35+00:00,L7,344.06,328.52,328.96,320.24,321.37,332.33,341.51
2011-11-24 22:01:19+00:00,L7,333.29,326.44,328.05,331.78,331.50,344.36,347.98
2011-12-10 22:01:00+00:00,L7,,,,299.89,296.01,316.55,321.85
2011-12-26 22:01:11+00:00,L7,341.03,320.51,324.55,324.21,320.53,334.14,337.78
2012-01-27 22:01:38+00:00,L7,335.62,316.35,318.11,317.53,315.39,332.54,331.26
2012-05-02 22:02:07+00:00,L7,327.50,311.46,309.74,303.66,304.60,316.08,326.03
2012-05-18 22:01:56+00:00,L7,146.00,,285.43,297.17,308.45,318.61,321.07
2012-06-03 22:01:58+00:00,L7,321.40,329.94,320.47,324.26,328.22,331.96,336.98
2012-08-22 22:02:26+00:00,L7,321.54,311.69,313.58,315.71,316.88,329.39,330.27
2012-09-23 22:02:45+00:00,L7,333.88,317.65,307.93,306.88,309.07,319.08,327.31
2012-10-09 22:02:52+00:00,L7,342.27,309.87,304.47,305.67,309.96,318.42,325.72
2012-10-25 22:03:27+00:00,L7,351.64,336.02,334.10,328.91,326.03,333.46,340.31
2012-12-12 22:03:17+00:00,L7,348.05,343.08,337.65,329.95,326.54,337.01,345.99
2013-05-29 22:09:17+00:00,L8,319.48,318.61,314.54,314.95,311.45,321.42,321.51
2013-06-06 22:02:55+00:00,L7,128.93,80.36,316.12,316.00,316.48,332.44,326.90
2013-06-30 22:09:35+00:00,L8,167.07,322.23,322.98,322.72,318.29,321.62,319.47
2013-07-16 22:09:36+00:00,L8,319.90,309.81,316.94,315.94,308.68,312.61,308.85
2013-07-24 22:02:32+00:00,L7,323.79,318.61,325.08,327.48,320.55,327.51,
2013-09-02 22:09:40+00:00,L8,348.02,317.42,325.47,330.78,331.82,340.62,339.65
2013-09-26 22:03:23+00:00,L7,322.82,301.84,309.72,306.17,308.18,312.97,308.65
2013-10-12 22:03:12+00:00,L7,324.75,313.35,312.37,316.67,314.29,323.09,317.52
2013-10-28 22:03:18+00:00,L7,340.56,328.70,329.51,334.66,329.97,334.31,342.27
2013-11-13 22:03:48+00:00,L7,327.65,307.50,319.57,314.56,302.43,313.90,327.02
2014-02-01 22:04:06+00:00,L7,325.44,310.76,316.46,315.27,311.08,328.33,326.40
2014-03-13 22:07:45+00:00,L8,355.48,335.65,334.26,336.29,332.71,340.58,346.34
2014-03-21 22:04:32+00:00,L7,327.28,317.68,321.43,319.49,319.46,330.69,329.34
2014-04-22 22:04:24+00:00,L7,311.87,303.36,313.35,319.75,315.22,324.06,316.87
2014-04-30 22:06:58+00:00,L8,340.95,325.32,322.24,324.55,328.06,333.22,325.90
2014-05-08 22:04:52+00:00,L7,325.55,314.86,318.94,312.59,311.39,327.30,323.00
2014-05-16 22:06:45+00:00,L8,324.85,320.64,325.16,320.74,324.42,335.08,332.34
2014-05-24 22:04:59+00:00,L7,324.40,319.03,321.30,317.84,322.51,329.62,329.79
2014-06-01 22:07:14+00:00,L8,319.25,322.67,327.25,322.90,323.20,329.23,327.17
