,dates,per0109-0000,per0109-0001,per0109-0002,per0109-0003,per0109-0004,per0109-0005,per0109-0006,per0109-0007,per0109-0008,per0109-0009,per0109-0010,per0109-0011
0,1984-05-06 14:44:03+00:00,,,,,,,,,,,,
1,1984-08-26 14:46:45+00:00,,,,,,,,,,,,
2,1986-04-10 14:42:16+00:00,181.88545939477586,175.84795723974503,161.01008871214844,145.92393807703064,144.09304125465553,157.09344755628004,144.61652510608192,137.25283010170176,126.05612493613638,123.55863173378035,123.61737728017614,163.00036278031578
3,1986-04-26 14:41:53+00:00,,,,,,,,,,,,
4,1986-09-01 14:37:43+00:00,,,,,,,,,,,,
5,1986-12-06 14:35:14+00:00,171.43398303237475,151.24163996806618,143.39229852358704,136.72092797732856,123.70983873144368,135.72652013902885,114.42170219545558,133.1989620809261,139.64125090648136,125.98827944167986,114.50164785278987,127.16138639549413
6,1987-01-23 14:36:40+00:00,,,,,,,,,,,,
7,1987-04-13 14:39:36+00:00,193.43300688986008,168.13599221614237,172.69020263627917,157.27424676783934,128.9363957558231,130.18994893379687,136.26729782935234,144.66023213800295,133.45866050410245,133.41112051152007,118.13566707153696,122.96121392678121
8,1987-04-29 14:40:06+00:00,,,,,,,,,,,,
9,1987-05-15 14:40:33+00:00,,,,,,,186.57935043458622,184.48147017049212,162.1882877206775,,,
10,1987-05-31 14:40:57+00:00,,,,,,,,,,,,
11,1987-06-16 14:41:19+00:00,,,,,,,,,,,,
12,1987-07-02 14:41:39+00:00,212.10002610763166,,149.9899969814135,136.35967765856876,141.35907599999072,146.6189534362971,153.25495489152547,150.83569643801357,145.18766818250762,125.28943037448958,158.8564544440618,151.5680934517573
13,1987-08-19 14:42:53+00:00,,,,,,,,,,,,
14,1987-09-20 14:43:42+00:00,158.45357580017844,139.74930385045036,156.3663358793859,132.96247236754465,126.26991830495191,122.89774725002012,110.91969816396711,124.36787760870098,141.42276536372754,138.72536823879435,121.45106280508898,127.63792427495493
15,1987-11-23 14:44:57+00:00,150.0929277052447,139.791944432046,123.44030911045331,96.247285139417,,118.82483467384172,121.9031210813329,119.04497621999481,119.63077376130722,119.10818183985488,112.87893468648736,116.04411629912377
16,1987-12-09 14:45:10+00:00,,,,,,,,,,,,
17,1988-03-14 14:46:39+00:00,,,,,,,,,,,,
18,1988-03-30 14:46:46+00:00,177.21406146316795,157.0533970195667,159.49193951576245,170.15580169418914,160.85707685290544,133.2509529240518,111.60491546850957,100.29976585513944,126.61538118729538,137.52045249567138,139.9629060277293,138.58851357401616
19,1988-04-15 14:46:50+00:00,181.26136335572858,167.11325719502477,166.72032997943842,158.05093067691405,160.32100181700162,141.45754543047386,114.877704435367,105.05103547265699,118.00622140670269,140.53018555337263,142.40350549361443,144.55486430147215
20,1988-05-01 14:46:57+00:00,169.8459468054555,170.68704785560098,176.75991909791233,164.7680207789805,154.93464160774582,139.81752928078652,122.0908389723369,113.60075701230583,122.83723240147741,127.86181986970739,136.47448083522474,150.85714810026502
21,1988-05-17 14:47:08+00:00,163.0959371059296,149.58315251627621,170.07294353924345,163.72658587498438,154.51009774722905,138.74065539525893,120.23579016014189,114.29197636226588,124.27478034433638,140.2263705539624,137.4853497100331,144.81970206722255
22,1988-06-02 14:47:14+00:00,,,,,,,,,,,,
23,1988-07-20 14:47:26+00:00,,,,,,,,,,,,
24,1988-11-25 14:47:44+00:00,177.43764788340837,163.16903875472553,156.5288465227869,156.31805526823743,152.87175894494942,133.28856056288507,133.19818185609785,148.45945469332207,146.40693059997233,145.88434545362531,148.3260809649514,141.94668567593237
25,1988-12-11 14:47:08+00:00,175.22667985725442,164.39519464422818,163.63077241473542,134.1647631950152,138.41568985031086,137.54728459657724,137.60655702740232,155.93752847007875,141.48782557309403,130.62164858235292,140.99776208898314,146.90920869583988
26,1989-01-28 14:46:43+00:00,,,,,,117.21282659348587,128.07262690738844,138.80694041256922,137.78688166136317,128.71563412941381,111.68117058931715,123.78985253297186
