dates,nzd0533-0000,nzd0533-0001,nzd0533-0002,nzd0533-0003,nzd0533-0004,nzd0533-0005,nzd0533-0006,nzd0533-0007,nzd0533-0008,nzd0533-0009,nzd0533-0010,nzd0533-0011,nzd0533-0012,nzd0533-0013,nzd0533-0014,nzd0533-0015,nzd0533-0016,nzd0533-0017,nzd0533-0018,nzd0533-0019,nzd0533-0020,nzd0533-0021,nzd0533-0022,nzd0533-0023,nzd0533-0024,nzd0533-0025,nzd0533-0026,nzd0533-0027,nzd0533-0028,nzd0533-0029,nzd0533-0030,nzd0533-0031,nzd0533-0032,nzd0533-0033,nzd0533-0034,nzd0533-0035,nzd0533-0036,nzd0533-0037,nzd0533-0038,nzd0533-0039,nzd0533-0040,nzd0533-0041,nzd0533-0042,nzd0533-0043,nzd0533-0044,nzd0533-0045,nzd0533-0046,nzd0533-0047,nzd0533-0048,nzd0533-0049,nzd0533-0050,nzd0533-0051,nzd0533-0052,nzd0533-0053,nzd0533-0054,nzd0533-0055,nzd0533-0056,nzd0533-0057,nzd0533-0058,nzd0533-0059,nzd0533-0060,nzd0533-0061,nzd0533-0062,nzd0533-0063,satname
2006-06-16 22:19:34+00:00,325.77,318.25,331.62,316.36,319.58,319.60,326.94,335.23,340.91,340.17,332.14,326.44,325.20,326.46,317.42,314.30,308.75,311.86,312.06,315.22,324.03,321.90,317.51,308.44,311.50,310.56,317.84,321.73,326.99,328.58,324.57,320.47,321.60,324.86,330.83,336.80,327.56,324.17,329.91,324.31,335.28,349.96,364.37,372.92,385.64,384.48,382.48,384.73,387.89,395.47,393.34,383.80,375.61,338.75,342.40,342.71,337.14,330.69,315.30,321.88,335.86,333.91,332.02,339.74,L5
2006-06-24 22:16:54+00:00,325.77,315.20,329.96,314.98,317.36,318.56,325.48,334.43,338.66,338.75,330.59,325.06,322.58,325.29,317.42,314.30,308.75,311.86,312.06,315.22,324.03,321.90,317.88,308.44,311.50,310.25,317.96,321.31,326.21,327.14,323.99,320.47,321.60,324.86,330.23,336.95,327.50,324.73,330.22,325.75,334.95,351.94,365.42,373.89,386.03,385.41,383.89,385.87,390.10,396.32,394.07,384.79,376.24,338.75,342.40,344.49,338.07,331.18,315.28,323.02,336.22,335.18,332.67,341.15,L7
2006-06-25 22:13:31+00:00,325.77,315.20,329.96,314.98,309.43,316.03,325.30,337.40,339.97,344.57,333.76,326.65,323.56,325.29,317.42,314.30,308.75,311.86,312.06,315.22,324.03,321.90,317.88,308.44,311.50,310.25,317.96,321.31,326.21,327.14,323.99,320.47,321.60,324.86,330.23,336.95,327.50,324.73,330.22,325.75,334.95,351.94,365.42,373.89,386.03,385.41,383.89,385.87,390.10,396.32,394.07,384.79,376.24,338.75,342.40,344.49,338.07,331.18,315.28,323.02,336.22,335.18,332.67,341.15,L5
2006-07-11 22:13:45+00:00,325.77,314.66,331.68,315.34,308.55,315.64,324.93,338.64,340.09,345.78,334.30,327.72,323.28,325.72,317.08,303.63,306.60,311.76,311.62,314.62,323.94,321.22,317.99,307.03,311.29,309.50,317.78,321.14,326.06,326.93,324.11,320.59,321.66,324.65,329.88,336.66,327.48,324.45,331.13,327.85,336.03,352.14,366.38,373.87,386.52,386.42,384.59,386.97,391.17,396.70,394.66,384.89,376.70,337.85,342.40,344.49,338.12,331.75,315.92,324.19,337.17,336.26,334.58,342.39,L5
2006-07-27 22:13:58+00:00,323.01,312.32,327.60,313.11,304.79,313.14,324.02,338.08,335.85,345.05,332.05,313.67,318.84,323.32,311.18,297.06,303.34,308.02,306.25,308.34,320.54,315.61,316.00,302.57,309.57,308.04,316.94,320.27,324.78,325.41,322.62,318.28,319.66,322.31,328.22,334.53,325.33,322.42,330.05,326.00,333.13,350.46,364.76,372.20,385.29,384.31,382.79,385.63,389.32,396.17,393.87,384.02,375.75,327.86,333.95,340.51,335.02,330.94,313.70,322.97,335.67,335.23,333.77,342.15,L5
2006-08-19 22:20:27+00:00,318.15,310.19,324.23,311.82,306.04,313.49,323.91,335.11,334.93,341.65,330.58,314.16,318.19,321.39,311.82,300.35,302.49,303.39,304.11,305.55,319.49,316.86,317.81,305.55,310.59,307.42,315.74,320.76,325.28,324.43,321.93,317.00,318.82,321.22,327.47,333.82,324.29,321.30,328.72,326.63,331.91,350.08,364.88,371.82,385.40,384.19,381.96,383.53,387.34,395.35,393.00,384.33,375.25,319.89,326.06,336.76,330.33,329.71,313.80,323.80,334.66,334.90,333.75,342.66,L5
2006-08-27 22:16:36+00:00,319.09,309.37,327.19,311.66,307.93,314.99,324.36,335.62,336.35,340.57,330.91,316.10,318.65,319.42,311.78,301.82,303.76,305.40,305.08,306.49,318.59,315.87,316.51,305.90,309.39,307.42,315.74,320.76,325.28,324.43,321.93,317.00,318.82,321.22,327.47,332.78,323.97,320.28,326.78,326.88,331.61,350.07,363.69,370.82,383.81,382.97,379.33,381.20,386.18,393.62,392.72,382.17,376.47,319.89,334.42,336.56,330.11,330.14,313.80,323.80,332.65,333.10,332.28,341.72,L7
2006-09-28 22:16:24+00:00,316.09,306.36,325.93,309.67,306.61,314.90,322.68,333.85,335.75,340.22,330.36,315.18,317.31,316.62,309.96,300.18,302.21,303.63,305.13,306.49,317.22,312.25,318.09,306.62,310.88,308.12,316.33,321.51,326.23,325.24,323.25,318.04,320.11,321.71,327.20,332.81,324.14,319.42,325.17,329.57,333.03,349.33,362.17,370.35,383.60,382.72,377.16,378.05,386.66,393.86,395.34,383.94,377.18,315.36,338.38,335.09,329.01,329.62,313.49,325.27,333.22,327.90,328.51,338.42,L7
2006-11-24 22:10:49+00:00,315.88,306.90,327.86,311.63,307.99,318.28,324.96,333.85,335.75,340.22,330.36,315.18,316.36,313.51,308.41,296.33,301.69,303.63,305.13,306.49,313.95,312.25,316.85,306.62,310.73,306.85,315.06,320.50,325.69,325.47,322.68,318.04,320.21,322.10,326.03,332.08,324.00,318.73,324.32,330.13,333.59,349.09,362.13,370.32,383.30,382.72,377.16,378.05,384.33,392.78,395.53,383.93,380.50,319.76,340.88,335.14,327.66,328.95,314.30,327.37,334.41,326.37,328.31,338.74,L7
2006-12-09 22:21:36+00:00,317.60,308.44,329.40,313.76,310.83,320.93,326.15,334.79,336.77,340.47,330.64,317.60,318.21,316.77,313.20,302.90,305.71,306.49,308.76,309.69,316.34,317.45,319.25,310.52,311.00,308.32,314.36,317.32,322.90,323.36,320.36,315.20,318.60,320.52,324.27,328.83,321.97,315.49,319.87,326.91,327.48,348.63,360.28,367.29,385.84,384.94,377.24,382.10,384.33,387.82,391.14,390.18,381.20,319.76,340.88,331.68,331.44,326.73,314.19,324.81,329.09,325.77,324.67,334.98,L5
2007-01-02 22:17:11+00:00,318.36,310.38,332.43,317.13,320.94,326.09,330.06,333.90,335.92,335.15,327.85,313.85,317.37,316.04,313.28,303.78,305.17,306.49,308.46,309.10,316.62,318.04,317.01,313.11,312.58,310.96,313.68,318.56,322.16,322.25,318.72,315.48,317.32,322.31,326.44,330.44,321.10,316.53,318.11,325.26,330.42,347.87,358.62,364.72,387.29,387.03,375.86,379.08,379.74,385.30,388.19,388.82,379.49,337.92,336.93,327.30,328.71,325.07,311.87,318.52,325.50,322.22,321.88,331.96,L7
2007-01-26 22:21:54+00:00,320.25,312.47,334.00,319.75,323.07,328.35,331.89,336.61,338.21,336.88,328.99,323.29,321.33,317.60,314.34,311.32,307.56,307.58,310.37,311.40,319.18,320.13,318.27,313.03,312.79,312.08,313.87,319.44,323.05,323.64,319.36,317.02,318.59,322.94,327.91,331.90,323.11,318.22,319.32,326.35,332.03,349.24,360.99,369.11,388.59,388.66,378.48,379.24,381.62,386.59,389.24,388.32,378.86,343.21,341.42,332.85,331.42,325.84,314.81,321.43,328.14,324.79,323.98,333.16,L5
2007-02-03 22:17:19+00:00,319.14,311.58,332.64,319.11,322.30,327.34,331.14,336.31,337.31,335.47,327.85,322.38,320.30,316.50,313.37,310.26,306.63,306.95,309.99,311.75,318.81,319.70,318.27,313.03,312.79,312.08,313.87,319.44,323.05,323.64,319.36,317.02,318.59,322.94,327.91,331.90,323.51,318.30,319.55,326.46,328.91,349.09,360.81,369.22,386.25,387.28,377.66,377.34,382.07,386.45,388.83,386.75,378.78,352.89,343.28,333.67,331.37,324.34,314.58,321.43,329.50,326.02,324.93,334.19,L7
2007-02-04 22:15:45+00:00,320.45,312.74,334.00,320.48,323.99,329.32,331.14,336.31,337.31,335.47,327.85,322.38,320.30,316.50,313.37,310.26,306.63,306.95,309.99,311.75,318.81,319.70,319.35,314.59,313.59,313.03,315.07,320.29,324.61,324.88,320.75,318.87,320.75,325.31,328.82,333.32,325.13,320.08,322.12,328.22,331.21,351.51,363.60,374.58,390.81,391.37,381.18,379.44,386.35,390.72,392.61,390.15,381.91,361.20,348.81,338.97,335.70,327.33,319.45,328.39,333.88,330.51,330.27,337.89,L5
2007-02-11 22:21:56+00:00,318.40,311.26,332.28,320.70,325.30,330.34,332.82,337.82,338.41,336.45,328.95,323.68,321.44,317.49,314.65,311.79,308.39,308.04,311.25,313.13,319.70,320.93,319.33,315.31,313.63,314.00,315.61,320.40,325.28,325.65,321.48,319.81,321.39,327.05,330.60,334.86,326.46,321.64,324.07,330.14,333.74,352.38,365.02,376.19,391.50,392.45,383.36,381.69,389.35,393.12,394.29,391.37,383.38,366.67,353.12,343.34,338.79,329.38,321.64,329.75,333.88,330.51,330.27,337.89,L5
2007-02-19 22:17:25+00:00,320.33,312.50,335.02,322.56,327.23,332.26,334.74,339.95,339.47,337.04,329.34,324.11,321.55,317.76,314.87,312.01,309.09,309.12,311.34,314.30,319.89,320.94,319.13,315.23,313.27,313.84,316.67,321.31,326.17,326.97,322.25,321.13,322.63,329.09,331.41,335.52,327.68,323.61,327.12,333.03,334.95,353.74,365.61,380.12,396.27,396.74,385.51,383.18,395.74,399.32,402.00,397.07,389.57,376.05,357.96,352.71,347.19,334.67,323.93,333.78,338.72,333.08,331.65,339.07,L7
2007-03-23 22:17:30+00:00,321.90,314.78,335.56,324.81,328.93,334.25,336.69,341.41,340.70,337.92,329.76,324.40,321.57,318.80,315.41,312.73,309.14,310.50,313.12,316.62,321.61,323.10,320.86,317.35,315.49,314.29,317.61,322.39,326.89,328.31,323.28,322.79,323.94,330.93,332.25,337.77,329.61,325.44,329.67,334.62,335.34,354.27,366.90,383.53,400.72,401.63,390.35,384.80,400.57,403.19,405.74,401.69,391.27,372.72,358.28,358.10,346.48,336.07,323.93,333.78,341.60,335.64,332.77,339.41,L7
2007-04-01 22:11:19+00:00,323.61,316.13,337.10,327.13,330.93,336.17,339.20,343.88,342.59,338.90,331.22,326.08,323.80,321.29,318.39,316.02,311.96,312.48,315.27,318.48,323.82,326.23,320.86,317.35,315.49,314.29,317.61,322.39,326.89,328.31,323.28,322.79,323.94,330.93,332.25,337.77,329.61,326.97,332.30,335.53,335.39,356.56,369.51,386.99,404.13,405.17,393.38,388.76,403.76,406.38,407.47,403.70,394.00,372.72,360.67,363.68,350.45,339.22,327.57,333.78,341.60,341.03,338.35,344.44,L7
2007-08-14 22:17:00+00:00,330.97,322.55,342.99,330.02,332.34,338.23,342.47,346.28,346.25,339.73,332.04,323.49,315.69,,,,,316.94,316.13,321.87,325.50,326.47,320.75,317.07,315.51,313.09,320.53,326.96,329.83,331.97,324.72,325.50,327.15,336.51,335.85,341.87,335.07,332.08,339.82,342.72,343.84,376.54,382.02,390.20,408.55,410.36,397.18,381.11,424.04,423.82,428.23,421.27,408.04,356.10,376.84,383.46,353.69,353.35,312.30,341.28,350.71,342.20,338.60,353.17,L7
2007-11-18 22:17:07+00:00,331.08,330.99,354.77,346.39,347.31,347.58,,,,,330.99,329.02,330.31,329.24,326.23,321.51,319.66,319.44,325.63,329.18,331.73,333.64,324.35,321.49,317.87,318.81,320.04,324.51,329.10,331.47,327.79,328.25,329.05,328.08,339.44,347.04,337.69,331.68,336.81,340.65,347.46,363.47,371.43,379.43,391.40,394.09,390.34,381.11,424.41,405.71,405.56,399.57,388.48,361.11,370.55,361.15,343.15,336.03,313.46,330.15,340.77,333.59,332.37,343.74,L7
2007-12-04 22:17:13+00:00,326.28,321.84,350.66,341.59,345.62,346.55,353.92,352.48,348.70,339.13,327.33,324.19,329.68,329.52,323.03,318.48,319.18,320.28,323.12,325.24,332.99,331.61,324.35,321.49,317.87,318.81,320.04,324.51,329.10,331.47,327.79,328.25,329.05,328.08,339.44,347.04,337.69,331.68,330.85,333.59,339.09,357.35,366.36,376.92,387.43,389.69,385.08,379.78,403.53,400.20,398.80,392.73,380.24,357.65,358.99,352.91,339.41,331.32,311.59,330.15,337.01,330.72,329.98,338.85,L7
2007-12-20 22:17:17+00:00,327.96,322.09,348.73,340.76,342.57,343.01,353.92,352.48,348.70,334.03,324.81,323.92,327.62,328.69,321.59,318.69,317.24,318.51,321.06,325.81,332.56,333.80,324.61,322.69,316.03,317.69,319.39,325.54,329.05,327.93,323.08,321.60,322.92,323.37,337.55,343.01,333.31,327.85,328.85,331.26,335.42,354.57,365.40,376.20,387.05,388.44,384.49,379.78,403.53,400.20,396.64,390.18,376.25,354.78,351.23,348.70,337.40,329.85,309.70,326.07,336.15,331.41,330.44,338.12,L7
2008-01-05 22:17:19+00:00,327.96,322.09,348.73,340.76,340.45,341.31,346.68,348.18,343.14,332.69,323.60,322.50,323.88,325.09,319.31,316.52,315.98,317.11,319.84,324.20,330.87,332.09,321.68,319.48,312.94,315.66,317.65,321.85,324.42,324.05,319.60,317.84,320.34,321.21,335.00,339.79,329.37,323.82,325.91,328.76,333.45,351.42,363.79,373.88,385.78,386.56,383.59,379.31,397.32,397.12,394.65,388.35,376.25,354.78,351.23,346.10,336.11,327.35,308.43,321.83,334.06,330.27,328.36,336.30,L7
2008-01-14 22:11:08+00:00,327.96,322.09,348.73,340.76,340.45,343.23,346.34,347.79,343.15,332.85,323.86,322.05,322.53,323.36,318.66,315.58,314.88,316.03,321.39,323.42,328.94,332.09,321.68,319.48,312.94,315.66,317.65,321.85,324.42,324.05,319.60,317.84,320.34,321.21,335.00,339.79,329.37,323.82,325.91,328.76,333.45,351.42,363.79,373.88,385.78,386.56,383.59,379.31,397.32,397.12,394.65,388.35,376.25,354.78,351.23,346.10,336.11,327.35,308.43,321.83,334.06,330.27,328.36,336.30,L7
2008-01-30 22:11:07+00:00,327.96,322.09,348.73,340.76,340.45,347.94,351.64,351.77,347.26,332.85,323.86,322.05,322.53,323.36,318.66,315.58,314.88,316.03,321.39,323.42,328.94,332.09,321.68,319.48,312.94,315.66,317.65,321.85,324.42,324.05,319.60,317.84,320.34,321.21,335.00,339.79,329.37,323.82,325.91,328.76,333.45,351.42,363.79,373.88,385.78,386.56,383.59,379.31,397.32,397.12,394.65,388.35,376.25,354.78,351.23,346.10,336.11,327.35,308.43,321.83,334.06,330.27,328.36,336.30,L7
2008-03-25 22:17:07+00:00,327.96,315.33,338.92,336.52,339.97,347.53,350.50,350.09,345.63,331.65,322.95,320.97,319.52,319.27,317.45,315.36,314.90,315.78,320.89,322.97,327.83,330.48,320.74,318.34,313.28,314.98,317.65,321.85,324.42,324.05,319.60,317.84,320.34,321.21,332.78,336.75,325.98,320.18,321.49,324.50,328.15,342.72,358.32,369.73,382.38,382.84,382.08,380.61,386.61,389.48,389.11,380.12,364.54,355.32,337.20,338.20,333.12,320.15,307.81,314.65,327.82,326.84,324.93,330.90,L7
2008-06-29 22:16:33+00:00,,295.05,309.48,323.79,336.08,350.91,349.64,349.49,344.86,330.07,321.10,318.02,311.43,309.84,313.31,312.03,312.55,313.04,320.72,320.13,323.11,325.49,316.87,313.99,310.53,319.06,326.53,329.04,324.24,321.88,330.85,310.33,315.17,336.63,345.25,344.04,326.74,324.18,310.38,321.79,338.30,343.40,359.47,371.62,384.08,385.12,383.46,382.47,389.86,390.97,389.48,380.40,366.82,351.38,331.69,337.13,331.81,321.62,307.52,316.11,329.88,328.84,328.40,333.17,L7
2008-09-01 22:15:59+00:00,334.71,313.84,334.73,339.58,345.04,351.02,353.83,351.65,347.29,338.02,325.16,320.79,314.27,310.57,318.01,314.24,315.00,317.44,322.50,328.14,326.48,328.05,324.43,319.56,319.58,322.90,332.19,337.56,334.52,332.63,342.84,332.58,332.26,345.00,349.18,349.79,331.93,329.34,314.35,327.50,346.32,346.20,361.20,373.93,384.01,385.91,381.98,383.90,391.39,394.04,394.03,381.60,369.31,361.14,331.69,342.56,332.61,328.18,315.03,322.34,332.45,329.41,329.51,335.55,L7
2008-10-12 22:09:25+00:00,335.25,330.82,354.81,350.90,348.33,347.06,353.93,352.60,347.80,343.22,328.78,324.91,324.06,322.34,324.60,,,320.36,326.61,335.60,330.67,332.07,330.96,324.21,324.85,327.88,332.19,337.56,334.52,332.63,342.84,332.58,332.26,345.00,349.18,349.79,331.93,329.34,314.35,327.50,346.32,352.78,364.45,377.38,384.99,387.06,380.82,383.36,390.95,395.37,394.57,382.81,373.45,363.25,327.55,344.58,331.64,333.46,317.93,326.03,336.33,333.16,333.56,340.25,L7
2008-10-27 22:10:37+00:00,332.00,327.73,349.47,344.65,342.67,340.48,346.49,345.40,338.67,334.73,322.09,318.84,315.06,316.85,316.95,309.29,308.80,315.38,319.27,327.65,325.51,328.81,321.42,318.90,314.91,321.43,325.16,329.50,327.58,325.14,331.91,318.56,320.23,334.00,339.71,342.57,327.16,323.90,311.81,319.24,342.15,351.64,362.69,375.54,383.87,385.10,379.10,379.15,386.07,390.27,387.57,377.28,365.85,350.55,311.03,333.59,326.89,326.06,312.11,321.70,332.69,332.34,331.13,337.72,L5
2008-11-13 22:09:55+00:00,332.00,327.73,349.47,344.65,342.67,340.48,346.49,345.40,338.67,334.73,322.09,318.84,315.06,316.85,316.95,314.88,313.56,315.18,319.41,325.63,327.04,329.12,323.37,318.90,315.46,321.43,325.16,329.50,327.58,325.14,331.91,318.56,320.23,334.00,339.71,342.57,327.16,323.90,311.81,319.24,342.15,351.64,362.69,375.54,383.87,385.10,379.10,379.15,386.07,390.27,387.57,377.28,365.85,350.55,311.03,333.59,326.89,326.06,312.11,321.70,332.69,332.34,331.13,337.72,L7
2008-11-28 22:10:42+00:00,328.90,327.41,348.19,342.20,342.44,341.80,344.94,344.62,339.32,333.58,322.72,319.34,315.95,318.82,318.81,316.17,314.24,315.74,319.20,324.11,326.51,327.69,325.19,321.36,317.24,320.82,325.45,328.80,328.15,325.37,329.09,319.81,319.97,331.87,337.87,341.78,328.32,326.78,312.84,317.17,340.32,350.48,362.37,374.00,382.08,381.88,377.58,378.25,384.44,389.14,386.34,376.52,365.23,351.50,322.89,334.38,328.67,324.99,312.38,319.38,329.87,328.25,327.18,334.66,L5
2008-12-22 22:16:31+00:00,327.34,326.15,347.64,341.49,340.54,339.90,343.20,344.62,339.32,333.58,321.74,318.42,317.67,319.42,318.93,316.42,315.38,315.62,318.93,322.80,327.15,327.15,324.53,319.50,316.63,320.61,323.91,326.31,327.20,325.04,326.16,318.61,319.31,329.35,335.91,340.21,326.48,324.89,313.21,315.91,338.54,350.50,361.95,374.27,382.15,381.70,377.58,378.25,384.44,389.34,386.02,376.84,365.10,351.50,324.88,334.50,329.04,324.47,311.01,318.30,329.88,328.12,326.96,334.17,L7
2009-01-23 22:16:42+00:00,327.37,325.44,346.85,340.84,338.80,338.42,343.20,344.62,339.32,333.58,319.75,316.48,317.67,319.42,318.93,316.42,315.38,316.95,320.26,322.81,327.83,328.50,325.09,319.60,316.86,318.00,321.00,322.48,327.31,324.60,320.28,317.42,318.29,321.80,329.36,336.36,324.36,321.53,316.52,314.86,334.94,352.03,360.93,369.53,380.09,379.13,375.54,375.90,381.78,388.26,385.32,375.80,363.22,352.92,323.98,333.83,328.81,323.12,311.27,316.81,327.53,325.42,322.76,331.62,L7
2009-02-24 22:16:58+00:00,327.80,325.97,347.86,341.87,339.27,339.14,343.87,344.54,339.28,333.58,319.75,317.91,319.75,321.90,321.26,318.29,317.85,318.29,321.65,324.33,329.17,329.79,325.80,319.86,317.69,318.55,321.51,322.37,328.27,325.95,321.41,317.78,318.81,322.07,330.11,336.84,324.27,322.31,318.14,317.55,335.66,353.47,361.72,371.32,382.14,382.02,377.82,377.60,385.58,390.73,388.08,379.35,367.82,357.57,334.25,339.57,334.04,327.21,315.00,320.37,330.36,328.67,326.42,333.49,L7
2009-03-28 22:17:13+00:00,326.26,325.07,346.54,338.86,336.56,336.43,339.80,340.83,336.16,328.32,318.12,316.77,318.95,321.36,320.13,318.20,318.16,318.54,320.90,323.33,328.93,329.31,324.38,318.84,316.23,316.74,319.76,319.92,325.71,323.43,318.38,314.94,315.84,319.27,328.47,334.35,322.30,321.72,317.39,313.83,332.19,352.19,360.41,370.28,380.97,379.61,376.50,375.35,382.27,388.30,385.27,377.53,366.82,355.01,337.14,339.52,334.22,323.65,311.86,318.71,329.74,328.34,325.20,332.52,L7
2009-04-13 22:17:18+00:00,323.22,323.79,345.13,337.28,334.25,335.63,337.29,338.10,334.88,326.04,316.62,315.47,318.14,319.82,318.43,316.65,316.96,318.08,319.95,322.55,327.81,328.28,322.75,318.25,315.91,315.12,319.76,319.92,325.71,323.43,318.38,314.94,315.84,319.27,328.47,330.85,320.52,320.23,316.44,312.42,332.19,349.53,358.79,367.85,378.19,377.49,375.15,374.66,383.38,388.52,386.10,376.48,365.69,356.96,337.14,339.52,324.08,323.65,311.86,318.71,329.74,328.34,325.20,332.52,L7
2009-04-22 22:11:10+00:00,323.22,323.79,345.13,337.28,334.25,335.63,337.29,338.10,334.88,326.04,317.42,316.55,318.50,322.86,318.43,316.65,317.15,318.80,320.53,322.13,328.02,330.95,323.82,319.93,315.76,315.02,318.08,319.92,325.71,323.43,318.38,314.94,315.84,319.27,328.47,330.85,320.52,320.23,316.44,312.42,332.19,349.53,358.79,367.85,378.19,377.49,375.15,374.66,383.38,388.52,386.10,376.48,365.69,356.96,337.14,339.52,324.08,323.65,311.86,318.71,329.74,328.34,325.20,332.52,L7
2009-07-02 22:17:20+00:00,324.10,324.36,346.83,338.82,333.44,336.01,338.54,339.07,337.57,328.13,318.78,318.01,320.72,326.17,319.82,316.95,318.92,322.29,323.35,324.15,329.41,334.97,324.54,321.22,316.72,314.58,317.85,321.02,329.10,326.88,321.71,315.92,316.69,319.61,329.89,328.62,320.71,320.12,319.42,315.60,331.02,349.95,357.66,364.60,376.65,377.01,374.17,374.17,383.48,393.10,398.54,380.11,371.83,370.25,356.88,357.12,316.32,320.65,309.46,327.06,335.44,333.80,324.15,335.29,L7
2009-09-04 22:17:08+00:00,323.17,325.49,346.38,336.15,334.21,337.17,336.31,337.84,336.49,331.10,322.31,320.22,320.18,325.27,315.95,315.09,315.98,320.51,319.95,321.47,329.31,335.61,322.74,322.83,317.00,313.87,316.54,323.61,327.85,326.66,319.41,317.74,317.13,320.50,332.86,328.11,323.74,323.25,320.88,319.34,328.98,342.69,356.78,363.99,372.19,371.93,372.62,374.50,383.84,392.65,397.82,378.53,368.02,366.93,346.50,353.70,314.63,317.44,305.02,320.42,332.89,330.97,320.40,334.58,L7
2009-10-22 22:17:14+00:00,336.36,336.41,352.84,343.58,343.74,345.87,340.53,340.54,335.88,337.04,325.65,323.26,322.69,325.36,321.63,321.41,320.27,324.53,321.56,329.90,334.60,335.31,326.88,326.23,326.09,323.38,326.44,330.00,334.87,334.58,325.94,325.78,325.65,332.93,342.89,348.49,337.10,332.92,334.69,340.65,333.64,357.99,367.30,378.64,388.51,384.09,376.12,377.67,388.54,401.72,409.93,396.14,383.10,374.61,355.12,360.37,340.67,327.33,316.25,332.35,337.49,339.57,330.65,344.80,L7
2009-11-07 22:17:29+00:00,337.16,337.51,353.42,346.65,345.51,345.87,340.53,340.54,343.00,338.19,325.96,323.10,322.53,323.81,321.52,319.81,320.42,321.70,321.91,326.41,331.62,331.72,325.19,323.59,323.49,321.25,324.32,328.23,333.28,333.64,326.60,326.45,326.00,332.54,341.91,345.69,336.12,330.45,331.17,336.03,328.28,354.76,363.64,379.30,388.51,384.97,378.34,377.67,388.54,403.68,412.00,397.21,381.65,371.10,355.12,360.37,340.67,327.33,316.25,332.35,337.49,339.57,330.65,344.80,L7
2009-12-09 22:17:51+00:00,335.72,335.64,352.37,346.22,344.29,341.87,337.78,338.67,339.58,333.71,324.44,321.26,320.68,322.03,319.94,318.11,317.95,319.04,319.34,324.29,331.00,331.21,324.35,319.00,318.65,317.25,324.32,328.23,333.28,333.64,326.60,326.45,326.00,332.54,336.54,339.63,333.07,328.58,329.23,332.84,328.28,352.32,360.97,376.40,384.89,380.72,376.86,376.60,386.51,399.37,405.37,390.52,375.93,365.86,350.15,351.62,336.80,323.39,313.31,321.56,331.37,333.64,327.21,339.72,L7
2010-01-27 22:11:38+00:00,335.72,335.64,352.37,346.19,343.94,340.61,338.39,338.23,338.34,334.56,324.52,321.44,321.45,322.86,320.17,318.20,317.95,319.04,319.34,324.29,331.00,331.21,324.35,319.00,318.65,317.25,324.32,328.23,333.28,333.64,326.60,326.45,326.00,332.54,336.54,339.63,334.21,329.53,329.23,332.84,328.28,352.32,360.97,376.40,384.89,380.72,379.61,380.31,391.06,399.90,402.08,390.52,375.93,365.86,350.15,351.62,345.58,331.48,321.66,321.56,330.37,333.53,331.57,341.75,L5
2010-02-20 22:12:45+00:00,335.72,337.40,353.79,348.50,345.50,343.86,341.24,341.52,339.80,334.10,324.23,321.32,321.48,323.00,320.77,319.21,319.56,316.63,319.34,324.29,331.00,331.21,324.35,319.00,318.65,317.25,324.32,328.23,333.28,333.64,326.60,326.45,326.00,332.54,336.54,339.63,334.21,329.53,329.23,331.86,335.41,355.03,364.33,380.74,389.82,388.25,384.87,380.31,397.30,403.30,405.26,390.52,375.93,365.86,350.15,351.62,345.58,331.48,321.66,321.56,330.37,339.41,336.79,344.28,L7
2010-04-09 22:13:00+00:00,338.24,339.37,356.25,350.95,347.53,344.76,343.29,343.30,340.81,334.33,324.17,321.69,322.11,323.02,321.13,319.01,319.56,316.63,319.34,324.29,328.45,328.15,323.74,316.40,316.49,315.17,323.17,327.13,332.25,335.13,329.71,329.71,329.08,336.70,335.28,336.90,332.11,326.55,327.52,328.28,334.81,355.04,364.27,381.30,391.02,389.41,386.16,381.68,396.92,404.42,407.52,391.10,376.32,365.75,353.08,349.58,343.42,330.25,324.19,321.67,328.55,341.50,339.11,346.10,L7
2010-10-25 22:19:27+00:00,351.48,350.67,364.31,361.83,353.24,350.34,347.88,344.92,341.90,341.44,326.14,,,,,332.75,329.34,329.96,331.79,329.06,332.56,334.39,331.10,327.56,328.95,326.67,331.25,333.59,336.85,337.76,333.58,328.81,333.48,339.50,341.61,348.84,337.99,332.51,337.89,344.13,355.19,,,,,385.95,386.68,385.28,396.67,404.40,405.86,392.98,389.90,379.71,377.75,370.79,353.63,340.97,330.95,335.60,343.20,341.86,338.99,352.05,L7
2010-11-02 22:16:48+00:00,339.17,338.65,354.74,354.44,348.83,343.39,345.36,341.67,335.15,334.83,324.58,320.16,327.84,332.33,330.89,327.60,325.94,326.88,328.04,323.75,332.53,333.62,331.79,324.61,322.65,321.90,326.23,328.19,333.14,333.17,328.52,326.19,329.30,335.22,339.56,345.09,333.12,328.06,330.58,326.58,335.96,341.80,358.65,368.68,381.81,383.56,382.89,381.52,392.25,397.87,398.98,387.80,376.40,379.71,377.75,344.32,338.89,331.54,318.64,325.69,334.12,335.11,330.86,341.75,L5
