dates,nzd0533-0000,nzd0533-0001,nzd0533-0002,nzd0533-0003,nzd0533-0004,nzd0533-0005,nzd0533-0006,nzd0533-0007,nzd0533-0008,nzd0533-0009,nzd0533-0010,nzd0533-0011,nzd0533-0012,nzd0533-0013,nzd0533-0014,nzd0533-0015,nzd0533-0016,nzd0533-0017,nzd0533-0018,nzd0533-0019,nzd0533-0020,nzd0533-0021,nzd0533-0022,nzd0533-0023,nzd0533-0024,nzd0533-0025,nzd0533-0026,nzd0533-0027,nzd0533-0028,nzd0533-0029,nzd0533-0030,nzd0533-0031,nzd0533-0032,nzd0533-0033,nzd0533-0034,nzd0533-0035,nzd0533-0036,nzd0533-0037,nzd0533-0038,nzd0533-0039,nzd0533-0040,nzd0533-0041,nzd0533-0042,nzd0533-0043,nzd0533-0044,nzd0533-0045,nzd0533-0046,nzd0533-0047,nzd0533-0048,nzd0533-0049,nzd0533-0050,nzd0533-0051,nzd0533-0052,nzd0533-0053,nzd0533-0054,nzd0533-0055,nzd0533-0056,nzd0533-0057,nzd0533-0058,nzd0533-0059,nzd0533-0060,nzd0533-0061,nzd0533-0062,nzd0533-0063,satname
1999-12-30 22:19:45+00:00,325.6622222222222,322.26,325.14,312.0,308.14,300.7681818181818,301.47,310.84846153846155,308.66818181818184,307.14,301.37666666666667,301.62263157894733,306.4484615384616,305.93333333333334,307.02846153846156,306.9,301.9133333333333,304.22846153846154,306.2484615384615,309.31857142857143,313.00333333333333,316.3066666666667,314.76846153846157,311.3366666666667,309.40846153846155,313.8981818181818,311.27846153846156,315.02,322.37666666666667,326.70846153846156,321.4981818181818,319.9384615384615,319.4425,325.97730158730155,333.9129032258065,337.9393442622951,329.3266666666667,325.265,321.1128571428572,327.28,339.3871428571428,350.14,359.7733333333333,366.12,373.84,375.8833333333333,375.27714285714285,371.38222222222225,374.0571428571428,375.98,378.64,371.08,363.3333333333333,350.29,347.75,341.4,337.0733333333333,322.15,308.9033333333333,311.1,318.93333333333334,318.4533333333333,316.96,321.26,L7
2000-04-20 22:19:15+00:00,317.86777777777775,314.13,327.55,298.96,302.18,295.57272727272726,294.21000000000004,316.1476923076923,309.90272727272725,310.22,306.0133333333333,308.92526315789473,311.1476923076923,312.68666666666667,309.40769230769234,303.59000000000003,305.45666666666665,304.2576923076923,304.85769230769233,308.89428571428573,317.83666666666664,318.2333333333333,314.9376923076923,313.3933333333333,311.0576923076923,313.0627272727273,314.84769230769234,325.11,329.4133333333333,332.6376923076923,327.19272727272727,324.1876923076923,326.86875,327.45698412698414,334.47225806451615,339.7244262295082,331.0933333333333,322.6325,317.81142857142856,327.32,335.92857142857144,351.91,359.19666666666666,368.89,378.92,376.8066666666667,374.2085714285714,374.8977777777778,380.33857142857147,387.03,386.67,386.03999999999996,387.24666666666667,378.21999999999997,356.15999999999997,352.68,355.18666666666667,329.5,317.0466666666667,316.78,329.1766666666667,326.12666666666667,321.84,322.93,L7
2000-05-22 22:18:57+00:00,302.3622222222222,,,,,,,,,,,,,,,,,,,,,,,,292.2269230769231,299.4509090909091,304.6469230769231,300.66,310.2066666666667,310.2369230769231,306.5209090909091,300.5669230769231,307.52625,308.23015873015873,320.3383870967742,321.2906557377049,311.3466666666667,314.2575,309.3457142857143,319.89,,336.87,338.3233333333333,354.06,368.49,355.3933333333333,360.32428571428574,,,,,,,,,,,,,,,,,,L7
2000-07-09 22:18:29+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.37,344.67,333.2,326.56,313.91,319.64,318.72,324.47,325.72,316.06,L7
2000-09-27 22:17:24+00:00,333.04777777777775,325.38,330.64,317.0,314.69,306.83272727272725,306.59,315.07846153846157,316.69272727272727,314.94,311.6333333333333,306.3463157894737,314.10846153846154,313.64666666666665,312.70846153846156,304.53,304.3666666666667,304.33846153846156,305.67846153846153,308.1971428571428,314.13666666666666,316.12333333333333,316.22846153846154,315.2633333333333,316.47846153846154,324.84272727272725,323.27846153846156,329.51,331.9133333333333,332.2584615384616,328.3627272727272,323.38846153846157,325.2275,330.8012698412698,339.93,344.1039344262295,335.00333333333333,328.125,330.9057142857143,334.35,341.7342857142857,352.25,367.56666666666666,375.26,377.97999999999996,382.3566666666667,380.4042857142857,369.8977777777778,378.19428571428574,379.65,387.17,374.81,354.9766666666667,353.2,353.78000000000003,349.85,343.9666666666667,343.24,318.5566666666667,321.94,330.0866666666667,328.87666666666667,329.11,334.44,L7
2001-03-22 22:17:09+00:00,335.29777777777775,328.09,338.19,316.73,316.34,306.28909090909093,308.03,315.1830769230769,314.84909090909093,316.4,309.2133333333333,308.1436842105263,316.1230769230769,323.63666666666666,324.8030769230769,314.56,313.70666666666665,312.3630769230769,313.9130769230769,314.73285714285714,318.53666666666663,324.5133333333333,320.7830769230769,317.0233333333333,318.9530769230769,320.87909090909096,322.4130769230769,328.99,332.05333333333334,333.2730769230769,330.27909090909094,326.2130769230769,325.97375,328.97984126984124,332.5716129032258,341.8693442622951,329.6633333333333,322.6625,327.12428571428575,330.3,339.4457142857143,351.15,371.24666666666667,375.91,377.09999999999997,385.0866666666667,380.0957142857143,369.80777777777774,376.49571428571426,379.84,388.94,376.84,352.3366666666667,344.17999999999995,347.33,345.96,333.44666666666666,336.81,318.3066666666667,325.0,337.1566666666667,337.0966666666667,335.14,345.85,L7
2001-04-07 22:17:01+00:00,332.46222222222224,323.67,334.55,316.07,313.46000000000004,307.36636363636364,305.67,314.73615384615385,313.68636363636364,314.37,309.1666666666667,309.4668421052632,315.78615384615387,317.79333333333335,313.3261538461539,306.35999999999996,303.60333333333335,306.8261538461539,306.2161538461539,311.1328571428572,316.04333333333335,320.0366666666667,310.55615384615385,312.4566666666667,309.29615384615386,314.05636363636364,319.66615384615386,324.41,326.6366666666667,327.7661538461539,324.4763636363636,321.55615384615385,324.07,328.7187301587302,332.41258064516126,338.59180327868853,325.4766666666667,326.93,324.9742857142857,326.53,345.12571428571425,352.04,368.2233333333333,374.56,375.99,383.8333333333333,382.7857142857143,382.0522222222222,381.42571428571426,383.36,392.51000000000005,380.89000000000004,357.3333333333333,358.71000000000004,351.76000000000005,345.46000000000004,335.1133333333333,332.77,316.0133333333333,320.92,331.0133333333333,329.87333333333333,333.17,335.73,L7
2001-12-19 22:15:37+00:00,354.25666666666666,344.16999999999996,346.04,326.82,333.91999999999996,333.6281818181818,320.40999999999997,336.94,326.1181818181818,337.60999999999996,321.8,328.5494736842105,326.9,334.56,328.3,329.25,321.20000000000005,317.94,313.82,314.82714285714286,319.82000000000005,319.41,315.53,312.75,317.31,318.8881818181818,328.87,330.31,334.33,338.82,331.9281818181818,330.24,329.9125,330.8890476190476,341.0793548387097,341.56311475409836,332.75,340.695,338.60571428571427,304.36,348.0942857142857,367.04,380.01,410.69,,,,,,,,,,,,,,367.44,,343.0,361.61,357.11,352.94,353.67,L7
2002-07-31 22:15:11+00:00,,,,,,,,,,,,,,,,,,,,300.5671428571428,303.88666666666666,311.0333333333333,303.2446153846154,301.9833333333333,308.20461538461535,306.0718181818182,313.28461538461534,318.08,329.0333333333333,329.90461538461534,327.8218181818182,326.33461538461535,331.95125,330.7946031746032,335.64451612903224,337.03081967213114,329.9033333333333,328.1675,333.7157142857143,,,,,,,,,,,,,,,,,,,,,325.93,336.19666666666666,334.8266666666667,329.38,331.99,L7
2002-10-19 22:14:44+00:00,327.53555555555556,320.1,331.52,314.19,312.05,304.0672727272727,307.48,311.6392307692308,313.10727272727274,313.53,306.3366666666667,305.69842105263155,316.54923076923075,314.7133333333333,312.20923076923077,302.84,299.5833333333333,297.34923076923076,294.4392307692308,299.4,306.9533333333333,311.7266666666667,306.1992307692308,311.0366666666667,310.72923076923075,311.8772727272727,315.08923076923077,318.76,316.1466666666667,315.7392307692308,313.46727272727276,307.8792307692308,307.9775,311.3311111111111,321.0803225806452,329.0254098360656,321.3866666666667,315.855,321.65,329.38,334.75,340.12,362.30333333333334,362.34,368.39,376.3533333333333,370.16,367.46555555555557,372.27,373.21,380.18,365.61,341.4633333333333,310.23,323.62,327.56,322.4733333333333,321.19,301.1333333333333,308.84,317.6933333333333,323.74333333333334,321.59,326.95,L7
