dates,satname,nzd0533-0000,nzd0533-0001,nzd0533-0002,nzd0533-0003,nzd0533-0004,nzd0533-0005,nzd0533-0006,nzd0533-0007,nzd0533-0008,nzd0533-0009,nzd0533-0010,nzd0533-0011,nzd0533-0012,nzd0533-0013,nzd0533-0014,nzd0533-0015,nzd0533-0016,nzd0533-0017,nzd0533-0018,nzd0533-0019,nzd0533-0020,nzd0533-0021,nzd0533-0022,nzd0533-0023,nzd0533-0024,nzd0533-0025,nzd0533-0026,nzd0533-0027,nzd0533-0028,nzd0533-0029,nzd0533-0030,nzd0533-0031,nzd0533-0032,nzd0533-0033,nzd0533-0034,nzd0533-0035,nzd0533-0036,nzd0533-0037,nzd0533-0038,nzd0533-0039,nzd0533-0040,nzd0533-0041,nzd0533-0042,nzd0533-0043,nzd0533-0044,nzd0533-0045,nzd0533-0046,nzd0533-0047,nzd0533-0048,nzd0533-0049,nzd0533-0050,nzd0533-0051,nzd0533-0052,nzd0533-0053,nzd0533-0054,nzd0533-0055,nzd0533-0056,nzd0533-0057,nzd0533-0058,nzd0533-0059,nzd0533-0060,nzd0533-0061,nzd0533-0062,nzd0533-0063
2007-01-02 22:17:11+00:00,L7,313.52,306.57,330.64,319.72,319.98,322.62,332.63,335.25,331.48,327.12,,,,308.29,306.37,300.98,296.28,299.28,299.63,300.22,309.07,312.28,303.14,304.21,306.91,299.87,304.21,309.09,309.54,308.28,306.50,302.28,302.97,311.20,317.53,325.19,312.41,309.42,314.39,314.99,318.40,335.46,344.55,,,,363.23,362.02,361.12,369.67,365.03,357.96,345.49,330.08,303.41,314.20,308.40,299.88,287.33,289.37,302.31,303.45,300.92,308.58
2007-01-26 22:21:54+00:00,L5,333.98,327.20,346.47,338.23,338.07,343.36,345.26,352.04,350.92,347.79,335.25,329.68,332.45,327.79,321.66,318.36,315.52,315.03,322.00,324.69,334.39,332.84,325.39,314.41,315.27,317.68,316.84,324.47,327.97,329.91,323.55,323.89,324.97,327.09,335.31,340.75,333.94,330.25,328.96,334.82,343.73,360.60,376.85,386.28,398.28,399.65,395.62,384.01,395.12,397.74,399.42,393.00,382.93,361.00,365.37,361.07,350.98,336.87,331.71,336.13,344.73,343.64,340.48,346.33
2007-02-03 22:17:19+00:00,L7,314.55,308.36,327.07,318.32,319.90,322.18,329.15,337.02,333.65,330.01,324.44,320.03,317.69,313.12,310.17,306.55,303.32,305.80,310.53,316.28,319.80,320.11,,,,,,,,,,,,,,,329.19,323.62,325.72,331.09,314.93,354.16,365.05,375.00,380.58,386.40,378.02,371.31,392.32,393.78,394.78,386.97,387.87,391.51,360.57,345.73,339.09,324.93,320.32,,344.26,341.40,338.62,350.00
2007-02-04 22:15:45+00:00,L5,338.04,328.64,353.76,339.53,344.15,349.35,,,,,,,,,,,,,,,,,330.99,327.45,322.40,323.45,326.96,330.77,337.47,336.10,332.92,332.89,336.96,341.41,341.28,349.27,342.97,343.09,350.68,349.38,357.92,381.70,394.92,413.17,431.41,429.16,417.64,405.86,429.73,434.00,433.01,435.09,425.07,415.64,399.70,388.44,383.62,369.47,363.75,373.93,377.82,379.62,385.35,384.95
2007-02-11 22:21:56+00:00,L5,299.68,297.68,316.43,322.45,336.86,339.38,345.92,348.19,345.95,343.05,335.34,331.28,328.06,324.10,323.41,322.28,320.53,315.50,319.84,322.61,325.62,329.23,318.98,319.43,313.69,318.65,318.03,320.70,328.35,329.26,324.90,324.28,324.30,335.48,339.18,343.74,335.50,333.78,339.27,345.22,353.61,358.86,375.94,385.36,395.87,399.53,400.36,399.28,409.68,409.25,405.32,400.36,394.33,393.21,382.59,373.25,362.85,344.97,336.42,335.90,,,,
2007-02-19 22:17:25+00:00,L7,335.47,323.45,351.20,335.43,337.57,338.78,348.52,349.39,344.79,343.45,334.47,324.43,321.80,,,,,319.88,317.81,322.53,329.02,329.07,324.94,317.83,317.35,316.43,325.56,332.75,335.66,334.41,327.24,325.47,330.81,338.30,338.28,344.06,337.15,342.40,349.29,349.35,,,,406.98,431.34,427.39,404.37,,446.79,452.98,462.05,453.74,441.58,,,413.08,408.24,384.68,,358.22,372.86,362.27,,
2007-03-23 22:17:30+00:00,L7,351.26,341.78,361.61,349.37,347.23,350.55,357.88,360.12,359.21,356.13,344.94,337.19,,,,,,331.89,333.39,337.30,343.44,343.98,335.51,331.63,328.30,329.89,336.97,342.63,344.11,348.48,342.34,345.65,346.49,354.85,354.47,359.47,353.31,351.28,358.77,359.82,353.59,,,411.61,435.53,441.75,432.61,,454.57,450.24,455.67,454.15,439.07,397.30,396.07,412.96,356.99,386.14,,,377.07,378.94,,
2007-04-01 22:11:19+00:00,L7,321.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007-08-14 22:17:00+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.32,352.58,342.90,339.15,348.00,349.49,359.08,382.04,386.91,392.69,404.54,407.70,395.23,386.00,431.74,429.24,427.96,429.11,416.66,414.80,399.27,385.32,356.82,362.43,318.59,351.01,363.20,346.38,345.93,361.97
2007-11-18 22:17:07+00:00,L7,332.28,332.11,356.27,347.77,348.44,348.30,,,,,331.85,329.84,331.26,330.44,327.23,322.51,320.52,320.44,326.69,330.08,332.93,334.77,325.41,322.35,318.69,319.94,321.24,325.71,330.22,332.53,328.91,329.38,330.34,329.21,338.72,346.67,337.24,330.41,331.81,336.99,342.04,352.65,362.84,373.05,386.02,388.22,,,,392.50,393.49,382.44,372.70,364.71,352.16,347.31,339.81,322.04,317.19,319.63,328.68,331.13,329.14,337.91
2007-12-04 22:17:13+00:00,L7,313.62,305.31,336.73,327.71,336.55,340.80,346.05,346.27,344.49,331.76,318.04,314.00,322.83,321.94,313.27,308.89,313.07,314.57,313.67,315.39,326.38,322.21,,,,,,,,,,,,,,,,,307.15,309.62,310.55,330.36,343.11,358.81,364.73,366.15,366.71,365.34,362.98,369.51,365.62,355.44,340.15,330.59,316.21,316.76,312.25,298.30,290.99,,309.82,305.30,305.52,305.47
2007-12-20 22:17:17+00:00,L7,319.70,311.71,330.37,325.73,325.59,328.97,,,,318.06,311.48,315.48,314.34,315.42,309.05,309.45,305.09,305.30,306.70,318.26,320.09,327.32,314.62,315.60,306.29,305.68,307.15,314.97,318.11,314.14,307.48,304.07,304.36,307.78,319.28,320.46,311.16,302.80,305.44,309.78,307.01,324.48,343.19,354.69,364.16,362.95,363.98,,,,361.16,347.73,329.49,314.25,298.94,307.06,302.38,290.62,279.18,288.90,304.58,304.48,302.83,301.14
2008-01-05 22:17:19+00:00,L7,,,,,325.84,330.94,330.64,336.92,332.87,321.76,313.67,312.23,305.70,305.48,305.15,302.67,305.90,305.58,308.42,312.77,316.99,318.70,308.08,306.78,300.76,303.35,305.36,305.66,306.92,308.54,304.41,302.08,305.74,308.65,316.33,319.13,307.40,298.52,300.96,307.78,312.39,322.32,342.69,349.96,364.18,362.52,366.21,363.71,362.90,365.87,364.66,354.64,,,,313.70,308.94,290.97,284.46,287.10,303.69,303.73,298.05,302.60
2008-01-14 22:11:08+00:00,L7,,,,,,357.44,356.59,355.66,349.04,343.58,332.71,327.72,325.78,327.38,325.15,320.95,318.27,320.80,337.24,328.52,332.18,,458.55,391.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-01-30 22:11:07+00:00,L7,,,,,,372.56,369.28,365.09,360.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-03-25 22:17:07+00:00,L7,287.99,303.55,320.81,334.25,346.57,350.47,354.98,350.50,343.98,335.36,324.91,321.74,311.64,307.87,318.98,321.80,321.48,322.09,326.39,327.49,331.36,332.53,325.90,321.40,320.49,321.43,,,,,,,,,,,,,,,,350.04,369.79,382.12,399.04,400.62,399.41,400.11,414.95,414.05,415.62,406.37,388.23,384.13,358.51,361.19,357.21,344.82,328.66,337.63,347.34,344.57,344.10,353.36
2008-06-29 22:16:33+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,320.90,326.37,331.09,321.55,316.41,337.29,,,344.62,347.49,342.28,321.47,317.83,287.81,309.14,332.22,334.85,345.49,362.34,366.03,369.21,364.31,363.15,361.08,362.33,357.50,343.40,335.02,308.22,296.22,305.85,298.62,292.27,283.14,292.93,307.94,307.57,312.39,306.76
2008-09-01 22:15:59+00:00,L7,338.04,335.75,364.14,359.21,355.15,359.01,365.07,362.60,357.25,352.31,334.27,328.30,326.69,325.67,327.38,,,323.14,329.55,338.10,334.00,335.20,333.90,326.59,327.12,326.25,328.80,334.82,338.86,340.73,339.76,335.71,335.83,336.75,339.36,345.80,331.78,327.04,327.08,334.36,346.62,353.45,368.09,377.10,386.70,387.66,382.00,388.23,397.82,405.41,408.64,394.63,384.28,390.67,388.22,360.31,341.66,347.06,333.00,336.14,341.73,335.76,331.72,346.14
2008-10-12 22:09:25+00:00,L7,322.33,316.40,332.81,330.90,332.02,329.04,332.65,334.60,332.94,324.61,316.06,314.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-10-27 22:10:37+00:00,L5,315.49,312.18,326.31,320.61,321.97,321.31,321.61,323.12,315.03,308.40,301.57,299.89,298.17,301.35,300.97,300.96,301.66,302.06,303.12,312.20,310.36,316.18,303.06,306.45,298.15,299.15,301.11,303.39,304.33,301.33,300.70,295.17,297.49,302.64,308.28,315.63,306.08,298.03,291.75,290.23,318.80,330.61,342.48,355.19,362.88,362.44,358.98,354.06,351.32,355.07,348.56,336.20,320.64,295.16,269.52,286.60,292.38,281.25,279.04,288.03,300.40,305.69,301.29,302.65
2008-11-13 22:09:55+00:00,L7,,,,,,,,,,,,,,,,316.26,314.70,310.58,315.21,317.78,325.02,324.97,322.80,315.29,313.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008-11-28 22:10:42+00:00,L5,319.73,326.58,344.49,334.99,341.86,345.85,340.42,342.37,341.37,330.27,324.70,320.91,317.85,322.90,322.65,318.85,315.69,317.50,318.68,319.67,325.04,323.55,330.78,328.81,322.68,319.12,326.47,326.84,329.99,326.20,320.76,322.44,319.60,325.59,332.52,339.60,331.97,335.63,316.12,311.10,335.05,347.27,361.62,369.61,376.96,372.45,373.25,375.76,379.85,386.09,382.98,374.65,363.77,354.75,346.93,337.10,334.35,322.19,313.50,312.74,321.75,316.32,315.64,325.90
2008-12-22 22:16:31+00:00,L7,313.23,313.71,335.65,329.59,325.56,327.58,328.35,,,,312.18,309.41,316.62,313.34,312.70,310.62,313.18,308.60,310.92,311.63,321.87,317.60,314.95,306.46,308.80,312.37,309.84,308.49,316.00,316.79,307.05,307.62,308.90,311.94,318.22,324.09,310.04,305.51,302.91,301.04,319.62,335.80,347.20,362.20,367.68,366.23,,,,370.47,365.08,354.53,341.00,327.89,311.16,315.31,310.84,298.79,288.67,294.30,310.25,307.90,306.40,308.60
2008-12-31 22:10:25+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-01-23 22:16:42+00:00,L7,318.82,313.81,332.04,327.58,322.01,325.82,,,274.76,,303.60,300.87,,,,,,316.37,319.24,316.38,322.56,327.10,320.22,313.92,312.09,311.49,315.70,315.76,325.75,317.59,311.49,304.53,304.89,310.46,319.59,327.86,315.30,306.83,310.13,308.77,320.00,349.79,346.83,345.10,363.00,363.60,362.59,360.22,,,,,,,,,,,,,,,,
2009-02-24 22:16:58+00:00,L7,325.34,324.34,347.60,342.18,337.35,340.43,342.17,340.23,336.41,,,322.99,324.06,326.74,326.37,321.56,324.11,322.14,325.55,329.66,332.14,332.82,325.58,317.80,319.27,316.55,318.99,316.77,328.32,328.27,322.30,314.84,316.02,318.72,327.52,332.94,317.99,318.63,318.64,324.63,331.69,351.17,357.21,371.85,382.89,387.00,378.49,375.95,384.31,387.94,386.44,378.32,370.99,360.96,352.39,349.87,342.30,328.37,319.05,321.95,328.99,328.98,328.38,325.75
2009-03-21 22:10:59+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-03-28 22:17:13+00:00,L7,328.48,330.62,356.41,339.53,337.29,340.76,341.86,345.00,342.26,332.40,325.40,321.17,323.62,324.18,322.76,321.51,322.97,325.88,325.38,331.96,333.53,332.90,325.05,320.27,317.73,316.53,319.52,321.33,324.60,326.65,322.70,319.78,319.29,321.03,331.06,332.33,321.33,325.31,324.40,313.56,327.56,348.03,362.25,372.83,381.89,375.45,377.43,378.98,387.60,396.26,397.60,389.15,382.89,381.51,360.04,363.02,,332.87,319.91,330.83,341.62,337.14,328.61,344.88
2009-04-13 22:17:18+00:00,L7,324.40,329.28,352.12,346.74,337.72,337.43,340.93,339.35,339.04,337.37,323.72,321.43,321.89,322.00,318.12,315.56,316.83,323.07,322.00,324.55,329.85,330.34,320.08,321.19,320.39,314.64,,,,,,,,,,322.20,321.22,326.04,325.50,316.27,,352.07,365.49,369.75,380.06,383.25,384.83,387.66,412.46,414.27,414.91,400.85,389.62,396.28,,332.73,308.20,265.19,241.96,,256.62,268.25,266.42,232.17
2009-04-22 22:11:10+00:00,L7,,,,,,,,,,,313.13,315.42,310.66,328.42,,,309.37,314.01,313.99,309.21,316.95,340.45,321.16,324.33,305.93,302.41,295.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-05-15 22:17:24+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,624.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-06-25 22:11:11+00:00,L7,,,555.80,,545.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009-07-02 22:17:20+00:00,L7,,,,,,,,,,,316.53,,,,,,,,,,,,530.86,,,,,,,,594.26,,,,,,317.87,311.01,,,,,,,,,353.28,353.83,349.88,374.25,395.53,434.96,,,,,287.45,271.52,268.55,,311.37,310.95,291.11,306.03
2009-09-04 22:17:08+00:00,L7,325.56,324.95,341.78,332.49,335.98,338.68,335.06,336.22,332.95,331.91,323.55,320.30,321.61,322.75,314.41,315.64,,,,,333.16,335.24,321.38,322.87,321.40,318.38,321.17,324.95,330.22,325.85,315.26,314.82,313.98,319.10,333.50,340.98,334.20,330.25,326.15,339.37,328.99,344.73,357.49,364.27,371.38,373.84,374.52,377.07,384.77,385.16,382.56,372.39,358.35,349.80,330.62,342.04,336.23,317.52,304.89,307.67,320.35,319.48,316.14,322.43
2009-10-22 22:17:14+00:00,L7,351.42,351.87,369.24,359.58,355.48,355.62,,,,,333.34,329.14,327.13,332.23,332.41,330.74,327.22,332.64,330.15,337.20,340.30,339.36,336.16,332.64,333.68,332.40,335.97,339.31,343.51,347.07,340.64,340.75,341.89,350.76,357.63,361.33,353.54,350.10,349.63,347.27,344.69,379.25,384.21,400.12,413.65,,,,418.63,433.42,439.36,432.70,420.65,412.21,390.28,389.35,385.99,378.16,364.76,367.68,368.42,375.95,372.37,391.13
2009-11-07 22:17:29+00:00,L7,351.30,351.46,370.25,367.27,360.80,,,,356.82,351.09,335.85,331.32,332.09,333.25,331.73,327.04,329.52,329.31,333.33,332.32,338.18,336.31,332.85,327.27,326.84,328.74,332.62,337.21,341.87,342.84,339.66,339.55,340.12,343.52,355.61,355.76,347.64,341.84,342.92,342.46,336.35,371.79,377.23,401.50,411.99,409.35,403.67,,,440.87,449.52,436.93,416.36,401.69,,,,,,,,,,
2009-12-09 22:17:51+00:00,L7,333.80,332.29,352.21,347.70,342.88,335.30,337.44,338.68,334.04,326.99,320.06,317.39,317.04,319.07,317.21,315.01,314.72,315.73,316.31,321.84,331.53,331.91,323.97,306.91,305.79,307.50,,,,,,,,,323.43,324.45,323.61,324.71,327.00,326.25,,349.52,356.95,371.72,378.54,376.73,376.42,378.45,386.44,388.15,384.88,377.66,365.95,357.34,346.20,340.14,331.18,318.75,309.61,305.99,319.01,321.83,322.87,331.70
2009-12-18 22:11:51+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-01-27 22:11:38+00:00,L5,,,,331.00,330.30,328.98,326.54,327.05,327.60,324.86,314.19,313.23,314.21,313.11,310.17,307.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-02-20 22:12:45+00:00,L7,,353.32,371.30,370.96,362.17,362.57,359.26,358.87,350.73,341.14,329.52,327.20,329.09,333.16,331.68,332.12,331.17,317.29,,,,,,,,,,,,,,,,,,,,,,339.80,371.00,383.61,393.53,413.85,427.31,428.59,416.41,,439.69,440.56,441.64,,,,,,,,,,,380.71,376.09,380.28
2010-04-09 22:13:00+00:00,L7,332.03,331.39,349.60,343.01,344.78,341.03,339.65,340.47,336.09,329.72,320.61,320.03,322.53,319.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.20,361.10,370.62,371.71,373.70,373.80,,,,,,,,,,,,,,,,
2010-10-25 22:19:27+00:00,L7,355.88,354.79,369.81,366.91,357.36,352.98,352.28,348.39,344.26,345.57,329.28,,,,,336.42,332.48,333.63,335.67,332.36,336.96,338.52,334.98,330.70,331.95,330.79,335.65,337.99,340.97,341.64,337.71,332.93,338.19,343.62,347.11,354.34,343.07,339.11,344.49,349.63,361.79,,,,,394.20,394.01,392.61,407.67,415.40,416.86,406.18,403.10,392.91,388.75,381.79,364.63,354.17,340.38,346.60,354.20,352.86,349.99,365.25
2010-11-02 22:16:48+00:00,L5,314.06,314.63,329.17,332.27,332.41,328.76,330.04,328.30,321.54,316.22,313.88,311.43,317.73,319.53,320.22,311.78,313.41,313.13,313.00,308.85,319.71,320.85,321.18,312.51,307.63,305.14,308.41,309.99,317.43,317.30,311.46,311.56,311.41,318.94,321.51,325.34,313.47,304.41,304.08,293.03,297.52,317.80,337.32,347.35,357.81,357.17,357.77,356.44,355.82,359.34,360.10,344.22,324.51,299.37,269.85,285.85,292.15,283.70,278.91,283.78,293.03,296.35,290.73,293.05
2010-11-27 22:10:35+00:00,L5,84.41,123.46,158.37,199.72,230.92,274.38,316.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-12-20 22:16:50+00:00,L5,332.48,331.27,351.11,344.10,344.72,340.02,340.76,337.50,339.51,338.52,329.37,326.76,326.91,328.26,332.85,331.40,333.57,329.42,330.03,332.94,335.56,336.33,329.20,325.00,323.78,321.43,325.20,326.96,332.66,329.47,323.22,322.34,315.27,319.75,326.24,325.54,312.32,308.27,309.33,314.49,312.11,327.53,338.02,353.57,359.35,361.40,361.48,366.17,368.38,366.92,361.78,353.07,338.60,331.04,306.96,312.16,312.57,296.48,286.32,287.30,300.45,303.40,300.14,298.99
2011-01-21 22:16:54+00:00,L5,349.57,350.26,367.86,373.67,369.12,367.19,362.35,363.98,361.28,361.32,343.37,345.19,342.72,349.67,342.41,344.18,337.17,339.32,349.89,349.42,352.44,351.56,344.73,341.37,334.55,340.14,345.69,347.14,351.75,349.13,342.95,341.77,343.21,349.98,359.48,355.88,344.57,341.75,347.96,353.10,350.66,371.27,376.83,389.53,411.52,420.63,416.40,391.65,419.49,438.17,439.08,433.23,426.23,419.25,403.92,378.37,395.82,378.78,364.62,358.97,369.45,366.27,356.96,358.98
2011-02-15 22:10:46+00:00,L5,310.78,313.66,333.61,328.52,329.14,318.88,314.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-03-02 22:20:30+00:00,L7,323.79,319.02,331.05,326.08,325.65,323.58,324.58,320.58,316.06,,,313.01,315.29,314.08,316.72,312.38,314.23,311.83,311.54,313.75,319.29,317.24,314.73,307.29,308.43,302.69,303.70,305.66,311.89,315.41,308.12,309.07,305.44,315.23,317.02,322.86,309.19,301.22,302.64,298.95,296.88,318.12,340.82,348.14,358.77,358.98,359.66,344.29,349.83,356.17,351.14,337.34,319.94,309.47,279.72,289.52,291.67,281.58,277.78,283.08,297.30,299.43,295.80,295.55
2011-06-06 22:20:34+00:00,L7,,,,,,,,,370.44,359.92,,,,,,493.05,542.75,,,,365.52,342.86,331.36,318.98,314.59,314.46,313.92,316.74,321.55,,,,,,,337.63,,,,,,,,,,,,,,,,,,314.34,,437.93,,,,,282.57,285.47,,289.08
2011-07-24 22:20:27+00:00,L7,343.96,340.07,360.61,347.38,342.25,354.02,339.36,344.29,342.30,340.83,339.60,318.68,317.64,318.74,317.91,314.09,307.53,314.15,312.35,314.68,323.84,325.45,312.82,307.61,302.16,303.08,306.20,297.23,,316.05,286.29,293.76,313.93,,307.35,317.31,304.32,297.52,303.54,,274.23,,,,,,,,,,339.56,,,282.05,254.28,274.03,264.63,,283.89,,,291.92,299.15,285.40
2011-08-09 22:20:22+00:00,L7,310.63,308.83,315.70,310.46,309.61,307.05,311.13,308.71,307.39,303.58,298.13,299.11,302.22,307.41,304.83,302.31,301.85,303.33,306.25,309.92,311.18,314.74,309.42,303.48,301.80,300.98,300.05,302.79,304.59,301.02,298.82,292.52,297.65,306.63,308.86,313.52,306.35,298.57,295.50,297.64,296.19,311.94,326.63,337.59,351.82,345.70,350.40,351.43,350.95,353.09,351.18,330.98,319.06,297.06,278.89,294.55,287.84,278.23,276.86,283.01,296.12,296.95,295.56,299.57
2011-10-12 22:20:12+00:00,L7,334.36,330.79,338.85,328.99,327.02,330.00,331.49,331.50,330.44,326.24,322.34,318.23,316.52,317.75,317.94,315.39,313.71,312.00,314.17,315.58,325.48,325.58,314.96,314.55,309.75,311.21,309.99,311.70,311.44,316.00,310.18,309.66,315.85,321.14,330.88,337.21,327.82,316.12,316.81,321.16,331.87,332.85,347.02,360.70,363.85,365.00,367.50,367.67,363.31,368.88,365.05,354.71,340.81,327.86,319.50,315.86,310.46,295.34,287.90,293.99,306.01,306.93,302.31,310.61
2011-10-21 22:14:07+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-10-28 22:20:19+00:00,L7,355.69,349.55,359.75,350.53,345.84,338.89,,,,342.15,330.48,332.58,333.48,337.38,335.37,336.05,331.63,331.87,336.91,336.57,339.33,340.14,335.74,330.68,329.39,327.73,328.88,331.25,336.26,337.28,332.00,330.26,335.04,340.17,347.52,351.80,344.14,331.85,329.82,338.51,341.81,334.56,365.74,376.17,384.96,383.00,384.53,384.54,387.10,397.74,400.67,389.13,380.04,376.32,359.60,360.31,343.00,334.87,,,,,,
2011-11-22 22:14:27+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-08 22:14:34+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011-12-24 22:14:43+00:00,L7,339.67,334.44,347.12,334.37,336.40,331.30,330.07,331.64,328.91,319.96,316.03,316.23,320.01,318.80,318.74,320.24,302.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-03-20 22:21:05+00:00,L7,331.11,,,,326.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.49,364.83,364.21,371.19,366.71,356.55,348.77,322.57,299.93,308.70,305.68,291.93,280.89,284.54,298.48,298.71,303.91,306.77
2012-05-23 22:21:34+00:00,L7,332.18,329.48,344.96,336.12,331.75,327.66,321.75,327.17,324.89,322.57,,,,,,,313.80,315.07,320.53,324.91,324.76,331.59,319.11,320.99,314.85,313.53,318.58,316.77,321.12,321.93,315.48,319.06,325.40,325.88,333.23,340.10,327.73,324.47,,325.01,335.29,331.24,,,,,372.30,381.34,387.49,383.69,392.51,379.48,373.26,365.36,354.28,345.88,330.59,321.82,317.72,307.49,317.20,329.66,,
2012-06-01 22:15:11+00:00,L7,,,,,,,,,,,,,,,,,,,,,142.65,,299.99,,,,,,,302.54,,,,296.64,299.14,308.08,297.45,288.89,289.04,296.90,303.16,269.80,307.44,326.88,,,,,,,,,,,,283.10,284.90,271.50,266.61,285.68,,,,
2012-06-24 22:21:27+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,313.38,,315.30,318.41,324.62,319.99,311.39,341.63,,,,345.11,349.40,361.84,345.88,337.16,341.14,340.49,352.34,364.82,368.04,381.67,391.02,395.02,393.55,390.21,384.70,403.74,402.74,,376.76,378.91,382.55,,335.21,,320.27,310.49,356.99,351.94,358.57,367.62
2012-07-10 22:21:41+00:00,L7,,,,,,,,221.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.17,,,,,,,,,,,,,,
2012-07-19 22:15:37+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-27 22:22:12+00:00,L7,,,,320.62,315.56,317.28,316.40,322.74,319.25,315.44,309.41,312.05,316.90,322.29,319.44,315.77,317.98,320.25,318.62,320.08,324.17,326.70,318.30,317.00,313.37,313.87,314.27,316.50,324.44,321.47,310.83,307.83,311.09,319.17,326.73,331.30,311.88,302.81,303.55,309.54,314.05,314.16,340.17,345.96,357.33,356.36,353.50,355.62,354.61,360.20,360.37,346.58,320.26,307.15,278.66,295.02,295.90,287.77,278.15,285.20,300.19,301.66,294.54,292.98
2012-10-14 22:22:41+00:00,L7,,,,246.17,,282.62,280.78,303.21,307.48,303.46,300.04,303.20,304.49,310.53,317.33,312.70,312.33,312.11,314.49,318.30,322.19,322.78,314.86,305.47,302.90,305.47,309.19,310.48,317.81,320.34,310.11,305.31,307.09,312.09,312.55,318.75,304.17,297.75,298.10,306.55,304.00,300.03,332.68,344.64,356.92,356.89,357.79,358.26,355.15,358.56,355.78,367.08,308.79,271.82,261.61,286.17,286.45,275.34,274.01,274.19,293.81,298.20,301.40,299.51
2013-01-02 22:23:08+00:00,L7,,,,,349.45,347.81,343.48,344.57,345.66,346.87,333.35,332.82,337.38,339.51,345.65,343.00,343.60,342.19,346.42,343.18,351.65,348.72,342.11,338.31,,342.55,,,,,,,,340.80,349.71,354.50,338.99,335.08,334.15,341.78,348.63,355.75,372.38,407.13,421.37,416.42,409.39,414.35,437.98,435.69,440.84,428.75,416.73,416.01,407.72,398.95,381.04,373.32,349.60,347.81,361.18,362.73,360.78,369.60
2013-04-08 22:23:00+00:00,L7,318.45,308.04,318.27,,,,171.42,,,203.23,,,,97.68,,,,,,,,,,,,,,,,,,,,299.02,307.01,315.27,308.43,320.41,322.11,323.42,330.43,343.58,354.05,364.15,360.97,348.27,338.37,353.14,345.44,353.97,,286.45,317.28,299.81,,296.13,271.23,,,,,,,
2013-05-02 22:28:46+00:00,L8,352.81,339.82,357.23,350.73,344.94,338.71,337.50,339.94,338.33,334.20,329.54,328.52,333.09,334.35,338.65,337.82,331.59,331.97,340.75,342.52,347.38,346.84,337.86,337.08,332.54,332.56,329.00,335.09,337.66,338.04,332.81,329.80,335.56,341.62,345.80,352.92,342.03,332.75,333.72,334.94,348.00,356.86,364.46,374.35,385.29,384.18,385.18,389.86,397.36,400.08,394.74,385.73,378.83,376.13,372.44,355.12,334.32,330.05,318.03,306.66,338.47,333.74,327.08,343.31
