dates,nzd0196-0000,nzd0196-0001,nzd0196-0002,nzd0196-0003,nzd0196-0004,nzd0196-0005,nzd0196-0006,nzd0196-0007,nzd0196-0008,nzd0196-0009,nzd0196-0010,nzd0196-0011,nzd0196-0012,satname
1999-08-26 22:05:08+00:00,368.18,333.76,362.76,375.24,366.64,370.76,329.70,344.89,342.98,355.13,322.28,295.48,309.14,L7
1999-09-27 22:05:12+00:00,369.17,337.46,360.77,370.15,364.37,369.82,325.98,344.98,343.56,361.28,339.40,308.62,317.63,L7
1999-10-13 22:05:12+00:00,366.94,347.23,361.95,371.02,360.02,364.63,326.16,338.48,335.10,353.92,339.40,307.29,321.07,L7
1999-11-14 22:05:06+00:00,371.31,354.75,365.11,373.16,365.49,364.63,326.16,338.48,335.10,353.92,339.40,307.29,321.07,L7
1999-12-25 21:58:52+00:00,371.31,354.75,358.27,373.16,365.49,364.63,326.16,331.78,329.68,349.18,339.40,300.92,321.07,L7
2000-01-01 22:05:01+00:00,371.69,357.75,360.28,372.76,366.24,362.10,330.38,340.73,337.00,356.55,351.80,300.92,321.07,L7
2000-02-18 22:04:53+00:00,371.83,357.29,361.56,372.81,367.11,364.40,333.91,343.52,340.18,359.37,355.32,300.92,326.48,L7
2000-05-24 22:04:10+00:00,351.26,362.36,357.52,369.69,368.88,365.81,347.37,353.82,352.07,370.55,332.67,272.28,295.78,L7
2000-06-25 22:03:56+00:00,345.59,367.64,373.19,378.33,375.29,365.81,361.73,370.01,364.95,392.88,315.09,261.44,286.50,L7
2000-07-04 21:57:38+00:00,336.38,366.56,368.55,373.91,371.16,367.75,370.04,367.26,353.69,395.17,285.02,260.83,286.50,L7
2000-07-11 22:03:41+00:00,336.38,366.56,368.55,373.91,371.16,367.75,370.04,367.26,353.69,395.17,282.92,254.44,276.93,L7
2000-08-05 21:57:08+00:00,334.72,366.56,370.03,372.95,369.63,365.88,366.13,364.80,361.06,395.19,280.14,255.83,264.61,L7
2000-08-21 21:57:02+00:00,322.13,378.18,370.24,372.91,369.17,355.20,370.66,359.73,368.47,401.63,285.88,255.83,245.09,L7
2000-09-22 21:56:29+00:00,324.90,355.19,366.90,370.78,368.19,356.15,365.53,358.30,364.45,396.82,298.26,255.83,245.09,L7
2000-10-15 22:02:20+00:00,333.89,353.09,366.03,369.88,366.59,357.09,358.87,356.53,362.60,394.54,305.22,268.84,264.00,L7
2000-10-31 22:02:34+00:00,337.78,348.32,362.78,366.74,364.01,354.75,351.66,353.64,360.39,390.30,312.33,282.83,279.92,L7
2000-11-25 21:56:23+00:00,348.09,347.95,363.72,367.40,362.84,353.16,346.29,349.59,357.13,389.44,324.19,295.40,299.10,L7
2000-12-11 21:56:24+00:00,349.90,349.77,363.56,367.11,362.80,354.82,344.18,349.08,356.32,387.23,328.17,303.25,306.44,L7
2001-01-03 22:02:36+00:00,353.45,344.08,360.52,363.20,359.18,354.03,328.72,342.82,359.73,385.40,353.67,332.87,328.48,L7
2001-02-04 22:02:38+00:00,354.66,349.74,361.83,365.03,360.79,356.01,324.36,345.02,358.67,385.39,379.74,371.20,371.59,L7
2001-02-20 22:02:36+00:00,354.66,349.74,361.83,367.82,363.23,361.97,330.50,347.40,354.16,383.87,378.80,372.48,371.25,L7
2001-03-01 21:56:21+00:00,354.66,355.57,365.35,367.82,363.23,361.97,330.50,347.40,358.08,384.67,382.20,377.11,375.37,L7
2001-03-24 22:02:23+00:00,360.13,359.46,367.98,369.86,364.76,363.91,330.76,348.34,358.69,384.58,380.10,370.46,375.37,L7
2001-06-12 22:01:48+00:00,351.52,384.27,375.78,377.45,371.98,377.64,353.89,356.14,367.18,395.15,368.69,360.08,397.35,L7
2001-06-21 21:55:29+00:00,351.52,384.27,373.97,373.05,368.60,375.74,350.32,354.25,362.70,388.87,354.06,347.12,397.35,L7
2001-08-08 21:55:01+00:00,352.94,390.54,365.65,365.96,361.75,371.02,347.10,347.00,353.94,375.62,326.79,314.66,386.69,L7
2001-08-15 22:01:02+00:00,346.62,390.54,361.72,362.74,360.12,368.01,345.93,345.40,355.90,374.77,322.88,310.67,386.69,L7
2001-09-09 21:54:36+00:00,354.71,385.67,361.06,362.22,357.64,366.75,343.55,344.15,358.75,374.48,310.09,298.25,389.20,L7
2001-09-25 21:54:28+00:00,359.64,383.38,361.81,362.01,357.05,367.03,348.76,342.96,364.38,377.28,316.73,311.57,395.48,L7
2001-10-11 21:54:09+00:00,363.03,379.90,362.23,361.89,357.44,366.76,350.61,342.45,360.59,375.47,324.83,320.37,390.75,L7
2001-12-30 21:54:37+00:00,363.84,375.45,362.65,362.71,357.65,362.41,348.69,341.13,361.39,373.18,353.39,347.43,390.75,L7
