dates,satname,sar1738-0000,sar1738-0001,sar1738-0002,sar1738-0003,sar1738-0004,sar1738-0005,sar1738-0006,sar1738-0007
1984-05-06 09:33:03+00:00,L5,196.91,143.11,622.54,137.41,182.39,207.97,178.34,159.84
1984-07-18 09:28:46+00:00,L5,211.50,156.23,633.99,153.55,201.62,217.84,190.52,170.92
1984-08-03 09:29:20+00:00,L5,201.47,154.63,632.31,149.86,,219.97,192.70,173.31
1984-08-19 09:29:51+00:00,L5,201.62,152.83,633.39,143.01,,217.43,192.12,167.96
1984-08-26 09:35:45+00:00,L5,196.45,141.62,633.16,140.80,182.42,202.98,176.11,150.38
1984-09-11 09:35:50+00:00,L5,195.66,152.44,633.23,146.96,,210.49,188.06,163.68
1984-10-22 09:30:00+00:00,L5,211.93,150.68,621.87,150.05,,219.48,193.34,172.04
1984-11-07 09:29:53+00:00,L5,200.44,152.21,635.21,151.28,195.52,215.23,187.74,167.55
1984-12-09 09:29:58+00:00,L5,210.89,153.89,635.42,150.95,185.08,213.69,189.74,168.76
1985-01-17 09:36:05+00:00,L5,196.88,154.79,625.40,144.25,197.48,214.68,190.47,
1985-02-02 09:36:09+00:00,L5,198.32,154.48,634.29,142.34,189.15,209.82,186.10,167.17
1985-02-11 09:30:23+00:00,L5,,,648.38,137.44,188.82,212.09,180.63,149.30
1985-04-23 09:35:59+00:00,L5,181.84,140.47,641.59,137.12,180.58,195.93,167.95,143.04
1985-05-02 09:30:07+00:00,L5,196.90,153.83,627.55,143.85,186.61,212.19,195.56,165.68
1985-06-03 09:30:04+00:00,L5,206.87,151.90,633.05,152.13,198.87,215.88,187.52,159.05
1985-06-26 09:35:47+00:00,L5,187.30,143.71,643.85,137.54,182.48,202.30,178.04,148.20
1985-07-05 09:29:57+00:00,L5,197.34,149.00,635.22,138.48,186.50,208.34,180.07,149.45
1985-07-12 09:35:41+00:00,L5,170.88,142.45,622.83,140.62,186.72,209.81,181.02,163.35
1985-08-13 09:35:25+00:00,L5,191.26,146.46,637.18,136.02,190.81,207.98,178.79,154.73
1985-08-22 09:29:32+00:00,L5,196.74,150.24,629.07,141.79,,208.82,187.79,164.27
1985-10-09 09:28:59+00:00,L5,201.02,157.50,635.07,154.44,200.25,219.64,185.49,159.58
1985-11-10 09:28:33+00:00,L5,198.57,150.10,632.84,142.55,199.68,217.27,193.92,166.05
1985-12-03 09:33:55+00:00,L5,211.72,154.74,641.80,152.21,185.28,213.59,188.40,171.04
1986-01-04 09:33:20+00:00,L5,201.69,147.79,649.03,144.95,183.36,213.90,188.55,160.47
1986-01-13 09:27:22+00:00,L5,200.75,156.95,649.97,150.49,194.30,212.76,192.38,166.41
1986-03-25 09:31:37+00:00,L5,196.94,152.30,635.58,143.91,196.46,212.60,192.08,166.16
1986-05-12 09:30:29+00:00,L5,196.94,146.92,640.76,144.18,,207.88,182.42,162.46
1986-05-28 09:30:02+00:00,L5,196.88,148.12,635.81,145.16,,210.45,181.78,168.87
1986-06-06 09:23:59+00:00,L5,,77.50,384.24,151.93,190.80,212.77,,
1986-07-08 09:22:57+00:00,L5,200.81,156.01,639.07,146.97,189.74,210.45,185.98,161.07
1986-07-24 09:22:23+00:00,L5,196.93,145.39,144.55,147.00,,,,
1986-07-31 09:27:55+00:00,L5,195.03,146.54,636.41,137.50,182.39,209.20,176.84,149.31
1986-08-16 09:27:20+00:00,L5,197.87,152.86,635.20,145.63,189.62,208.91,183.94,161.92
1986-09-10 09:20:39+00:00,L5,196.87,149.40,155.10,145.07,,,,
1986-09-17 09:26:13+00:00,L5,201.55,151.82,634.81,150.83,189.16,213.78,181.79,161.95
1986-10-12 09:19:38+00:00,L5,200.31,153.79,632.16,148.99,183.99,211.88,191.03,168.35
1986-12-31 09:19:14+00:00,L5,198.93,151.30,360.81,144.18,182.47,,,
1987-01-07 09:25:13+00:00,L5,198.28,148.79,639.42,135.78,182.62,212.57,182.26,160.70
1987-01-16 09:19:41+00:00,L5,189.79,148.32,654.02,139.74,182.50,207.81,178.04,160.11
1987-02-17 09:20:35+00:00,L5,196.87,147.03,621.55,149.78,,228.35,197.58,154.50
1987-03-21 09:22:02+00:00,L5,,,633.84,,,191.97,192.24,
1987-04-29 09:29:06+00:00,L5,199.98,155.57,623.96,145.95,192.52,208.91,184.95,168.13
1987-05-08 09:23:35+00:00,L5,209.38,156.73,633.60,153.46,,226.39,194.53,173.98
1987-05-15 09:29:33+00:00,L5,181.83,144.18,649.07,139.69,181.68,206.13,177.15,148.94
1987-06-09 09:24:23+00:00,L5,206.50,153.69,635.69,150.42,,212.49,182.36,165.30
1987-06-16 09:30:19+00:00,L5,193.40,141.90,641.61,138.20,175.39,202.33,176.80,149.58
1987-06-25 09:24:44+00:00,L5,197.33,148.07,152.74,139.50,189.38,,,
1987-07-02 09:30:39+00:00,L5,196.91,152.05,626.58,141.24,184.67,206.12,179.09,161.53
1987-07-11 09:25:03+00:00,L5,200.02,153.42,632.62,151.42,193.85,212.24,191.98,166.21
1987-07-18 09:30:57+00:00,L5,189.22,141.22,636.23,135.27,182.45,206.57,175.72,149.29
1987-07-27 09:25:25+00:00,L5,196.89,151.00,638.76,148.92,191.03,207.62,183.49,159.66
1987-08-03 09:31:25+00:00,L5,197.92,147.77,634.36,142.27,186.57,210.82,181.95,161.13
1987-08-12 09:25:55+00:00,L5,198.83,147.76,637.86,145.14,188.89,212.32,186.83,159.82
