dates,nzd0422-0000,nzd0422-0001,nzd0422-0002,nzd0422-0003,nzd0422-0004,nzd0422-0005,nzd0422-0006,nzd0422-0007,nzd0422-0008,nzd0422-0009,nzd0422-0010,nzd0422-0011,nzd0422-0012,nzd0422-0013,nzd0422-0014,nzd0422-0015,nzd0422-0016,nzd0422-0017,nzd0422-0018,nzd0422-0019,nzd0422-0020,nzd0422-0021,nzd0422-0022,nzd0422-0023,nzd0422-0024,nzd0422-0025,nzd0422-0026,nzd0422-0027,nzd0422-0028,nzd0422-0029,nzd0422-0030,nzd0422-0031,nzd0422-0032,nzd0422-0033,nzd0422-0034,nzd0422-0035,nzd0422-0036,nzd0422-0037,nzd0422-0038,nzd0422-0039,nzd0422-0040,nzd0422-0041,nzd0422-0042,nzd0422-0043,nzd0422-0044,nzd0422-0045,nzd0422-0046,nzd0422-0047,nzd0422-0048,nzd0422-0049,nzd0422-0050,nzd0422-0051,nzd0422-0052,nzd0422-0053,nzd0422-0054,nzd0422-0055,nzd0422-0056,nzd0422-0057,nzd0422-0058,nzd0422-0059,nzd0422-0060,nzd0422-0061,nzd0422-0062,satname
1999-11-05 22:12:52+00:00,349.84,336.08,342.06,363.85,369.75,381.50,373.55,361.48,358.49,344.94,310.78,249.07,322.42,323.85,317.55,310.18,300.75,294.64,288.83,292.23,279.51,276.86,266.53,275.90,284.53,290.21,287.73,290.37,292.45,306.48,330.86,357.36,,454.17,424.47,248.86,124.80,135.51,144.47,157.58,140.38,104.56,,,153.40,436.72,442.63,445.31,450.40,436.50,409.83,375.09,356.08,354.74,349.69,347.80,349.22,351.14,350.61,364.58,358.49,351.47,360.42,L7
1999-11-21 22:12:47+00:00,351.54,337.15,344.83,366.63,374.80,392.30,384.83,364.50,358.31,343.26,315.92,251.19,329.74,329.36,317.10,321.33,304.25,299.14,292.21,296.85,285.91,284.67,279.08,276.19,286.30,289.80,299.54,291.97,302.56,317.85,353.57,365.01,442.14,476.23,437.31,214.04,126.20,143.77,150.23,164.62,146.17,110.00,421.47,393.82,163.61,442.64,449.57,459.28,466.17,456.03,421.65,394.10,374.68,357.76,349.30,346.02,352.05,351.16,354.50,353.70,363.15,363.74,365.57,L7
1999-12-07 22:12:53+00:00,347.54,338.70,347.54,371.73,376.52,384.60,379.09,368.10,348.88,339.46,324.22,347.85,342.41,323.02,312.05,315.24,306.57,303.44,295.88,290.77,283.27,282.63,277.29,283.21,287.40,291.86,297.71,296.27,309.58,314.21,332.66,389.44,462.41,483.99,467.68,230.37,,,148.09,160.58,450.51,,446.56,412.28,,422.40,428.43,432.36,428.38,412.96,397.10,379.37,359.85,353.46,340.62,349.45,359.26,351.72,356.60,353.36,365.71,369.50,380.79,L7
2000-04-13 22:12:18+00:00,409.77,386.61,378.03,370.16,373.18,398.07,395.47,396.83,,,,329.09,344.53,,364.94,347.15,328.57,319.41,316.30,315.84,317.67,310.70,308.46,310.28,318.61,324.61,331.82,,,,360.74,,,,,,,,,,432.44,,424.38,414.27,,401.44,389.40,,392.05,385.08,400.72,386.51,389.42,383.74,369.75,378.20,381.58,372.29,380.93,380.74,,392.46,396.72,L7
2000-05-31 22:11:54+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443.55,,,,,351.50,,,,,,,226.16,,,,,,,,342.33,344.12,341.77,342.77,337.12,347.11,,352.65,,364.91,357.78,L7
2000-09-20 22:10:27+00:00,386.81,386.71,383.86,370.43,371.01,385.24,385.12,375.26,336.14,352.57,344.32,328.33,325.05,337.42,360.36,353.17,352.09,352.78,355.27,339.06,341.01,343.54,357.19,,,,,,,,,,,,,,,,410.36,410.66,423.57,421.88,402.52,397.96,383.88,366.43,364.57,,,,,351.90,354.38,356.16,,,,,342.22,344.42,348.18,351.99,369.57,L7
2000-11-07 22:10:17+00:00,347.75,362.35,371.75,383.97,387.06,395.36,384.83,371.98,326.41,,347.91,356.92,361.84,354.76,349.10,347.63,341.74,342.15,344.37,350.47,358.51,360.01,358.94,372.20,,354.38,342.30,308.33,271.10,,345.72,365.86,,,394.42,,403.37,401.97,403.94,414.90,419.55,422.91,417.21,404.58,400.50,398.43,395.82,395.83,390.03,386.96,379.54,369.49,361.33,356.44,357.33,364.07,359.03,355.75,354.77,350.68,355.13,363.05,370.78,L7
2001-01-10 22:10:27+00:00,357.57,353.03,362.18,378.79,391.20,412.98,401.85,378.61,337.59,,321.81,365.32,369.07,364.97,354.50,362.88,370.97,377.42,377.45,376.22,380.37,395.07,391.59,356.21,339.34,328.27,,,,,,,,,347.95,,376.93,389.63,393.81,407.17,405.11,403.24,399.93,382.96,394.40,405.69,416.98,432.32,431.14,369.10,386.34,374.69,365.59,364.53,369.11,370.69,376.60,374.25,380.05,381.91,391.82,386.17,392.90,L7
2001-01-26 22:10:30+00:00,342.73,344.74,352.25,364.86,384.14,397.53,398.79,380.96,338.46,350.56,331.62,356.81,352.87,351.61,359.61,361.11,369.00,361.82,357.47,364.33,375.92,380.01,362.24,343.55,338.86,,,,,,,,,,316.76,325.69,337.27,354.86,358.71,372.20,375.86,377.34,374.59,372.79,374.14,382.51,388.30,401.81,410.41,403.38,363.65,362.88,344.04,336.99,345.47,352.91,349.90,350.47,355.05,358.29,361.74,359.59,370.50,L7
2001-02-27 22:10:18+00:00,360.65,361.40,380.26,394.52,414.65,428.00,418.23,396.63,,402.16,,398.72,381.51,393.32,407.66,411.00,413.51,398.79,401.29,397.19,369.81,339.74,,,,,374.57,,365.76,359.02,366.29,368.07,353.81,352.42,352.66,355.01,352.70,368.05,373.93,377.46,385.35,382.41,379.60,387.94,380.82,374.16,377.17,376.82,381.54,379.16,396.52,399.58,,394.77,386.95,374.18,377.52,390.17,383.89,389.22,396.21,402.24,411.08,L7
