dates,nzd0422-0000,nzd0422-0001,nzd0422-0002,nzd0422-0003,nzd0422-0004,nzd0422-0005,nzd0422-0006,nzd0422-0007,nzd0422-0008,nzd0422-0009,nzd0422-0010,nzd0422-0011,nzd0422-0012,nzd0422-0013,nzd0422-0014,nzd0422-0015,nzd0422-0016,nzd0422-0017,nzd0422-0018,nzd0422-0019,nzd0422-0020,nzd0422-0021,nzd0422-0022,nzd0422-0023,nzd0422-0024,nzd0422-0025,nzd0422-0026,nzd0422-0027,nzd0422-0028,nzd0422-0029,nzd0422-0030,nzd0422-0031,nzd0422-0032,nzd0422-0033,nzd0422-0034,nzd0422-0035,nzd0422-0036,nzd0422-0037,nzd0422-0038,nzd0422-0039,nzd0422-0040,nzd0422-0041,nzd0422-0042,nzd0422-0043,nzd0422-0044,nzd0422-0045,nzd0422-0046,nzd0422-0047,nzd0422-0048,nzd0422-0049,nzd0422-0050,nzd0422-0051,nzd0422-0052,nzd0422-0053,nzd0422-0054,nzd0422-0055,nzd0422-0056,nzd0422-0057,nzd0422-0058,nzd0422-0059,nzd0422-0060,nzd0422-0061,nzd0422-0062,satname
1999-11-05 22:12:52+00:00,349.84,336.08,342.06,363.85,369.75,381.50,373.55,361.48,358.49,344.94,310.78,249.07,322.42,323.85,317.55,310.18,300.75,294.64,288.83,292.23,279.51,276.86,266.53,275.90,284.53,290.21,287.73,290.37,292.45,306.48,330.86,357.36,,454.17,424.47,248.86,124.80,135.51,144.47,157.58,140.38,104.56,,,153.40,436.72,442.63,445.31,450.40,436.50,409.83,375.09,356.08,354.74,349.69,347.80,349.22,351.14,350.61,364.58,358.49,351.47,360.42,L7
1999-11-21 22:12:47+00:00,350.69,336.62,343.44,365.24,372.27,386.90,379.19,362.99,358.40,344.10,313.35,250.13,326.08,326.61,317.33,315.75,302.50,296.89,290.52,294.54,282.71,280.76,272.80,276.04,285.41,290.00,293.63,291.17,297.50,312.17,342.22,361.19,442.14,465.20,430.89,231.45,125.50,139.64,147.35,161.10,143.27,107.28,421.47,393.82,158.50,439.68,446.10,452.29,458.28,446.26,415.74,384.60,365.38,356.25,349.50,346.91,350.63,351.15,352.56,359.14,360.82,357.61,363.00,L7
1999-12-07 22:12:53+00:00,349.64,337.31,344.81,367.40,373.69,386.13,379.16,364.69,355.23,342.55,316.97,282.70,331.52,325.41,315.57,315.58,303.86,299.07,292.31,293.28,282.90,281.39,274.30,278.43,286.08,290.62,294.99,292.87,301.53,312.85,339.03,370.60,452.27,471.46,443.15,231.09,125.50,139.64,147.60,160.93,245.69,107.28,434.01,403.05,158.50,433.92,440.21,445.65,448.32,435.16,409.53,382.85,363.54,355.32,346.54,347.76,353.51,351.34,353.90,357.21,362.45,361.57,368.93,L7
2000-04-13 22:12:18+00:00,364.67,349.63,353.12,368.09,373.56,389.12,383.24,372.73,355.23,342.55,316.97,294.30,334.77,325.41,327.91,323.48,310.03,304.16,298.31,298.92,291.59,288.72,282.84,286.39,294.21,299.12,304.20,292.87,301.53,312.85,344.46,370.60,452.27,471.46,443.15,231.09,125.50,139.64,147.60,160.93,292.38,107.28,430.80,406.79,158.50,425.80,427.51,445.65,434.25,422.64,407.32,383.77,370.01,362.43,352.34,355.37,360.53,356.58,360.66,363.10,362.45,369.29,375.88,L7
2000-05-31 22:11:54+00:00,378.66,362.65,362.79,370.95,374.85,391.34,387.28,382.47,348.88,339.46,324.22,338.47,343.47,323.02,338.50,331.20,317.57,311.43,306.09,303.31,300.47,296.67,292.88,296.75,303.00,308.24,314.76,296.27,309.58,314.21,346.70,389.44,452.98,483.99,467.68,230.37,,351.50,148.09,160.58,441.48,,435.47,413.27,226.16,411.92,408.91,432.36,410.22,399.02,398.91,382.94,363.87,360.44,350.71,356.81,359.32,357.04,368.77,362.25,365.71,375.62,378.43,L7
2000-09-20 22:10:27+00:00,398.29,386.66,380.94,370.30,372.10,391.65,390.30,386.04,336.14,352.57,344.32,328.71,334.79,337.42,362.65,350.16,340.33,336.10,335.78,327.45,329.34,327.12,332.82,310.28,318.61,324.61,331.82,,,,360.74,,443.55,,,,,351.50,410.36,410.66,428.00,421.88,413.45,406.12,305.02,383.94,376.99,,392.05,385.08,400.72,369.20,362.04,361.34,355.76,360.49,359.35,359.70,361.58,359.27,348.18,369.79,374.69,L7
2000-11-07 22:10:17+00:00,367.28,374.53,377.81,377.20,379.03,390.30,384.98,373.62,331.27,352.57,346.12,342.62,343.44,346.09,354.73,350.40,346.91,347.46,349.82,344.76,349.76,351.77,358.06,372.20,,354.38,342.30,308.33,271.10,,345.72,365.86,443.55,,394.42,,403.37,376.74,407.15,412.78,421.56,422.39,409.87,401.27,336.85,382.43,380.19,395.83,390.03,386.96,379.54,360.69,352.68,352.24,349.55,353.42,348.07,351.43,348.50,349.25,351.65,359.98,366.04,L7
2001-01-10 22:10:27+00:00,364.04,367.36,372.60,377.73,383.09,397.86,390.60,375.28,333.38,352.57,338.01,350.19,351.99,352.38,354.65,354.56,354.93,357.45,359.03,355.25,359.96,366.21,369.24,364.20,339.34,341.32,342.30,308.33,271.10,,345.72,365.86,,,371.19,,390.15,395.80,402.70,410.91,416.08,416.01,406.55,395.17,392.93,390.18,392.46,414.07,410.58,378.03,382.94,365.36,360.43,359.04,363.22,367.38,367.81,365.00,359.01,359.00,365.04,367.07,377.75,L7
2001-01-26 22:10:30+00:00,358.72,361.71,367.51,374.51,383.35,397.78,392.65,376.70,334.65,351.56,336.42,351.85,352.21,352.19,355.89,356.20,358.45,358.54,358.64,357.52,363.95,369.66,367.49,357.32,339.10,341.32,342.30,308.33,271.10,,345.72,365.86,,,353.04,325.69,372.52,382.15,391.70,401.23,406.02,406.34,398.56,389.57,388.23,388.26,391.42,409.99,410.53,386.48,376.51,364.74,356.33,353.53,357.30,362.56,361.84,360.16,358.02,358.83,364.22,365.20,375.94,L7
2001-02-27 22:10:18+00:00,359.10,361.65,370.06,378.51,389.61,403.82,397.76,380.69,334.65,368.43,336.42,361.22,358.07,360.42,366.25,367.16,369.46,366.59,367.17,365.45,365.12,363.67,367.49,357.32,339.10,341.32,358.44,308.33,318.43,359.02,356.00,366.97,353.81,352.42,352.95,340.35,367.57,378.63,388.15,396.48,401.89,401.56,394.77,389.25,386.75,385.44,388.57,401.69,403.28,384.65,381.51,371.71,356.33,361.78,364.72,365.46,365.76,367.66,363.20,364.90,370.62,372.61,382.97,L7
2001-03-15 22:10:15+00:00,360.71,363.22,370.79,379.67,393.38,407.65,400.96,382.15,331.01,369.36,336.42,364.17,364.56,369.09,375.53,375.08,375.65,375.67,376.55,371.31,363.23,356.02,367.49,357.32,339.10,341.32,348.43,322.23,325.00,356.65,353.81,358.55,352.38,358.03,355.53,346.63,365.98,375.57,385.45,393.23,399.40,398.72,392.44,388.84,384.62,381.46,381.97,390.20,392.92,379.37,380.91,376.31,356.33,367.80,368.62,369.04,366.95,369.74,363.43,364.79,371.83,375.69,386.12,L7
2001-03-31 22:10:07+00:00,360.16,364.67,373.45,383.56,401.90,415.63,409.80,391.59,327.45,374.96,333.78,378.66,377.70,383.44,387.56,387.36,389.36,391.08,391.35,377.76,365.93,354.35,370.92,357.32,339.10,355.40,344.63,322.23,325.00,360.86,352.92,354.93,351.43,356.76,359.24,351.13,365.19,374.23,379.75,387.88,393.99,392.46,388.17,387.08,383.79,384.47,385.45,390.20,392.92,379.37,380.91,381.20,356.99,370.13,368.62,369.04,366.95,369.74,367.67,372.62,378.22,383.23,391.90,L7
2001-05-02 22:10:03+00:00,362.65,365.80,372.87,381.98,399.77,413.82,409.26,394.05,339.71,379.70,328.87,376.24,376.15,383.44,387.56,387.52,390.75,391.08,391.35,377.72,366.83,356.76,372.73,361.50,347.44,356.41,342.31,322.23,320.00,360.86,352.92,354.93,341.38,348.51,359.24,349.00,365.19,374.23,379.75,387.88,393.99,392.46,388.17,387.08,383.79,384.47,385.45,390.20,392.92,379.37,380.91,381.20,356.99,370.13,368.62,369.04,366.95,369.74,367.67,372.62,378.22,383.23,390.13,L7
2001-06-03 22:09:40+00:00,369.36,367.70,372.00,380.99,400.09,415.10,411.39,396.22,347.62,379.70,313.85,373.95,377.40,389.18,395.25,393.25,395.94,400.87,400.74,383.67,367.82,357.80,373.68,357.94,347.44,357.09,342.31,336.12,336.30,360.86,355.32,351.28,341.38,348.51,352.21,349.00,357.55,368.68,374.92,382.47,388.88,386.37,382.37,383.58,380.44,380.98,382.86,388.79,393.64,377.47,381.25,384.12,354.81,373.56,371.45,370.29,368.93,373.24,370.90,377.01,382.84,385.25,390.68,L7
2001-07-05 22:09:21+00:00,369.36,367.70,379.63,380.99,400.09,415.10,411.39,396.22,347.62,379.70,313.85,374.45,377.40,393.27,395.25,393.25,395.94,400.87,411.92,383.67,367.82,357.80,373.68,357.94,347.44,357.09,342.31,336.12,336.30,360.86,355.32,351.28,341.38,348.51,352.21,349.00,357.55,368.68,374.92,382.47,388.88,386.37,382.37,383.58,380.44,380.98,382.86,388.79,393.64,377.47,385.51,387.51,357.84,373.56,371.45,370.92,368.93,373.24,370.90,378.30,382.84,385.25,390.68,L7
2001-09-07 22:08:34+00:00,380.31,382.25,391.87,386.86,403.89,415.66,413.16,398.95,357.19,378.18,300.98,373.45,381.66,406.62,415.78,402.38,402.11,416.95,428.70,384.24,363.61,350.76,369.18,370.03,361.72,361.56,329.80,327.25,319.05,345.38,343.73,345.39,337.23,348.29,376.27,360.38,362.96,366.12,373.86,376.04,384.35,377.97,372.17,380.77,371.12,364.01,357.47,351.57,352.45,354.88,378.99,388.31,361.91,379.26,370.51,371.83,363.44,367.79,358.11,370.92,369.79,377.12,383.08,L7
