,dates,chi0252-0000,chi0252-0001,chi0252-0002,chi0252-0003,chi0252-0004,chi0252-0005,chi0252-0006,chi0252-0007,chi0252-0008,chi0252-0009,chi0252-0010,chi0252-0011
0,1985-07-27 14:08:29+00:00,222.02553778943667,194.63858281451155,190.20063471821072,219.29486089004592,205.14042164127326,200.34443471573843,230.68172559347593,,211.4564576139493,222.245497371737,200.23004899205873,
1,1986-07-30 14:00:52+00:00,216.99334087217298,214.85100816035427,205.27545442193642,183.39367644031225,223.99508542066755,236.4766612950117,211.82228235779672,139.5944453300778,212.67212831659302,233.41073583019252,199.00961590633995,
2,1986-08-15 14:00:17+00:00,221.10502230172622,210.4605291731464,201.88135773972823,177.340323266311,229.12143355085877,229.17590239646108,213.26021538963784,177.0175785558814,207.14005094969966,229.77402172054502,210.20187295420632,188.84294247457825
3,1986-08-31 13:59:41+00:00,199.7096117184288,199.41538178427547,194.64898706889093,183.0383653869604,206.59116648840134,210.064699688963,198.3611165438607,171.027582180371,194.04070198533054,210.04772371430175,200.02726506025797,186.1514540002286
4,1986-09-16 13:59:10+00:00,211.5683344416338,203.16356919817028,197.89381195710226,181.5733986966175,205.26861027120646,217.8557918587374,218.49778433993737,176.34141394471254,190.11810205392925,225.0794113454907,205.06121007867463,186.31861997973772
5,1986-11-03 13:57:34+00:00,214.8337825501912,209.88677550367694,198.32263821855167,187.67574797423714,199.07820735922678,214.5786193116631,209.95161755514792,203.7515557713361,179.08958305447277,193.43566388078722,207.30376775790953,184.32522615934846
6,1987-01-06 13:58:06+00:00,,,,,,,,,,,,
7,1987-01-22 13:58:34+00:00,,,,,,,,,,,,
8,1987-02-07 13:59:09+00:00,,,,,,,,,,,,
9,1987-03-27 14:00:57+00:00,,,,,,,246.87494456015594,232.18569444019707,229.90730671682633,,244.15045551044352,
10,1987-11-06 14:06:32+00:00,208.59400301004482,208.56322015977128,202.34043388354286,209.33383281271784,192.07687300305878,200.21005499120685,215.31826616871487,198.5564184040744,196.34572382552557,182.6027124869321,,190.5855748288423
11,1988-04-30 14:08:52+00:00,234.2425956602447,229.11099181313517,227.09365439908368,232.48226321867455,236.42813256136944,228.85611444027498,247.96657775622415,240.76423950073436,225.216305126029,227.54527524063795,238.51423766027622,225.89597008565315
12,1988-06-01 14:09:09+00:00,223.02595354634994,227.096295500343,219.41230427842012,223.4249031460125,231.77916018182952,225.77134476382443,231.67918480032523,220.8300982593595,234.04000034097345,235.53542591156284,224.5745519150497,213.46032230201746
13,1988-06-17 14:09:14+00:00,210.77457317608614,216.0455737140471,208.7921432728896,211.17567013284432,206.4041392363961,205.21527144346376,209.45610894668587,214.808007288207,223.160955834677,221.53539401367033,204.57359262837562,
14,1988-08-20 14:09:24+00:00,206.87506804562432,201.55047179869624,203.96086935389135,207.90309190112708,217.3468747530359,218.04116062406865,210.0627054987499,219.42736778937584,223.05085186887027,215.88487155879176,216.76211409596664,212.416008780889
15,1988-09-05 14:09:27+00:00,199.13539192906376,199.05728137799832,209.84649556252248,204.7951340917845,208.46843716039297,216.06067396580295,210.33213577563504,213.977989691311,218.43442690071697,215.55197163053242,218.56912617098254,216.23661681379164
16,1989-05-03 14:07:25+00:00,221.56580662773567,221.55542954107068,217.54110275645476,229.13012064122142,232.82297613569463,219.3454185157171,243.3666796250726,231.96118552824808,210.43245195043576,247.5381546083958,243.35899141176148,225.4695430239034
17,1989-08-07 14:05:33+00:00,196.20930767785674,191.06296499552252,181.1038154102498,181.85672518419256,203.05479089670445,213.6465706899185,196.8117505436207,185.80985982120154,210.24335768096336,218.79362211763154,210.12704399833925,202.99961543219135
18,1989-08-23 14:05:11+00:00,232.5048025966933,215.30488724978176,190.41861032472255,193.3175972749021,227.13384162805437,243.99944442732604,199.04263508427846,207.34344476437388,253.28284244444205,256.2287629041406,214.63261905022208,214.6499980755305
