dates,satname,sar1273-0000,sar1273-0001,sar1273-0002,sar1273-0003,sar1273-0004,sar1273-0005,sar1273-0006,sar1273-0007
1984-06-07 09:34:42+00:00,L5,209.14,175.62,195.55,169.32,169.29,161.82,167.54,129.30
1984-08-26 09:36:33+00:00,L5,215.80,183.41,203.76,175.05,172.25,172.80,169.46,136.32
1984-09-04 09:30:25+00:00,L5,225.71,191.38,213.31,183.56,179.15,181.42,186.06,144.23
1984-09-11 09:36:38+00:00,L5,222.23,184.83,204.21,171.04,165.44,161.44,164.07,132.45
1984-09-27 09:36:39+00:00,L5,237.22,198.64,217.30,186.96,186.59,180.33,183.47,145.06
1985-06-26 09:36:35+00:00,L5,216.09,175.66,195.72,171.83,163.92,169.25,179.99,136.90
1985-07-12 09:36:29+00:00,L5,221.86,183.39,203.62,173.22,169.26,,,
1985-07-28 09:36:22+00:00,L5,225.41,184.72,204.82,180.76,175.86,179.26,182.36,144.23
1985-08-13 09:36:12+00:00,L5,214.53,180.99,198.39,171.72,167.29,168.44,175.60,137.71
1985-08-29 09:36:02+00:00,L5,225.07,186.28,204.74,183.04,175.25,180.28,182.18,152.46
1985-09-14 09:35:49+00:00,L5,223.15,184.35,204.67,181.26,183.36,181.63,185.58,143.05
1985-12-03 09:34:43+00:00,L5,226.87,186.90,206.22,181.07,183.92,188.20,190.49,144.82
1986-01-04 09:34:08+00:00,L5,206.99,178.44,204.91,178.05,168.93,161.48,169.63,137.52
1986-01-20 09:33:48+00:00,L5,,,,,176.02,176.59,180.54,181.49
1986-03-25 09:32:25+00:00,L5,202.09,180.46,187.71,168.34,166.20,159.47,168.66,133.23
1986-04-10 09:32:04+00:00,L5,206.63,173.21,194.12,173.27,158.96,162.45,168.20,136.82
1986-05-12 09:31:17+00:00,L5,233.03,189.36,212.01,186.79,181.92,187.78,189.27,144.58
1986-05-28 09:30:50+00:00,L5,215.79,183.15,203.97,176.50,172.37,172.67,179.44,137.23
1986-06-29 09:29:50+00:00,L5,216.40,180.16,201.92,172.62,168.30,170.75,174.41,141.37
1986-07-15 09:29:17+00:00,L5,216.53,179.79,204.92,171.25,166.82,170.06,177.01,143.65
1986-07-31 09:28:43+00:00,L5,220.68,176.99,204.01,173.72,166.18,169.88,176.05,143.23
1986-09-01 09:27:32+00:00,L5,216.31,182.27,203.54,179.61,168.23,174.74,177.16,141.30
1986-09-17 09:27:01+00:00,L5,221.30,192.55,211.21,183.69,177.78,182.46,182.21,149.13
1986-11-04 09:25:25+00:00,L5,,,,,,,,
1986-12-22 09:25:33+00:00,L5,206.34,176.09,197.29,165.09,155.50,148.51,168.76,130.38
1987-05-15 09:30:21+00:00,L5,212.81,183.30,204.76,175.56,170.88,176.74,177.16,139.56
1987-06-16 09:31:07+00:00,L5,201.39,167.97,188.07,161.62,151.84,148.92,162.07,119.69
1987-07-02 09:31:27+00:00,L5,224.12,184.62,203.99,181.59,171.96,179.03,181.10,140.08
1987-07-18 09:31:44+00:00,L5,223.88,190.30,209.81,183.77,181.90,181.72,184.31,150.79
1987-08-03 09:32:13+00:00,L5,222.45,183.24,204.77,176.16,178.49,173.54,178.59,144.33
1987-08-19 09:32:41+00:00,L5,207.19,185.22,205.40,174.47,169.01,169.16,169.83,138.71
1987-09-04 09:33:07+00:00,L5,,,,,,,184.97,151.45
1987-09-20 09:33:30+00:00,L5,225.51,189.62,213.11,185.05,184.40,180.98,186.67,146.37
1987-11-07 09:34:26+00:00,L5,225.81,189.16,211.20,179.43,172.80,171.75,182.79,140.14
1987-12-25 09:35:13+00:00,L5,238.23,193.34,218.72,190.00,185.25,179.75,193.62,150.03
1988-01-10 09:35:29+00:00,L5,227.29,199.16,218.23,192.07,191.72,182.73,194.54,149.09
