dates,satname,nzd0376-0000,nzd0376-0001,nzd0376-0002,nzd0376-0003,nzd0376-0004,nzd0376-0005,nzd0376-0006,nzd0376-0007,nzd0376-0008,nzd0376-0009,nzd0376-0010,nzd0376-0011,nzd0376-0012,nzd0376-0013,nzd0376-0014,nzd0376-0015,nzd0376-0016,nzd0376-0017,nzd0376-0018,nzd0376-0019,nzd0376-0020,nzd0376-0021,nzd0376-0022,nzd0376-0023,nzd0376-0024,nzd0376-0025,nzd0376-0026,nzd0376-0027,nzd0376-0028,nzd0376-0029,nzd0376-0030,nzd0376-0031,nzd0376-0032,nzd0376-0033,nzd0376-0034,nzd0376-0035,nzd0376-0036,nzd0376-0037,nzd0376-0038,nzd0376-0039,nzd0376-0040,nzd0376-0041,nzd0376-0042,nzd0376-0043,nzd0376-0044,nzd0376-0045,nzd0376-0046,nzd0376-0047
2002-03-11 22:02:19+00:00,L7,468.01,328.83,344.33,346.92,332.49,333.01,337.16,339.37,342.02,353.06,354.95,355.60,355.90,354.98,373.27,360.59,353.24,361.79,363.60,361.57,353.89,354.20,355.43,361.47,356.55,359.24,352.63,345.95,343.47,346.93,337.65,331.67,332.31,336.39,334.64,338.11,336.65,332.52,337.09,333.67,337.51,347.52,353.13,346.47,339.89,356.64,388.14,407.46
2002-06-06 22:08:10+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002-07-08 22:08:00+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.06
2002-07-24 22:07:50+00:00,L7,514.58,,304.65,,,,,,,,292.01,280.81,286.22,272.11,,,290.49,309.78,313.97,311.16,297.90,298.26,311.53,322.29,330.15,339.43,333.57,320.69,301.44,294.08,290.43,285.98,285.52,286.37,300.94,307.63,306.30,306.72,319.90,318.60,315.53,327.13,329.56,328.41,312.26,326.15,360.30,383.20
2002-08-09 22:07:45+00:00,L7,,,,,,,,,,183.02,,,,140.04,,,,,,,,,,,,,,,,,,,,,,,175.80,,,,,,,,,,,
2002-08-25 22:07:36+00:00,L7,329.34,,,,145.86,,,,,,,,,,,,,,,,,,,,,,,,,,,144.60,,,,,,,,,,,,,,,,
2002-10-05 22:01:07+00:00,L7,437.28,301.55,328.77,328.20,305.03,302.94,308.49,305.59,307.57,312.57,316.99,314.04,309.37,310.65,323.61,327.94,320.47,329.95,337.08,338.71,334.03,327.78,323.91,330.74,332.39,336.74,332.82,332.05,319.60,313.12,313.09,302.45,304.06,310.63,309.06,308.87,316.92,306.48,320.17,310.53,310.85,316.82,322.78,316.50,305.98,321.86,345.54,364.70
2002-11-13 22:07:30+00:00,L7,478.01,376.27,394.19,379.38,351.32,347.12,346.20,342.66,347.25,353.95,359.46,355.64,355.31,355.60,378.44,364.17,358.05,378.38,383.93,372.73,366.06,364.73,366.35,382.19,380.16,381.96,379.30,376.03,371.52,365.25,359.52,357.59,359.95,361.22,360.51,361.63,359.42,353.23,361.51,364.34,370.52,381.25,375.72,365.50,348.35,369.88,411.87,433.93
2002-11-29 22:07:49+00:00,L7,479.53,377.99,390.33,371.14,345.87,345.10,344.29,341.67,342.01,349.95,355.02,353.84,349.89,348.42,371.16,365.64,360.40,368.32,367.00,363.75,359.87,361.92,361.87,363.72,381.19,386.21,370.72,365.80,365.67,354.05,352.45,350.16,353.40,350.91,350.15,356.18,357.79,351.27,362.24,360.25,369.07,371.05,365.43,355.61,343.36,360.33,389.38,428.23
2002-12-24 22:01:45+00:00,L7,,,,,371.07,363.44,356.48,355.53,359.94,366.23,368.49,366.16,367.73,363.59,375.80,371.64,,447.78,449.46,484.76,,,396.03,397.40,400.91,408.05,405.33,395.19,383.75,376.03,367.03,356.06,361.91,367.91,374.77,373.85,376.84,370.24,382.82,378.15,383.51,396.33,385.89,382.41,373.97,387.82,418.13,450.05
2002-12-31 22:07:56+00:00,L7,,,,,,,313.75,308.90,308.83,316.92,318.69,319.00,312.73,319.09,340.64,333.97,328.68,335.21,340.34,339.97,335.20,332.61,340.99,341.40,345.21,349.95,341.73,339.01,330.74,317.77,313.79,308.89,309.83,316.41,314.59,315.26,323.48,320.49,327.66,325.63,335.95,342.12,341.64,336.44,320.15,327.72,353.33,391.78
2003-02-01 22:08:09+00:00,L7,411.36,341.19,344.05,333.07,313.79,312.83,315.43,307.69,311.19,318.10,329.56,324.42,315.61,315.07,333.72,326.22,320.73,330.47,332.08,334.79,329.93,327.27,330.51,341.51,348.07,353.08,347.37,339.54,327.88,316.33,303.27,297.51,295.57,305.22,304.63,306.98,318.36,313.75,326.34,322.76,326.62,326.69,329.55,325.58,315.06,321.77,353.06,373.66
2003-02-26 22:02:04+00:00,L7,479.25,368.11,376.94,361.65,338.82,335.39,339.67,335.11,341.90,347.22,349.94,346.50,340.12,340.14,360.66,345.68,341.24,354.08,356.46,361.98,358.24,368.10,375.92,381.64,382.94,380.73,369.05,362.26,344.96,335.91,327.33,318.52,318.55,319.35,326.55,323.11,335.98,332.14,345.64,342.57,357.30,356.83,364.25,358.29,352.07,360.07,388.99,413.89
2003-03-05 22:08:19+00:00,L7,464.10,377.40,381.80,367.40,344.61,344.51,344.44,346.47,349.41,361.40,362.15,354.04,349.49,349.24,363.41,355.96,352.22,363.12,369.18,372.64,376.67,385.33,388.81,395.88,394.85,393.62,381.79,367.58,360.18,345.97,336.26,325.98,328.47,333.57,339.55,343.03,345.29,358.61,373.38,369.93,371.28,382.61,387.89,381.06,367.44,375.85,408.17,433.41
2003-03-21 22:08:15+00:00,L7,497.26,394.14,415.00,401.43,377.44,371.75,366.98,361.61,367.43,381.31,385.72,379.01,362.64,365.70,385.98,365.82,365.31,378.12,388.28,390.89,394.85,417.77,430.38,429.48,424.40,418.06,394.97,388.24,376.85,368.20,354.53,354.93,353.48,354.80,349.94,366.68,382.42,385.99,381.57,313.94,321.76,347.76,,399.06,390.08,410.35,455.98,523.71
2003-07-20 22:01:56+00:00,L7,529.95,398.15,402.46,,,,,,351.25,357.96,359.15,362.66,362.82,367.38,391.82,375.07,366.46,,,,,,385.30,382.71,384.28,383.57,375.46,369.89,366.65,351.43,,,,,,351.44,367.18,367.03,380.08,378.39,383.82,389.94,386.37,387.88,,,,
2003-07-28 21:50:04+00:00,L5,538.90,325.32,310.75,315.11,301.45,296.01,301.29,292.92,296.66,302.57,308.49,319.85,315.83,320.74,333.28,322.30,321.29,326.87,331.39,338.35,327.05,333.97,325.65,325.72,327.06,328.34,328.39,322.59,310.50,306.52,296.83,292.26,285.86,290.10,296.56,298.74,311.07,304.09,314.34,309.12,316.46,320.53,320.66,315.66,308.53,327.07,357.27,386.11
2003-08-12 22:07:59+00:00,L7,495.53,341.67,347.88,327.15,300.54,313.01,320.53,313.26,311.47,311.62,,,,,343.96,340.56,328.95,344.82,350.16,337.04,331.27,327.28,323.87,,,,,,,,,,,,,,,,,,322.92,,,,,,,
2003-08-28 22:07:57+00:00,L7,496.71,324.90,326.98,331.02,307.71,303.72,310.72,306.63,,,,,323.40,321.73,336.55,331.13,329.53,340.96,343.98,345.82,337.48,,,,,340.07,332.37,325.36,321.22,316.28,314.09,307.30,301.64,310.63,,,,,317.56,309.89,316.19,330.33,332.80,323.57,309.19,321.06,345.96,386.07
2003-08-29 21:50:38+00:00,L5,505.27,338.96,366.73,345.97,323.49,317.27,321.05,319.99,329.76,336.59,343.22,340.98,336.08,335.80,358.61,347.95,342.63,359.03,366.29,364.03,358.59,353.18,348.47,349.50,353.05,349.90,341.77,337.27,328.71,324.05,319.12,316.42,319.77,318.98,323.74,319.47,326.56,322.21,330.25,331.82,338.46,340.93,348.70,329.99,319.02,338.09,363.75,412.26
2003-09-14 21:50:54+00:00,L5,504.69,372.32,373.33,369.79,339.45,334.09,333.91,335.16,341.51,353.61,361.17,356.39,354.82,366.04,379.62,367.45,359.29,377.47,381.54,390.23,386.19,374.85,371.09,364.16,359.93,365.57,359.19,352.25,342.37,339.81,330.01,326.97,326.37,347.87,337.56,344.30,341.04,333.92,343.37,341.71,346.53,350.83,360.84,365.14,353.69,371.78,414.40,445.94
2003-10-16 21:51:19+00:00,L5,503.79,397.66,399.34,392.99,370.70,361.73,367.66,356.76,369.20,379.95,384.12,379.62,383.33,395.82,408.18,396.86,386.24,399.91,404.57,408.66,402.34,400.06,391.58,387.32,391.20,392.63,389.07,392.11,391.97,384.96,380.24,384.24,378.88,380.30,383.39,382.49,387.54,381.10,383.97,376.00,376.79,384.16,384.41,384.33,391.37,428.32,475.44,568.00
2003-11-17 21:51:45+00:00,L5,488.21,395.11,406.07,393.71,369.96,371.75,374.95,365.68,371.16,380.01,388.31,385.38,380.52,382.25,403.16,389.52,386.11,395.27,402.38,411.54,406.35,397.80,391.71,387.78,388.39,385.51,380.10,377.84,375.75,370.43,363.23,366.92,380.35,386.92,387.57,384.95,387.94,372.45,373.68,366.35,369.80,377.23,381.96,371.70,368.06,406.44,,519.59
2003-11-25 22:02:05+00:00,L7,461.51,349.26,,,,,325.10,320.14,320.35,328.11,337.16,338.35,333.62,333.09,355.70,,,,,,352.52,345.28,341.78,343.11,343.29,350.64,350.31,346.33,,,,,,323.72,322.72,323.74,325.39,314.14,324.82,317.43,325.95,331.11,,,,,364.50,415.85
2003-12-02 22:08:15+00:00,L7,481.19,368.32,375.77,364.79,344.48,,,,,,348.96,350.84,341.97,345.86,371.42,367.24,366.97,376.39,379.42,,,,,371.06,371.35,371.39,363.21,360.63,353.17,347.60,341.74,339.42,,,,,,346.42,356.91,352.51,360.99,368.67,368.71,364.01,342.75,366.18,,
2003-12-03 21:51:55+00:00,L5,469.75,354.50,374.66,364.64,340.04,338.01,338.65,341.89,342.62,345.68,351.30,350.19,351.93,349.86,376.74,368.00,365.50,376.66,379.19,377.84,374.04,371.28,363.69,364.57,364.76,360.47,349.06,344.50,342.93,343.00,338.26,338.07,335.55,344.06,343.90,344.01,343.17,337.49,343.95,338.95,338.44,350.26,355.93,354.48,345.29,363.30,400.51,445.41
2003-12-10 21:58:05+00:00,L5,486.87,363.43,384.60,370.79,346.12,341.66,344.79,341.74,338.70,345.40,350.90,352.19,352.72,351.44,375.47,373.66,370.89,382.45,382.99,383.94,380.25,380.01,368.99,362.05,360.15,358.20,347.48,342.24,347.27,346.51,344.28,336.87,342.79,352.30,349.18,342.11,340.93,331.72,345.05,338.84,344.67,357.65,370.72,365.55,350.33,365.39,402.72,449.28
2004-01-03 22:08:30+00:00,L7,354.16,319.19,340.77,341.02,321.42,317.09,321.60,,,,,337.87,333.21,,354.02,338.61,333.87,340.42,346.57,349.60,,,,,350.62,348.10,342.92,330.89,325.53,320.53,320.65,315.86,318.50,,,,,,333.77,330.33,334.24,345.10,353.70,340.42,331.34,340.86,379.12,
2004-01-04 21:52:10+00:00,L5,436.12,347.58,354.99,343.52,327.35,321.99,330.13,326.83,336.21,345.47,351.57,342.42,336.63,332.59,352.55,346.02,341.82,354.41,361.96,366.09,358.66,355.76,357.58,361.53,356.46,355.05,349.03,341.13,328.08,319.47,319.65,321.30,325.23,332.71,329.58,338.22,347.80,341.33,345.72,337.54,343.06,351.16,356.84,347.39,338.42,349.39,382.37,425.01
2004-01-12 22:02:19+00:00,L7,480.40,,411.66,401.69,378.26,376.03,372.21,,,,,,379.69,389.59,400.46,384.65,380.18,402.08,405.03,411.70,411.29,,,,,,384.96,380.83,374.64,369.89,363.15,358.50,366.64,367.70,,,,,,384.03,392.03,398.94,392.56,396.04,385.08,414.79,461.03,
2004-01-19 22:08:35+00:00,L7,583.80,,,,,,,,,,,333.58,,,,,,,,,,,,,,,336.12,,,,,,,,,,,,,,,,,,,,,
2004-01-20 21:52:13+00:00,L5,470.79,337.12,352.98,340.97,320.26,320.72,323.98,319.72,322.96,323.15,330.65,328.31,325.79,324.04,336.14,328.83,326.59,333.67,340.43,341.44,338.52,335.54,324.31,329.83,334.67,335.94,329.57,322.05,317.28,308.73,306.91,301.06,304.68,311.51,311.51,306.43,313.48,310.73,322.74,318.62,324.56,339.82,339.33,333.97,321.79,333.74,365.48,402.67
2004-03-23 22:08:52+00:00,L7,496.94,343.02,350.19,346.19,,,326.80,307.39,,,,,358.66,350.24,373.56,369.97,363.56,372.26,376.80,369.30,349.24,,,,,,,,,,,,,,,,,,,,,,,,,,,427.01
2004-04-08 22:08:48+00:00,L7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548.14
2004-04-25 21:53:23+00:00,L5,554.93,401.10,404.21,396.84,367.30,368.08,373.80,359.27,367.21,379.14,379.85,376.74,370.31,375.17,397.86,383.11,379.18,387.64,388.82,398.73,390.78,380.48,394.11,406.87,430.09,424.44,419.11,410.16,395.45,371.91,356.94,347.81,358.23,359.18,361.19,368.38,380.31,375.47,384.32,385.43,400.76,409.01,397.98,394.70,384.05,416.90,,504.37
2004-05-18 22:00:14+00:00,L5,556.38,349.70,362.16,348.60,329.22,320.10,323.72,319.78,313.38,315.98,324.54,328.20,318.02,323.98,343.16,336.11,325.17,338.37,339.65,341.10,338.18,337.73,332.07,340.00,356.24,368.09,364.90,356.36,350.24,325.69,321.25,306.72,301.49,307.58,306.85,307.14,310.68,313.69,335.32,330.90,346.22,354.88,355.58,343.24,327.13,339.85,366.85,399.35
2004-05-19 22:02:35+00:00,L7,515.23,357.93,364.77,348.29,,,,,,321.53,321.85,323.96,324.31,328.07,349.66,330.77,326.81,,,,,,,350.78,359.94,366.49,366.67,364.05,350.40,332.38,318.58,,,,,,325.05,321.37,337.50,341.20,348.49,356.91,359.76,347.19,,,,
2004-05-26 22:08:45+00:00,L7,,398.00,428.76,407.96,389.22,371.12,366.21,361.56,372.69,377.45,379.46,,,,,378.44,369.78,388.51,390.61,399.72,410.32,404.10,425.68,425.85,,,,,415.81,406.14,383.23,380.07,376.08,377.64,379.07,385.17,391.19,391.12,,,,,414.52,421.02,400.72,,,
2004-07-13 22:08:34+00:00,L7,513.85,372.23,372.14,363.09,341.97,,,,,333.16,335.16,333.76,331.39,349.24,367.94,344.41,334.74,342.86,,,,,354.91,363.62,374.34,382.01,381.20,384.52,362.92,360.65,334.91,,,,,,340.91,331.88,337.19,329.20,333.94,339.54,350.80,337.21,336.28,,,
2004-08-23 22:02:11+00:00,L7,549.16,,,,,,,,,,,379.91,375.16,380.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538.78,,
2004-09-08 22:02:05+00:00,L7,497.29,393.32,,,,,,354.80,355.09,360.65,359.50,356.44,354.44,358.60,371.81,361.79,,,,,,381.49,383.81,389.71,403.29,409.90,405.66,400.96,386.29,,,,,,364.98,363.87,367.50,360.71,370.19,368.08,370.26,378.56,,,,,,
2004-09-24 22:02:01+00:00,L7,461.71,,338.88,331.92,318.83,320.04,,,,,327.81,323.29,320.62,331.79,,359.88,351.67,368.77,,,,,,,365.96,371.19,367.60,,,326.75,313.71,300.17,,,,,,311.40,326.16,323.35,331.24,340.98,344.94,333.33,320.16,336.80,,
2004-10-01 22:08:09+00:00,L7,401.01,89.12,,,285.36,298.22,,,,,,,,,,,,,,,,,,,,,,315.07,,,,,,,,,,,,,,,,,310.56,302.28,330.27,367.73
2004-10-02 21:57:38+00:00,L5,487.77,380.62,389.58,375.87,349.81,348.52,351.75,344.70,344.35,350.60,351.63,346.12,344.44,343.46,355.48,344.72,343.28,351.92,359.29,360.27,361.57,367.97,374.19,378.38,393.78,412.64,401.06,390.90,367.04,354.29,345.34,339.08,333.89,338.11,338.42,337.67,347.80,343.85,361.64,359.96,366.06,372.09,369.17,365.03,352.85,370.55,398.91,447.66
2004-10-18 21:57:59+00:00,L5,505.05,,404.37,395.36,368.06,366.47,364.91,348.86,354.79,372.10,380.30,374.26,350.13,347.05,371.81,348.03,350.40,368.23,377.98,413.80,403.31,405.81,407.49,418.09,436.65,444.90,431.31,422.76,396.37,381.48,370.04,362.46,358.49,359.50,349.29,360.63,365.29,357.92,367.40,376.63,391.89,398.06,378.89,382.41,372.36,402.65,441.58,523.53
2004-11-02 22:08:28+00:00,L7,,,,,,365.85,367.50,361.83,376.00,390.85,392.69,393.70,379.43,383.42,,,,,,400.17,406.20,,,428.30,445.52,457.39,446.30,437.08,,,,,369.52,371.72,378.77,386.34,395.56,395.11,,433.92,437.18,,,,,514.79,466.04,507.54
