,dates,chi0452-0000,chi0452-0001,chi0452-0002,chi0452-0003,chi0452-0004,chi0452-0005,chi0452-0006,chi0452-0007,chi0452-0008,chi0452-0009,chi0452-0010,chi0452-0011,chi0452-0012,chi0452-0013,chi0452-0014,chi0452-0015,chi0452-0016,chi0452-0017,chi0452-0018,chi0452-0019,chi0452-0020,chi0452-0021,chi0452-0022,chi0452-0023,chi0452-0024,chi0452-0025,chi0452-0026,chi0452-0027,chi0452-0028,chi0452-0029,chi0452-0030,chi0452-0031,chi0452-0032,chi0452-0033,chi0452-0034,chi0452-0035,chi0452-0036,chi0452-0037,chi0452-0038,chi0452-0039,chi0452-0040,chi0452-0041,chi0452-0042,chi0452-0043,chi0452-0044,chi0452-0045,chi0452-0046,chi0452-0047,chi0452-0048,chi0452-0049,chi0452-0050,chi0452-0051,chi0452-0052,chi0452-0053,chi0452-0054,chi0452-0055,chi0452-0056,chi0452-0057,chi0452-0058,chi0452-0059,chi0452-0060,chi0452-0061,chi0452-0062,chi0452-0063,chi0452-0064,chi0452-0065,chi0452-0066,chi0452-0067,chi0452-0068,chi0452-0069,chi0452-0070,chi0452-0071,chi0452-0072,chi0452-0073,chi0452-0074,chi0452-0075,chi0452-0076,chi0452-0077,chi0452-0078,chi0452-0079,chi0452-0080,chi0452-0081,chi0452-0082,chi0452-0083,chi0452-0084,chi0452-0085,chi0452-0086,chi0452-0087,chi0452-0088,chi0452-0089,chi0452-0090,chi0452-0091,chi0452-0092,chi0452-0093,chi0452-0094,chi0452-0095,chi0452-0096,chi0452-0097,chi0452-0098,chi0452-0099,chi0452-0100,chi0452-0101,chi0452-0102,chi0452-0103,chi0452-0104,chi0452-0105,chi0452-0106
0,1986-02-04 14:07:59+00:00,230.36364768209623,215.69146290856676,197.12360978503744,183.5622305666307,,,159.69749315949713,,195.6351767940655,,,,,,,240.3172066217232,252.63678648129115,243.61933484375103,244.37973099962872,238.24167079646793,,,233.4068617277145,,,,,,,,,,,,,209.9524643985107,,,,,,,,,,,,,198.7783176215413,,,,196.94262035117774,,,,203.40677773528623,,,,,,,,,194.30159101757133,,200.4837357888403,193.034742797025,,,,,,,,,180.8010712835257,,185.5164071729696,183.007282152926,186.91257135678347,175.88367411885244,184.1222903584441,194.54485558913447,201.49659938553788,,200.5352348298708,198.61619916339788,188.56223268060631,202.13496633253982,194.1595775617123,188.0763521581114,186.89215649084628,,,,,167.07707859023643,170.04195263150044,,,171.9121376479816,179.58865259762317,,180.81934263364494,176.3898499020812
1,1986-08-15 14:02:41+00:00,203.3796822525518,195.2308237335208,194.7690557737282,189.88027324222247,157.4546365221626,96.7541503509734,,,164.28195376467946,175.84725602802015,182.10561690841814,,,,198.25505436175214,,,,,,198.7445104989202,,208.55507414058482,183.0998525975424,197.7218616932718,175.1262030262364,,,,,,162.50797622245602,,,170.29821184612015,176.34582656193027,158.8761988868647,169.79571949074656,165.56230662272677,173.5639518543732,185.07534849007138,172.75780481727716,171.12267202466987,159.77076833743305,162.57863672781684,169.36567543226775,169.38452989885516,171.33951151522928,169.27849624050722,157.6577503381222,166.76805065215746,162.1528347852824,175.51257809374272,,,147.41279216789584,176.40114742647953,141.30468643204242,152.29387552048033,150.1813055337488,153.89369900694015,153.34191900217203,154.92050489426018,158.04936392592916,160.59263897221817,172.60031846360536,155.08793605649052,169.61885464469088,169.9973081411363,141.58706500633434,147.3578681658155,131.11567664793574,141.72211948380985,,,,139.15314650925683,152.77749387706172,144.36677910336857,153.23559582311677,,,,,,,,,,,,,,,139.49771736414215,127.3241490764312,116.3864103885862,126.3681832881062,148.6536455142103,147.62493522293477,124.0874750002005,,138.1425041616444,151.45358158395535,141.86047024441774,150.47980112026607,155.42669384151603
2,1986-10-18 14:00:32+00:00,205.67871166213035,207.72884332612085,203.63668812908048,196.0602058755801,181.04095337380713,142.39179644148038,,,151.16681270940273,184.1191356481351,192.7478921132835,,,,209.43930694853688,,,,,,,,212.14546243316093,208.03378721801317,211.31019122884192,200.432859700334,,,,,,187.0448171614596,242.6361220833643,195.78467234967846,185.55435567372342,190.4216648349744,190.10916841202163,193.90969723076853,194.38140095040384,192.84253686837692,192.32081574531372,187.0225643868579,176.17493213274733,177.1430302450802,187.5790382153347,191.86969927102686,179.4852960101397,178.4641065272576,176.2162902601313,185.33527394025015,184.37414904445302,186.98053712117482,192.94044194133852,215.6896543200169,219.72488837979128,189.65240389666155,186.8319912448058,177.68797984059967,180.36204504744467,176.16399336777326,170.3617768605367,172.0286252289892,176.7558067500457,187.71293989877213,191.0531884025068,181.02947221375774,163.82687203779378,167.39698608987393,174.48270359150789,179.76856689533895,171.1569899287901,166.7647005515107,165.5864398769236,,,,140.46962270189857,161.12549807853833,151.59356642025202,158.3794326006529,,,,,,,,,,,,,,,141.00211203201545,133.5626614867202,137.705902306987,147.66395453205246,169.75271493740576,177.40539154271997,163.868470080514,167.44175351615107,161.72778851153558,168.45009804675308,161.33707744921088,130.4268021254176,152.90522647579525
3,1986-12-21 14:00:01+00:00,233.80693560316485,231.29906990031216,233.66219054754936,220.79179151489083,196.2309932601238,179.1676620006327,194.19210328427485,188.07063219985764,,203.09598861778963,221.09483017360452,223.31875935509188,227.6970308908047,225.20495007853043,223.34109434916257,224.7707345013297,224.6657569796303,228.83155540273813,230.44255773272488,233.253384269837,221.11326375506624,,220.92857080863337,219.71881907428508,218.4668099366876,215.551422719314,216.8214186280224,212.34576727255097,219.41550504363397,212.4544201972166,215.06714262853282,216.4375626957369,204.86799732869054,214.35642959894938,213.3543036701686,206.03060411178933,202.99760791898464,202.85041860359874,195.84630347482056,194.83756504007056,200.6185347152206,204.34569071441769,200.40121874565546,200.65155729969797,203.6604478057586,198.34965815473163,206.72952777982346,207.66529630699634,209.87779550169796,204.13520387291558,202.36498530886124,207.0091266954639,204.33132191699465,210.14141581587162,201.02368328229747,207.87110323174218,201.31137411416256,197.2787609346021,203.23947002151738,195.11678408144482,200.5421776410541,197.6437815258819,200.62628586615517,204.13559784848036,198.452563197714,191.19614768620923,188.24403331963802,185.02692525309612,186.84855884737306,189.4911947538153,177.82015351995196,188.56241547636463,187.5156873938997,176.96181435208163,186.09357281902243,179.78649256750924,182.6426821629078,172.59532850567217,180.60857186104377,182.55035963439343,179.6456195018835,196.18339015054187,195.63866397899625,192.32665693816747,182.26463305780794,176.92952544550673,199.76354999200106,203.78100455331713,198.88645159808092,,,,,,163.06245562044066,,162.7309781896457,176.2377873742623,176.79831314345637,185.04509156106135,169.39309216046667,170.10881148329483,176.29707582792008,174.54096195817243,173.9618923327965,173.6457050774377,193.7461961509778
4,1987-01-06 14:00:30+00:00,211.49714983016574,216.2845186039777,211.43386457917816,212.14412154474303,188.2698958307234,170.45888725176053,182.203537278929,154.41904852556596,,164.03069364805987,209.25165545452657,205.4669708401152,209.44315272410205,210.38757646913402,215.55361628261096,219.60593711874782,213.31512921257746,212.23142223517866,217.4876918456621,218.04222281156,211.5334001777776,,206.12263697386356,208.18532799066924,200.44124260234426,193.17345468108613,197.185915219189,201.6500099904742,199.72189867128304,192.48270664354484,180.61550507910357,195.03035674735608,196.2256851514244,183.22073845495507,174.63960444100655,198.55198709088535,187.95451417890462,196.4965119062635,185.0679449168415,178.22013594502357,184.0168030068505,189.3001914904465,191.66445729717307,184.8939991044372,185.30205693052204,182.60956401719585,186.6131360233373,189.98076087234682,178.4272372853548,180.8181694617007,187.83703589982395,189.23371278086265,187.61556500758783,188.8225392013847,185.65368993848247,183.759083844616,179.59340512705495,179.152945894368,188.39302152064772,184.3998500655731,175.60975422979917,171.9144759850572,173.0169112818076,184.5270120852963,184.5347613877945,179.62195929766284,181.18717787528362,166.5837904915569,164.06767642813375,170.55982078495086,162.60124219902283,173.98671476078016,172.6550944247253,174.33872322231937,164.8313414775279,141.72133547230777,166.06373953473195,154.47729532409056,165.79709316663457,150.4104178255816,153.27225165936284,164.8669836062844,184.67645781816537,161.8235133016846,176.12997016298146,155.59553880263343,163.04883032939955,,162.00511135839494,,,,,,126.49482298644128,123.13757306322395,140.5503152788139,156.95990878540343,149.9513524736847,167.79953274912555,158.1442642288038,156.81860683619772,162.0315204235805,165.9029692475645,171.9406851001298,172.91448685675996,161.77910948023705
5,1987-01-22 14:00:58+00:00,225.30246418512874,225.33533626919186,229.40167411011637,228.04795115730082,210.70495316700993,197.78513992721588,199.5719858051662,175.45759620530163,,164.81757907097577,217.86314249252058,,,,228.16447577958797,220.66840271970221,225.90878902411762,229.46736917926825,225.0393654818188,220.26159716784036,213.34832909335253,,222.50989133664265,210.9164715633885,219.06481777971516,221.10440654099193,214.3705527181997,211.8289001839786,219.9052291474592,212.54383438468497,205.19468624490102,206.48948356039105,208.90137353595904,214.42577538054945,204.80324197484302,196.43057494613933,202.83983753063555,203.20113276221497,203.78008283353697,203.09833991171195,199.63618305761736,199.73562589276708,192.796815425895,189.0020441341245,186.28289500557085,184.8993080296256,186.04209953261713,193.74704723936017,203.5610222244928,206.05495628417793,199.81949342931404,191.96677501069368,204.55399520612946,202.24755229383354,202.57881674597783,197.5387600725565,192.92030397545446,187.31373149858823,194.00735381150744,194.56814545422247,187.13987458766474,190.15422800190015,191.44394529483097,198.5193327404158,198.86406699942077,189.40179447961597,189.29436972104247,189.00754130378567,180.87275001513032,173.8750689680918,169.18982526236977,183.02073245760212,181.3200050153838,188.19432801747604,185.03563323493586,173.9656894250171,173.84170451655464,171.96435702591737,172.27916999431915,172.45831260041737,181.26782734628952,188.42183422221763,192.21160206174343,184.2073750151335,183.04929225289843,174.81191060563805,186.1045115165714,168.08607382929972,171.26009314808744,179.38092164863582,193.48130610704692,191.13274988584092,178.31864309454176,173.2134466176852,154.98249856625603,150.4766423628866,152.26996385751525,163.33961707270834,166.84810871227413,169.34099586913226,164.9956083370729,164.4820300172121,174.23024056112297,175.45654333909107,172.6778544833284,176.87895791091606,182.48450338101824
6,1987-02-07 14:01:33+00:00,231.22561488918913,220.09314783397625,238.25067720377444,249.1255557609292,244.42270060545513,235.7881042223996,194.30578962393128,158.70703388302042,113.87782151641974,199.9862626374328,238.85027169687902,,,,238.43044260031476,249.86092074930312,246.39989376421144,241.5120580948629,238.89864520437496,229.8006296399731,219.78002718046363,227.5193112873945,232.68388967130534,232.60278541203175,235.86073905713906,238.26488832462263,230.61630152960907,227.88283615434827,227.48052313563372,218.8565990344459,218.0031792311252,225.06781510705176,220.48411109051074,225.95101790305776,221.41579207069657,205.37768702716232,201.1113541644523,207.80669810207849,218.35747446242559,212.68921870835177,195.10995183930785,197.61592400976616,197.49848215636706,193.75785138503628,203.5973160889016,187.93863490219928,190.08481115370483,203.17711603734836,214.16241915308373,213.2282958248052,202.130415687454,203.67424711963832,199.97108374703754,201.9804826954129,218.10653007084412,214.22289365319108,210.88759392062184,209.92125736628404,200.93363078978115,200.89755011409022,208.9199281725462,214.21144588007311,205.56251613503898,204.71679753206155,197.52233170965224,211.8789612893097,200.65395785072073,200.01917089836004,194.3620117180573,185.53615117791148,180.44130522779213,190.50111228974663,204.4971644134377,193.33332458848284,192.7814986384625,189.56520120985212,192.44013778655463,199.26628046078636,190.87737872147895,179.9429553004885,184.94167318231104,195.17656454017657,207.08346509870086,201.06191484640968,193.5087829272452,190.23635964935863,195.627936528891,198.87230731810791,188.89843436612645,194.85085066881265,193.28598070895586,199.81519828157062,191.11269926960418,184.68299347909567,183.2885082908358,180.8191363916367,177.3215518744152,182.78004222776846,179.70309971593392,167.97604209395757,167.1718825697765,188.0920596131498,194.8855221788023,177.51311522243807,185.17637872426818,203.46645812712904,193.90619448906548
7,1987-03-27 14:03:21+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1998-03-09 14:17:33+00:00,225.39460019141455,215.45112687807833,203.83500869009097,156.7340175027917,129.23108725052646,,148.6813708477342,193.4763880498194,,196.46197048372983,188.39589856308191,183.07676770688053,197.03186052471733,220.20495963666988,221.43510915340715,225.85324223367806,233.96756566732043,221.4220518993855,223.4550092907787,219.17011509512315,223.87956074963736,227.98832677098633,218.5726732284788,205.53712892047966,216.4632437237951,220.48590775546438,217.60956874746947,210.33266581883612,206.47055727500353,194.5696339944543,195.73367913898332,214.4319894959486,203.09772579710918,195.48103410657245,187.6941409903042,191.11970354343742,212.59934555554952,220.55376786460275,215.14082273959184,227.27064844439246,207.68734111949524,199.6822047037593,197.91050944093377,197.69187574178238,215.09716726781772,209.1443674759378,189.7416750217362,207.69946610854026,211.7799047014906,198.65420829508338,192.19893983205114,189.19165859447685,192.65849342663066,189.49536632146973,190.51198784338317,196.61813697130697,204.88920788788056,195.6717582285638,213.9610337001206,210.02498963993852,191.14160278449785,204.87446964111385,217.46539528216985,203.8946405575086,211.82052998368215,213.37782322597846,183.34297936021525,188.30822939072917,196.69576641925897,193.76794886993852,200.9895291702871,205.32659746324887,182.83640639892715,181.16655833117693,181.28152570009928,180.31960422943652,166.84764309307278,180.28937398893092,201.56606786967765,204.21533798294814,204.30051861336526,213.8212029557805,213.53013197607154,207.26691534634472,200.60248133063405,203.99146874342767,205.8257652573905,205.68432222345544,204.37556374618413,201.16213588565446,196.03658150637145,215.0538009058903,198.19547711338802,182.9366255889597,184.81250106648375,190.73654474412197,178.7887827024376,161.27163786836869,,,,,179.2112530576792,194.70235190689695,199.2914211175179,182.96006038469142,182.80733409746713
9,1998-03-25 14:17:47+00:00,229.77367273983037,218.73045864223255,203.6965788002162,181.8600385189627,132.04053217731246,,102.33297190990953,199.63940986610237,,204.84629463593055,200.8843915095243,202.7755983939658,201.69290424483862,209.36212258251228,220.45438454011588,225.10476404414763,224.35387274134519,224.5182569738312,224.93459101688956,229.60990076850302,229.66245462942373,226.05504437713267,229.81021679620955,230.84815973529354,225.3021126097422,220.50317758076906,216.61733122825467,210.51060712622126,201.95888582791832,210.88765524286742,222.05432895437212,217.5133533209419,207.7333852135014,210.56690973821185,203.78600063553046,208.59448164144575,202.59871266129463,206.31718301400971,214.1019362878559,222.9164610139127,218.8531811460724,204.6314433867113,206.38367648654062,203.44147232713237,196.25574412184778,209.90421061751505,214.537463542967,212.11387710579456,208.88217054789192,209.32452974933065,209.44747347292693,203.49474203381158,197.7526922336821,202.79162706179702,205.2897004087086,204.37193159166654,209.27450566539318,212.1890817590064,205.11126969861164,211.1047940340934,214.41427818249738,218.014183043621,213.17333021820463,222.43866150404224,227.92445116291245,218.39912611396815,212.4125524906849,205.78088718772875,214.3132126649558,208.15135458247315,208.51331072016518,207.42234032438523,199.86043813871675,196.75185797139306,197.5046082521357,189.53061739084916,188.30767231433612,194.83870548771165,199.4308317588247,210.528291645076,207.4248556608022,218.00496705914293,213.70465911927872,212.37886726406182,216.6066789487464,216.1337957091606,218.5987498104262,211.57008032963378,219.95457299874442,224.7450401709208,207.36029897776658,214.403669954386,215.801874994551,202.58331759348755,202.41325590192457,194.5846247094876,194.03677630614476,182.74531163606574,176.74850869727334,184.78997097834616,197.1267481493626,200.56501867090392,195.15920569030803,203.222242821639,201.35713862313872,197.49034644499233,198.91906698052955
