dates,satname,sar0305-0000,sar0305-0001,sar0305-0002,sar0305-0003,sar0305-0004,sar0305-0005,sar0305-0006,sar0305-0007
1984-05-13 09:39:51+00:00,L5,885.58,,,,,187.15,197.86,186.48
1984-06-07 09:34:18+00:00,L5,863.07,211.04,201.76,199.11,200.81,206.79,217.14,200.57
1984-06-14 09:40:36+00:00,L5,886.37,209.54,202.21,199.93,196.11,190.76,203.08,188.10
1984-06-30 09:40:49+00:00,L5,887.19,202.98,195.63,189.76,190.89,186.70,201.89,184.14
1984-09-11 09:36:14+00:00,L5,867.50,200.42,196.33,197.76,200.48,204.15,219.83,208.73
1984-10-29 09:36:08+00:00,L5,859.80,200.66,201.44,203.03,206.09,209.40,217.42,205.42
1984-12-07 09:42:19+00:00,L5,847.97,208.29,199.86,192.14,198.65,203.37,211.06,205.42
1985-01-17 09:36:29+00:00,L5,865.08,213.73,200.29,198.42,201.07,204.51,218.38,203.45
1985-06-17 09:42:24+00:00,L5,880.20,194.13,186.95,179.18,178.51,183.74,193.61,191.28
1985-07-03 09:42:19+00:00,L5,884.43,198.65,191.18,193.08,193.73,195.73,210.98,195.31
1985-07-12 09:36:05+00:00,L5,867.83,206.87,198.58,192.92,193.08,195.39,209.30,194.39
1985-08-04 09:42:05+00:00,L5,887.49,,195.18,191.79,192.78,199.09,204.90,178.26
1985-08-13 09:35:48+00:00,L5,868.79,212.09,197.06,190.46,194.70,193.21,211.12,196.62
1985-08-29 09:35:38+00:00,L5,364.25,,,,,61.23,68.67,55.20
1985-09-05 09:41:43+00:00,L5,866.89,210.44,196.30,197.18,197.38,201.66,210.73,193.49
1985-09-14 09:35:25+00:00,L5,867.48,206.15,201.49,197.74,200.43,203.28,214.53,195.40
1985-09-21 09:41:31+00:00,L5,867.99,205.58,199.29,198.99,197.46,203.36,213.87,198.79
1985-10-23 09:41:10+00:00,L5,,,,,,,,
1985-12-03 09:34:19+00:00,L5,863.48,207.70,197.88,203.24,204.81,205.50,216.65,203.19
1986-01-04 09:33:44+00:00,L5,932.85,211.55,200.21,200.36,196.89,166.93,207.49,178.61
1986-03-25 09:32:01+00:00,L5,885.18,208.72,197.92,191.53,190.74,192.06,202.13,186.62
1986-05-12 09:30:53+00:00,L5,861.60,213.95,202.56,200.43,202.90,205.21,218.98,208.06
1986-05-28 09:30:26+00:00,L5,863.03,198.48,193.50,193.89,195.58,195.42,214.39,204.78
1986-07-15 09:28:53+00:00,L5,866.17,,,190.66,190.94,200.99,209.53,195.79
1986-07-31 09:28:19+00:00,L5,862.61,209.08,196.53,196.35,199.13,202.45,211.39,200.33
1986-09-17 09:26:37+00:00,L5,861.09,198.42,193.14,195.58,196.56,204.29,214.75,208.57
1987-01-23 09:26:04+00:00,L5,867.11,203.29,199.99,202.42,200.67,198.33,213.04,195.58
1987-03-19 09:34:19+00:00,L5,879.86,205.57,197.60,194.22,193.58,198.19,209.95,195.75
1987-04-20 09:35:25+00:00,L5,863.29,208.82,203.82,198.36,200.30,203.96,211.35,196.91
1987-04-29 09:29:30+00:00,L5,863.38,205.46,192.75,192.39,195.78,198.55,214.26,197.92
1987-05-06 09:35:53+00:00,L5,869.39,208.54,196.42,194.18,190.45,193.02,210.37,193.17
1987-05-22 09:36:18+00:00,L5,885.42,208.11,194.79,188.87,186.62,185.03,201.81,185.86
1987-06-07 09:36:42+00:00,L5,861.98,212.88,203.84,195.98,191.05,201.16,210.97,195.57
1987-06-16 09:30:43+00:00,L5,866.11,198.96,197.74,195.85,196.86,195.32,212.39,198.27
1987-06-23 09:37:03+00:00,L5,884.13,206.32,194.75,189.65,188.68,191.69,209.17,192.36
1987-07-09 09:37:22+00:00,L5,870.30,198.21,196.78,193.18,190.97,192.98,205.62,190.90
1987-07-18 09:31:20+00:00,L5,860.08,197.71,201.58,201.99,205.90,198.54,214.63,202.29
1987-07-25 09:37:42+00:00,L5,885.59,197.18,199.54,195.62,186.23,182.73,185.39,178.58
1987-08-10 09:38:13+00:00,L5,883.50,198.51,187.37,189.45,186.87,192.32,205.73,192.67
1987-08-19 09:32:18+00:00,L5,863.49,204.15,197.20,198.90,198.41,200.72,216.63,204.13
1987-08-26 09:38:40+00:00,L5,866.28,219.13,204.39,192.61,193.48,198.54,210.04,196.06
1987-09-04 09:32:43+00:00,L5,844.77,203.47,202.18,198.39,204.55,208.26,217.12,209.08
1987-09-11 09:39:04+00:00,L5,866.03,209.72,205.07,200.52,202.70,198.23,212.41,196.51
1987-09-20 09:33:05+00:00,L5,867.29,204.81,192.77,187.87,190.71,192.84,209.97,198.02
1987-10-13 09:39:44+00:00,L5,864.90,205.72,195.11,192.24,195.97,198.94,212.42,202.37
1988-01-01 09:41:07+00:00,L5,847.17,206.55,203.50,205.21,199.82,205.16,217.21,204.44
1988-01-10 09:35:05+00:00,L5,864.37,208.43,194.78,194.79,198.39,199.09,212.00,197.83
1988-02-02 09:41:43+00:00,L5,863.46,202.83,195.29,196.10,203.42,206.67,218.62,206.12
1988-02-11 09:35:41+00:00,L5,864.56,223.59,202.62,198.81,199.28,199.80,214.41,197.42
1988-03-14 09:36:03+00:00,L5,861.85,212.28,199.68,201.62,208.59,207.78,219.34,208.32
1988-04-15 09:36:14+00:00,L5,843.90,211.83,213.19,206.86,211.53,213.98,227.77,215.55
1988-04-22 09:42:28+00:00,L5,865.09,210.31,205.35,201.29,201.05,206.47,214.16,202.66
