dates,satname,nzd0297-0000,nzd0297-0001,nzd0297-0002,nzd0297-0003,nzd0297-0004,nzd0297-0005,nzd0297-0006,nzd0297-0007
1999-08-05 21:47:23+00:00,L7,331.35,335.88,,340.45,342.81,354.84,352.74,342.70
1999-08-12 21:53:32+00:00,L7,352.56,348.12,345.76,357.13,361.02,374.90,370.70,365.42
1999-08-21 21:47:20+00:00,L7,359.30,348.87,348.29,357.95,353.29,373.77,357.99,354.96
1999-09-22 21:47:24+00:00,L7,376.92,362.78,366.94,382.28,382.77,394.12,379.91,360.19
1999-09-29 21:53:40+00:00,L7,329.20,321.04,324.70,338.59,334.65,341.83,328.19,327.91
1999-10-24 21:47:20+00:00,L7,373.10,363.09,367.66,377.77,379.14,390.96,373.11,359.96
1999-11-16 21:53:32+00:00,L7,356.18,350.63,358.10,366.62,365.47,372.15,364.79,356.27
1999-11-25 21:47:14+00:00,L7,319.84,310.95,310.21,321.80,321.97,326.69,331.13,
2000-01-19 21:53:25+00:00,L7,365.26,354.03,363.52,374.95,371.78,380.25,380.25,368.96
2000-02-20 21:53:17+00:00,L7,360.46,355.55,358.32,370.70,368.89,377.45,367.35,356.20
2000-05-03 21:46:43+00:00,L7,358.12,357.96,363.51,375.12,380.31,385.22,369.93,360.04
2000-05-19 21:46:31+00:00,L7,214.71,345.18,350.56,366.71,365.17,373.35,360.43,356.39
2000-05-26 21:52:36+00:00,L7,195.61,355.51,357.90,366.23,369.98,380.82,372.91,352.36
2000-07-13 21:52:07+00:00,L7,192.35,353.80,359.65,366.88,366.63,373.14,368.13,359.70
2000-07-29 21:51:50+00:00,L7,316.04,355.27,368.98,373.68,380.58,385.96,377.36,366.34
2000-08-07 21:45:32+00:00,L7,329.42,333.58,340.94,355.58,352.97,362.12,347.60,341.17
2000-08-14 21:51:44+00:00,L7,338.19,338.05,338.96,356.66,357.78,367.35,359.33,342.90
2000-09-15 21:51:13+00:00,L7,338.17,331.92,339.37,348.72,349.72,354.58,343.14,333.93
2000-11-27 21:44:50+00:00,L7,348.15,343.11,346.23,353.57,351.33,355.14,348.18,335.19
2001-01-05 21:51:04+00:00,L7,368.92,361.75,358.74,368.81,364.77,376.70,368.86,361.19
2001-01-21 21:51:10+00:00,L7,372.30,361.11,359.18,368.67,367.52,378.30,371.68,357.30
2001-04-04 21:44:30+00:00,L7,373.52,357.50,360.20,368.81,365.22,379.66,367.65,358.33
2001-04-20 21:44:34+00:00,L7,374.26,369.05,369.04,383.53,374.78,386.27,377.51,364.76
2001-04-27 21:50:43+00:00,L7,334.08,338.42,336.04,351.02,348.11,357.24,354.18,341.95
2001-05-13 21:50:33+00:00,L7,200.60,330.59,331.68,348.51,345.11,350.39,351.45,334.01
2001-05-22 21:44:18+00:00,L7,200.63,352.37,356.25,363.54,364.06,372.63,367.76,364.54
2001-07-25 21:43:42+00:00,L7,194.49,313.09,323.18,341.93,342.49,341.58,334.24,333.84
2001-08-26 21:43:13+00:00,L7,344.73,336.49,337.60,350.83,349.40,350.79,347.11,345.28
2001-09-11 21:43:02+00:00,L7,343.73,339.65,343.53,356.44,358.30,357.50,350.89,349.11
2001-09-18 21:49:05+00:00,L7,354.20,349.51,354.01,362.08,354.50,367.23,358.72,352.32
2001-10-04 21:48:54+00:00,L7,357.65,351.92,351.81,364.63,359.63,369.95,360.41,352.54
2001-10-13 21:42:40+00:00,L7,381.90,369.62,370.95,374.67,367.74,375.50,366.23,350.77
2001-10-20 21:48:57+00:00,L7,349.32,347.58,345.53,359.57,351.35,359.41,355.38,348.72
2001-10-29 21:42:45+00:00,L7,368.38,356.54,358.88,370.58,373.15,376.65,364.22,354.56
2002-02-02 21:43:18+00:00,L7,338.99,331.66,329.96,335.19,338.44,346.35,328.95,322.12
2002-02-18 21:43:18+00:00,L7,350.07,337.88,338.75,354.13,353.83,354.36,348.09,345.14
2002-02-25 21:49:35+00:00,L7,368.75,355.41,355.31,372.80,376.24,378.18,369.58,358.04
2002-03-06 21:43:23+00:00,L7,355.64,337.55,336.13,356.22,353.07,359.12,346.30,344.49
2002-04-07 21:43:17+00:00,L7,358.72,345.07,348.72,366.94,368.16,375.62,365.99,358.11
2002-04-14 21:49:26+00:00,L7,350.41,340.55,341.57,363.82,360.97,359.26,357.05,348.57
2002-05-09 21:43:16+00:00,L7,329.02,348.90,356.67,361.81,371.41,374.88,365.49,360.73
2002-06-10 21:43:00+00:00,L7,198.11,339.65,,359.05,360.87,368.40,355.72,348.32
2002-07-19 21:48:57+00:00,L7,192.32,348.48,347.17,358.45,357.50,366.50,366.15,363.76
2002-09-05 21:48:38+00:00,L7,370.70,346.96,348.02,368.93,389.25,392.15,389.34,359.94
2002-09-14 21:42:19+00:00,L7,349.96,343.03,339.71,349.91,349.59,355.58,355.26,342.88
2002-09-30 21:42:11+00:00,L7,351.87,343.94,341.19,349.40,348.65,356.47,347.18,353.10
2002-10-23 21:48:03+00:00,L7,353.08,337.26,334.92,345.45,341.77,356.42,349.09,343.38
2002-12-10 21:48:53+00:00,L7,345.45,337.98,336.52,347.62,341.07,347.13,331.26,320.58
2003-01-11 21:49:02+00:00,L7,358.05,349.34,342.89,356.30,349.43,,,
2003-01-20 21:42:57+00:00,L7,349.54,339.82,333.84,344.11,341.05,349.59,339.45,333.32
2003-01-27 21:49:09+00:00,L7,344.01,343.49,342.02,351.32,356.65,358.42,354.12,340.08
2003-02-21 21:43:08+00:00,L7,339.13,329.10,326.84,334.06,333.60,338.99,335.39,326.08
2003-03-16 21:49:22+00:00,L7,371.98,351.14,350.96,361.19,353.01,369.24,367.48,363.25
2003-03-25 21:43:05+00:00,L7,354.02,338.60,336.03,345.12,345.79,354.99,353.97,349.06
2003-05-03 21:49:25+00:00,L7,336.48,343.89,337.68,356.19,347.67,368.97,354.77,357.15
2003-05-12 21:43:12+00:00,L7,204.38,354.83,354.59,367.02,377.19,381.38,370.60,358.01
2003-05-19 21:49:19+00:00,L7,317.12,255.55,,312.48,327.69,334.00,325.97,319.82
2003-07-30 21:37:21+00:00,L5,184.64,325.11,338.01,351.90,350.24,358.38,351.61,346.63
2003-08-15 21:37:36+00:00,L5,327.99,330.28,334.81,353.80,356.10,360.11,346.82,334.80
2003-10-18 21:38:36+00:00,L5,365.42,351.26,356.38,365.88,366.34,376.44,373.25,363.42
2003-10-19 21:42:44+00:00,L7,,,,,358.99,374.41,366.76,359.13
2003-10-26 21:49:02+00:00,L7,,,,,,,346.17,347.77
2003-11-04 21:42:51+00:00,L7,369.36,347.51,353.92,366.24,368.07,381.20,374.98,
2003-11-19 21:39:02+00:00,L5,371.36,359.91,348.72,356.47,353.38,365.78,358.35,351.98
2003-12-06 21:43:10+00:00,L7,359.07,346.33,343.45,361.06,362.18,375.19,364.87,354.76
2003-12-13 21:49:25+00:00,L7,350.45,342.86,336.70,355.42,349.26,367.74,363.69,
2003-12-14 21:33:02+00:00,L5,366.61,351.08,339.04,347.12,347.00,364.35,354.10,349.05
2004-01-22 21:39:28+00:00,L5,360.41,345.67,345.86,355.39,350.53,352.55,343.21,335.42
2004-02-16 21:33:24+00:00,L5,368.02,350.02,347.04,361.84,362.51,372.06,360.23,354.66
2004-02-23 21:39:37+00:00,L5,348.70,337.70,336.95,349.63,351.32,363.09,352.43,330.47
2004-02-24 21:43:33+00:00,L7,354.56,342.22,335.15,345.13,341.62,350.98,340.00,336.05
2004-03-19 21:33:35+00:00,L5,368.39,357.18,359.44,367.52,370.28,384.55,375.03,361.31
2004-03-27 21:43:45+00:00,L7,,,,359.69,360.84,366.09,361.52,344.73
2004-04-03 21:49:54+00:00,L7,,,,358.36,362.55,376.58,367.85,360.71
2004-04-20 21:34:19+00:00,L5,347.83,343.69,342.99,350.07,354.22,362.37,351.84,353.43
2004-05-21 21:49:49+00:00,L7,191.25,326.75,332.09,341.00,347.06,112.63,,
2004-06-06 21:49:44+00:00,L7,188.77,309.51,324.62,340.68,342.46,348.49,339.39,
2004-06-22 21:49:40+00:00,L7,183.75,,,,,344.37,336.33,331.78
2004-06-23 21:36:10+00:00,L5,182.70,229.73,,351.35,352.84,357.09,345.10,347.28
2004-07-08 21:49:38+00:00,L7,178.89,323.13,,,,,,
2004-07-25 21:37:01+00:00,L5,192.74,338.71,341.61,352.02,353.73,357.10,352.96,343.71
2004-08-02 21:43:16+00:00,L7,196.66,,,,349.81,363.92,351.06,347.46
2004-08-09 21:49:27+00:00,L7,,,335.42,349.07,345.00,355.44,349.63,343.24
2004-08-25 21:49:25+00:00,L7,339.78,334.20,,153.75,,,,346.27
2004-09-03 21:43:11+00:00,L7,,,325.86,345.01,342.32,347.66,335.60,332.52
2004-09-18 21:44:34+00:00,L5,337.68,325.89,332.21,349.49,349.78,350.11,336.20,335.38
2004-09-19 21:43:05+00:00,L7,342.94,329.41,330.34,,,,336.01,330.88
2004-09-26 21:49:14+00:00,L7,,,,,385.68,405.81,396.34,377.83
2004-10-20 21:45:16+00:00,L5,346.63,341.04,338.26,353.13,351.52,359.86,353.25,352.56
2004-11-13 21:49:35+00:00,L7,355.91,,,,,,,
2004-11-29 21:49:45+00:00,L7,338.87,,,,,,,344.79
2005-01-08 21:46:40+00:00,L5,368.72,351.59,363.01,377.78,380.15,407.08,395.91,372.08
2005-01-16 21:50:03+00:00,L7,348.72,343.91,346.41,362.66,360.09,367.70,354.52,
2005-01-17 21:40:37+00:00,L5,367.15,354.84,357.59,373.12,369.55,379.76,373.00,355.49
2005-02-17 21:49:52+00:00,L7,353.21,76.47,82.29,,,,,
2005-02-18 21:41:06+00:00,L5,369.07,364.36,362.06,365.72,355.68,367.25,367.54,356.72
2005-03-05 21:50:20+00:00,L7,371.52,359.53,356.91,,,,,
2005-03-30 21:44:08+00:00,L7,341.64,333.15,328.58,338.95,,,,337.44
2005-04-22 21:50:11+00:00,L7,274.92,,,,,379.17,369.58,361.73
2005-05-08 21:50:15+00:00,L7,331.78,,,,,,355.67,349.72
2005-05-09 21:41:44+00:00,L5,337.04,340.70,343.10,357.92,364.18,367.73,354.60,350.77
2005-05-24 21:50:14+00:00,L7,,342.36,356.72,360.46,366.61,379.50,371.21,358.88
2005-05-25 21:41:52+00:00,L5,190.37,341.46,355.76,356.25,360.17,366.61,361.17,354.31
2005-06-02 21:44:00+00:00,L7,600.43,589.63,,606.10,631.79,638.38,,
2005-06-09 21:50:08+00:00,L7,179.12,236.85,,,,,353.47,347.48
2005-06-10 21:42:00+00:00,L5,180.43,319.33,334.62,357.21,364.53,372.33,353.64,348.33
2005-06-26 21:42:04+00:00,L5,185.81,232.43,,345.24,342.75,350.66,342.96,340.28
2005-07-12 21:42:11+00:00,L5,187.48,317.72,327.66,346.69,343.16,354.17,345.48,341.62
2005-07-19 21:48:27+00:00,L5,390.41,392.64,414.69,407.23,383.86,385.53,376.96,376.45
2005-07-20 21:43:53+00:00,L7,183.63,277.05,,,,370.34,368.37,362.79
2005-07-28 21:42:21+00:00,L5,183.21,335.91,,376.59,356.77,367.21,353.91,336.65
2005-08-05 21:43:51+00:00,L7,331.85,351.15,371.02,370.25,377.05,398.54,377.40,363.62
2005-08-13 21:42:29+00:00,L5,337.00,338.74,342.80,358.24,364.55,368.87,364.95,356.75
2005-08-20 21:48:42+00:00,L5,349.93,348.76,353.30,366.86,363.36,372.58,377.10,366.06
2005-08-21 21:43:45+00:00,L7,227.73,,,,347.48,353.48,350.69,337.59
